Datum;CycleCounter;Hygro_S3_r.Feuchte;Hygro_S3_Temperatur;Windrichtung;Windgeschwindigkeit;Niederschlag;UB;SP_Lite_Pyranometer;Steuerung_MC35i
2021-01-23 06:25:00;5;99,96;2,08;230;1,3;0;12,82;-1,94;-1
2021-01-23 06:30:00;6;99,97;2,06;173;0,5;0;12,82;-1,95;-1
2021-01-23 06:35:00;7;99,96;2,05;128;1;0;12,82;-1,85;-1
2021-01-23 06:40:00;8;99,96;2,05;45;0,6;0;12,82;-1,92;-1
2021-01-23 06:45:00;9;99,96;2,03;155;0,4;0;12,82;-1,9;-1
2021-01-23 06:50:00;10;99,96;2,09;260;0;0;12,82;-1,9;-1
2021-01-23 06:55:00;11;99,97;2,23;175;0,5;0;12,82;-1,78;-1
2021-01-23 07:00:00;0;99,96;2,26;155;0,8;0;12,82;-1,57;-1
2021-01-23 07:05:00;1;99,97;2,39;120;0,3;0;12,82;-1,24;-1
2021-01-23 07:10:00;2;99,95;2,4;108;0,2;0;12,82;-0,62;-1
2021-01-23 07:15:00;3;99,95;2,42;168;0,5;0;12,82;0,3;-1
2021-01-23 07:20:00;4;99,96;2,44;105;0,5;0;12,82;1,84;-1
2021-01-23 07:25:00;5;99,96;2,43;140;1,2;0;12,83;3,52;-1
2021-01-23 07:30:00;6;99,96;2,42;350;0,3;0;12,83;5,99;-1
2021-01-23 07:35:00;7;99,95;2,43;250;0,2;0;12,84;8,8;-1
2021-01-23 07:40:00;8;99,96;2,43;83;0,6;0;12,85;9,73;-1
2021-01-23 07:45:00;9;99,96;2,46;150;0,4;0;12,85;11,45;-1
2021-01-23 07:50:00;10;99,96;2,43;128;0,5;0;12,86;14,22;-1
2021-01-23 07:55:00;11;99,96;2,45;275;0,1;0;12,87;17,02;-1
2021-01-23 08:00:00;0;99,96;2,42;165;0;0;12,88;18,63;-1
2021-01-23 08:05:00;1;99,96;2,48;85;0,5;0;12,9;21,51;-1
2021-01-23 08:10:00;2;99,96;2,49;90;0,3;0;12,93;28,69;-1
2021-01-23 08:15:00;3;99,96;2,51;83;0;0;12,96;38;-1
2021-01-23 08:20:00;4;99,96;2,51;125;0;0;12,98;39,32;-1
2021-01-23 08:25:00;5;99,96;2,51;105;0;0;12,98;31,72;-1
2021-01-23 08:30:00;6;99,96;2,54;58;0;0;12,99;30,1;-1
2021-01-23 08:35:00;7;99,96;2,51;120;0;0;13;33,23;-1
2021-01-23 08:40:00;8;99,96;2,48;178;0;0;13,03;38,34;-1
2021-01-23 08:45:00;9;99,96;2,5;105;0,6;0;13,05;42,58;-1
2021-01-23 08:50:00;10;99,96;2,53;88;0,6;0;13,08;49,28;-1
2021-01-23 08:55:00;11;99,96;2,6;100;0,7;0;13,12;59,57;-1
2021-01-23 09:00:00;0;99,96;2,7;350;0;0;13,15;64,21;-1
2021-01-23 09:05:00;1;99,96;2,81;168;0,3;0;13,16;59,04;-1
2021-01-23 09:10:00;2;99,97;2,97;48;0,5;0;13,18;64,22;-1
2021-01-23 09:15:00;3;99,97;3,09;115;0,3;0;13,17;52,34;-1
2021-01-23 09:20:00;4;99,97;3,18;120;0,6;0;13,16;47,76;-1
2021-01-23 09:25:00;5;99,96;3,22;198;0,6;0;13,16;55,91;-1
2021-01-23 09:30:00;6;99,96;3,25;240;0,1;0;13,18;52,81;-1
2021-01-23 09:35:00;7;99,97;3,21;25;0,2;0;13,23;78,17;-1
2021-01-23 09:40:00;8;99,97;3,48;28;0,3;0;13,24;65,86;-1
2021-01-23 09:45:00;9;99,97;3,53;165;0,7;0;13,22;50,48;-1
2021-01-23 09:50:00;10;99,97;3,52;190;1,1;0;13,2;42,02;-1
2021-01-23 09:55:00;11;99,97;3,46;165;0,9;0;13,19;42,84;-1
2021-01-23 10:00:00;0;99,98;3,51;168;0,1;0;13,18;37,88;-1
2021-01-23 10:05:00;1;99,98;3,59;350;0,1;0;13,17;40,82;-1
2021-01-23 10:10:00;2;99,98;3,66;293;0,7;0;13,18;44,92;-1
2021-01-23 10:15:00;3;98,33;3,72;208;1,2;0;13,22;70,88;-1
2021-01-23 10:20:00;4;97,53;3,82;125;0,3;0;13,26;67,78;-1
2021-01-23 10:25:00;5;98,07;4,01;165;0,9;0;13,32;94,92;-1
2021-01-23 10:30:00;6;96,06;4,02;215;0,9;0;13,35;92,05;-1
2021-01-23 10:35:00;7;96,89;4,19;230;0,5;0;13,37;86,98;-1
2021-01-23 10:40:00;8;95,85;4,15;218;0,4;0;13,35;69,78;-1
2021-01-23 10:45:00;9;96,71;4,29;85;0,4;0;13,43;98,71;-1
2021-01-23 10:50:00;10;94,83;4,32;98;0,6;0;13,51;101,5;-1
2021-01-23 10:55:00;11;94,71;4,44;200;0,6;0;13,64;123,09;-1
2021-01-23 11:00:00;0;96,02;4,61;200;0;0;14,01;137,73;-1
2021-01-23 11:05:00;1;94,75;4,64;245;0,5;0;13,85;125,78;-1
2021-01-23 11:10:00;2;92,94;4,72;213;0,4;0;14,02;131,6;-1
2021-01-23 11:15:00;3;94,63;4,84;290;0,4;0;14,16;128,9;-1
2021-01-23 11:20:00;4;92,13;4,85;218;0,1;0;14,67;133,88;-1
2021-01-23 11:25:00;5;93,02;5,11;265;0,9;0;14,65;132,6;-1
2021-01-23 11:30:00;6;90,79;5;213;0,7;0;14,68;152,47;-1
2021-01-23 11:35:00;7;90,67;5,02;240;0,3;0;13,72;99,91;-1
2021-01-23 11:40:00;8;91,02;5,08;58;0,2;0;13,79;115,41;-1
2021-01-23 11:45:00;9;91,9;5,24;173;1,1;0;14,68;169,74;-1
2021-01-23 11:50:00;10;87,74;5,3;155;0,7;0;14,68;119,57;-1
2021-01-23 11:55:00;11;90,95;5,42;118;0,7;0;13,97;83,76;-1
2021-01-23 12:00:00;0;89,25;5,23;153;0,2;0;13,61;71,13;-1
2021-01-23 12:05:00;1;89,2;5,25;38;0;0;13,56;66,15;-1
2021-01-23 12:10:00;2;91,26;5,38;150;0,4;0;14,62;111,31;-1
2021-01-23 12:15:00;3;89,32;5,43;253;0,2;0;14,66;157,6;-1
2021-01-23 12:20:00;4;87,84;5,65;165;0,6;0;14,65;128,04;-1
2021-01-23 12:25:00;5;83,85;5,71;235;0,1;0;14,65;167,02;-1
2021-01-23 12:30:00;6;84,79;5,86;178;2,2;0;14,65;149,83;-1
2021-01-23 12:35:00;7;84,71;6,03;333;0,3;0;14,65;153,59;-1
2021-01-23 12:40:00;8;82,71;6,16;270;1,7;0;14,65;168,79;-1
2021-01-23 12:45:00;9;79,4;5,97;303;0,7;0;14,61;104,05;-1
2021-01-23 12:50:00;10;79,96;6;180;0,3;0;14,64;115,78;-1
2021-01-23 12:55:00;11;76,47;6,02;358;1;0;14,65;165,87;-1
2021-01-23 13:00:00;0;79,57;6,12;140;1;0;14,64;133,94;-1
2021-01-23 13:05:00;1;79,85;6,19;225;1;0;14,65;109,8;0
2021-01-23 13:10:00;2;79,43;6,09;213;0,2;0;14,64;103,46;0
2021-01-23 13:15:00;3;78,34;6,22;173;1,5;0;14,65;108,61;0
2021-01-23 13:20:00;4;81,19;6,29;165;0,6;0;14,65;102,47;0
2021-01-23 13:25:00;5;79,28;6,19;280;1,1;0;14,65;99,34;0
2021-01-23 13:30:00;6;79,85;6,15;293;0,5;0;14,65;103,13;0
2021-01-23 13:35:00;7;82,68;6,3;273;0,2;0;14,61;94,51;0
2021-01-23 13:40:00;8;77,89;6,23;153;0,3;0;14,62;104,65;0
2021-01-23 13:45:00;9;78,67;6,25;125;0,9;0;14,61;104,97;0
2021-01-23 13:50:00;10;79,16;6,24;68;1;0;14,58;97,81;0
2021-01-23 13:55:00;11;77,89;6,22;180;0,8;0;13,76;78,58;0
2021-01-23 14:00:00;0;78,18;6,14;70;0,1;0;13,66;69,7;0
2021-01-23 14:05:00;1;80,01;6,16;163;0,8;0;13,61;58,93;0
2021-01-23 14:10:00;2;85;6,14;83;0;0;13,55;50,09;0
2021-01-23 14:15:00;3;79,65;6,02;68;0,3;0;13,47;31,69;0
2021-01-23 14:20:00;4;83,29;5,95;93;0,6;0;13,44;28,54;0
2021-01-23 14:25:00;5;81,31;5,77;150;0,5;0;13,44;32,3;0
2021-01-23 14:30:00;6;85,16;5,75;15;0,4;0;13,49;48,09;0
2021-01-23 14:35:00;7;83,52;5,69;133;0,9;0;13,48;46,5;0
2021-01-23 14:40:00;8;84,41;5,62;38;0,6;0;13,5;46,73;0
2021-01-23 14:45:00;9;85,86;5,57;78;0,3;0;13,51;44,99;0
2021-01-23 14:50:00;10;85,81;5,54;60;0,2;0;13,5;42,55;0
2021-01-23 14:55:00;11;87,34;5,4;215;0,2;0;13,48;39,39;0
2021-01-23 15:00:00;0;86,52;5,33;163;0,8;0;13,46;34,19;0
2021-01-23 15:05:00;1;89,08;5,26;360;0,2;0;13,44;31,75;0
2021-01-23 15:10:00;2;87,15;5,21;293;0,2;0;13,45;32,23;0
2021-01-23 15:15:00;3;88,22;5,15;115;0,7;0;13,43;29,12;0
2021-01-23 15:20:00;4;91,96;5,06;130;1,4;0;13,39;21,81;0
2021-01-23 15:25:00;5;92,66;4,97;78;0,2;0;13,36;15,98;0
2021-01-23 15:30:00;6;90,78;5,01;295;0,1;0;13,33;12,02;0
2021-01-23 15:35:00;7;90,46;4,97;55;0,1;0;13,31;8,52;0
2021-01-23 15:40:00;8;88,95;5;48;0,3;0;13,29;6,05;0
2021-01-23 15:45:00;9;90,19;4,97;225;0,1;0;13,27;2,8;0
2021-01-23 15:50:00;10;87,9;4,91;135;0,5;0;13,26;1,89;0
2021-01-23 15:55:00;11;89,4;4,91;95;0,8;0;13,24;0,94;0
2021-01-23 16:00:00;0;92,33;4,76;85;0,3;0;13,23;0,14;0
2021-01-23 16:05:00;1;91,11;4,73;90;0,1;0;13,22;-0,73;0
2021-01-23 16:10:00;2;91,57;4,69;133;0,5;0;13,22;-1,14;0
2021-01-23 16:15:00;3;91,34;4,61;55;0,4;0;13,21;-1,22;0
2021-01-23 16:20:00;4;92,94;4,55;95;0,5;0;13,2;-1,52;0
2021-01-23 16:25:00;5;92,22;4,51;118;1;0;13,2;-1,63;0
2021-01-23 16:30:00;6;91;4,65;118;0,6;0;13,19;-1,67;0
2021-01-23 16:35:00;7;93,46;4,5;90;0,4;0;13,19;-1,68;0
2021-01-23 16:40:00;8;93,15;4,49;143;1,6;0;13,19;-1,7;0
2021-01-23 16:45:00;9;88,99;4,79;65;1,9;0;13,18;-1,69;0
2021-01-23 16:50:00;10;90,75;4,68;150;1,7;0;13,18;-1,69;0
2021-01-23 16:55:00;11;91,87;4,54;135;0,5;0;13,17;-1,72;0
2021-01-23 17:00:00;0;93,18;4,39;208;0,8;0;13,17;-1,72;0
2021-01-23 17:05:00;1;93,35;4,32;68;0,7;0;13,16;-1,68;0
2021-01-23 17:10:00;2;92,75;4,33;125;0,6;0;13,16;-1,72;0
2021-01-23 17:15:00;3;93,75;4,23;100;0,6;0;13,16;-1,74;0
2021-01-23 17:20:00;4;93,24;4,16;123;1,1;0;13,15;-1,77;0
2021-01-23 17:25:00;5;94,27;4,09;118;0,8;0;13,15;-1,74;0
2021-01-23 17:30:00;6;95,55;3,91;140;0,9;0;13,15;-1,73;0
2021-01-23 17:35:00;7;95,71;3,76;85;0,4;0;13,15;-1,75;0
2021-01-23 17:40:00;8;95,94;3,68;65;0,2;0;13,14;-1,81;0
2021-01-23 17:45:00;9;96,72;3,56;70;0,3;0;13,14;-1,8;0
2021-01-23 17:50:00;10;97,5;3,48;83;0,4;0;13,14;-1,79;0
2021-01-23 17:55:00;11;97,75;3,42;318;0,3;0;13,13;-1,79;0
2021-01-23 18:00:00;0;96,9;3,48;115;1,1;0;13,13;-1,77;0
2021-01-23 18:05:00;1;96,42;3,44;148;1,1;0;13,13;-1,78;0
2021-01-23 18:10:00;2;96,93;3,31;128;0,6;0;13,12;-1,78;0
2021-01-23 18:15:00;3;97,75;3,21;113;0,6;0;13,12;-1,82;0
2021-01-23 18:20:00;4;97,6;3,39;98;0,4;0;13,12;-1,83;0
2021-01-23 18:25:00;5;96,79;3,42;95;0,6;0;13,12;-1,88;0
2021-01-23 18:30:00;6;97,29;3,45;105;0,7;0;13,11;-1,87;0
2021-01-23 18:35:00;7;97,66;3,4;115;0,6;0;13,11;-1,83;0
2021-01-23 18:40:00;8;97,76;3,39;168;0,8;0;13,11;-1,84;0
2021-01-23 18:45:00;9;96,88;3,52;100;1;0;13,1;-1,83;0
2021-01-23 18:50:00;10;96,16;3,57;153;0,9;0;13,1;-1,86;0
2021-01-23 18:55:00;11;94,55;3,7;173;0,4;0;13,1;-1,84;0
2021-01-23 19:00:00;0;96,02;3,58;28;0,3;0;13,1;-1,87;0
2021-01-23 19:05:00;1;96,71;3,5;83;0,2;0;13,09;-1,82;0
2021-01-23 19:10:00;2;97,31;3,47;103;1,2;0;13,09;-1,88;0
2021-01-23 19:15:00;3;97,78;3,42;133;0,4;0;13,09;-1,86;0
2021-01-23 19:20:00;4;96,34;3,52;118;1,2;0;13,09;-1,88;0
2021-01-23 19:25:00;5;95,71;3,58;98;0,7;0;13,09;-1,89;0
2021-01-23 19:30:00;6;96,94;3,54;55;0,1;0;13,08;-1,85;0
2021-01-23 19:35:00;7;97,49;3,5;78;0,2;0;13,08;-1,88;0
2021-01-23 19:40:00;8;97,38;3,48;150;1,3;0;13,08;-1,86;0
2021-01-23 19:45:00;9;97,02;3,44;135;0,6;0;13,08;-1,88;0
2021-01-23 19:50:00;10;96,6;3,47;148;0,5;0;13,07;-1,86;0
2021-01-23 19:55:00;11;96,46;3,43;93;0,8;0;13,07;-1,86;0
2021-01-23 20:00:00;0;95,63;3,51;115;0,1;0;13,07;-1,88;0
2021-01-23 20:05:00;1;94,05;3,57;148;0,3;0;13,07;-1,91;0
2021-01-23 20:10:00;2;93,18;3,6;148;1;0;13,06;-1,85;0
2021-01-23 20:15:00;3;91,65;3,68;165;1,2;0;13,06;-1,92;0
2021-01-23 20:20:00;4;92,46;3,76;135;0,9;0;13,06;-1,85;0
2021-01-23 20:25:00;5;93,35;3,7;138;1;0;13,06;-1,91;0
2021-01-23 20:30:00;6;93,8;3,63;140;1,3;0;13,06;-1,86;0
2021-01-23 20:35:00;7;91,12;3,78;55;0,7;0;13,06;-1,91;0
2021-01-23 20:40:00;8;93,9;3,7;238;1,3;0;13,05;-1,88;0
2021-01-23 20:45:00;9;94,61;3,68;168;0,1;0;13,05;-1,9;0
2021-01-23 20:50:00;10;93,49;3,61;125;0,2;0;13,05;-1,87;0
2021-01-23 20:55:00;11;94,53;3,66;168;0,1;0;13,05;-1,85;0
2021-01-23 21:00:00;0;93,98;3,6;93;0,3;0;13,05;-1,86;0
2021-01-23 21:05:00;1;91,97;3,77;75;0,3;0;13,04;-1,84;0
2021-01-23 21:10:00;2;92,64;3,66;133;1,4;0;13,04;-1,9;0
2021-01-23 21:15:00;3;93,61;3,65;140;0,7;0;13,04;-1,82;0
2021-01-23 21:20:00;4;93,62;3,58;140;0,3;0;13,04;-1,83;0
2021-01-23 21:25:00;5;95,68;3,53;113;0,5;0;13,04;-1,88;0
2021-01-23 21:30:00;6;94,66;3,52;60;0,2;0;13,03;-1,87;0
2021-01-23 21:35:00;7;94,33;3,56;120;0,5;0;13,03;-1,88;0
2021-01-23 21:40:00;8;95,57;3,5;318;0,2;0;13,03;-1,82;0
2021-01-23 21:45:00;9;94,58;3,51;150;1,2;0;13,03;-1,86;0
2021-01-23 21:50:00;10;93,91;3,53;218;0,8;0;13,03;-1,85;0
2021-01-23 21:55:00;11;95,4;3,46;88;0,7;0;13,02;-1,89;0
2021-01-23 22:00:00;0;94,51;3,44;120;0,6;0;13,02;-1,81;0
2021-01-23 22:05:00;1;95,48;3,37;165;0;0;13,02;-1,83;0
2021-01-23 22:10:00;2;95,24;3,35;110;0,6;0;13,02;-1,83;0
2021-01-23 22:15:00;3;95,67;3,33;98;0,1;0;13,02;-1,9;0
2021-01-23 22:20:00;4;94,78;3,31;73;0,6;0;13,02;-1,92;0
2021-01-23 22:25:00;5;95,68;3,25;93;0,2;0;13,01;-1,9;0
2021-01-23 22:30:00;6;96,46;3,07;168;0,3;0;13,01;-1,81;0
2021-01-23 22:35:00;7;96,88;2,85;115;1,3;0;13,01;-1,88;0
2021-01-23 22:40:00;8;97,93;2,65;140;0,3;0;13,01;-1,83;0
2021-01-23 22:45:00;9;98,67;2,5;115;0,5;0;13,01;-1,88;0
2021-01-23 22:50:00;10;99,29;2,4;158;0,7;0;13,01;-1,85;0
2021-01-23 22:55:00;11;99,77;2,46;175;1,6;0;13;-1,86;0
2021-01-23 23:00:00;0;99,98;2,54;135;0,3;0;13;-1,9;0
2021-01-23 23:05:00;1;99,87;2,57;95;0,4;0;13;-1,87;0
2021-01-23 23:10:00;2;99,8;2,47;70;0,2;0;13;-1,91;0
2021-01-23 23:15:00;3;99,82;2,39;115;0,3;0;12,99;-1,95;0
2021-01-23 23:20:00;4;99,95;2,4;115;0,5;0;12,99;-1,96;0
2021-01-23 23:25:00;5;99,98;2,52;140;0,8;0;12,99;-1,95;0
2021-01-23 23:30:00;6;99,85;2,63;75;0,5;0;12,99;-1,87;0
2021-01-23 23:35:00;7;99,37;2,7;160;0,6;0;12,99;-1,94;0
2021-01-23 23:40:00;8;99,14;2,78;125;0,8;0;12,99;-1,88;0
2021-01-23 23:45:00;9;98,85;2,82;48;0,5;0;12,99;-1,96;0
2021-01-23 23:50:00;10;98,92;2,82;218;0,5;0;12,98;-1,96;0
2021-01-23 23:55:00;11;96,42;3,34;213;1,2;0;12,98;-1,99;0
2021-01-24 00:00:00;0;95,65;3,36;173;0,6;0;12,98;-1,99;0
2021-01-24 00:05:00;1;96,26;3,34;143;0,2;0;12,98;-1,91;0
2021-01-24 00:10:00;2;95,74;3,49;150;0,9;0;12,98;-1,97;0
2021-01-24 00:15:00;3;94,32;3,64;135;1;0;12,98;-1,96;0
2021-01-24 00:20:00;4;94,94;3,58;165;3,4;0;12,97;-1,87;0
2021-01-24 00:25:00;5;92,96;3,84;195;0,8;0;12,97;-1,94;0
2021-01-24 00:30:00;6;93,49;3,83;215;1;0;12,97;-1,98;0
2021-01-24 00:35:00;7;93,3;3,86;200;2,1;0;12,97;-1,91;0
2021-01-24 00:40:00;8;90,82;4,1;235;1,7;0;12,97;-1,93;0
2021-01-24 00:45:00;9;91,74;4,14;178;0,6;0;12,97;-1,9;0
2021-01-24 00:50:00;10;92,32;4,06;173;0,3;0;12,97;-1,91;0
2021-01-24 00:55:00;11;92,14;4,14;173;0,6;0;12,97;-1,94;0
2021-01-24 01:00:00;0;92,43;4,11;93;1,7;0;12,96;-1,94;-1
2021-01-24 01:05:00;1;92,94;4,05;178;0,6;0;12,93;-1,76;-1
2021-01-24 01:10:00;2;93,7;4,01;253;0,7;0;12,93;-1,73;-1
2021-01-24 01:15:00;3;92,72;4,01;233;1,9;0;12,92;-1,8;-1
2021-01-24 01:20:00;4;92,84;4,02;178;1,5;0;12,92;-1,81;-1
2021-01-24 01:25:00;5;93,83;3,97;95;1,5;0;12,92;-1,76;-1
2021-01-24 01:30:00;6;92,75;3,98;200;5;0;12,92;-1,79;-1
2021-01-24 01:35:00;7;93,34;3,95;275;0,6;0;12,92;-1,79;-1
2021-01-24 01:40:00;8;92,91;3,94;223;0,7;0,1;12,91;-1,74;-1
2021-01-24 01:45:00;9;92,68;3,92;70;0,2;0;12,91;-1,78;-1
2021-01-24 01:50:00;10;93,42;3,89;120;1,2;0;12,91;-1,75;-1
2021-01-24 01:55:00;11;93,5;3,83;290;0,3;0;12,91;-1,75;-1
2021-01-24 02:00:00;0;93,32;3,8;225;0,7;0;12,91;-1,75;-1
2021-01-24 02:05:00;1;93,35;3,79;253;0,5;0;12,9;-1,73;-1
2021-01-24 02:10:00;2;93,76;3,67;240;1,9;0;12,9;-1,72;-1
2021-01-24 02:15:00;3;93,81;3,58;150;3,3;0;12,9;-1,72;-1
2021-01-24 02:20:00;4;92,69;3,58;235;0,8;0;12,9;-1,73;-1
2021-01-24 02:25:00;5;89,52;3,51;15;2,4;0;12,9;-1,72;-1
2021-01-24 02:30:00;6;88,88;3,42;188;1,2;0;12,9;-1,75;-1
2021-01-24 02:35:00;7;87,16;3,44;215;1,7;0;12,9;-1,75;-1
2021-01-24 02:40:00;8;86,98;3,39;280;0,7;0;12,9;-1,77;-1
2021-01-24 02:45:00;9;86,59;3,39;120;0,6;0;12,89;-1,79;-1
2021-01-24 02:50:00;10;87,31;3,36;258;1,1;0;12,89;-1,77;-1
2021-01-24 02:55:00;11;86,25;3,37;255;1,5;0;12,89;-1,74;-1
2021-01-24 03:00:00;0;84,75;3,3;200;0,7;0;12,89;-1,76;-1
2021-01-24 03:05:00;1;84,07;3,24;230;0,8;0;12,89;-1,71;-1
2021-01-24 03:10:00;2;87,61;3,17;295;2,4;0;12,79;-1,55;-1
2021-01-24 03:15:00;3;85,49;3,12;248;4,6;0;12,86;-1,42;-1
2021-01-24 03:20:00;4;84,09;3,11;190;5,3;0;12,87;-1,57;-1
2021-01-24 03:25:00;5;84,62;3,08;120;1;0;12,88;-1,66;-1
2021-01-24 03:30:00;6;85,23;2,96;105;2,2;0;12,88;-1,76;-1
2021-01-24 03:35:00;7;84,85;3,02;318;4,1;0;12,88;-1,72;-1
2021-01-24 03:40:00;8;84,24;2,93;223;1,9;0;12,88;-1,71;-1
2021-01-24 03:45:00;9;83,51;3,01;310;0,3;0;12,88;-1,78;-1
2021-01-24 03:50:00;10;82,76;2,92;235;1,7;0;12,87;-1,77;-1
2021-01-24 03:55:00;11;84,17;2,79;228;1,4;0;12,82;-1,71;-1
2021-01-24 04:00:00;0;84,27;2,79;270;1,2;0;12,87;-1,77;-1
2021-01-24 04:05:00;1;84,81;2,79;275;3,9;0;12,87;-1,71;-1
2021-01-24 04:10:00;2;85,79;2,78;270;1,3;0;12,87;-1,76;-1
2021-01-24 04:15:00;3;82,71;2,82;195;3,8;0;12,87;-1,84;-1
2021-01-24 04:20:00;4;83,69;2,84;238;1,2;0;12,87;-1,79;-1
2021-01-24 04:25:00;5;83,99;2,77;138;1,1;0;12,87;-1,8;-1
2021-01-24 04:30:00;6;85,5;2,63;163;2,8;0;12,87;-1,78;-1
2021-01-24 04:35:00;7;84,7;2,57;253;2;0;12,86;-1,8;-1
2021-01-24 04:40:00;8;86,25;2,47;288;1;0;12,86;-1,81;-1
2021-01-24 04:45:00;9;87,29;2,36;200;1,8;0;12,86;-1,82;-1
2021-01-24 04:50:00;10;86,07;2,37;258;0,9;0;12,86;-1,8;-1
2021-01-24 04:55:00;11;85,26;2,34;180;1,5;0;12,86;-1,79;-1
2021-01-24 05:00:00;0;83,97;2,34;308;1,5;0;12,86;-1,85;-1
2021-01-24 05:05:00;1;84,7;2,31;265;2,9;0;12,86;-1,83;-1
2021-01-24 05:10:00;2;84,53;2,2;285;2,2;0;12,86;-1,78;-1
2021-01-24 05:15:00;3;84,23;2,22;170;1,3;0;12,86;-1,82;-1
2021-01-24 05:20:00;4;81,88;2,16;223;1,8;0;12,85;-1,78;-1
2021-01-24 05:25:00;5;80,67;2,31;245;2,8;0;12,85;-1,83;-1
2021-01-24 05:30:00;6;79,82;2,34;75;0,6;0;12,85;-1,83;-1
2021-01-24 05:35:00;7;77,79;2,45;218;1,4;0;12,85;-1,81;-1
2021-01-24 05:40:00;8;75,63;2,41;280;2,9;0;12,85;-1,82;-1
2021-01-24 05:45:00;9;75,75;2,44;255;2,1;0;12,85;-1,85;-1
2021-01-24 05:50:00;10;77,45;2,36;355;0,4;0;12,85;-1,86;-1
2021-01-24 05:55:00;11;76,11;2,25;255;1,2;0;12,85;-1,93;-1
2021-01-24 06:00:00;0;75,22;2,26;223;1,7;0;12,85;-1,92;-1
2021-01-24 06:05:00;1;74,33;2,28;228;5,2;0;12,85;-1,87;-1
2021-01-24 06:10:00;2;77,36;2,22;153;1,6;0;12,85;-1,88;-1
2021-01-24 06:15:00;3;78;2,09;140;0,8;0;12,85;-1,84;-1
2021-01-24 06:20:00;4;77,41;2,16;235;1,3;0;12,85;-1,84;-1
2021-01-24 06:25:00;5;75,61;2,09;320;2,3;0;12,84;-1,86;-1
2021-01-24 06:30:00;6;76,91;2,07;288;2,4;0;12,84;-1,86;-1
2021-01-24 06:35:00;7;75,68;2,06;350;1;0;12,84;-1,85;-1
2021-01-24 06:40:00;8;78,02;1,95;333;0,5;0;12,84;-1,87;-1
2021-01-24 06:45:00;9;76,64;1,96;110;2,5;0;12,84;-1,86;-1
2021-01-24 06:50:00;10;77,7;1,93;195;8;0;12,84;-1,72;-1
2021-01-24 06:55:00;11;78,11;1,86;188;0,9;0;12,84;-1,58;-1
2021-01-24 07:00:00;0;79,65;1,87;270;1,7;0;12,84;-1,29;-1
2021-01-24 07:05:00;1;77,52;1,91;215;2,7;0;12,84;-1,1;-1
2021-01-24 07:10:00;2;79,01;1,88;228;4,3;0;12,84;-0,67;-1
2021-01-24 07:15:00;3;77,74;1,97;190;4,5;0;12,84;0,64;-1
2021-01-24 07:20:00;4;78,43;1,83;218;1,1;0;12,84;1,7;-1
2021-01-24 07:25:00;5;79,46;1,89;218;3,6;0;12,84;2,68;-1
2021-01-24 07:30:00;6;76,48;1,98;273;0,6;0;12,85;4,91;-1
2021-01-24 07:35:00;7;76,89;2,02;225;2;0;12,85;7,51;-1
2021-01-24 07:40:00;8;78,56;2,11;270;3;0;12,86;10,71;-1
2021-01-24 07:45:00;9;78,15;2,06;228;1,5;0;12,87;12,58;-1
2021-01-24 07:50:00;10;77,53;2,15;265;0,7;0;12,87;14,89;-1
2021-01-24 07:55:00;11;77,96;2,1;233;3,3;0;12,88;17,66;-1
2021-01-24 08:00:00;0;78,69;2,07;253;0,8;0;12,89;18,32;-1
2021-01-24 08:05:00;1;79,11;2,11;248;3,2;0;12,9;19,92;-1
2021-01-24 08:10:00;2;79,45;2,08;3;0,9;0;12,91;21,58;-1
2021-01-24 08:15:00;3;81,33;2,03;170;2,2;0;12,92;23,94;-1
2021-01-24 08:20:00;4;79,46;2,05;248;0,9;0;12,93;28,12;-1
2021-01-24 08:25:00;5;80,72;2,05;235;2,8;0;12,95;29,26;-1
2021-01-24 08:30:00;6;82,5;2,06;338;1,6;0;12,96;27,02;-1
2021-01-24 08:35:00;7;82,49;2;255;0,7;0;12,97;28,93;-1
2021-01-24 08:40:00;8;83,44;2,01;260;0,6;0;12,97;28,85;-1
2021-01-24 08:45:00;9;82,91;1,97;198;0,4;0;12,99;34,17;-1
2021-01-24 08:50:00;10;82,96;1,97;223;4,4;0;13;35,58;-1
2021-01-24 08:55:00;11;82,72;2;238;2,2;0;13,01;32,25;-1
2021-01-24 09:00:00;0;82,02;2,06;198;2,5;0;13,02;40,66;-1
2021-01-24 09:05:00;1;80,72;2,09;178;3,1;0;13,05;51,69;-1
2021-01-24 09:10:00;2;81,72;2,16;215;1,7;0;13,07;42,01;-1
2021-01-24 09:15:00;3;80,59;2,2;308;2,2;0;13,07;45,79;-1
2021-01-24 09:20:00;4;83,03;2,27;198;1,5;0;13,09;48,37;-1
2021-01-24 09:25:00;5;81,05;2,34;260;1,8;0;13,09;36,4;-1
2021-01-24 09:30:00;6;78,48;2,39;248;2,6;0;13,1;37,42;-1
2021-01-24 09:35:00;7;81,06;2,42;145;0,4;0;13,09;33,17;-1
2021-01-24 09:40:00;8;78,27;2,48;158;1,4;0;13,1;40,5;-1
2021-01-24 09:45:00;9;77,06;2,57;240;1,6;0;13,12;48,9;-1
2021-01-24 09:50:00;10;76,33;2,65;245;1,3;0;13,13;42,13;-1
2021-01-24 09:55:00;11;75,6;2,72;108;1,1;0;13,16;53,96;-1
2021-01-24 10:00:00;0;77,28;2,73;270;2,8;0;13,15;40,56;-1
