Datum;CycleCounter;Hygro_S3_r.Feuchte;Hygro_S3_Temperatur;Windrichtung;Windgeschwindigkeit;Niederschlag;UB;SP_Lite_Pyranometer;Steuerung_MC35i
2021-01-01 00:00:00;0;99,95;2,57;133;0;0;12,45;-1,96;0
2021-01-01 00:05:00;1;99,95;2,54;78;0;0;12,45;-1,99;0
2021-01-01 00:10:00;2;99,95;2,55;8;0;0;12,45;-1,97;0
2021-01-01 00:15:00;3;99,95;2,53;65;0;0;12,45;-1,97;0
2021-01-01 00:20:00;4;99,95;2,46;58;0;0;12,45;-1,99;0
2021-01-01 00:25:00;5;99,95;2,44;95;0,1;0;12,45;-1,98;0
2021-01-01 00:30:00;6;99,94;2,37;90;0,5;0;12,44;-1,94;0
2021-01-01 00:35:00;7;99,95;2,39;110;0,5;0;12,44;-1,94;0
2021-01-01 00:40:00;8;99,95;2,34;130;0,2;0;12,44;-1,96;0
2021-01-01 00:45:00;9;99,95;2,28;23;0,1;0;12,44;-1,95;0
2021-01-01 00:50:00;10;99,95;2,2;118;0;0;12,44;-1,95;0
2021-01-01 00:55:00;11;99,95;2,06;50;0;0;12,44;-1,95;0
2021-01-01 01:00:00;0;99,95;1,95;70;0;0;12,44;-1,99;-1
2021-01-01 01:05:00;1;99,95;1,84;138;0,3;0;12,4;-1,89;-1
2021-01-01 01:10:00;2;99,96;1,72;90;0,1;0;12,4;-1,92;-1
2021-01-01 01:15:00;3;99,96;1,56;90;0,6;0;12,4;-1,93;-1
2021-01-01 01:20:00;4;99,96;1,43;78;0,1;0;12,39;-1,9;-1
2021-01-01 01:25:00;5;99,96;1,3;83;0;0;12,39;-2;-1
2021-01-01 01:30:00;6;99,96;1,25;210;0;0;12,39;-1,97;-1
2021-01-01 01:35:00;7;99,95;1,22;208;0;0;12,39;-1,98;-1
2021-01-01 01:40:00;8;99,95;1,25;295;0;0;12,39;-1,9;-1
2021-01-01 01:45:00;9;99,95;1,27;280;0;0;12,39;-1,99;-1
2021-01-01 01:50:00;10;99,95;1,24;230;0;0;12,39;-2,01;-1
2021-01-01 01:55:00;11;99,95;1,19;218;0;0;12,38;-1,97;-1
2021-01-01 02:00:00;0;99,95;1,18;98;0,3;0;12,38;-1,98;-1
2021-01-01 02:05:00;1;99,95;1,04;163;0,2;0;12,38;-1,97;-1
2021-01-01 02:10:00;2;99,95;0,93;155;0;0;12,38;-2,04;-1
2021-01-01 02:15:00;3;99,95;0,86;215;0;0;12,38;-2,02;-1
2021-01-01 02:20:00;4;99,96;0,9;175;0,2;0;12,38;-2,04;-1
2021-01-01 02:25:00;5;99,95;0,93;155;0,2;0;12,38;-2,01;-1
2021-01-01 02:30:00;6;99,95;0,92;120;0;0;12,38;-2,06;-1
2021-01-01 02:35:00;7;99,95;0,85;115;0;0;12,38;-2,02;-1
2021-01-01 02:40:00;8;99,95;0,8;115;0;0;12,37;-2,1;-1
2021-01-01 02:45:00;9;99,95;0,75;120;0,4;0;12,37;-2,05;-1
2021-01-01 02:50:00;10;99,96;0,79;120;0;0;12,37;-2,03;-1
2021-01-01 02:55:00;11;99,95;0,74;178;0;0;12,37;-2,04;-1
2021-01-01 03:00:00;0;99,96;0,76;358;0,3;0;12,37;-1,98;-1
2021-01-01 03:05:00;1;99,95;0,78;168;0,5;0;12,37;-2,06;-1
2021-01-01 03:10:00;2;99,98;0,75;70;0;0;12,21;-1,72;-1
2021-01-01 03:15:00;3;99,95;0,77;138;0;0;12,35;-1,73;-1
2021-01-01 03:20:00;4;99,96;0,74;125;0,2;0;12,36;-1,93;-1
2021-01-01 03:25:00;5;99,95;0,67;138;0;0;12,36;-1,99;-1
2021-01-01 03:30:00;6;99,95;0,59;100;0;0;12,36;-1,98;-1
2021-01-01 03:35:00;7;99,95;0,49;108;0;0;12,36;-1,96;-1
2021-01-01 03:40:00;8;99,95;0,45;145;0,1;0;12,36;-1,97;-1
2021-01-01 03:45:00;9;99,96;0,34;163;0,5;0;12,36;-1,98;-1
2021-01-01 03:50:00;10;99,95;0,31;175;0,5;0;12,36;-2,04;-1
2021-01-01 03:55:00;11;99,95;0,23;148;0,2;0;12,36;-2,01;-1
2021-01-01 04:00:00;0;99,95;0,07;100;0,3;0;12,35;-2,01;-1
2021-01-01 04:05:00;1;99,96;-0,09;38;0,4;0;12,35;-2,04;-1
2021-01-01 04:10:00;2;99,95;-0,06;103;0,3;0;12,35;-2,06;-1
2021-01-01 04:15:00;3;99,95;-0,12;100;0,1;0;12,35;-2,07;-1
2021-01-01 04:20:00;4;99,94;-0,24;78;0,1;0;12,35;-2,1;-1
2021-01-01 04:25:00;5;99,95;-0,22;25;0,2;0;12,35;-2,08;-1
2021-01-01 04:30:00;6;99,95;-0,26;93;0;0;12,35;-2,1;-1
2021-01-01 04:35:00;7;99,95;-0,23;135;0,4;0;12,35;-2,08;-1
2021-01-01 04:40:00;8;99,95;-0,39;143;0,4;0;12,35;-2,09;-1
2021-01-01 04:45:00;9;99,95;-0,45;165;0,4;0;12,35;-2,11;-1
2021-01-01 04:50:00;10;99,95;-0,51;175;0,2;0;12,34;-2,07;-1
2021-01-01 04:55:00;11;99,94;-0,57;150;0;0;12,34;-2,11;-1
2021-01-01 05:00:00;0;99,95;-0,54;128;0,4;0;12,34;-2,14;-1
2021-01-01 05:05:00;1;99,94;-0,57;125;0,5;0;12,34;-2,14;-1
2021-01-01 05:10:00;2;99,94;-0,57;145;0;0;12,34;-2,12;-1
2021-01-01 05:15:00;3;99,94;-0,57;138;0,6;0;12,34;-2,11;-1
2021-01-01 05:20:00;4;99,94;-0,64;100;0,2;0;12,34;-2,22;-1
2021-01-01 05:25:00;5;99,94;-0,65;323;0;0;12,34;-2,18;-1
2021-01-01 05:30:00;6;99,94;-0,69;173;0,2;0;12,34;-2,16;-1
2021-01-01 05:35:00;7;99,94;-0,67;160;0,4;0;12,34;-2,17;-1
2021-01-01 05:40:00;8;99,94;-0,6;143;0;0;12,34;-2,18;-1
2021-01-01 05:45:00;9;99,94;-0,54;165;0;0;12,33;-2,19;-1
2021-01-01 05:50:00;10;99,95;-0,44;158;0;0;12,33;-2,19;-1
2021-01-01 05:55:00;11;99,95;-0,41;118;0;0;12,33;-2,2;-1
2021-01-01 06:00:00;0;99,95;-0,37;268;0;0;12,33;-2,22;-1
2021-01-01 06:05:00;1;99,95;-0,29;133;0;0;12,33;-2,18;-1
2021-01-01 06:10:00;2;99,94;-0,12;198;0,5;0;12,33;-2,16;-1
2021-01-01 06:15:00;3;99,94;-0,13;190;0,3;0;12,33;-2,2;-1
2021-01-01 06:20:00;4;99,95;-0,05;135;0,2;0;12,33;-2,19;-1
2021-01-01 06:25:00;5;99,95;0,04;135;0,3;0;12,33;-2,17;-1
2021-01-01 06:30:00;6;99,95;0,03;98;0,2;0;12,33;-2,16;-1
2021-01-01 06:35:00;7;99,95;0,08;150;0,3;0;12,33;-2,14;-1
2021-01-01 06:40:00;8;99,95;0,12;145;0,3;0;12,33;-2,17;-1
2021-01-01 06:45:00;9;99,94;0,16;98;0,2;0;12,33;-2,12;-1
2021-01-01 06:50:00;10;99,94;0,16;153;0,1;0;12,32;-2,12;-1
2021-01-01 06:55:00;11;99,95;0,22;70;0;0;12,32;-2,11;-1
2021-01-01 07:00:00;0;99,95;0,25;28;0,5;0;12,32;-1,96;-1
2021-01-01 07:05:00;1;99,95;0,36;348;0,8;0;12,32;-1,73;-1
2021-01-01 07:10:00;2;99,95;0,45;328;0,2;0;12,32;-1,51;-1
2021-01-01 07:15:00;3;99,96;0,45;128;0,5;0;12,32;-1,09;-1
2021-01-01 07:20:00;4;99,95;0,45;180;0,4;0;12,33;0,65;-1
2021-01-01 07:25:00;5;99,95;0,44;148;0,1;0;12,33;2,45;-1
2021-01-01 07:30:00;6;99,96;0,46;133;0,2;0;12,34;2,43;-1
2021-01-01 07:35:00;7;99,96;0,45;180;0;0;12,34;3,31;-1
2021-01-01 07:40:00;8;99,96;0,47;140;0,1;0;12,34;4,02;-1
2021-01-01 07:45:00;9;99,95;0,47;115;0,1;0;12,35;5,55;-1
2021-01-01 07:50:00;10;99,94;0,47;130;0;0;12,35;6,66;-1
2021-01-01 07:55:00;11;99,96;0,47;128;0;0;12,36;6,8;-1
2021-01-01 08:00:00;0;99,95;0,5;113;0;0;12,36;7,67;-1
2021-01-01 08:05:00;1;99,95;0,51;138;0;0;12,36;9,91;-1
2021-01-01 08:10:00;2;99,95;0,52;95;0;0;12,38;12,48;-1
2021-01-01 08:15:00;3;99,95;0,61;50;0,2;0;12,41;18,79;-1
2021-01-01 08:20:00;4;99,95;0,74;80;0,2;0;12,46;24,47;-1
2021-01-01 08:25:00;5;99,95;0,81;118;0;0;12,49;25,18;-1
2021-01-01 08:30:00;6;99,94;0,8;135;0,2;0;12,47;19,15;-1
2021-01-01 08:35:00;7;99,95;0,83;120;0;0;12,45;15,94;-1
2021-01-01 08:40:00;8;99,95;0,89;115;0,5;0;12,44;14,52;-1
2021-01-01 08:45:00;9;99,95;0,87;115;0,2;0;12,45;17,89;-1
2021-01-01 08:50:00;10;99,95;0,96;95;0;0;12,48;25,57;-1
2021-01-01 08:55:00;11;99,95;0,99;125;0;0;12,52;32,27;-1
2021-01-01 09:00:00;0;99,96;1,14;108;0,3;0;12,57;36,38;-1
2021-01-01 09:05:00;1;99,96;1,21;175;0,3;0;12,62;43,75;-1
2021-01-01 09:10:00;2;99,95;1,38;88;0,2;0;12,65;44,61;-1
2021-01-01 09:15:00;3;99,96;1,47;58;0;0;12,69;45,1;-1
2021-01-01 09:20:00;4;99,96;1,57;118;0,4;0;12,72;47,25;-1
2021-01-01 09:25:00;5;99,96;1,71;100;0;0;12,84;62,94;-1
2021-01-01 09:30:00;6;99,95;1,87;128;0,1;0;12,93;66,22;-1
2021-01-01 09:35:00;7;99,95;1,95;248;0;0;13,02;72,45;-1
2021-01-01 09:40:00;8;99,95;2,05;155;0,1;0;13,07;75,81;-1
2021-01-01 09:45:00;9;99,96;2,08;150;0,3;0;13,07;67,06;-1
2021-01-01 09:50:00;10;99,96;2,17;195;0,2;0;13,06;61,03;-1
2021-01-01 09:55:00;11;99,95;2,27;220;0,2;0;13,08;68,75;-1
2021-01-01 10:00:00;0;99,96;2,35;198;0,4;0;13,09;65,82;-1
2021-01-01 10:05:00;1;99,95;2,34;198;1;0;13,08;63,53;-1
2021-01-01 10:10:00;2;99,94;2,39;228;0,3;0;13,09;66;-1
2021-01-01 10:15:00;3;99,95;2,53;125;0,7;0;13,13;78,49;-1
2021-01-01 10:20:00;4;99,95;2,67;68;0;0;13,18;85,59;-1
2021-01-01 10:25:00;5;99,96;2,73;160;0,5;0;13,14;67,35;-1
2021-01-01 10:30:00;6;99,96;2,59;158;0,8;0;13,1;61,31;-1
2021-01-01 10:35:00;7;99,95;2,6;213;0;0;13,08;60,39;-1
2021-01-01 10:40:00;8;99,96;2,76;145;0;0;13,1;68,81;-1
2021-01-01 10:45:00;9;99,96;2,8;190;0,5;0;13,12;71,78;-1
2021-01-01 10:50:00;10;99,96;2,76;215;0,3;0;13,14;72,08;-1
2021-01-01 10:55:00;11;99,96;2,89;230;0,4;0;13,11;61,23;-1
2021-01-01 11:00:00;0;99,95;2,77;148;0,2;0;13,11;62,38;-1
2021-01-01 11:05:00;1;99,96;2,99;198;1,2;0;13,1;65,4;-1
2021-01-01 11:10:00;2;99,96;3,01;195;0,3;0;13,15;82,46;-1
2021-01-01 11:15:00;3;99,96;3,03;193;0,3;0;13,22;92,92;-1
2021-01-01 11:20:00;4;99,96;3,05;223;0,5;0;13,29;105,96;-1
2021-01-01 11:25:00;5;99,96;3,13;130;0;0;13,3;98,99;-1
2021-01-01 11:30:00;6;99,96;3,23;178;0,7;0;13,28;97,4;-1
2021-01-01 11:35:00;7;99,97;3,17;228;0,5;0;13,28;97,63;-1
2021-01-01 11:40:00;8;99,96;3,36;180;0,5;0;13,34;111,1;-1
2021-01-01 11:45:00;9;99,96;3,31;175;0,6;0;13,4;118,74;-1
2021-01-01 11:50:00;10;99,97;3,37;90;0,1;0;13,41;119,18;-1
2021-01-01 11:55:00;11;99,97;3,64;150;0,2;0;13,41;112,91;-1
2021-01-01 12:00:00;0;99,97;3,6;225;0,1;0;13,32;97,96;-1
2021-01-01 12:05:00;1;99,97;3,57;128;0,8;0;13,29;92,53;-1
2021-01-01 12:10:00;2;99,97;3,73;188;0,3;0;13,23;76,52;-1
2021-01-01 12:15:00;3;97,53;3,62;175;0,3;0;13,19;68,17;-1
2021-01-01 12:20:00;4;95,9;3,81;175;0,4;0;13,17;65,49;-1
2021-01-01 12:25:00;5;94,88;3,81;65;0;0;13,17;68,59;-1
2021-01-01 12:30:00;6;94,21;3,89;335;0;0;13,41;119,28;-1
2021-01-01 12:35:00;7;95,35;4,13;308;0,4;0;13,94;154,44;-1
2021-01-01 12:40:00;8;91,87;4,17;220;0,4;0;13,74;144,87;-1
2021-01-01 12:45:00;9;90,6;4,17;210;0,2;0;13,48;122,94;-1
2021-01-01 12:50:00;10;92,86;4,26;35;0,3;0;13,45;120,34;-1
2021-01-01 12:55:00;11;90,57;4,16;75;0,2;0;13,3;83,34;-1
2021-01-01 13:00:00;0;91,45;4,18;78;0,2;0;13,27;91,96;-1
2021-01-01 13:05:00;1;93,1;4,23;115;0,2;0;13,28;82,92;0
2021-01-01 13:10:00;2;90,51;4,14;145;0,2;0;13,36;97,45;0
2021-01-01 13:15:00;3;93,47;4,32;245;0,1;0;13,25;72,36;0
2021-01-01 13:20:00;4;90,84;4,25;150;0;0;13,25;85,71;0
2021-01-01 13:25:00;5;90,38;4,25;288;0,2;0;13,27;80,65;0
2021-01-01 13:30:00;6;89,48;4,25;265;0;0;13,25;66,23;0
2021-01-01 13:35:00;7;92,89;4,3;335;0,1;0;13,23;58,69;0
2021-01-01 13:40:00;8;93,27;4,27;70;0;0;13,19;47,86;0
2021-01-01 13:45:00;9;95,18;4,16;175;0;0;13,19;47,45;0
2021-01-01 13:50:00;10;95,83;3,93;288;0;0;13,2;46,27;0
2021-01-01 13:55:00;11;97,05;3,87;348;0,2;0;13,18;43,38;0
2021-01-01 14:00:00;0;96,27;3,79;15;0;0;13,17;40,98;0
2021-01-01 14:05:00;1;96,46;3,78;293;0;0;13,16;48,94;0
2021-01-01 14:10:00;2;96,7;3,77;315;0,1;0;13,13;34,09;0
2021-01-01 14:15:00;3;96,78;3,72;318;0;0;13,17;55,4;0
2021-01-01 14:20:00;4;97,88;3,67;148;0,1;0;13,2;61,82;0
2021-01-01 14:25:00;5;98,72;3,64;155;0;0;13,18;46,19;0
2021-01-01 14:30:00;6;98,94;3,56;195;0,3;0;13,12;28,87;0
2021-01-01 14:35:00;7;99,33;3,54;248;0,1;0;13,06;12,39;0
2021-01-01 14:40:00;8;99,67;3,62;28;0;0;13,02;11,94;0
2021-01-01 14:45:00;9;99,89;3,61;48;0;0;13,01;11,55;0
2021-01-01 14:50:00;10;99,97;3,59;175;0;0;13;14,71;0
2021-01-01 14:55:00;11;99,98;3,47;148;0;0;13;13,89;0
2021-01-01 15:00:00;0;99,98;3,35;35;0;0;13;14,15;0
2021-01-01 15:05:00;1;99,98;3,17;163;0;0;12,99;13,22;0
2021-01-01 15:10:00;2;99,98;3;198;0;0;12,98;10,02;0
2021-01-01 15:15:00;3;99,97;2,8;180;0,3;0;12,96;7,46;0
2021-01-01 15:20:00;4;99,98;2,59;188;0;0;12,94;4,45;0
2021-01-01 15:25:00;5;99,98;2,4;220;0;0;12,93;2,41;0
2021-01-01 15:30:00;6;99,97;2,2;218;0;0;12,92;1,63;0
2021-01-01 15:35:00;7;99,96;2,14;173;0,2;0;12,91;0,53;0
2021-01-01 15:40:00;8;99,97;2,03;105;0;0;12,9;0,16;0
2021-01-01 15:45:00;9;99,98;1,89;98;0;0;12,89;-0,28;0
2021-01-01 15:50:00;10;99,97;1,72;75;0;0;12,88;-0,89;0
2021-01-01 15:55:00;11;99,97;1,58;105;0;0;12,87;-1,39;0
2021-01-01 16:00:00;0;99,97;1,47;280;0;0;12,87;-1,69;0
2021-01-01 16:05:00;1;99,96;1,43;285;0,5;0;12,86;-1,85;0
2021-01-01 16:10:00;2;99,96;1,32;258;0,1;0;12,86;-1,94;0
2021-01-01 16:15:00;3;99,96;1,28;275;0;0;12,85;-2;0
2021-01-01 16:20:00;4;99,96;1,26;308;0,2;0;12,85;-2,03;0
2021-01-01 16:25:00;5;99,96;1,28;310;0,1;0;12,85;-2,06;0
2021-01-01 16:30:00;6;99,96;1,24;68;0;0;12,84;-2,06;0
2021-01-01 16:35:00;7;99,96;1,26;138;0;0;12,84;-2,09;0
2021-01-01 16:40:00;8;99,96;1,24;260;0;0;12,83;-2,02;0
2021-01-01 16:45:00;9;99,96;1,24;260;0,1;0;12,83;-2,07;0
2021-01-01 16:50:00;10;99,96;1,2;250;0;0;12,83;-2,04;0
2021-01-01 16:55:00;11;99,95;1,21;268;0;0;12,82;-2,09;0
2021-01-01 17:00:00;0;99,96;1,24;253;0;0;12,82;-2,04;0
2021-01-01 17:05:00;1;99,95;1,24;303;0;0;12,81;-2,03;0
2021-01-01 17:10:00;2;99,96;1,29;255;0;0;12,81;-2,03;0
2021-01-01 17:15:00;3;99,95;1,33;115;0;0;12,81;-2,07;0
2021-01-01 17:20:00;4;99,95;1,35;168;0;0;12,81;-2,05;0
2021-01-01 17:25:00;5;99,95;1,36;150;0;0;12,8;-2,04;0
2021-01-01 17:30:00;6;99,95;1,39;130;0;0;12,8;-2,12;0
2021-01-01 17:35:00;7;99,95;1,43;60;0;0;12,8;-2,05;0
2021-01-01 17:40:00;8;99,95;1,41;120;0;0;12,79;-2,05;0
2021-01-01 17:45:00;9;99,96;1,47;308;0,2;0;12,79;-2,03;0
2021-01-01 17:50:00;10;99,96;1,55;303;0,3;0;12,79;-2,14;0
2021-01-01 17:55:00;11;99,96;1,56;355;0;0;12,78;-2,1;0
2021-01-01 18:00:00;0;99,96;1,58;310;0,3;0;12,78;-2,04;0
2021-01-01 18:05:00;1;99,96;1,61;315;0,1;0;12,78;-2,13;0
2021-01-01 18:10:00;2;99,95;1,57;303;0;0;12,78;-2,11;0
2021-01-01 18:15:00;3;99,96;1,49;178;0;0;12,77;-2,09;0
2021-01-01 18:20:00;4;99,95;1,54;140;0,2;0;12,77;-2,07;0
2021-01-01 18:25:00;5;99,95;1,58;140;0;0;12,77;-2,1;0
2021-01-01 18:30:00;6;99,95;1,59;168;0;0;12,77;-2,06;0
2021-01-01 18:35:00;7;99,95;1,57;245;0;0;12,76;-2,09;0
2021-01-01 18:40:00;8;99,95;1,55;245;0;0;12,76;-2,05;0
2021-01-01 18:45:00;9;99,96;1,53;213;0;0;12,76;-2,12;0
2021-01-01 18:50:00;10;99,96;1,52;255;0;0;12,76;-2,1;0
2021-01-01 18:55:00;11;99,96;1,5;223;0;0;12,76;-2,11;0
2021-01-01 19:00:00;0;99,96;1,48;223;0;0;12,75;-2,06;0
2021-01-01 19:05:00;1;99,95;1,49;290;0;0;12,75;-2,09;0
2021-01-01 19:10:00;2;99,96;1,47;295;0;0;12,75;-2,11;0
2021-01-01 19:15:00;3;99,96;1,47;308;0;0;12,74;-2,04;0
2021-01-01 19:20:00;4;99,96;1,49;315;0;0;12,74;-2,14;0
2021-01-01 19:25:00;5;99,96;1,43;305;0;0;12,74;-2,09;0
2021-01-01 19:30:00;6;99,95;1,43;315;0;0;12,74;-2,08;0
2021-01-01 19:35:00;7;99,96;1,39;305;0;0;12,74;-2,09;0
2021-01-01 19:40:00;8;99,95;1,4;350;0;0;12,73;-2,05;0
2021-01-01 19:45:00;9;99,96;1,37;305;0;0;12,73;-2,05;0
2021-01-01 19:50:00;10;99,95;1,36;308;0;0;12,73;-2,05;0
2021-01-01 19:55:00;11;99,95;1,36;303;0,5;0;12,73;-2,13;0
2021-01-01 20:00:00;0;99,95;1,37;303;0;0;12,73;-2,11;0
2021-01-01 20:05:00;1;99,95;1,34;328;0;0;12,72;-2,03;0
2021-01-01 20:10:00;2;99,95;1,3;38;0;0;12,72;-2,13;0
2021-01-01 20:15:00;3;99,95;1,32;68;0;0;12,72;-2,1;0
2021-01-01 20:20:00;4;99,95;1,32;180;0;0;12,72;-2,04;0
2021-01-01 20:25:00;5;99,95;1,34;128;0;0;12,72;-2,08;0
2021-01-01 20:30:00;6;99,95;1,4;130;0;0;12,71;-2,08;0
2021-01-01 20:35:00;7;99,95;1,38;140;0;0;12,71;-2,14;0
2021-01-01 20:40:00;8;99,95;1,3;165;0;0;12,71;-2,05;0
2021-01-01 20:45:00;9;99,94;1,27;220;0;0;12,71;-2,08;0
2021-01-01 20:50:00;10;99,95;1,24;235;0;0;12,71;-2,1;0
2021-01-01 20:55:00;11;99,95;1,19;158;0;0;12,7;-2,11;0
2021-01-01 21:00:00;0;99,94;1,18;188;0;0;12,7;-2,1;0
2021-01-01 21:05:00;1;99,96;1,21;140;0;0;12,7;-2,08;0
2021-01-01 21:10:00;2;99,95;1,15;140;0;0;12,7;-2,11;0
2021-01-01 21:15:00;3;99,95;1,12;148;0;0;12,7;-2,13;0
2021-01-01 21:20:00;4;99,95;1,15;88;0;0;12,69;-2,12;0
2021-01-01 21:25:00;5;99,96;1,19;70;0;0;12,69;-2,08;0
2021-01-01 21:30:00;6;99,95;1,14;60;0;0;12,69;-2,14;0
2021-01-01 21:35:00;7;99,96;1,18;320;0,2;0;12,69;-2,06;0
2021-01-01 21:40:00;8;99,95;1,21;305;0,3;0;12,69;-2,12;0
2021-01-01 21:45:00;9;99,96;1,23;268;0;0;12,69;-2,17;0
2021-01-01 21:50:00;10;99,95;1,18;278;0;0;12,68;-2,13;0
2021-01-01 21:55:00;11;99,96;1,18;10;0;0;12,68;-2,14;0
2021-01-01 22:00:00;0;99,96;1,19;310;0;0;12,68;-2,13;0
2021-01-01 22:05:00;1;99,95;1,18;268;0;0;12,68;-2,11;0
2021-01-01 22:10:00;2;99,96;1,13;338;0;0;12,68;-2,16;0
2021-01-01 22:15:00;3;99,95;1,1;208;0;0;12,67;-2,15;0
2021-01-01 22:20:00;4;99,95;1,12;290;0;0;12,67;-2,17;0
2021-01-01 22:25:00;5;99,95;1,1;290;0;0;12,67;-2,14;0
2021-01-01 22:30:00;6;99,95;1,07;265;0;0;12,67;-2,16;0
2021-01-01 22:35:00;7;99,95;1,08;218;0;0;12,67;-2,2;0
2021-01-01 22:40:00;8;99,95;1,1;178;0;0;12,67;-2,21;0
2021-01-01 22:45:00;9;99,95;1,11;223;0;0;12,66;-2,14;0
2021-01-01 22:50:00;10;99,95;1,13;135;0;0;12,66;-2,14;0
2021-01-01 22:55:00;11;99,95;1,13;135;0;0;12,66;-2,06;0
2021-01-01 23:00:00;0;99,95;1,04;175;0,2;0;12,66;-2,15;0
2021-01-01 23:05:00;1;99,95;1,01;155;0;0;12,65;-2,13;0
2021-01-01 23:10:00;2;99,95;1;168;0;0;12,65;-2,11;0
2021-01-01 23:15:00;3;99,95;0,98;323;0;0;12,65;-2,11;0
2021-01-01 23:20:00;4;99,95;1,02;330;0;0;12,65;-2,14;0
2021-01-01 23:25:00;5;99,95;1,01;260;0;0;12,65;-2,15;0
2021-01-01 23:30:00;6;99,95;0,95;253;0;0;12,65;-2,14;0
2021-01-01 23:35:00;7;99,95;1,03;135;0,3;0;12,65;-2,12;0
2021-01-01 23:40:00;8;99,95;1,05;135;0;0;12,64;-2,11;0
2021-01-01 23:45:00;9;99,95;1,01;148;0,1;0;12,64;-2,13;0
2021-01-01 23:50:00;10;99,95;0,97;143;0,1;0;12,64;-2,16;0
2021-01-01 23:55:00;11;99,95;0,94;148;0;0;12,64;-2,16;0
2021-01-02 00:00:00;0;99,94;0,91;333;0;0;12,64;-2,17;0
2021-01-02 00:05:00;1;99,95;0,92;348;0;0;12,63;-2,18;0
2021-01-02 00:10:00;2;99,95;0,96;248;0,1;0;12,63;-2,12;0
2021-01-02 00:15:00;3;99,94;0,96;258;0,1;0;12,63;-2,15;0
2021-01-02 00:20:00;4;99,95;0,98;303;0,2;0;12,63;-2,18;0
2021-01-02 00:25:00;5;99,95;0,97;303;0,1;0;12,63;-2,11;0
2021-01-02 00:30:00;6;99,95;0,94;340;0;0;12,63;-2,12;0
2021-01-02 00:35:00;7;99,94;0,93;308;0;0;12,62;-2,12;0
2021-01-02 00:40:00;8;99,96;0,92;270;0;0;12,62;-2,14;0
2021-01-02 00:45:00;9;99,95;0,89;173;0;0;12,62;-2,19;0
2021-01-02 00:50:00;10;99,95;0,94;125;0,3;0;12,62;-2,17;0
2021-01-02 00:55:00;11;99,94;0,9;85;0;0;12,62;-2,15;0
2021-01-02 01:00:00;0;99,95;0,84;190;0;0;12,61;-2,18;-1
2021-01-02 01:05:00;1;99,94;0,85;285;0;0;12,58;-2,06;-1
2021-01-02 01:10:00;2;99,95;0,86;178;0;0;12,58;-2,07;-1
2021-01-02 01:15:00;3;99,95;0,85;215;0;0;12,57;-2,06;-1
2021-01-02 01:20:00;4;99,95;0,83;55;0;0;12,57;-2,07;-1
2021-01-02 01:25:00;5;99,95;0,87;125;0;0;12,57;-2,13;-1
2021-01-02 01:30:00;6;99,95;0,83;148;0;0;12,56;-2,07;-1
2021-01-02 01:35:00;7;99,95;0,81;83;0;0;12,56;-2,07;-1
2021-01-02 01:40:00;8;99,95;0,78;330;0;0;12,56;-2,03;-1
2021-01-02 01:45:00;9;99,95;0,79;30;0;0;12,56;-2,05;-1
2021-01-02 01:50:00;10;99,96;0,82;250;0;0;12,55;-2;-1
2021-01-02 01:55:00;11;99,95;0,82;225;0;0;12,55;-2,09;-1
2021-01-02 02:00:00;0;99,95;0,83;155;0;0;12,55;-2,08;-1
2021-01-02 02:05:00;1;99,95;0,84;218;0;0;12,54;-2,08;-1
2021-01-02 02:10:00;2;99,96;0,82;155;0;0;12,54;-2,04;-1
2021-01-02 02:15:00;3;99,95;0,82;128;0;0;12,54;-2,01;-1
2021-01-02 02:20:00;4;99,96;0,83;80;0;0;12,54;-2,02;-1
2021-01-02 02:25:00;5;99,96;0,76;163;0;0;12,53;-2,07;-1
2021-01-02 02:30:00;6;99,95;0,75;140;0;0;12,53;-2,07;-1
2021-01-02 02:35:00;7;99,96;0,72;175;0;0;12,53;-2,05;-1
2021-01-02 02:40:00;8;99,95;0,65;175;0;0;12,53;-2;-1
2021-01-02 02:45:00;9;99,96;0,69;115;0;0;12,52;-2,06;-1
2021-01-02 02:50:00;10;99,96;0,7;128;0;0;12,52;-1,99;-1
2021-01-02 02:55:00;11;99,96;0,72;158;0;0;12,52;-2,04;-1
2021-01-02 03:00:00;0;99,96;0,71;118;0;0;12,51;-2,08;-1
2021-01-02 03:05:00;1;99,96;0,65;195;0;0;12,51;-2,06;-1
2021-01-02 03:10:00;2;99,95;0,66;288;0;0;12,38;-1,78;-1
2021-01-02 03:15:00;3;99,96;0,66;75;0;0;12,48;-1,76;-1
2021-01-02 03:20:00;4;99,96;0,65;228;0;0;12,49;-1,88;-1
2021-01-02 03:25:00;5;99,96;0,64;88;0;0;12,49;-1,91;-1
2021-01-02 03:30:00;6;99,96;0,67;300;0;0;12,49;-1,92;-1
2021-01-02 03:35:00;7;99,96;0,65;278;0;0;12,49;-1,97;-1
2021-01-02 03:40:00;8;99,96;0,69;173;0;0;12,49;-1,98;-1
2021-01-02 03:45:00;9;99,96;0,7;95;0;0;12,48;-2,05;-1
2021-01-02 03:50:00;10;99,96;0,72;225;0;0;12,48;-2,04;-1
2021-01-02 03:55:00;11;99,96;0,7;95;0;0;12,48;-2;-1
2021-01-02 04:00:00;0;99,96;0,7;243;0;0;12,47;-1,98;-1
2021-01-02 04:05:00;1;99,96;0,69;38;0;0;12,47;-2,03;-1
