Datum;CycleCounter;Hygro_S3_r.Feuchte;Hygro_S3_Temperatur;Windrichtung;Windgeschwindigkeit;Niederschlag;UB;SP_Lite2_Pyranometer;Windrichtung_mittel;Steuerung_MC55i
2021-01-26 11:45:00;11;100;-1,48;260;2,07;0;12,62;9,39;250;-1
2021-01-26 12:00:00;2;100;-1,44;215;1,3;0;12,62;12,97;231;-1
2021-01-26 12:15:00;5;99,66;-1,36;248;1,9;0;12,63;17,48;257;-1
2021-01-26 12:30:00;8;98,67;-1,24;255;2;0;12,63;16,6;252;-1
2021-01-26 12:45:00;11;97,93;-1,3;278;1,97;0;12,61;13,05;268;-1
2021-01-26 13:00:00;2;97,96;-1,27;248;1,53;0;12,62;12,41;245;-1
2021-01-26 13:15:00;5;98,36;-1,32;255;1,77;0;12,65;7,63;268;0
2021-01-26 13:30:00;8;97,28;-1,32;260;2,27;0;12,67;7,36;261;0
2021-01-26 13:45:00;11;97,5;-1,27;248;1,53;0;12,68;6,99;243;0
2021-01-26 14:00:00;2;97,9;-1,2;255;1,9;0;12,68;7,38;256;0
2021-01-26 14:15:00;5;98,39;-1,14;253;1,43;0;12,68;7,87;247;0
2021-01-26 14:30:00;8;98,59;-1,07;253;1,27;0;12,68;8,13;251;0
2021-01-26 14:45:00;11;98,75;-1,04;258;1,13;0;12,68;7;268;0
2021-01-26 15:00:00;2;98,57;-1,05;220;1,3;0;12,68;5,78;238;0
2021-01-26 15:15:00;5;98,15;-1,07;280;1,53;0;12,68;5,11;259;0
2021-01-26 15:30:00;8;97,71;-1,18;270;1,57;0;12,68;4,18;259;0
2021-01-26 15:45:00;11;96,75;-1,24;260;2,2;0;12,68;3,58;242;0
2021-01-26 16:00:00;2;96,49;-1,28;245;1,83;0;12,68;2,97;255;0
2021-01-26 16:15:00;5;97,29;-1,33;255;1,87;0;12,68;2,71;251;0
2021-01-26 16:30:00;8;97,16;-1,36;260;1,47;0;12,68;2,53;254;0
2021-01-26 16:45:00;11;97,88;-1,4;255;1,33;0;12,68;2,49;248;0
2021-01-26 17:00:00;2;98,25;-1,42;268;1,87;0;12,68;2,52;263;0
2021-01-26 17:15:00;5;98,44;-1,38;260;1,93;0;12,68;2,5;257;0
2021-01-26 17:30:00;8;98,56;-1,31;253;1,6;0;12,68;2,53;254;0
2021-01-26 17:45:00;11;99,33;-1,29;265;1,93;0;12,68;2,53;268;0
2021-01-26 18:00:00;2;99,84;-1,29;255;1,7;0;12,68;2,56;261;0
2021-01-26 18:15:00;5;99,94;-1,28;258;1,5;0;12,68;2,55;254;0
2021-01-26 18:30:00;8;99,99;-1,23;255;1,53;0;12,68;2,56;253;0
2021-01-26 18:45:00;11;99,96;-1,18;248;1,37;0;12,68;2,5;250;0
2021-01-26 19:00:00;2;100;-1,19;268;1,73;0;12,68;2,56;271;0
2021-01-26 19:15:00;5;100;-1,17;230;1,2;0;12,68;2,54;240;0
2021-01-26 19:30:00;8;100;-1,12;255;1,43;0;12,68;2,54;253;0
2021-01-26 19:45:00;11;100;-1,16;250;1,23;0;12,68;2,5;251;0
2021-01-26 20:00:00;2;100;-1,27;255;1,47;0;12,68;2,5;252;0
2021-01-26 20:15:00;5;100;-1,28;248;1,1;0;12,67;2,55;248;0
2021-01-26 20:30:00;8;100;-1,25;240;1,7;0;12,67;2,51;248;0
2021-01-26 20:45:00;11;100;-1,26;258;1,33;0;12,67;2,56;249;0
2021-01-26 21:00:00;2;100;-1,22;255;1,47;0;12,67;2,57;256;0
2021-01-26 21:15:00;5;100;-1,19;233;1,4;0;12,67;2,52;248;0
2021-01-26 21:30:00;8;100;-1,21;248;1,03;0;12,67;2,55;246;0
2021-01-26 21:45:00;11;100;-1,32;225;1,1;0;12,67;2,57;240;0
2021-01-26 22:00:00;2;100;-1,38;248;1,1;0;12,67;2,52;249;0
2021-01-26 22:15:00;5;100;-1,45;243;1;0;12,67;2,54;246;0
2021-01-26 22:30:00;8;100;-1,51;253;1,13;0;12,67;2,57;248;0
2021-01-26 22:45:00;11;100;-1,61;235;1,03;0;12,67;2,52;239;0
2021-01-26 23:00:00;2;100;-1,75;243;0,9;0;12,67;2,53;236;0
2021-01-26 23:15:00;5;100;-1,86;228;0,77;0;12,67;2,5;238;0
2021-01-26 23:30:00;8;100;-1,97;243;0,7;0;12,67;2,51;240;0
2021-01-26 23:45:00;11;100;-2,12;233;0,57;0;12,67;2,51;237;0
2021-01-27 00:00:00;2;100;-2,29;218;0,53;0;12,67;2,54;220;0
2021-01-27 00:15:00;5;100;-2,31;213;0,87;0;12,67;2,57;212;0
2021-01-27 00:30:00;8;100;-2,5;210;0,8;0;12,67;2,51;211;0
2021-01-27 00:45:00;11;100;-2,69;215;1,07;0;12,67;2,49;208;0
2021-01-27 01:00:00;2;100;-2,67;228;1,07;0;12,66;2,53;227;0
2021-01-27 01:15:00;5;100;-2,6;215;0,97;0;12,62;2,49;223;-1
2021-01-27 01:30:00;8;100;-2,56;230;1,27;0;12,61;2,5;228;-1
2021-01-27 01:45:00;11;100;-2,48;233;1,07;0;12,61;2,47;230;-1
2021-01-27 02:00:00;2;100;-2,44;238;1,17;0;12,6;2,52;237;-1
2021-01-27 02:15:00;5;100;-2,54;228;1;0;12,6;2,49;229;-1
2021-01-27 02:30:00;8;100;-2,56;235;1,1;0;12,6;2,5;227;-1
2021-01-27 02:45:00;11;100;-2,55;228;1,03;0;12,6;2,45;233;-1
2021-01-27 03:00:00;2;100;-2,49;228;1,03;0;12,6;2,47;230;-1
2021-01-27 03:15:00;5;100;-2,42;223;0,97;0;12,6;2,44;228;-1
2021-01-27 03:30:00;8;100;-2,38;245;1,07;0;12,6;2,47;235;-1
2021-01-27 03:45:00;11;100;-2,43;230;1,03;0;12,6;2,46;231;-1
2021-01-27 04:00:00;2;100;-2,51;228;0,97;0;12,6;2,45;225;-1
2021-01-27 04:15:00;5;100;-2,46;228;0,83;0;12,59;2,49;229;-1
2021-01-27 04:30:00;8;99,89;-2,46;225;0,83;0;12,59;2,5;222;-1
2021-01-27 04:45:00;11;99,5;-2,5;210;0,9;0;12,59;2,48;218;-1
2021-01-27 05:00:00;2;99,29;-2,41;228;1;0;12,59;2,43;232;-1
2021-01-27 05:15:00;5;98,76;-2,33;213;0,8;0;12,59;2,45;228;-1
2021-01-27 05:30:00;8;98,56;-2,44;218;0,8;0;12,59;2,45;220;-1
2021-01-27 05:45:00;11;98,77;-2,53;228;1;0;12,59;2,49;219;-1
2021-01-27 06:00:00;2;98,95;-2,52;175;0,7;0;12,59;2,48;190;-1
2021-01-27 06:15:00;5;98,15;-2,57;188;0,53;0;12,59;2,43;185;-1
2021-01-27 06:30:00;8;97,43;-2,49;180;0,67;0;12,59;2,49;185;-1
2021-01-27 06:45:00;11;95,53;-2,34;208;0,87;0;12,59;2,48;194;-1
2021-01-27 07:00:00;2;90,43;-2,02;198;0,63;0;12,59;2,86;202;-1
2021-01-27 07:15:00;5;90,63;-2,07;220;0,6;0;12,59;3,04;210;-1
2021-01-27 07:30:00;8;89,32;-2,17;235;0,83;0;12,59;4,13;224;-1
2021-01-27 07:45:00;11;93,48;-2,26;228;1,13;0;12,58;6;230;-1
2021-01-27 08:00:00;2;95,28;-2,41;228;1,57;0;12,59;6,26;231;-1
2021-01-27 08:15:00;5;96,02;-2,46;230;1,5;0;12,58;6,86;229;-1
2021-01-27 08:30:00;8;98,78;-2,43;230;0,97;0;12,59;10,19;229;-1
2021-01-27 08:45:00;11;100;-2,41;235;1,1;0;12,58;7,72;233;-1
2021-01-27 09:00:00;2;100;-2,41;215;1,1;0;12,58;8,28;219;-1
2021-01-27 09:15:00;5;100;-2,31;235;1,03;0;12,58;11,88;231;-1
2021-01-27 09:30:00;8;100;-2,26;225;1,07;0;12,58;8,7;218;-1
2021-01-27 09:45:00;11;100;-2,23;223;1,1;0;12,58;8,8;219;-1
2021-01-27 10:00:00;2;100;-2,22;223;1,1;0;12,58;8,97;226;-1
2021-01-27 10:15:00;5;100;-2,22;213;1,17;0;12,58;8,96;228;-1
2021-01-27 10:30:00;8;100;-2,11;225;1,13;0;12,58;13,55;225;-1
2021-01-27 10:45:00;11;100;-1,94;215;1,4;0;12,58;16,93;223;-1
2021-01-27 11:00:00;2;100;-1,6;235;1,23;0;12,59;24,87;225;-1
2021-01-27 11:15:00;5;100;-1,41;235;1,27;0;12,59;19,81;228;-1
2021-01-27 11:30:00;8;100;-1,45;215;1,33;0;12,58;16,98;222;-1
2021-01-27 11:45:00;11;100;-1,52;220;1,43;0;12,58;15,17;222;-1
2021-01-27 12:00:00;2;100;-1,59;228;1,13;0;12,58;10,69;227;-1
2021-01-27 12:15:00;5;100;-1,66;235;0,97;0;12,58;12,12;230;-1
2021-01-27 12:30:00;8;100;-1,64;215;1,43;0;12,58;11,7;216;-1
2021-01-27 12:45:00;11;100;-1,52;225;1,23;0;12,57;14,7;228;-1
2021-01-27 13:00:00;2;100;-1,27;235;1,43;0;12,58;21,08;224;-1
2021-01-27 13:15:00;5;100;-1,06;218;1,4;0;12,62;22,79;219;0
2021-01-27 13:30:00;8;100;-0,77;218;1,53;0;12,64;23,17;228;0
2021-01-27 13:45:00;11;100;-0,86;223;1,47;0;12,63;13,46;230;0
2021-01-27 14:00:00;2;100;-1,05;218;2,17;0;12,63;11,41;226;0
2021-01-27 14:15:00;5;100;-1,09;228;1,43;0;12,63;8,66;230;0
2021-01-27 14:30:00;8;100;-1,11;218;1,5;0;12,63;9,48;231;0
2021-01-27 14:45:00;11;100;-1,17;228;1,53;0;12,63;6,24;231;0
2021-01-27 15:00:00;2;100;-1,22;238;1,43;0;12,63;4,91;226;0
2021-01-27 15:15:00;5;100;-1,27;238;1,5;0;12,63;4,01;235;0
2021-01-27 15:30:00;8;100;-1,3;213;1,47;0;12,63;3;229;0
2021-01-27 15:45:00;11;100;-1,3;230;1,43;0;12,63;2,93;232;0
2021-01-27 16:00:00;2;100;-1,31;243;1,63;0;12,63;2,73;235;0
2021-01-27 16:15:00;5;100;-1,28;235;1,33;0;12,63;2,62;234;0
2021-01-27 16:30:00;8;100;-1,24;235;1,37;0;12,63;2,55;235;0
2021-01-27 16:45:00;11;100;-1,29;243;1,47;0;12,63;2,5;236;0
2021-01-27 17:00:00;2;100;-1,28;238;1,47;0;12,63;2,54;236;0
2021-01-27 17:15:00;5;100;-1,29;230;1,4;0;12,63;2,56;233;0
2021-01-27 17:30:00;8;100;-1,26;238;1,33;0;12,63;2,5;242;0
2021-01-27 17:45:00;11;100;-1,23;238;1,5;0;12,63;2,54;237;0
2021-01-27 18:00:00;2;100;-1,17;245;1,23;0;12,63;2,53;237;0
2021-01-27 18:15:00;5;100;-1,12;235;1,2;0;12,63;2,56;238;0
2021-01-27 18:30:00;8;100;-1,06;238;1,03;0;12,63;2,57;237;0
2021-01-27 18:45:00;11;100;-1;228;1;0;12,63;2,58;239;0
2021-01-27 19:00:00;2;100;-0,96;245;1,27;0;12,63;2,54;244;0
2021-01-27 19:15:00;5;100;-0,93;248;1,4;0;12,63;2,52;245;0
2021-01-27 19:30:00;8;100;-0,89;245;1,43;0;12,63;2,57;246;0
2021-01-27 19:45:00;11;100;-0,87;245;1,57;0;12,63;2,55;240;0
2021-01-27 20:00:00;2;100;-0,82;235;1,2;0;12,63;2,57;244;0
2021-01-27 20:15:00;5;100;-0,77;238;1,07;0;12,63;2,57;240;0
2021-01-27 20:30:00;8;100;-0,73;238;1;0;12,63;2,6;237;0
2021-01-27 20:45:00;11;100;-0,66;228;0,9;0;12,63;2,57;238;0
2021-01-27 21:00:00;2;100;-0,63;245;1,3;0;12,63;2,59;241;0
2021-01-27 21:15:00;5;100;-0,62;245;1,2;0;12,63;2,56;242;0
2021-01-27 21:30:00;8;100;-0,61;235;0,87;0;12,63;2,58;241;0
2021-01-27 21:45:00;11;100;-0,58;235;0,63;0;12,63;2,62;237;0
2021-01-27 22:00:00;2;100;-0,54;228;0,53;0;12,63;2,6;235;0
2021-01-27 22:15:00;5;100;-0,48;243;0,7;0;12,63;2,62;235;0
2021-01-27 22:30:00;8;100;-0,42;240;0,67;0;12,63;2,63;230;0
2021-01-27 22:45:00;11;100;-0,41;235;0,8;0;12,63;2,6;230;0
2021-01-27 23:00:00;2;100;-0,39;235;0,57;0;12,63;2,59;228;0
2021-01-27 23:15:00;5;100;-0,36;215;0,57;0;12,62;2,58;224;0
2021-01-27 23:30:00;8;100;-0,32;230;0,4;0;12,63;2,6;220;0
2021-01-27 23:45:00;11;100;-0,29;238;0,83;0;12,63;2,55;230;0
2021-01-28 00:00:00;2;100;-0,21;225;0,6;0;12,63;2,55;229;0
2021-01-28 00:15:00;5;100;-0,12;228;0,5;0;12,62;2,55;222;0
2021-01-28 00:30:00;8;100;-0,11;228;0,63;0;12,62;2,54;227;0
2021-01-28 00:45:00;11;100;-0,09;223;0,43;0;12,62;2,56;229;0
2021-01-28 01:00:00;2;100;-0,03;218;0,6;0;12,62;2,55;220;0
2021-01-28 01:15:00;5;100;0,02;223;0,6;0;12,58;2,51;226;-1
2021-01-28 01:30:00;8;100;0,05;220;0,8;0;12,58;2,47;226;-1
2021-01-28 01:45:00;11;100;0,07;230;0,67;0;12,57;2,51;224;-1
2021-01-28 02:00:00;2;100;0,1;225;0,77;0;12,57;2,43;223;-1
2021-01-28 02:15:00;5;100;0,06;228;0,73;0;12,57;2,41;223;-1
2021-01-28 02:30:00;8;100;0,12;220;0,7;0;12,57;2,43;222;-1
2021-01-28 02:45:00;11;100;0,16;225;0,8;0;12,57;2,4;218;-1
2021-01-28 03:00:00;2;100;0,18;213;0,9;0;12,57;2,37;214;-1
2021-01-28 03:15:00;5;100;0,24;230;1,07;0;12,57;2,41;228;-1
2021-01-28 03:30:00;8;100;0,3;208;1,03;0;12,57;2,38;209;-1
2021-01-28 03:45:00;11;100;0,34;198;1,03;0;12,57;2,4;205;-1
2021-01-28 04:00:00;2;100;0,38;208;1,2;0;12,57;2,37;212;-1
2021-01-28 04:15:00;5;100;0,46;213;1,27;0;12,57;2,38;208;-1
2021-01-28 04:30:00;8;100;0,63;215;1,33;0;12,57;2,38;207;-1
2021-01-28 04:45:00;11;100;0,71;213;1,4;0;12,57;2,4;213;-1
2021-01-28 05:00:00;2;100;0,77;208;1,3;0;12,57;2,38;211;-1
2021-01-28 05:15:00;5;100;0,84;208;1,33;0;12,56;2,37;208;-1
2021-01-28 05:30:00;8;100;1,03;188;1,17;0;12,56;2,43;207;-1
2021-01-28 05:45:00;11;100;1,01;208;0,9;0;12,56;2,39;208;-1
2021-01-28 06:00:00;2;100;1,13;198;1,47;0;12,56;2,38;207;-1
2021-01-28 06:15:00;5;100;1,18;215;1,3;0;12,56;2,39;208;-1
2021-01-28 06:30:00;8;100;1,3;195;1,33;0;12,56;2,38;207;-1
2021-01-28 06:45:00;11;100;1,31;200;1,03;0;12,56;2,4;197;-1
2021-01-28 07:00:00;2;100;1,42;213;1,67;0;12,56;2,53;211;-1
2021-01-28 07:15:00;5;100;1,35;208;1,63;0;12,56;2,94;199;-1
2021-01-28 07:30:00;8;100;1,4;198;1,2;0;12,57;4,14;211;-1
2021-01-28 07:45:00;11;100;1,47;175;1,23;0;12,57;5,88;201;-1
2021-01-28 08:00:00;2;100;1,53;223;1,43;0,1;12,57;8,55;193;-1
2021-01-28 08:15:00;5;100;1,7;208;2,1;0,2;12,58;11,75;210;-1
2021-01-28 08:30:00;8;100;1,9;218;1,87;0,3;12,58;13,89;194;-1
2021-01-28 08:45:00;11;100;1,99;215;2;0,3;12,58;14,66;216;-1
2021-01-28 09:00:00;2;100;2,13;223;1,8;0,4;12,59;19,71;214;-1
2021-01-28 09:15:00;5;100;2,27;215;1,8;0,4;12,61;22,42;219;-1
2021-01-28 09:30:00;8;100;2,35;213;1,67;0,3;12,62;29,28;218;-1
2021-01-28 09:45:00;11;100;2,53;220;2,23;0,5;12,63;27,01;222;-1
2021-01-28 10:00:00;2;100;2,47;218;2,13;0,6;12,6;15,18;224;-1
2021-01-28 10:15:00;5;100;2,58;235;2,17;1,4;12,59;12,32;229;-1
2021-01-28 10:30:00;8;100;2,68;223;2,47;2,4;12,59;15,66;225;-1
2021-01-28 10:45:00;11;100;2,76;220;4,03;2,2;12,59;15,15;217;-1
2021-01-28 11:00:00;2;100;2,68;225;3,1;2,2;12,59;16,3;223;-1
2021-01-28 11:15:00;5;100;3;218;2,97;1,8;12,61;28,49;224;-1
2021-01-28 11:30:00;8;100;3,13;208;3,07;2;12,61;19,37;215;-1
2021-01-28 11:45:00;11;100;3,15;230;3,5;2;12,6;16,47;228;-1
2021-01-28 12:00:00;2;100;3,36;228;3,7;1,8;12,64;39,66;223;-1
2021-01-28 12:15:00;5;100;3,63;235;3,9;1,5;12,66;36,74;233;-1
2021-01-28 12:30:00;8;100;3,71;223;3,47;1,1;12,64;23,25;231;-1
2021-01-28 12:45:00;11;100;3,78;233;3,3;1,2;12,64;35,92;230;-1
2021-01-28 13:00:00;2;100;3,86;228;2,87;0,8;12,61;20,32;231;-1
2021-01-28 13:15:00;5;100;3,99;230;3,9;0,7;12,64;20,02;233;0
2021-01-28 13:30:00;8;100;4,2;230;3,3;0,8;12,66;19,24;228;0
2021-01-28 13:45:00;11;100;4,38;230;3,83;0,7;12,67;18,19;230;0
2021-01-28 14:00:00;2;100;4,53;248;3,93;0,6;12,67;15,24;243;0
2021-01-28 14:15:00;5;100;4,8;238;4,4;0,5;12,66;10,78;240;0
2021-01-28 14:30:00;8;100;4,92;235;3,87;0,5;12,66;15,74;242;0
2021-01-28 14:45:00;11;100;5,33;238;4,03;0,5;12,67;16,86;240;0
2021-01-28 15:00:00;2;100;5,76;245;4,07;0,4;12,67;14,71;242;0
2021-01-28 15:15:00;5;100;5,87;243;4,13;0,5;12,65;7,02;249;0
2021-01-28 15:30:00;8;100;6,08;248;4,03;0,6;12,64;5,45;248;0
2021-01-28 15:45:00;11;100;6,66;248;4,17;0,5;12,63;3,21;244;0
2021-01-28 16:00:00;2;100;6,33;253;4,57;0,5;12,63;2,81;246;0
2021-01-28 16:15:00;5;100;6,53;230;3,7;0,5;12,62;2,43;235;0
2021-01-28 16:30:00;8;100;6,69;255;4,67;0,6;12,62;2,21;246;0
2021-01-28 16:45:00;11;100;6,45;245;5,97;0,4;12,62;2,07;256;0
2021-01-28 17:00:00;2;100;6,51;248;4,93;0,4;12,62;2,07;249;0
2021-01-28 17:15:00;5;100;6,74;255;4,9;0,3;12,62;2,03;252;0
2021-01-28 17:30:00;8;100;6,83;253;4,17;0,3;12,62;2,07;251;0
2021-01-28 17:45:00;11;100;6,78;243;4,03;0,3;12,62;2,08;250;0
2021-01-28 18:00:00;2;100;7,13;255;5,57;0,3;12,62;2,07;253;0
2021-01-28 18:15:00;5;100;6,99;270;4,1;0,3;12,62;2,03;259;0
2021-01-28 18:30:00;8;100;7,12;260;4,07;0,1;12,62;2;256;0
2021-01-28 18:45:00;11;100;6,99;240;3,93;0,2;12,62;2;262;0
2021-01-28 19:00:00;2;100;7,02;253;4,2;0,2;12,62;2,01;247;0
2021-01-28 19:15:00;5;100;7,22;243;3,67;0;12,62;2,02;247;0
2021-01-28 19:30:00;8;100;7,19;253;4,1;0;12,62;2,01;256;0
2021-01-28 19:45:00;11;100;7,11;255;4,97;0;12,62;2,03;260;0
2021-01-28 20:00:00;2;100;7,34;255;3,2;0,1;12,62;2,02;261;0
2021-01-28 20:15:00;5;100;7,4;255;4,6;0,1;12,62;2,01;251;0
2021-01-28 20:30:00;8;100;7,31;235;4,37;0;12,62;1,99;241;0
2021-01-28 20:45:00;11;100;7,26;275;3,57;0;12,62;2,03;259;0
2021-01-28 21:00:00;2;100;7,18;255;3,63;0;12,62;2,05;243;0
2021-01-28 21:15:00;5;100;7,25;260;3,33;0;12,62;2,05;250;0
2021-01-28 21:30:00;8;100;7,22;255;4,17;0;12,62;2,03;256;0
2021-01-28 21:45:00;11;100;7,09;225;3,3;0,2;12,62;2,05;234;0
2021-01-28 22:00:00;2;100;7,15;255;3,23;0,2;12,62;2,04;256;0
2021-01-28 22:15:00;5;100;7,15;248;4,3;0;12,62;2,02;252;0
2021-01-28 22:30:00;8;100;6,93;238;3,43;0;12,62;2,03;238;0
2021-01-28 22:45:00;11;100;6,69;250;2,43;0;12,62;2,04;240;0
2021-01-28 23:00:00;2;100;6,79;238;2,83;0;12,62;2,05;242;0
2021-01-28 23:15:00;5;100;6,85;255;2,3;0;12,62;2,06;248;0
2021-01-28 23:30:00;8;100;6,65;255;2,47;0;12,62;2,07;252;0
2021-01-28 23:45:00;11;100;6,59;235;2,4;0;12,62;2,08;243;0
2021-01-29 00:00:00;2;100;6,55;248;2,83;0;12,62;2,05;240;0
2021-01-29 00:15:00;5;100;6,58;253;3,2;0;12,62;2,06;246;0
2021-01-29 00:30:00;8;100;6,57;223;2,5;0;12,62;2,09;230;0
2021-01-29 00:45:00;11;100;6,55;225;2,83;0;12,62;2,05;232;0
2021-01-29 01:00:00;2;100;6,61;235;2,53;0;12,62;2,04;233;0
2021-01-29 01:15:00;5;100;6,6;240;2,3;0;12,58;2,03;235;-1
2021-01-29 01:30:00;8;100;6,68;225;2,6;0;12,58;2,03;226;-1
2021-01-29 01:45:00;11;100;6,71;228;2,4;0,4;12,58;2,02;228;-1
2021-01-29 02:00:00;2;100;6,69;225;1,87;0,4;12,58;2;229;-1
2021-01-29 02:15:00;5;100;6,68;235;1,9;0,2;12,57;2;233;-1
2021-01-29 02:30:00;8;100;6,64;235;1,73;0,9;12,58;1,99;229;-1
2021-01-29 02:45:00;11;100;6,69;228;1,83;0,4;12,57;1,96;230;-1
2021-01-29 03:00:00;2;100;6,75;235;2,2;0,1;12,57;1,97;232;-1
2021-01-29 03:15:00;5;100;6,75;248;2,73;0,1;12,57;1,98;235;-1
2021-01-29 03:30:00;8;100;6,78;235;3,03;0;12,57;1,95;229;-1
2021-01-29 03:45:00;11;100;6,78;218;2,7;0,1;12,57;1,95;222;-1
2021-01-29 04:00:00;2;100;6,8;230;3,5;0;12,57;1,94;226;-1
2021-01-29 04:15:00;5;100;6,82;228;2,47;0,1;12,57;1,92;227;-1
2021-01-29 04:30:00;8;100;6,76;223;2,7;0,5;12,57;1,94;226;-1
2021-01-29 04:45:00;11;100;6,71;218;2,2;0,5;12,57;1,93;227;-1
2021-01-29 05:00:00;2;100;6,62;213;2,3;0,1;12,57;1,93;224;-1
2021-01-29 05:15:00;5;100;6,55;230;2,2;0;12,57;1,95;223;-1
2021-01-29 05:30:00;8;100;6,43;260;2,6;0;12,57;1,94;242;-1
2021-01-29 05:45:00;11;100;6,49;228;3,13;0;12,56;1,94;231;-1
2021-01-29 06:00:00;2;100;6,47;228;2,67;0,7;12,56;1,95;223;-1
2021-01-29 06:15:00;5;100;6,45;225;3,33;0,1;12,56;1,92;227;-1
2021-01-29 06:30:00;8;100;6,38;260;4;0;12,56;1,94;239;-1
2021-01-29 06:45:00;11;100;6,53;228;4,43;0,2;12,56;2,1;229;-1
2021-01-29 07:00:00;2;100;6,58;253;4,27;0,1;12,56;2,59;252;-1
2021-01-29 07:15:00;5;100;6,5;238;3,67;0;12,56;3,12;235;-1
2021-01-29 07:30:00;8;100;6,39;225;4,93;0;12,56;6,21;238;-1
2021-01-29 07:45:00;11;100;6,26;230;4,57;0;12,57;12,2;240;-1
2021-01-29 08:00:00;2;100;6,2;243;4,83;0;12,57;14;246;-1
2021-01-29 08:15:00;5;100;6,2;258;4,33;0;12,58;16,48;248;-1
2021-01-29 08:30:00;8;100;6,33;228;4,77;0;12,59;22,3;237;-1
2021-01-29 08:45:00;11;100;6,59;248;6;0;12,6;30,87;255;-1
2021-01-29 09:00:00;2;100;6,83;258;4,57;0;12,64;42,26;251;-1
2021-01-29 09:15:00;5;100;6,96;253;5,87;0;12,64;41,23;249;-1
2021-01-29 09:30:00;8;98,29;7,13;248;4,47;0;12,68;70,01;246;-1
2021-01-29 09:45:00;11;94,12;7,34;260;4,67;0;12,71;58,32;268;-1
2021-01-29 10:00:00;2;89,58;7,32;235;5;0;12,7;39,88;248;-1
2021-01-29 10:15:00;5;91,62;7,16;258;4,3;0;12,71;56,38;260;-1
2021-01-29 10:30:00;8;85,94;7,39;253;4,87;0;12,74;68,72;245;-1
2021-01-29 10:45:00;11;84,74;7,37;228;3,67;0;12,74;61,18;235;-1
2021-01-29 11:00:00;2;81,34;7,43;243;3,9;0;12,76;70,26;249;-1
2021-01-29 11:15:00;5;79,23;7,66;198;4,23;0;12,81;101,89;215;-1
2021-01-29 11:30:00;8;79,15;7,69;245;5,83;0;12,82;87,55;238;-1
2021-01-29 11:45:00;11;80,1;8;255;4,67;0;12,88;111,41;256;-1
2021-01-29 12:00:00;2;79,52;8,01;273;4,3;0;12,87;99,54;255;-1
2021-01-29 12:15:00;5;79,28;7,99;255;3,37;0;12,84;73,39;259;-1
2021-01-29 12:30:00;8;80,04;7,66;258;4,07;0;12,82;59,17;256;-1
2021-01-29 12:45:00;11;81,95;7,53;255;3,83;0;12,81;49,24;261;-1
2021-01-29 13:00:00;2;81,47;7,33;230;2,83;0;12,8;70,8;247;-1
2021-01-29 13:15:00;5;83,23;7,23;265;4,4;0;12,78;33,35;263;0
2021-01-29 13:30:00;8;83,42;7,2;228;3,17;0;12,81;53,2;230;0
2021-01-29 13:45:00;11;83,01;7,29;255;4,57;0;12,85;56,72;248;0
2021-01-29 14:00:00;2;83,42;7,16;248;3,5;0;12,81;30,73;257;0
2021-01-29 14:15:00;5;81,56;7,36;230;3,63;0;12,85;64,38;246;0
2021-01-29 14:30:00;8;82,71;7,31;253;4,13;0;12,82;35,42;237;0
2021-01-29 14:45:00;11;86,21;6,91;243;3,93;0;12,78;17,39;244;0
2021-01-29 15:00:00;2;87,76;6,73;248;3,03;0;12,76;17,18;259;0
2021-01-29 15:15:00;5;96,86;5,89;230;3,7;0,1;12,74;9,03;256;0
2021-01-29 15:30:00;8;100;5,26;258;3,8;1,2;12,72;3,58;251;0
2021-01-29 15:45:00;11;100;4,96;260;3,3;0,3;12,71;5,85;257;0
2021-01-29 16:00:00;2;100;4,99;258;2,23;0,3;12,71;5,99;255;0
2021-01-29 16:15:00;5;100;4,91;250;2,8;0;12,7;3,71;246;0
2021-01-29 16:30:00;8;100;4,94;228;3,27;0;12,69;2,36;243;0
2021-01-29 16:45:00;11;100;4,94;218;2,53;0;12,69;2,1;228;0
2021-01-29 17:00:00;2;100;4,75;255;2,7;0;12,68;2,1;244;0
2021-01-29 17:15:00;5;100;4,52;228;3,57;0,6;12,68;2,07;240;0
2021-01-29 17:30:00;8;100;4,38;235;3,1;0,1;12,67;2,09;230;0
2021-01-29 17:45:00;11;100;4,23;243;2,87;0;12,67;2,13;235;0
2021-01-29 18:00:00;2;100;4,22;255;2,6;0,1;12,67;2,1;243;0
2021-01-29 18:15:00;5;100;4,22;243;3,6;0,7;12,66;2,15;245;0
2021-01-29 18:30:00;8;100;4,23;238;3,2;1,6;12,66;2,15;249;0
2021-01-29 18:45:00;11;100;4,22;220;2,3;0,4;12,66;2,14;230;0
2021-01-29 19:00:00;2;100;4,19;245;3,03;0,2;12,65;2,17;234;0
2021-01-29 19:15:00;5;100;4,19;223;2,73;0,1;12,65;2,16;232;0
2021-01-29 19:30:00;8;100;4,21;255;2,7;0;12,65;2,2;238;0
2021-01-29 19:45:00;11;100;4,24;235;2,5;0,1;12,65;2,13;243;0
2021-01-29 20:00:00;2;100;4,26;248;2,9;0;12,64;2,16;246;0
2021-01-29 20:15:00;5;100;4,29;245;2,8;0;12,64;2,2;244;0
2021-01-29 20:30:00;8;100;4,34;240;3,03;0;12,64;2,15;240;0
2021-01-29 20:45:00;11;100;4,35;235;2,73;0;12,64;2,17;239;0
