Datum;CycleCounter;Hygro_S3_r.Feuchte;Hygro_S3_Temperatur;Windrichtung;Windgeschwindigkeit;Niederschlag;SP_Lite2_Pyranometer;Akku-Spannung;Windrichtung_mittel;Steuerung_MC55i
2021-05-03 00:10:00;10;93,85;0,61;250;0;0;2;13;250;0
2021-05-03 00:15:00;15;94,4;0,6;325;0;0;2;13;325;0
2021-05-03 00:20:00;20;94,27;0,65;245;0;0;2;12,99;245;0
2021-05-03 00:25:00;25;93,94;0,62;280;0;0;2;12,99;280;0
2021-05-03 00:30:00;30;93,69;0,66;248;0;0;3;12,99;248;0
2021-05-03 00:35:00;35;94,13;0,65;268;0;0;3;12,98;268;0
2021-05-03 00:40:00;40;95,55;0,61;260;0;0;2;12,98;260;0
2021-05-03 00:45:00;45;95,24;0,49;243;0;0;2;12,98;243;0
2021-05-03 00:50:00;50;96,35;0,32;270;0;0;3;12,98;270;0
2021-05-03 00:55:00;55;96,73;0,18;275;0;0;3;12,97;275;0
2021-05-03 01:00:00;0;96,27;0,08;248;0;0;3;12,96;248;0
2021-05-03 01:05:00;5;95,95;0,01;253;0;0;2;12,97;253;0
2021-05-03 01:10:00;10;96,27;-0,05;270;0;0;3;12,97;270;0
2021-05-03 01:15:00;15;97,28;-0,14;278;0,1;0;2;12,96;278;0
2021-05-03 01:20:00;20;97,38;-0,15;270;0,1;0;2;12,96;270;0
2021-05-03 01:25:00;25;97,61;-0,2;270;0;0;3;12,96;270;0
2021-05-03 01:30:00;30;97,6;-0,28;278;0;0;2;12,96;278;0
2021-05-03 01:35:00;35;97,66;-0,3;258;0;0;3;12,95;258;0
2021-05-03 01:40:00;40;96,92;-0,29;275;0,1;0;2;12,95;275;0
2021-05-03 01:45:00;45;97,44;-0,34;273;0;0;3;12,95;273;0
2021-05-03 01:50:00;50;98,34;-0,44;0;0;0;2;12,95;0;0
2021-05-03 01:55:00;55;98,72;-0,42;275;0;0;2;12,94;275;0
2021-05-03 02:00:00;0;98,95;-0,45;260;0;0;2;12,93;260;0
2021-05-03 02:05:00;5;99,85;-0,44;278;0;0;2;12,94;278;0
2021-05-03 02:10:00;10;100,06;-0,54;268;0;0;2;12,94;268;0
2021-05-03 02:15:00;15;100,07;-0,36;268;0;0;2;12,93;268;0
2021-05-03 02:20:00;20;100,07;-0,08;268;0;0;2;12,93;268;0
2021-05-03 02:25:00;25;99,22;0,08;275;0;0;3;12,93;275;0
2021-05-03 02:30:00;30;98,78;0,23;0;0,5;0;3;12,93;0;0
2021-05-03 02:35:00;35;98,69;0,37;278;0;0;2;12,93;278;0
2021-05-03 02:40:00;40;96,43;0,56;255;0;0;2;12,92;255;0
2021-05-03 02:45:00;45;96,93;0,74;268;0;0;2;12,92;268;0
2021-05-03 02:50:00;50;95,66;0,87;250;0;0;3;12,92;250;0
2021-05-03 02:55:00;55;95,13;1,03;268;0;0;2;12,92;268;0
2021-05-03 03:00:00;0;95,59;1,13;273;0;0;2;12,9;273;0
2021-05-03 03:05:00;5;95,92;1,27;268;0;0;2;12,91;268;0
2021-05-03 03:10:00;10;95,86;1,31;265;0;0;2;12,91;265;0
2021-05-03 03:15:00;15;95,47;1,28;278;0;0;2;12,91;278;0
2021-05-03 03:20:00;20;94,61;1,34;248;0;0;2;12,91;248;0
2021-05-03 03:25:00;25;95,31;1,42;255;0;0;2;12,91;255;0
2021-05-03 03:30:00;30;95,05;1,42;275;0;0;2;12,91;275;0
2021-05-03 03:35:00;35;95,28;1,41;258;0;0;3;12,9;258;0
2021-05-03 03:40:00;40;93,67;1,34;265;0;0;3;12,9;265;0
2021-05-03 03:45:00;45;94,68;1,41;260;0;0;3;12,9;260;0
2021-05-03 03:50:00;50;95,16;1,55;258;0;0;4;12,9;258;0
2021-05-03 03:55:00;55;95,85;1,56;253;0;0;4;12,9;253;0
2021-05-03 04:00:00;0;95,47;1,56;270;0;0;5;12,88;270;0
2021-05-03 04:05:00;5;95,09;1,59;260;0;0;6;12,9;260;0
2021-05-03 04:10:00;10;96,83;1,71;268;0;0;7;12,9;268;0
2021-05-03 04:15:00;15;97,15;1,69;270;0;0;10;12,9;270;0
2021-05-03 04:20:00;20;96,73;1,72;248;0;0;13;12,91;248;0
2021-05-03 04:25:00;25;95,37;1,73;260;0;0;18;12,92;260;0
2021-05-03 04:30:00;30;93,14;1,73;245;0;0;23;12,94;245;0
2021-05-03 04:35:00;35;93,48;1,79;278;0;0;22;12,95;278;0
2021-05-03 04:40:00;40;92,64;1,83;278;0;0;24;12,96;278;0
2021-05-03 04:45:00;45;93,93;1,91;248;0;0;27;12,97;248;0
2021-05-03 04:50:00;50;95,29;2,04;248;0;0;30;12,98;248;0
2021-05-03 04:55:00;55;94,84;2,09;108;0;0;35;13;108;0
2021-05-03 05:00:00;0;92,25;2,16;260;0;0;40;13;260;0
2021-05-03 05:05:00;5;93,18;2,27;258;0,1;0;52;13,04;258;0
2021-05-03 05:10:00;10;92,32;2,38;328;0,7;0;63;13,08;328;0
2021-05-03 05:15:00;15;89,62;2,64;280;0;0;41;13,07;280;0
2021-05-03 05:20:00;20;90,89;2,66;243;0;0;43;13,08;243;0
2021-05-03 05:25:00;25;89,85;2,53;335;0;0;61;13,1;335;0
2021-05-03 05:30:00;30;89,62;2,52;253;0;0;64;13,13;253;0
2021-05-03 05:35:00;35;88,33;2,79;248;0,3;0;59;13,15;248;0
2021-05-03 05:40:00;40;84,33;2,99;255;0;0;71;13,18;255;0
2021-05-03 05:45:00;45;84,97;3,23;278;0,1;0;139;13,22;278;0
2021-05-03 05:50:00;50;82,28;3,9;248;0,9;0;178;13,25;248;0
2021-05-03 05:55:00;55;72,14;4,24;0;0,6;0;227;13,29;0;0
2021-05-03 06:00:00;0;70,58;4,65;255;0,2;0;255;13,33;255;0
2021-05-03 06:05:00;5;68;4,99;0;0,4;0;256;13,41;0;0
2021-05-03 06:10:00;10;67,58;5,22;275;0,9;0;255;13,47;275;0
2021-05-03 06:15:00;15;68,1;5,21;0;1,1;0;127;13,47;0;0
2021-05-03 06:20:00;20;67,18;5,49;270;2;0;140;13,52;270;0
2021-05-03 06:25:00;25;64,17;5,56;275;1,2;0;349;14,02;275;0
2021-05-03 06:30:00;30;65,89;6,02;0;1,2;0;363;14,76;0;0
2021-05-03 06:35:00;35;65,67;6,22;275;1;0;378;14,73;275;0
2021-05-03 06:40:00;40;63,51;6,28;335;1,7;0;396;14,73;335;0
2021-05-03 06:45:00;45;64,15;6,54;265;0,6;0;404;14,7;265;0
2021-05-03 06:50:00;50;60,83;6,82;255;0,8;0;419;14,7;255;0
2021-05-03 06:55:00;55;60,75;6,93;270;2,1;0;443;14,67;270;0
2021-05-03 07:00:00;0;60,73;7,13;0;1,6;0;476;14,67;0;-1
2021-05-03 07:05:00;5;60,04;7,17;270;1,6;0;496;14,64;270;-1
2021-05-03 07:10:00;10;61,64;7,62;278;0,4;0;487;14,61;278;-1
2021-05-03 07:15:00;15;55,83;7,1;0;1,2;0;515;14,61;0;-1
2021-05-03 07:20:00;20;56,04;7,23;355;0;0;456;14,6;355;-1
2021-05-03 07:25:00;25;53,95;6,99;260;1,6;0;522;14,58;260;-1
2021-05-03 07:30:00;30;56,13;7,05;0;1,6;0;559;14,57;0;-1
2021-05-03 07:35:00;35;56,56;7,17;253;0,9;0;550;14,58;253;-1
2021-05-03 07:40:00;40;58,74;7,43;0;1,4;0;248;14,55;0;-1
2021-05-03 07:45:00;45;60,28;7,1;90;0,1;0;661;14,55;90;-1
2021-05-03 07:50:00;50;56,24;7,2;0;1;0;777;14,56;0;-1
2021-05-03 07:55:00;55;54,02;7,19;258;1,9;0;241;14,55;258;-1
2021-05-03 08:00:00;0;58,8;7,38;0;0,7;0;308;14,55;0;-1
2021-05-03 08:05:00;5;56,08;7,27;253;1,6;0;620;14,15;253;-1
2021-05-03 08:10:00;10;55,56;7,46;250;1,1;0;246;14,15;250;-1
2021-05-03 08:15:00;15;56,74;7,27;263;2,2;0;214;14,15;263;-1
2021-05-03 08:20:00;20;53,96;8;0;1;0;700;14,15;0;-1
2021-05-03 08:25:00;25;57,23;7,68;260;0;0;327;14,1;260;-1
2021-05-03 08:30:00;30;54,19;7,73;0;0;0;263;14,11;0;-1
2021-05-03 08:35:00;35;52,89;7,58;260;1;0;789;14,12;260;-1
2021-05-03 08:40:00;40;51,44;7,81;263;0,9;0;189;14,11;263;-1
2021-05-03 08:45:00;45;56,17;7,56;260;0,1;0;165;14,12;260;-1
2021-05-03 08:50:00;50;55,14;7,35;270;1,4;0;202;14,12;270;-1
2021-05-03 08:55:00;55;56,08;7,71;275;1,3;0;815;14,15;275;-1
2021-05-03 09:00:00;0;53,25;8,1;248;2,1;0;318;14,11;248;-1
2021-05-03 09:05:00;5;50,92;8,22;275;1,1;0;274;14,11;275;-1
2021-05-03 09:10:00;10;52,49;7,97;260;0,6;0;287;14,12;260;-1
2021-05-03 09:15:00;15;49,64;7,88;38;0,1;0;232;14,11;38;-1
2021-05-03 09:20:00;20;53,49;7,69;258;0,9;0;135;14,11;258;-1
2021-05-03 09:25:00;25;55,06;7,39;0;1;0;109;14,14;0;-1
2021-05-03 09:30:00;30;55,96;7,2;275;0;0;144;14,14;275;-1
2021-05-03 09:35:00;35;56,75;7,13;328;0,4;0;184;14,14;328;-1
2021-05-03 09:40:00;40;58;7,31;268;0,4;0;894;14,15;268;-1
2021-05-03 09:45:00;45;49,02;9,04;268;1,8;0;1006;14,14;268;-1
2021-05-03 09:50:00;50;45,6;10,02;103;1,6;0;259;14,1;103;-1
2021-05-03 09:55:00;55;49,43;8,22;260;2;0;179;14,11;260;-1
2021-05-03 10:00:00;0;49,95;7,95;83;0;0;172;14,1;83;-1
2021-05-03 10:05:00;5;49,43;7,94;278;1,4;0;195;14,11;278;-1
2021-05-03 10:10:00;10;50,47;7,74;325;2,2;0;164;14,11;325;-1
2021-05-03 10:15:00;15;48,12;7,7;260;1,8;0;213;14,14;260;-1
2021-05-03 10:20:00;20;49,66;7,77;265;0,7;0;266;14,14;265;-1
2021-05-03 10:25:00;25;47,77;7,94;328;2,8;0;257;14,14;328;-1
2021-05-03 10:30:00;30;48,15;8,16;265;1,1;0;291;14,14;265;-1
2021-05-03 10:35:00;35;46,35;8,07;248;1,3;0;183;14,14;248;-1
2021-05-03 10:40:00;40;49,08;8,63;245;0,5;0;1114;14,14;245;-1
2021-05-03 10:45:00;45;40,99;9,24;280;1,3;0;237;14,11;280;-1
2021-05-03 10:50:00;50;42,93;8,33;268;1,9;0;208;14,11;268;-1
2021-05-03 10:55:00;55;46,94;8,45;275;0,6;0;1001;14,1;275;-1
2021-05-03 11:00:00;0;41,97;9,07;0;2,9;0;317;14,11;0;-1
2021-05-03 11:05:00;5;42,83;8,98;243;5,2;0;262;14,12;243;-1
2021-05-03 11:10:00;10;42,9;9,19;115;0,8;0;1109;14,12;115;-1
2021-05-03 11:15:00;15;43,44;10,48;268;2,1;0;1146;14,11;268;-1
2021-05-03 11:20:00;20;42,93;9,48;325;1,4;0;238;14,08;325;-1
2021-05-03 11:25:00;25;44,73;9,05;275;1,9;0;259;14,09;275;-1
2021-05-03 11:30:00;30;48,35;8,89;88;0,3;0;290;14,08;88;-1
2021-05-03 11:35:00;35;46,75;8,88;255;1;0;304;14,09;255;-1
2021-05-03 11:40:00;40;44,99;8,81;353;0,7;0;348;14,09;353;-1
2021-05-03 11:45:00;45;45,05;9,05;268;2,5;0;398;14,09;268;-1
2021-05-03 11:50:00;50;42,2;9,14;258;1,4;0;613;14,09;258;-1
2021-05-03 11:55:00;55;44,37;8,98;245;3,1;0;319;14,08;245;-1
2021-05-03 12:00:00;0;45,8;9,2;348;0;0;287;14,07;348;-1
2021-05-03 12:05:00;5;42,39;8,98;275;3,9;0;235;14,09;275;-1
2021-05-03 12:10:00;10;43,29;8,93;268;2,3;0;763;14,09;268;-1
2021-05-03 12:15:00;15;42,06;9,29;100;0;0;303;14,09;100;-1
2021-05-03 12:20:00;20;44,13;9,42;108;2;0;594;14,07;108;-1
2021-05-03 12:25:00;25;44,9;9,67;0;2,1;0;367;14,09;0;-1
2021-05-03 12:30:00;30;46,8;9,76;250;0,3;0;456;14,08;250;-1
2021-05-03 12:35:00;35;42,96;10,5;265;0,5;0;535;14,09;265;-1
2021-05-03 12:40:00;40;44,33;9,98;278;0,5;0;394;14,05;278;-1
2021-05-03 12:45:00;45;44,96;9,61;248;0,6;0;370;14,05;248;-1
2021-05-03 12:50:00;50;45,95;10,11;355;0;0;548;14,05;355;-1
2021-05-03 12:55:00;55;45,21;10,15;273;0,5;0;361;14,05;273;-1
2021-05-03 13:00:00;0;43,49;9,76;333;5,5;0;304;14,01;333;-1
2021-05-03 13:05:00;5;45,43;9,57;0;1,3;0;528;14,05;0;-1
2021-05-03 13:10:00;10;44,39;10,86;95;1,6;0;683;14,02;95;-1
2021-05-03 13:15:00;15;42,88;10,55;248;1,4;0;996;14,02;248;-1
2021-05-03 13:20:00;20;44,53;9,91;245;1,2;0;369;14,02;245;-1
2021-05-03 13:25:00;25;45,22;9,86;278;2,3;0;365;14,02;278;-1
2021-05-03 13:30:00;30;45,42;10,49;248;0,9;0;948;14,02;248;-1
2021-05-03 13:35:00;35;44,25;10,78;273;1,2;0;1031;14,02;273;-1
2021-05-03 13:40:00;40;42,02;10,89;0;1,5;0;268;14;0;-1
2021-05-03 13:45:00;45;45,19;9,78;0;0,7;0;255;14;0;-1
2021-05-03 13:50:00;50;43,92;9,99;265;1,2;0;758;13,99;265;-1
2021-05-03 13:55:00;55;43,34;10,81;0;0;0;826;14;0;-1
2021-05-03 14:00:00;0;39,84;11,35;0;2,3;0;820;13,99;0;-1
2021-05-03 14:05:00;5;40,71;10,73;263;0,1;0;796;13,99;263;-1
2021-05-03 14:10:00;10;38,57;11,31;98;2;0;842;14;98;-1
2021-05-03 14:15:00;15;42,2;10,93;110;0;0;224;13,97;110;-1
2021-05-03 14:20:00;20;44;10,68;0;4,9;0;893;13,97;0;-1
2021-05-03 14:25:00;25;38,73;11,03;0;1,6;0;683;13,97;0;-1
2021-05-03 14:30:00;30;40,5;10,63;85;0,4;0;247;13,97;85;-1
2021-05-03 14:35:00;35;42,02;10,52;268;1;0;305;13,99;268;-1
2021-05-03 14:40:00;40;40,53;11,25;253;1,2;0;788;13,97;253;-1
2021-05-03 14:45:00;45;35,37;11,62;338;0,9;0;427;13,96;338;-1
2021-05-03 14:50:00;50;39,33;11,48;270;2,5;0;311;13,96;270;-1
2021-05-03 14:55:00;55;37,54;10,96;333;2,4;0;309;13,97;333;-1
2021-05-03 15:00:00;0;37,51;10,73;278;1,7;0;278;13,95;278;-1
2021-05-03 15:05:00;5;38,26;10,87;265;1;0;624;14;265;-1
2021-05-03 15:10:00;10;38,4;11,27;0;0,8;0;562;14;0;-1
2021-05-03 15:15:00;15;40,15;11,42;38;0,9;0;505;13,99;38;-1
2021-05-03 15:20:00;20;38,98;11,53;0;1,6;0;521;13,97;0;-1
2021-05-03 15:25:00;25;39,21;11,76;0;0,2;0;508;13,96;0;-1
2021-05-03 15:30:00;30;38,37;11,53;273;2,7;0;312;13,96;273;-1
2021-05-03 15:35:00;35;37,48;10,82;245;1;0;366;13,97;245;-1
2021-05-03 15:40:00;40;36,33;10,84;268;2,2;0;203;13,96;268;-1
2021-05-03 15:45:00;45;37,81;10,64;280;0,8;0;367;13,97;280;-1
2021-05-03 15:50:00;50;42,62;10,99;98;2;0;410;13,99;98;-1
2021-05-03 15:55:00;55;40;11,39;258;2,4;0;452;13,99;258;-1
2021-05-03 16:00:00;0;37,7;11,24;280;0,8;0;408;14;280;-1
2021-05-03 16:05:00;5;42,05;11,27;0;2,7;0;316;14;0;-1
2021-05-03 16:10:00;10;38,52;10,87;113;1,6;0;295;14;113;-1
2021-05-03 16:15:00;15;43,73;10,74;243;0;0;159;14;243;-1
2021-05-03 16:20:00;20;43,16;10,55;118;2,1;0;157;14;118;-1
2021-05-03 16:25:00;25;41,37;10,39;268;2;0;217;13,99;268;-1
2021-05-03 16:30:00;30;43,81;10,41;243;1,6;0;148;14,02;243;-1
2021-05-03 16:35:00;35;41,17;10,34;260;0;0;241;14,02;260;-1
2021-05-03 16:40:00;40;44,13;10,82;0;0;0;269;14,02;0;-1
2021-05-03 16:45:00;45;44,53;10,81;333;0;0;202;14,02;333;-1
2021-05-03 16:50:00;50;45,47;10,73;273;0,5;0;187;14,02;273;-1
2021-05-03 16:55:00;55;43,53;10,52;98;0,6;0;165;14,02;98;-1
2021-05-03 17:00:00;0;41,14;10,53;350;1,8;0;145;14,03;350;-1
2021-05-03 17:05:00;5;41,36;10,41;245;0;0;130;14,06;245;0
2021-05-03 17:10:00;10;43,73;10,28;95;2,6;0;119;14,05;95;0
2021-05-03 17:15:00;15;43,55;10,17;115;0;0;115;14,06;115;0
2021-05-03 17:20:00;20;44,66;10;255;0,9;0;108;14,09;255;0
2021-05-03 17:25:00;25;45,61;9,91;253;1,7;0;101;14,09;253;0
2021-05-03 17:30:00;30;44,84;9,82;0;0,3;0;94;14,09;0;0
2021-05-03 17:35:00;35;47,03;9,73;0;0;0;86;14,09;0;0
2021-05-03 17:40:00;40;48,02;9,65;88;0,3;0;76;14,08;88;0
2021-05-03 17:45:00;45;50,01;9,51;263;0;0;74;14,11;263;0
2021-05-03 17:50:00;50;48,37;9,42;0;0;0;70;14,1;0;0
2021-05-03 17:55:00;55;51,43;9,37;95;0,6;0;59;14,06;95;0
2021-05-03 18:00:00;0;53,45;9,18;0;0,3;0;49;13,98;0;0
2021-05-03 18:05:00;5;52,7;9,03;270;0;0;43;13,85;270;0
2021-05-03 18:10:00;10;55,03;8,71;260;0;0;41;13,8;260;0
2021-05-03 18:15:00;15;55,02;8,55;278;0;0;38;13,75;278;0
2021-05-03 18:20:00;20;60,37;8,26;268;0;0;30;13,65;268;0
2021-05-03 18:25:00;25;61,12;7,82;248;0;0;23;13,56;248;0
2021-05-03 18:30:00;30;61,97;7,48;108;0;0;19;13,53;108;0
2021-05-03 18:35:00;35;63,37;7,15;25;0;0;13;13,51;25;0
2021-05-03 18:40:00;40;65,57;6,84;18;0;0;9;13,5;18;0
2021-05-03 18:45:00;45;67,6;6,53;350;0;0;5;13,48;350;0
2021-05-03 18:50:00;50;69,3;6,2;115;0;0;4;13,46;115;0
2021-05-03 18:55:00;55;70,46;5,95;265;0;0;3;13,44;265;0
2021-05-03 19:00:00;0;70,89;5,7;243;0;0;3;13,41;243;0
2021-05-03 19:05:00;5;72,3;5,48;335;0;0;3;13,41;335;0
2021-05-03 19:10:00;10;73,56;5,27;248;0;0;2;13,4;248;0
2021-05-03 19:15:00;15;74,42;5,07;255;0;0;2;13,39;255;0
2021-05-03 19:20:00;20;74,4;4,91;260;0;0;2;13,37;260;0
2021-05-03 19:25:00;25;75,76;4,73;248;0;0;2;13,36;248;0
2021-05-03 19:30:00;30;75,68;4,53;268;0;0;2;13,35;268;0
2021-05-03 19:35:00;35;76,65;4,28;265;0;0;2;13,34;265;0
2021-05-03 19:40:00;40;77,26;4,26;268;0;0;2;13,33;268;0
2021-05-03 19:45:00;45;77,04;4,2;250;0;0;2;13,32;250;0
2021-05-03 19:50:00;50;77,88;4,05;348;0;0;2;13,31;348;0
2021-05-03 19:55:00;55;77,89;3,97;328;0;0;2;13,3;328;0
2021-05-03 20:00:00;0;78,25;3,85;95;0;0;2;13,28;95;0
2021-05-03 20:05:00;5;79,41;3,67;85;0;0;2;13,28;85;0
2021-05-03 20:10:00;10;81,19;3,53;265;0;0;2;13,27;265;0
2021-05-03 20:15:00;15;81,21;3,44;270;0;0;2;13,26;270;0
2021-05-03 20:20:00;20;81,86;3,59;345;0;0;2;13,25;345;0
2021-05-03 20:25:00;25;81,43;3,64;253;0;0;2;13,24;253;0
2021-05-03 20:30:00;30;80,95;3,56;255;0;0;2;13,24;255;0
2021-05-03 20:35:00;35;81,22;3,36;258;0;0;2;13,23;258;0
2021-05-03 20:40:00;40;80,85;3,53;280;0;0;2;13,22;280;0
2021-05-03 20:45:00;45;82,82;3,43;323;0;0;2;13,21;323;0
2021-05-03 20:50:00;50;82,78;3,31;323;0;0;2;13,2;323;0
2021-05-03 20:55:00;55;83,27;3,19;253;0;0;2;13,2;253;0
2021-05-03 21:00:00;0;83,38;3,11;248;0;0;2;13,18;248;0
2021-05-03 21:05:00;5;83,99;3,15;263;0;0;2;13,18;263;0
2021-05-03 21:10:00;10;84,85;3,07;333;0;0;2;13,17;333;0
2021-05-03 21:15:00;15;84,94;2,97;278;0;0;3;13,17;278;0
2021-05-03 21:20:00;20;84,85;2,93;275;0;0;2;13,16;275;0
2021-05-03 21:25:00;25;85,94;2,89;253;0;0;2;13,15;253;0
2021-05-03 21:30:00;30;85,51;2,81;265;0;0;2;13,15;265;0
2021-05-03 21:35:00;35;86,4;2,77;328;0;0;2;13,14;328;0
2021-05-03 21:40:00;40;89,6;2,85;268;0;0;2;13,14;268;0
2021-05-03 21:45:00;45;88,16;2,74;268;0;0;2;13,13;268;0
2021-05-03 21:50:00;50;88,33;2,69;248;0;0;2;13,13;248;0
2021-05-03 21:55:00;55;89,17;2,78;280;0;0;2;13,12;280;0
2021-05-03 22:00:00;0;87,29;2,64;263;0;0;2;13,1;263;0
2021-05-03 22:05:00;5;89,08;2,52;268;0;0;2;13,11;268;0
2021-05-03 22:10:00;10;89,16;2,46;265;0;0;2;13,1;265;0
2021-05-03 22:15:00;15;89,09;2,42;248;0;0;3;13,1;248;0
2021-05-03 22:20:00;20;90,9;2,44;258;0;0;3;13,09;258;0
2021-05-03 22:25:00;25;89,43;2,35;278;0;0;2;13,09;278;0
2021-05-03 22:30:00;30;91,28;2,32;258;0;0;2;13,08;258;0
2021-05-03 22:35:00;35;92,39;2,38;268;0;0;2;13,08;268;0
2021-05-03 22:40:00;40;93,75;2,37;243;0;0;2;13,07;243;0
2021-05-03 22:45:00;45;92,15;2,24;270;0;0;3;13,07;270;0
2021-05-03 22:50:00;50;93,03;2,26;248;0;0;2;13,07;248;0
2021-05-03 22:55:00;55;92,86;2,27;345;0;0;3;13,06;345;0
2021-05-03 23:00:00;0;92,36;2,28;255;0;0;2;13,04;255;0
2021-05-03 23:05:00;5;91,6;2,23;263;0,2;0;3;13,05;263;0
2021-05-03 23:10:00;10;92,2;2,44;328;0;0;2;13,05;328;0
2021-05-03 23:15:00;15;92,31;2,48;243;0;0;2;13,04;243;0
2021-05-03 23:20:00;20;90,59;2,46;263;0;0;2;13,04;263;0
2021-05-03 23:25:00;25;89,2;2,42;345;0;0;2;13,04;345;0
2021-05-03 23:30:00;30;88,49;2,36;0;0;0;2;13,03;0;0
2021-05-03 23:35:00;35;89,09;2,44;85;0;0;2;13,03;85;0
2021-05-03 23:40:00;40;89,12;2,53;110;0;0;2;13,03;110;0
2021-05-03 23:45:00;45;85,84;2,86;268;0;0;2;13,02;268;0
2021-05-03 23:50:00;50;85,97;2,77;103;0;0;2;13,02;103;0
2021-05-03 23:55:00;55;88,66;2,67;13;0;0;2;13,02;13;0
2021-05-04 00:00:00;0;88,61;2,53;25;0;0;2;13;25;0
2021-05-04 00:05:00;5;88,38;2,58;253;0;0;2;13,01;253;0
2021-05-04 00:10:00;10;89,01;2,57;0;0;0;2;13,01;0;0
2021-05-04 00:15:00;15;87,69;2,62;325;0;0;2;13;325;0
2021-05-04 00:20:00;20;87,26;2,55;243;0;0;2;13;243;0
2021-05-04 00:25:00;25;88,12;2,46;105;0;0;2;13;105;0
2021-05-04 00:30:00;30;88,65;2,36;113;0;0;2;13;113;0
2021-05-04 00:35:00;35;88,52;2,25;255;0;0;2;12,99;255;0
2021-05-04 00:40:00;40;88,47;2,23;248;0;0;2;12,99;248;0
2021-05-04 00:45:00;45;89,49;2,09;0;0;0;2;12,99;0;0
2021-05-04 00:50:00;50;89,9;2,16;115;0;0;2;12,98;115;0
2021-05-04 00:55:00;55;90,23;2,13;0;0;0;3;12,98;0;0
2021-05-04 01:00:00;0;90,7;2,01;0;0;0;2;12,96;0;0
2021-05-04 01:05:00;5;91,1;1,96;250;0,9;0;2;12,98;250;0
2021-05-04 01:10:00;10;90,8;2,07;253;0;0;2;12,97;253;0
2021-05-04 01:15:00;15;91,03;2,35;270;0,5;0;2;12,97;270;0
2021-05-04 01:20:00;20;89,48;2,51;0;0,4;0;2;12,97;0;0
2021-05-04 01:25:00;25;89,48;2,65;93;1,1;0;2;12,97;93;0
2021-05-04 01:30:00;30;86,2;3,01;260;0;0;2;12,96;260;0
2021-05-04 01:35:00;35;85;3,19;0;0,6;0;2;12,96;0;0
2021-05-04 01:40:00;40;82,46;3,42;260;1,2;0;2;12,96;260;0
2021-05-04 01:45:00;45;80,92;3,58;275;1,5;0;2;12,96;275;0
2021-05-04 01:50:00;50;82,05;3,56;0;0,8;0;2;12,96;0;0
2021-05-04 01:55:00;55;81,06;3,73;0;1,1;0;2;12,95;0;0
2021-05-04 02:00:00;0;80,66;3,75;0;1,1;0;2;12,94;0;0
2021-05-04 02:05:00;5;80,83;3,83;118;0,4;0;2;12,95;118;0
2021-05-04 02:10:00;10;79,9;3,92;265;1,9;0;2;12,95;265;0
2021-05-04 02:15:00;15;79,47;4,04;95;1,8;0;2;12,95;95;0
2021-05-04 02:20:00;20;80,23;4,01;0;0,4;0;2;12,94;0;0
2021-05-04 02:25:00;25;72,62;4,86;255;2,5;0;2;12,94;255;0
2021-05-04 02:30:00;30;72,09;5,01;0;1,2;0;2;12,94;0;0
2021-05-04 02:35:00;35;71,1;5,18;0;1,1;0;2;12,94;0;0
2021-05-04 02:40:00;40;71,23;5,22;0;0,3;0;2;12,94;0;0
2021-05-04 02:45:00;45;71,98;5,23;275;0,4;0;2;12,93;275;0
2021-05-04 02:50:00;50;70,99;5,24;0;0,3;0;2;12,93;0;0
2021-05-04 02:55:00;55;70,2;5,33;275;1,1;0;2;12,93;275;0
2021-05-04 03:00:00;0;71,87;5,24;263;0,6;0;2;12,91;263;0
2021-05-04 03:05:00;5;71,8;5,12;0;0,4;0;2;12,93;0;0
2021-05-04 03:10:00;10;71,62;5,32;278;0,7;0;2;12,93;278;0
2021-05-04 03:15:00;15;70,19;5,43;0;0;0;2;12,92;0;0
2021-05-04 03:20:00;20;71,65;5,31;278;0,6;0;2;12,92;278;0
2021-05-04 03:25:00;25;69,98;5,37;0;0,7;0;2;12,92;0;0
2021-05-04 03:30:00;30;70,92;5,44;268;1,3;0;2;12,92;268;0
2021-05-04 03:35:00;35;70,64;5,36;0;1,8;0;2;12,92;0;0
2021-05-04 03:40:00;40;72,14;5,33;0;0,8;0;3;12,92;0;0
2021-05-04 03:45:00;45;71,27;5,39;0;1,2;0;3;12,92;0;0
2021-05-04 03:50:00;50;73,64;5,21;248;0,4;0;3;12,92;248;0
2021-05-04 03:55:00;55;72,12;5,37;0;0,5;0;3;12,92;0;0
2021-05-04 04:00:00;0;72,92;5,29;253;2,4;0;4;12,9;253;0
2021-05-04 04:05:00;5;73,75;5,21;110;0,7;0;5;12,92;110;0
2021-05-04 04:10:00;10;74,21;5,18;0;0,8;0;6;12,92;0;0
2021-05-04 04:15:00;15;74,44;5,1;0;0;0;8;12,92;0;0
2021-05-04 04:20:00;20;78,25;4,94;275;0,9;0;10;12,92;275;0
2021-05-04 04:25:00;25;75,39;5,05;88;0,2;0;13;12,93;88;0
2021-05-04 04:30:00;30;75,46;5,13;0;0;0;14;12,93;0;0
2021-05-04 04:35:00;35;77,33;4,93;0;0,3;0;16;12,94;0;0
2021-05-04 04:40:00;40;76,33;5,05;0;2;0;19;12,95;0;0
2021-05-04 04:45:00;45;75,87;5,19;278;0,6;0;23;12,96;278;0
2021-05-04 04:50:00;50;75,86;5,26;275;0,8;0;23;12,96;275;0
