Datum;CycleCounter;Hygro_S3_r.Feuchte;Hygro_S3_Temperatur;Windrichtung;Windgeschwindigkeit;Niederschlag;SP_Lite2_Pyranometer;Akku-Spannung;Windrichtung_mittel;Steuerung_MC55i
2021-01-01 00:00:00;0;99,97;0,03;0;0;0;2;12,06;0;0
2021-01-01 00:05:00;5;99,97;0,02;255;0;0;2;12,09;255;0
2021-01-01 00:10:00;10;99,97;0,05;245;0;0;2;12,09;245;0
2021-01-01 00:15:00;15;99,97;0,03;88;0;0;2;12,09;88;0
2021-01-01 00:20:00;20;99,97;0,04;253;0;0;2;12,09;253;0
2021-01-01 00:25:00;25;99,97;0,02;273;0;0;3;12,09;273;0
2021-01-01 00:30:00;30;99,97;0,06;268;0;0;2;12,09;268;0
2021-01-01 00:35:00;35;99,97;0,22;0;0;0;2;12,09;0;0
2021-01-01 00:40:00;40;99,98;0,13;120;0;0;2;12,09;120;0
2021-01-01 00:45:00;45;99,96;0,16;278;0;0;2;12,09;278;0
2021-01-01 00:50:00;50;99,98;0,14;275;0;0;2;12,09;275;0
2021-01-01 00:55:00;55;99,97;0,16;0;0;0;2;12,09;0;0
2021-01-01 01:00:00;0;99,98;0,14;253;0;0;2;12,06;253;0
2021-01-01 01:05:00;5;99,97;0,14;258;0;0;2;12,09;258;0
2021-01-01 01:10:00;10;99,97;0,17;265;0;0;2;12,09;265;0
2021-01-01 01:15:00;15;99,97;0,16;275;0,1;0;3;12,08;275;0
2021-01-01 01:20:00;20;99,97;0,16;263;0;0;2;12,08;263;0
2021-01-01 01:25:00;25;99,98;0,22;248;0;0;2;12,08;248;0
2021-01-01 01:30:00;30;99,97;0,17;275;0;0;2;12,08;275;0
2021-01-01 01:35:00;35;99,98;0,19;0;0,1;0;2;12,08;0;0
2021-01-01 01:40:00;40;99,98;0,14;0;0;0;3;12,08;0;0
2021-01-01 01:45:00;45;99,97;0,12;85;0,4;0;2;12,08;85;0
2021-01-01 01:50:00;50;99,97;0,13;0;0;0;2;12,08;0;0
2021-01-01 01:55:00;55;99,98;0,12;265;0,1;0;3;12,08;265;0
2021-01-01 02:00:00;0;99,98;0,1;270;0;0;2;12,06;270;0
2021-01-01 02:05:00;5;99,97;0,11;113;0,2;0;2;12,09;113;0
2021-01-01 02:10:00;10;99,98;0,07;270;0,4;0;3;12,08;270;0
2021-01-01 02:15:00;15;99,97;0,06;88;0;0;2;12,08;88;0
2021-01-01 02:20:00;20;99,97;0,02;280;0;0;2;12,08;280;0
2021-01-01 02:25:00;25;99,97;0,04;0;0;0;2;12,08;0;0
2021-01-01 02:30:00;30;99,97;0,02;0;0;0;2;12,08;0;0
2021-01-01 02:35:00;35;99,99;-0,02;0;0;0;2;12,08;0;0
2021-01-01 02:40:00;40;99,99;-0,06;0;0;0;3;12,08;0;0
2021-01-01 02:45:00;45;99,98;-0,15;0;0;0;2;12,08;0;0
2021-01-01 02:50:00;50;99,97;-0,24;0;0;0;2;12,08;0;0
2021-01-01 02:55:00;55;99,97;-0,22;0;0;0;3;12,08;0;0
2021-01-01 03:00:00;0;99,97;-0,25;0;0;0;2;12,06;0;0
2021-01-01 03:05:00;5;99,96;-0,25;0;0;0;2;12,09;0;0
2021-01-01 03:10:00;10;99,97;-0,2;0;0;0;2;12,08;0;0
2021-01-01 03:15:00;15;99,96;-0,28;0;0;0;2;12,08;0;0
2021-01-01 03:20:00;20;99,97;-0,36;0;0;0;2;12,08;0;0
2021-01-01 03:25:00;25;99,98;-0,42;0;0;0;2;12,08;0;0
2021-01-01 03:30:00;30;99,97;-0,49;0;0;0;2;12,08;0;0
2021-01-01 03:35:00;35;99,97;-0,44;0;0;0;2;12,08;0;0
2021-01-01 03:40:00;40;99,97;-0,45;0;0;0;2;12,08;0;0
2021-01-01 03:45:00;45;99,97;-0,48;0;0;0;2;12,08;0;0
2021-01-01 03:50:00;50;99,97;-0,37;0;0;0;2;12,08;0;0
2021-01-01 03:55:00;55;99,98;-0,31;0;0;0;2;12,08;0;0
2021-01-01 04:00:00;0;99,97;-0,23;0;0;0;2;12,06;0;0
2021-01-01 04:05:00;5;99,96;-0,28;0;0;0;2;12,08;0;0
2021-01-01 04:10:00;10;99,96;-0,26;0;0;0;2;12,08;0;0
2021-01-01 04:15:00;15;99,97;-0,23;0;0;0;2;12,08;0;0
2021-01-01 04:20:00;20;99,97;-0,33;0;0;0;2;12,08;0;0
2021-01-01 04:25:00;25;99,97;-0,22;0;0;0;2;12,08;0;0
2021-01-01 04:30:00;30;99,97;-0,27;0;0;0;2;12,08;0;0
2021-01-01 04:35:00;35;99,97;-0,26;0;0;0;2;12,08;0;0
2021-01-01 04:40:00;40;99,97;-0,23;0;0;0;2;12,08;0;0
2021-01-01 04:45:00;45;99,97;-0,33;0;0;0;2;12,08;0;0
2021-01-01 04:50:00;50;99,96;-0,36;0;0;0;2;12,08;0;0
2021-01-01 04:55:00;55;99,98;-0,48;0;0;0;2;12,08;0;0
2021-01-01 05:00:00;0;99,98;-0,45;0;0;0;2;12,06;0;0
2021-01-01 05:05:00;5;99,97;-0,5;0;0;0;2;12,08;0;0
2021-01-01 05:10:00;10;99,97;-0,58;0;0;0;2;12,08;0;0
2021-01-01 05:15:00;15;99,97;-0,57;0;0;0;2;12,08;0;0
2021-01-01 05:20:00;20;99,98;-0,67;0;0;0;2;12,08;0;0
2021-01-01 05:25:00;25;99,98;-0,8;0;0;0;2;12,08;0;0
2021-01-01 05:30:00;30;99,98;-0,83;0;0;0;2;12,08;0;0
2021-01-01 05:35:00;35;99,98;-0,82;0;0;0;2;12,08;0;0
2021-01-01 05:40:00;40;99,97;-0,83;0;0;0;2;12,08;0;0
2021-01-01 05:45:00;45;99,97;-0,86;0;0;0;2;12,08;0;0
2021-01-01 05:50:00;50;99,97;-0,81;0;0;0;2;12,08;0;0
2021-01-01 05:55:00;55;99,97;-0,87;0;0;0;2;12,08;0;0
2021-01-01 06:00:00;0;99,97;-0,9;0;0;0;2;12,05;0;0
2021-01-01 06:05:00;5;99,96;-0,92;0;0;0;2;12,08;0;0
2021-01-01 06:10:00;10;99,96;-0,96;0;0;0;2;12,07;0;0
2021-01-01 06:15:00;15;99,97;-0,81;0;0;0;2;12,07;0;0
2021-01-01 06:20:00;20;99,99;-0,71;0;0;0;2;12,07;0;0
2021-01-01 06:25:00;25;99,98;-0,73;0;0;0;2;12,07;0;0
2021-01-01 06:30:00;30;99,98;-0,77;0;0;0;2;12,07;0;0
2021-01-01 06:35:00;35;99,98;-0,77;0;0;0;2;12,07;0;0
2021-01-01 06:40:00;40;99,98;-0,77;0;0;0;2;12,07;0;0
2021-01-01 06:45:00;45;99,99;-0,78;0;0;0;2;12,07;0;0
2021-01-01 06:50:00;50;99,98;-0,86;0;0;0;2;12,07;0;0
2021-01-01 06:55:00;55;99,98;-0,84;0;0;0;2;12,07;0;0
2021-01-01 07:00:00;0;99,98;-0,84;0;0;0;2;12,03;0;-1
2021-01-01 07:05:00;5;99,97;-0,83;0;0;0;2;12,04;0;-1
2021-01-01 07:10:00;10;99,99;-0,83;0;0;0;3;12,04;0;-1
2021-01-01 07:15:00;15;99,98;-0,8;0;0;0;3;12,03;0;-1
2021-01-01 07:20:00;20;99,98;-0,8;0;0;0;3;12,03;0;-1
2021-01-01 07:25:00;25;99,98;-0,73;0;0;0;4;12,03;0;-1
2021-01-01 07:30:00;30;99,99;-0,75;0;0;0;4;12,03;0;-1
2021-01-01 07:35:00;35;99,97;-0,72;0;0;0;4;12,02;0;-1
2021-01-01 07:40:00;40;99,97;-0,69;0;0;0;5;12,03;0;-1
2021-01-01 07:45:00;45;99,97;-0,64;0;0;0;6;12,03;0;-1
2021-01-01 07:50:00;50;99,97;-0,64;0;0;0;6;12,03;0;-1
2021-01-01 07:55:00;55;99,97;-0,6;0;0;0;7;12,02;0;-1
2021-01-01 08:00:00;0;99,97;-0,58;0;0;0;7;12;0;-1
2021-01-01 08:05:00;5;99,98;-0,55;0;0;0;8;12,02;0;-1
2021-01-01 08:10:00;10;99,97;-0,5;0;0;0;9;12,02;0;-1
2021-01-01 08:15:00;15;99,98;-0,44;0;0;0;11;12,02;0;-1
2021-01-01 08:20:00;20;99,98;-0,42;0;0;0;10;12,02;0;-1
2021-01-01 08:25:00;25;99,98;-0,4;0;0;0;13;12,03;0;-1
2021-01-01 08:30:00;30;99,98;-0,41;0;0;0;9;12,02;0;-1
2021-01-01 08:35:00;35;99,98;-0,36;0;0;0;7;12,02;0;-1
2021-01-01 08:40:00;40;99,98;-0,39;0;0;0;7;12,02;0;-1
2021-01-01 08:45:00;45;99,98;-0,41;0;0;0;9;12,02;0;-1
2021-01-01 08:50:00;50;99,98;-0,39;0;0;0;11;12,02;0;-1
2021-01-01 08:55:00;55;99,98;-0,35;0;0;0;16;12,03;0;-1
2021-01-01 09:00:00;0;99,98;-0,3;265;0;0;16;12,01;265;-1
2021-01-01 09:05:00;5;99,97;-0,19;88;0;0;17;12,03;88;-1
2021-01-01 09:10:00;10;99,97;-0,09;0;0;0;22;12,03;0;-1
2021-01-01 09:15:00;15;99,97;-0,19;268;0;0;21;12,03;268;-1
2021-01-01 09:20:00;20;99,98;-0,09;260;0,2;0;28;12,04;260;-1
2021-01-01 09:25:00;25;99,98;0;275;0,2;0;21;12,04;275;-1
2021-01-01 09:30:00;30;99,98;-0,12;253;0;0;19;12,03;253;-1
2021-01-01 09:35:00;35;99,98;-0,13;0;0,8;0;23;12,04;0;-1
2021-01-01 09:40:00;40;99,99;-0,04;85;0,1;0;16;12,02;85;-1
2021-01-01 09:45:00;45;99,99;-0,15;0;0,2;0;9;12,03;0;-1
2021-01-01 09:50:00;50;99,99;-0,14;268;0,1;0;9;12,03;268;-1
2021-01-01 09:55:00;55;99,99;-0,16;0;0,3;0;13;12,03;0;-1
2021-01-01 10:00:00;0;99,99;-0,07;0;0;0;17;12,01;0;-1
2021-01-01 10:05:00;5;100;0,05;15;0;0;24;12,03;15;-1
2021-01-01 10:10:00;10;100;-0,03;260;0,3;0;26;12,04;260;-1
2021-01-01 10:15:00;15;100;0,03;0;0;0;24;12,04;0;-1
2021-01-01 10:20:00;20;100;0,05;113;0;0;20;12,03;113;-1
2021-01-01 10:25:00;25;100;0,05;0;0,1;0;21;12,03;0;-1
2021-01-01 10:30:00;30;100,01;0,1;270;0,3;0;17;12,03;270;-1
2021-01-01 10:35:00;35;100;-0,01;265;0,7;0;21;12,03;265;-1
2021-01-01 10:40:00;40;100;0,08;0;0;0;28;11,97;0;-1
2021-01-01 10:45:00;45;100,02;0,2;268;0;0;29;11,91;268;-1
2021-01-01 10:50:00;50;100;0,36;0;0;0;31;12;0;-1
2021-01-01 10:55:00;55;100,01;0,18;278;0;0;29;12,02;278;-1
2021-01-01 11:00:00;0;100,01;0,31;85;0;0;25;12;85;-1
2021-01-01 11:05:00;5;100,01;0,34;0;0,4;0;28;12,03;0;-1
2021-01-01 11:10:00;10;100;0,19;0;0,6;0;28;12,03;0;-1
2021-01-01 11:15:00;15;100;0,23;255;0;0;27;12,04;255;-1
2021-01-01 11:20:00;20;100,01;0,31;265;0;0;26;12,04;265;-1
2021-01-01 11:25:00;25;100,02;0,31;273;0;0;25;12,04;273;-1
2021-01-01 11:30:00;30;100,01;0,37;263;0;0;27;12,04;263;-1
2021-01-01 11:35:00;35;100,03;0,5;268;0;0;25;12,04;268;-1
2021-01-01 11:40:00;40;100,02;0,5;85;0;0;25;12,04;85;-1
2021-01-01 11:45:00;45;100,01;0,58;245;0;0;22;12,04;245;-1
2021-01-01 11:50:00;50;100,01;0,38;20;0;0;20;12,04;20;-1
2021-01-01 11:55:00;55;100,03;0,25;118;0;0;21;12,04;118;-1
2021-01-01 12:00:00;0;100,02;0,22;260;0,3;0;17;12,01;260;-1
2021-01-01 12:05:00;5;100,02;0,19;280;0,7;0;18;12,04;280;-1
2021-01-01 12:10:00;10;100,01;0,23;0;0,2;0;29;12,04;0;-1
2021-01-01 12:15:00;15;100,01;0,49;245;0;0;42;12,05;245;-1
2021-01-01 12:20:00;20;100,02;0,57;253;0,2;0;50;12,07;253;-1
2021-01-01 12:25:00;25;100,03;0,46;103;0;0;46;12,08;103;-1
2021-01-01 12:30:00;30;100,02;0,6;248;0,5;0;32;12,06;248;-1
2021-01-01 12:35:00;35;100,02;0,47;248;0,4;0;18;12,05;248;-1
2021-01-01 12:40:00;40;100,02;0,48;275;0;0;23;12,05;275;-1
2021-01-01 12:45:00;45;100,02;0,51;253;0,3;0;22;12,05;253;-1
2021-01-01 12:50:00;50;100,03;0,47;0;0;0,1;23;12,05;0;-1
2021-01-01 12:55:00;55;100,02;0,57;0;0;0;22;12,04;0;-1
2021-01-01 13:00:00;0;100,02;0,54;275;0;0;21;12,02;275;-1
2021-01-01 13:05:00;5;100,03;0,46;243;0;0;21;12,04;243;-1
2021-01-01 13:10:00;10;100,03;0,48;0;0,2;0;23;12,04;0;-1
2021-01-01 13:15:00;15;100,03;0,52;98;0;0;26;12,05;98;-1
2021-01-01 13:20:00;20;100,02;0,64;0;0;0;23;12,05;0;-1
2021-01-01 13:25:00;25;100,02;0,64;110;0;0;30;12,05;110;-1
2021-01-01 13:30:00;30;100,02;0,59;0;0;0;30;12,06;0;-1
2021-01-01 13:35:00;35;100,02;0,63;273;0;0;30;12,06;273;-1
2021-01-01 13:40:00;40;100,02;0,55;253;0,5;0;30;12,06;253;-1
2021-01-01 13:45:00;45;100,02;0,66;350;0;0;28;12,06;350;-1
2021-01-01 13:50:00;50;100,01;0,51;255;2,1;0;32;12,06;255;-1
2021-01-01 13:55:00;55;100,03;0,47;0;0;0;29;12,06;0;-1
2021-01-01 14:00:00;0;100,03;0,43;278;0,2;0;26;12,04;278;-1
2021-01-01 14:05:00;5;100,02;0,47;275;0,2;0;25;12,06;275;-1
2021-01-01 14:10:00;10;100,03;0,44;280;0,9;0;22;12,05;280;-1
2021-01-01 14:15:00;15;100,02;0,31;248;0,3;0;17;12,05;248;-1
2021-01-01 14:20:00;20;100,02;0,36;260;0;0;19;12,05;260;-1
2021-01-01 14:25:00;25;100,01;0,34;268;0;0;18;12,05;268;-1
2021-01-01 14:30:00;30;100,01;0,29;260;0;0;17;12,05;260;-1
2021-01-01 14:35:00;35;100,02;0,27;3;0;0;13;12,04;3;-1
2021-01-01 14:40:00;40;100,02;0,21;23;0;0;11;12,04;23;-1
2021-01-01 14:45:00;45;100,02;0,19;340;0,5;0;11;12,04;340;-1
2021-01-01 14:50:00;50;100,02;0,16;270;0,2;0;9;12,03;270;-1
2021-01-01 14:55:00;55;100,01;0,18;350;0;0;10;12,03;350;-1
2021-01-01 15:00:00;0;100,02;0,18;25;0;0;10;12,01;25;-1
2021-01-01 15:05:00;5;100,02;0,19;8;0;0;11;12,03;8;-1
2021-01-01 15:10:00;10;100,01;0,16;358;0,2;0;8;12,03;358;-1
2021-01-01 15:15:00;15;100,01;0,05;263;0;0;6;12,03;263;-1
2021-01-01 15:20:00;20;100;-0,02;253;0,3;0;5;12,02;253;-1
2021-01-01 15:25:00;25;100;-0,11;253;0;0;4;12,02;253;-1
2021-01-01 15:30:00;30;100;-0,16;265;0,5;0;4;12,02;265;-1
2021-01-01 15:35:00;35;99,99;-0,18;275;0;0;3;12,02;275;-1
2021-01-01 15:40:00;40;99,99;-0,29;275;0;0;3;12,02;275;-1
2021-01-01 15:45:00;45;100;-0,34;0;0;0;3;12,01;0;-1
2021-01-01 15:50:00;50;99,99;-0,4;263;0;0;3;12,01;263;-1
2021-01-01 15:55:00;55;100,01;-0,26;263;0;0;3;12,01;263;-1
2021-01-01 16:00:00;0;100;-0,34;263;0;0;2;11,99;263;-1
2021-01-01 16:05:00;5;99,99;-0,35;263;0;0;2;12,01;263;-1
2021-01-01 16:10:00;10;99,99;-0,34;263;0;0;2;12,01;263;-1
2021-01-01 16:15:00;15;99,99;-0,3;263;0;0;2;12,01;263;-1
2021-01-01 16:20:00;20;99,98;-0,29;263;0;0;2;12,01;263;-1
2021-01-01 16:25:00;25;99,98;-0,33;263;0;0;2;12,01;263;-1
2021-01-01 16:30:00;30;99,97;-0,29;263;0;0;2;12,01;263;-1
2021-01-01 16:35:00;35;99,98;-0,29;263;0;0;2;12,01;263;-1
2021-01-01 16:40:00;40;99,98;-0,28;263;0;0;2;12,01;263;-1
2021-01-01 16:45:00;45;99,98;-0,32;263;0;0;2;12,01;263;-1
2021-01-01 16:50:00;50;99,98;-0,36;263;0;0;2;12,01;263;-1
2021-01-01 16:55:00;55;99,98;-0,36;263;0;0;2;12,01;263;-1
2021-01-01 17:00:00;0;99,98;-0,36;263;0;0;2;11,99;263;-1
2021-01-01 17:05:00;5;99,97;-0,36;263;0;0;2;12,03;263;0
2021-01-01 17:10:00;10;99,98;-0,35;263;0;0;2;12,04;263;0
2021-01-01 17:15:00;15;99,98;-0,33;263;0;0;2;12,04;263;0
2021-01-01 17:20:00;20;99,98;-0,33;263;0;0;2;12,04;263;0
2021-01-01 17:25:00;25;99,98;-0,3;263;0;0;3;12,04;263;0
2021-01-01 17:30:00;30;99,98;-0,29;263;0;0;2;12,04;263;0
2021-01-01 17:35:00;35;99,99;-0,31;263;0;0;2;12,04;263;0
2021-01-01 17:40:00;40;99,98;-0,33;263;0;0;2;12,04;263;0
2021-01-01 17:45:00;45;99,99;-0,34;263;0;0;2;12,04;263;0
2021-01-01 17:50:00;50;99,98;-0,39;263;0;0;2;12,04;263;0
2021-01-01 17:55:00;55;99,98;-0,3;263;0;0;2;12,05;263;0
2021-01-01 18:00:00;0;99,98;-0,29;263;0;0;2;12,02;263;0
2021-01-01 18:05:00;5;99,98;-0,35;263;0;0;2;12,05;263;0
2021-01-01 18:10:00;10;99,98;-0,38;263;0;0;2;12,05;263;0
2021-01-01 18:15:00;15;99,98;-0,39;263;0;0;2;12,05;263;0
2021-01-01 18:20:00;20;99,98;-0,4;263;0;0;2;12,05;263;0
2021-01-01 18:25:00;25;99,98;-0,37;263;0;0;2;12,05;263;0
2021-01-01 18:30:00;30;99,98;-0,4;263;0;0;2;12,05;263;0
2021-01-01 18:35:00;35;99,98;-0,35;263;0;0;2;12,05;263;0
2021-01-01 18:40:00;40;99,98;-0,36;263;0;0;2;12,05;263;0
2021-01-01 18:45:00;45;99,98;-0,4;263;0;0;2;12,05;263;0
2021-01-01 18:50:00;50;99,98;-0,4;263;0;0;2;12,05;263;0
2021-01-01 18:55:00;55;99,98;-0,39;263;0;0;2;12,05;263;0
2021-01-01 19:00:00;0;99,98;-0,38;263;0;0;2;12,03;263;0
2021-01-01 19:05:00;5;99,98;-0,31;263;0;0;2;12,05;263;0
2021-01-01 19:10:00;10;99,98;-0,36;263;0;0;2;12,05;263;0
2021-01-01 19:15:00;15;99,98;-0,4;263;0;0;2;12,04;263;0
2021-01-01 19:20:00;20;99,97;-0,48;263;0;0;2;12,04;263;0
2021-01-01 19:25:00;25;99,98;-0,46;263;0;0;2;12,04;263;0
2021-01-01 19:30:00;30;99,97;-0,44;263;0;0;2;12,04;263;0
2021-01-01 19:35:00;35;99,97;-0,41;263;0;0;2;12,04;263;0
2021-01-01 19:40:00;40;99,98;-0,37;263;0;0;2;12,04;263;0
2021-01-01 19:45:00;45;99,98;-0,36;263;0;0;2;12,04;263;0
2021-01-01 19:50:00;50;99,98;-0,38;263;0;0;2;12,04;263;0
2021-01-01 19:55:00;55;99,97;-0,39;263;0;0;2;12,04;263;0
2021-01-01 20:00:00;0;99,98;-0,37;263;0;0;2;12,02;263;0
2021-01-01 20:05:00;5;99,97;-0,37;263;0;0;2;12,04;263;0
2021-01-01 20:10:00;10;99,98;-0,37;263;0;0;2;12,04;263;0
2021-01-01 20:15:00;15;99,97;-0,37;263;0;0;2;12,04;263;0
2021-01-01 20:20:00;20;99,98;-0,41;263;0;0;2;12,04;263;0
2021-01-01 20:25:00;25;99,98;-0,38;263;0;0;2;12,04;263;0
2021-01-01 20:30:00;30;99,97;-0,41;263;0;0;3;12,04;263;0
2021-01-01 20:35:00;35;99,97;-0,43;263;0;0;2;12,04;263;0
2021-01-01 20:40:00;40;99,98;-0,49;263;0;0;2;12,04;263;0
2021-01-01 20:45:00;45;99,98;-0,46;263;0;0;2;12,04;263;0
2021-01-01 20:50:00;50;99,97;-0,51;263;0;0;2;12,04;263;0
2021-01-01 20:55:00;55;99,98;-0,51;263;0;0;3;12,04;263;0
2021-01-01 21:00:00;0;99,97;-0,57;263;0;0;2;12,02;263;0
2021-01-01 21:05:00;5;99,97;-0,64;263;0;0;2;12,04;263;0
2021-01-01 21:10:00;10;99,97;-0,6;263;0;0;2;12,04;263;0
2021-01-01 21:15:00;15;99,97;-0,57;263;0;0;2;12,04;263;0
2021-01-01 21:20:00;20;99,97;-0,58;263;0;0;2;12,04;263;0
2021-01-01 21:25:00;25;99,97;-0,56;263;0;0;2;12,04;263;0
2021-01-01 21:30:00;30;99,97;-0,62;263;0;0;2;12,04;263;0
2021-01-01 21:35:00;35;99,97;-0,64;263;0;0;3;12,04;263;0
2021-01-01 21:40:00;40;99,97;-0,58;263;0;0;2;12,04;263;0
2021-01-01 21:45:00;45;99,97;-0,55;263;0;0;2;12,04;263;0
2021-01-01 21:50:00;50;99,98;-0,55;263;0;0;2;12,04;263;0
2021-01-01 21:55:00;55;99,97;-0,57;263;0;0;2;12,04;263;0
2021-01-01 22:00:00;0;99,97;-0,61;263;0;0;2;12,02;263;0
2021-01-01 22:05:00;5;99,97;-0,62;263;0;0;2;12,04;263;0
2021-01-01 22:10:00;10;99,97;-0,62;263;0;0;2;12,04;263;0
2021-01-01 22:15:00;15;99,96;-0,63;263;0;0;2;12,04;263;0
2021-01-01 22:20:00;20;99,97;-0,63;263;0;0;2;12,04;263;0
2021-01-01 22:25:00;25;99,97;-0,61;263;0;0;2;12,04;263;0
2021-01-01 22:30:00;30;99,97;-0,61;263;0;0;2;12,04;263;0
2021-01-01 22:35:00;35;99,97;-0,67;263;0;0;2;12,04;263;0
2021-01-01 22:40:00;40;99,99;-0,66;263;0;0;2;12,04;263;0
2021-01-01 22:45:00;45;99,99;-0,69;263;0;0;2;12,04;263;0
2021-01-01 22:50:00;50;99,97;-0,61;263;0;0;2;12,04;263;0
2021-01-01 22:55:00;55;99,97;-0,59;263;0;0;2;12,04;263;0
2021-01-01 23:00:00;0;99,97;-0,62;263;0;0;2;12,02;263;0
2021-01-01 23:05:00;5;99,97;-0,63;263;0;0;2;12,04;263;0
2021-01-01 23:10:00;10;99,97;-0,65;263;0;0;2;12,04;263;0
2021-01-01 23:15:00;15;99,97;-0,66;263;0;0;2;12,04;263;0
2021-01-01 23:20:00;20;99,97;-0,68;263;0;0;2;12,04;263;0
2021-01-01 23:25:00;25;99,97;-0,64;263;0;0;3;12,04;263;0
2021-01-01 23:30:00;30;99,97;-0,64;263;0;0;2;12,04;263;0
2021-01-01 23:35:00;35;99,97;-0,65;263;0;0;2;12,04;263;0
2021-01-01 23:40:00;40;99,99;-0,66;263;0;0;2;12,03;263;0
2021-01-01 23:45:00;45;99,97;-0,62;263;0;0;2;12,03;263;0
2021-01-01 23:50:00;50;99,97;-0,67;263;0;0;2;12,03;263;0
2021-01-01 23:55:00;55;99,97;-0,7;263;0;0;2;12,03;263;0
2021-01-02 00:00:00;0;99,98;-0,71;263;0;0;2;12,01;263;0
2021-01-02 00:05:00;5;99,98;-0,72;263;0;0;2;12,04;263;0
2021-01-02 00:10:00;10;99,98;-0,69;263;0;0;3;12,04;263;0
2021-01-02 00:15:00;15;99,97;-0,76;263;0;0;2;12,03;263;0
2021-01-02 00:20:00;20;99,98;-0,76;263;0;0;2;12,03;263;0
2021-01-02 00:25:00;25;99,98;-0,81;263;0;0;3;12,03;263;0
2021-01-02 00:30:00;30;99,98;-0,87;263;0;0;2;12,03;263;0
2021-01-02 00:35:00;35;99,97;-0,87;263;0;0;2;12,03;263;0
2021-01-02 00:40:00;40;99,96;-0,86;263;0;0;2;12,03;263;0
2021-01-02 00:45:00;45;99,97;-0,82;263;0;0;3;12,03;263;0
2021-01-02 00:50:00;50;99,97;-0,78;263;0;0;2;12,03;263;0
2021-01-02 00:55:00;55;99,98;-0,7;263;0;0;2;12,03;263;0
2021-01-02 01:00:00;0;99,99;-0,69;263;0;0;2;12,01;263;0
2021-01-02 01:05:00;5;99,96;-0,66;263;0;0;2;12,04;263;0
2021-01-02 01:10:00;10;99,96;-0,66;263;0;0;2;12,03;263;0
2021-01-02 01:15:00;15;99,97;-0,67;263;0;0;2;12,03;263;0
2021-01-02 01:20:00;20;99,97;-0,62;263;0;0;2;12,03;263;0
2021-01-02 01:25:00;25;99,97;-0,65;263;0;0;2;12,03;263;0
2021-01-02 01:30:00;30;99,97;-0,61;263;0;0;2;12,03;263;0
2021-01-02 01:35:00;35;99,97;-0,62;263;0;0;2;12,03;263;0
2021-01-02 01:40:00;40;99,98;-0,66;263;0;0;3;12,03;263;0
2021-01-02 01:45:00;45;99,99;-0,67;263;0;0;2;12,03;263;0
2021-01-02 01:50:00;50;99,98;-0,66;263;0;0;2;12,03;263;0
2021-01-02 01:55:00;55;99,97;-0,68;263;0;0;2;12,03;263;0
2021-01-02 02:00:00;0;99,98;-0,73;263;0;0;2;12,01;263;0
2021-01-02 02:05:00;5;99,98;-0,74;263;0;0;3;12,04;263;0
2021-01-02 02:10:00;10;99,98;-0,8;263;0;0;3;12,03;263;0
2021-01-02 02:15:00;15;99,98;-0,79;263;0;0;2;12,03;263;0
2021-01-02 02:20:00;20;99,98;-0,84;263;0;0;2;12,03;263;0
2021-01-02 02:25:00;25;99,98;-0,81;263;0;0;2;12,03;263;0
2021-01-02 02:30:00;30;99,98;-0,77;263;0;0;3;12,03;263;0
2021-01-02 02:35:00;35;99,98;-0,74;263;0;0;3;12,03;263;0
2021-01-02 02:40:00;40;99,99;-0,76;263;0;0;2;12,03;263;0
2021-01-02 02:45:00;45;99,98;-0,7;263;0;0;2;12,03;263;0
2021-01-02 02:50:00;50;99,98;-0,72;263;0;0;3;12,03;263;0
2021-01-02 02:55:00;55;99,99;-0,69;263;0;0;2;12,03;263;0
2021-01-02 03:00:00;0;99,99;-0,71;263;0;0;3;12,01;263;0
2021-01-02 03:05:00;5;99,99;-0,69;263;0;0;3;12,04;263;0
2021-01-02 03:10:00;10;99,99;-0,71;263;0;0;2;12,03;263;0
2021-01-02 03:15:00;15;99,99;-0,72;263;0;0;3;12,03;263;0
2021-01-02 03:20:00;20;99,99;-0,72;263;0;0;3;12,03;263;0
2021-01-02 03:25:00;25;99,98;-0,74;263;0;0;3;12,03;263;0
2021-01-02 03:30:00;30;99,99;-0,72;263;0;0;3;12,03;263;0
2021-01-02 03:35:00;35;99,98;-0,73;263;0;0;2;12,03;263;0
2021-01-02 03:40:00;40;99,99;-0,73;263;0;0;3;12,03;263;0
2021-01-02 03:45:00;45;99,98;-0,74;263;0;0;3;12,03;263;0
2021-01-02 03:50:00;50;99,98;-0,76;263;0;0;3;12,03;263;0
2021-01-02 03:55:00;55;99,98;-0,78;263;0;0;2;12,03;263;0
2021-01-02 04:00:00;0;99,98;-0,8;263;0;0;2;12,01;263;0
2021-01-02 04:05:00;5;99,98;-0,8;263;0;0;2;12,03;263;0
2021-01-02 04:10:00;10;99,98;-0,81;263;0;0;3;12,03;263;0
2021-01-02 04:15:00;15;99,99;-0,87;263;0;0;2;12,03;263;0
2021-01-02 04:20:00;20;99,98;-0,87;263;0;0;2;12,03;263;0
2021-01-02 04:25:00;25;99,98;-0,89;263;0;0;2;12,03;263;0
2021-01-02 04:30:00;30;99,96;-0,94;263;0;0;2;12,03;263;0
2021-01-02 04:35:00;35;99,97;-0,9;263;0;0;2;12,03;263;0
2021-01-02 04:40:00;40;99,96;-0,93;263;0;0;2;12,03;263;0
