Datum;CycleCounter;UB;Hygro_S3_r.Feuchte;Hygro_S3_Temperatur;SP_Lite_Pyranometer;Windrichtung;Windgeschwindigkeit;Niederschlag;Steuerung_MC35i
2021-01-01 00:00:00;0;12,58;100,16;-0,89;2;188;0;0;0
2021-01-01 00:05:00;1;12,58;100,17;-0,84;2;188;0;0;0
2021-01-01 00:10:00;2;12,58;100,16;-0,78;3;188;0;0;0
2021-01-01 00:15:00;3;12,58;100,17;-0,77;2;188;0;0;0
2021-01-01 00:20:00;4;12,58;100,17;-0,72;3;188;0;0;0
2021-01-01 00:25:00;5;12,58;100,17;-0,7;2;188;0;0;0
2021-01-01 00:30:00;6;12,58;100,17;-0,7;2;188;0;0;0
2021-01-01 00:35:00;7;12,58;100,16;-0,68;3;188;0;0;0
2021-01-01 00:40:00;8;12,58;100,16;-0,64;2;188;0;0;0
2021-01-01 00:45:00;9;12,58;100,16;-0,66;2;188;0;0;0
2021-01-01 00:50:00;10;12,58;100,16;-0,6;3;188;0;0;0
2021-01-01 00:55:00;11;12,57;100,16;-0,56;2;188;0;0;0
2021-01-01 01:00:00;0;12,57;100,17;-0,56;3;188;0;0;-1
2021-01-01 01:05:00;1;12,52;100,15;-0,53;2;188;0;0;-1
2021-01-01 01:10:00;2;12,52;100,15;-0,52;2;188;0;0;-1
2021-01-01 01:15:00;3;12,52;100,16;-0,53;2;188;0;0;-1
2021-01-01 01:20:00;4;12,52;100,16;-0,53;2;188;0;0;-1
2021-01-01 01:25:00;5;12,52;100,16;-0,53;2;188;0;0;-1
2021-01-01 01:30:00;6;12,52;100,15;-0,5;2;188;0;0;-1
2021-01-01 01:35:00;7;12,52;100,15;-0,5;2;188;0;0;-1
2021-01-01 01:40:00;8;12,52;100,16;-0,51;2;188;0;0;-1
2021-01-01 01:45:00;9;12,52;100,16;-0,47;2;188;0;0;-1
2021-01-01 01:50:00;10;12,52;100,16;-0,48;2;188;0;0;-1
2021-01-01 01:55:00;11;12,52;100,16;-0,51;2;188;0;0;-1
2021-01-01 02:00:00;0;12,52;100,16;-0,47;2;188;0;0;-1
2021-01-01 02:05:00;1;12,51;100,16;-0,48;2;188;0;0;-1
2021-01-01 02:10:00;2;12,51;100,15;-0,48;2;188;0;0;-1
2021-01-01 02:15:00;3;12,51;100,16;-0,46;2;188;0;0;-1
2021-01-01 02:20:00;4;12,51;100,15;-0,44;2;188;0;0;-1
2021-01-01 02:25:00;5;12,51;100,16;-0,45;2;188;0;0;-1
2021-01-01 02:30:00;6;12,51;100,16;-0,45;2;188;0;0;-1
2021-01-01 02:35:00;7;12,51;100,16;-0,48;2;188;0;0;-1
2021-01-01 02:40:00;8;12,51;100,16;-0,44;2;188;0;0;-1
2021-01-01 02:45:00;9;12,51;100,16;-0,45;2;188;0;0;-1
2021-01-01 02:50:00;10;12,51;100,16;-0,4;2;188;0;0;-1
2021-01-01 02:55:00;11;12,51;100,16;-0,38;2;188;0;0;-1
2021-01-01 03:00:00;0;12,51;100,16;-0,36;2;188;0;0;-1
2021-01-01 03:05:00;1;12,51;100,16;-0,35;2;188;0;0;-1
2021-01-01 03:10:00;2;12,51;100,16;-0,32;2;188;0;0;-1
2021-01-01 03:15:00;3;12,51;100,16;-0,33;2;188;0;0;-1
2021-01-01 03:20:00;4;12,51;100,16;-0,29;2;188;0;0;-1
2021-01-01 03:25:00;5;12,51;100,16;-0,28;2;188;0;0;-1
2021-01-01 03:30:00;6;12,51;100,16;-0,3;2;188;0;0;-1
2021-01-01 03:35:00;7;12,51;100,16;-0,31;2;188;0;0;-1
2021-01-01 03:40:00;8;12,51;100,16;-0,3;2;188;0;0;-1
2021-01-01 03:45:00;9;12,51;100,16;-0,33;2;188;0;0;-1
2021-01-01 03:50:00;10;12,51;100,16;-0,31;2;188;0;0;-1
2021-01-01 03:55:00;11;12,51;100,16;-0,3;2;188;0;0;-1
2021-01-01 04:00:00;0;12,51;100,17;-0,29;2;188;0;0;-1
2021-01-01 04:05:00;1;12,51;100,16;-0,26;2;188;0;0;-1
2021-01-01 04:10:00;2;12,38;100,17;-0,26;2;188;0;0;-1
2021-01-01 04:15:00;3;12,48;100,15;-0,21;2;188;0;0;-1
2021-01-01 04:20:00;4;12,5;100,15;-0,23;2;188;0;0;-1
2021-01-01 04:25:00;5;12,5;100,16;-0,2;2;188;0;0;-1
2021-01-01 04:30:00;6;12,5;100,16;-0,2;2;188;0;0;-1
2021-01-01 04:35:00;7;12,51;100,16;-0,19;2;188;0;0;-1
2021-01-01 04:40:00;8;12,51;100,15;-0,22;2;188;0;0;-1
2021-01-01 04:45:00;9;12,51;100,16;-0,22;2;188;0;0;-1
2021-01-01 04:50:00;10;12,51;100,16;-0,31;2;188;0;0;-1
2021-01-01 04:55:00;11;12,51;100,16;-0,37;2;188;0;0;-1
2021-01-01 05:00:00;0;12,51;100,16;-0,4;2;188;0;0;-1
2021-01-01 05:05:00;1;12,5;100,16;-0,45;2;188;0;0;-1
2021-01-01 05:10:00;2;12,51;100,16;-0,48;2;188;0;0;-1
2021-01-01 05:15:00;3;12,5;100,16;-0,52;2;188;0;0;-1
2021-01-01 05:20:00;4;12,5;100,16;-0,5;2;188;0;0;-1
2021-01-01 05:25:00;5;12,5;100,16;-0,48;2;188;0;0;-1
2021-01-01 05:30:00;6;12,5;100,16;-0,48;2;188;0;0;-1
2021-01-01 05:35:00;7;12,5;100,15;-0,5;2;188;0;0;-1
2021-01-01 05:40:00;8;12,5;100,16;-0,47;2;188;0;0;-1
2021-01-01 05:45:00;9;12,5;100,16;-0,5;2;188;0;0;-1
2021-01-01 05:50:00;10;12,5;100,15;-0,48;2;188;0;0;-1
2021-01-01 05:55:00;11;12,5;100,16;-0,47;2;188;0;0;-1
2021-01-01 06:00:00;0;12,5;100,15;-0,45;2;188;0;0;-1
2021-01-01 06:05:00;1;12,5;100,16;-0,45;2;188;0;0;-1
2021-01-01 06:10:00;2;12,5;100,16;-0,48;2;188;0;0;-1
2021-01-01 06:15:00;3;12,5;100,16;-0,45;2;188;0;0;-1
2021-01-01 06:20:00;4;12,5;100,16;-0,44;2;188;0;0;-1
2021-01-01 06:25:00;5;12,5;100,16;-0,44;2;188;0;0;-1
2021-01-01 06:30:00;6;12,5;100,16;-0,42;2;188;0;0;-1
2021-01-01 06:35:00;7;12,5;100,16;-0,43;2;188;0;0;-1
2021-01-01 06:40:00;8;12,5;100,16;-0,42;2;188;0;0;-1
2021-01-01 06:45:00;9;12,5;100,16;-0,5;2;188;0;0;-1
2021-01-01 06:50:00;10;12,5;100,16;-0,5;2;188;0;0;-1
2021-01-01 06:55:00;11;12,5;100,16;-0,53;2;188;0;0;-1
2021-01-01 07:00:00;0;12,5;100,16;-0,56;3;188;0;0;-1
2021-01-01 07:05:00;1;12,5;100,16;-0,58;3;188;0;0;-1
2021-01-01 07:10:00;2;12,5;100,16;-0,58;3;188;0;0;-1
2021-01-01 07:15:00;3;12,5;100,16;-0,61;3;188;0;0;-1
2021-01-01 07:20:00;4;12,5;100,16;-0,67;3;188;0;0;-1
2021-01-01 07:25:00;5;12,5;100,16;-0,64;3;188;0;0;-1
2021-01-01 07:30:00;6;12,5;100,17;-0,58;3;188;0;0;-1
2021-01-01 07:35:00;7;12,5;100,16;-0,61;4;188;0;0;-1
2021-01-01 07:40:00;8;12,5;100,15;-0,58;4;188;0;0;-1
2021-01-01 07:45:00;9;12,5;100,16;-0,53;5;188;0;0;-1
2021-01-01 07:50:00;10;12,5;100,16;-0,48;7;188;0;0;-1
2021-01-01 07:55:00;11;12,5;100,16;-0,4;6;188;0;0;-1
2021-01-01 08:00:00;0;12,5;100,16;-0,35;7;188;0;0;-1
2021-01-01 08:05:00;1;12,5;100,16;-0,25;8;188;0;0;-1
2021-01-01 08:10:00;2;12,49;100,17;-0,15;9;178;0;0;-1
2021-01-01 08:15:00;3;12,49;100,16;-0,06;9;28;0;0;-1
2021-01-01 08:20:00;4;12,5;100,17;-0,01;10;23;0;0;-1
2021-01-01 08:25:00;5;12,5;100,16;-0,01;9;45;0;0;-1
2021-01-01 08:30:00;6;12,5;100,16;-0,09;10;48;0;0;-1
2021-01-01 08:35:00;7;12,5;100,16;-0,03;10;330;0;0;-1
2021-01-01 08:40:00;8;12,49;100,16;0,02;11;10;0;0;-1
2021-01-01 08:45:00;9;12,49;100,15;0,09;10;15;0;0;-1
2021-01-01 08:50:00;10;12,49;100,16;0,16;9;358;0;0;-1
2021-01-01 08:55:00;11;12,49;100,16;0,21;9;215;0;0;-1
2021-01-01 09:00:00;0;12,49;100,15;0,13;10;313;0;0;-1
2021-01-01 09:05:00;1;12,49;100,15;0;10;340;0;0;-1
2021-01-01 09:10:00;2;12,49;100,15;0,06;11;20;0;0;-1
2021-01-01 09:15:00;3;12,49;100,16;-0,05;10;28;0;0;-1
2021-01-01 09:20:00;4;12,49;100,16;-0,16;10;80;0;0;-1
2021-01-01 09:25:00;5;12,49;100,15;-0,11;11;108;0,1;0;-1
2021-01-01 09:30:00;6;12,49;100,16;0,1;12;288;0;0;-1
2021-01-01 09:35:00;7;12,49;100,15;0,26;14;13;0;0;-1
2021-01-01 09:40:00;8;12,49;100,16;0,43;15;295;0;0;-1
2021-01-01 09:45:00;9;12,49;100,16;0,49;14;50;0;0;-1
2021-01-01 09:50:00;10;12,49;100,17;0,62;14;25;0;0;-1
2021-01-01 09:55:00;11;12,49;100,17;0,53;14;48;0;0;-1
2021-01-01 10:00:00;0;12,49;100,17;0,44;17;88;0;0;-1
2021-01-01 10:05:00;1;12,49;100,17;0,52;20;310;0;0;-1
2021-01-01 10:10:00;2;12,49;100,17;0,54;21;68;0;0;-1
2021-01-01 10:15:00;3;12,52;100,17;0,81;21;75;0;0;-1
2021-01-01 10:20:00;4;12,55;100,17;0,97;21;118;0;0;-1
2021-01-01 10:25:00;5;12,55;100,16;1,16;19;13;0;0;-1
2021-01-01 10:30:00;6;12,57;99,83;1,27;21;110;0;0;-1
2021-01-01 10:35:00;7;12,59;99,49;1,4;22;120;0;0;-1
2021-01-01 10:40:00;8;12,59;98,73;1,52;20;185;0;0;-1
2021-01-01 10:45:00;9;12,58;97,85;1,55;18;95;0;0;-1
2021-01-01 10:50:00;10;12,59;97,11;1,27;21;105;0;0;-1
2021-01-01 10:55:00;11;12,62;98,59;1,49;22;85;0;0;-1
2021-01-01 11:00:00;0;12,62;97,37;1,61;21;140;0;0;-1
2021-01-01 11:05:00;1;12,63;97,08;1,49;22;33;0;0;-1
2021-01-01 11:10:00;2;12,64;98,29;1,43;23;70;0;0;-1
2021-01-01 11:15:00;3;12,64;98,23;1,55;21;83;0;0;-1
2021-01-01 11:20:00;4;12,62;97,86;1,41;18;360;0;0;-1
2021-01-01 11:25:00;5;12,6;97,97;1,45;16;40;0;0;-1
2021-01-01 11:30:00;6;12,59;97,89;1,29;17;53;0;0;-1
2021-01-01 11:35:00;7;12,57;98,72;1,23;17;125;0;0;-1
2021-01-01 11:40:00;8;12,59;98,86;1,18;19;98;0;0;-1
2021-01-01 11:45:00;9;12,6;99,2;1,18;18;350;0;0;-1
2021-01-01 11:50:00;10;12,58;99,21;1,26;18;295;0;0;-1
2021-01-01 11:55:00;11;12,6;99,49;1,41;19;325;0;0;-1
2021-01-01 12:00:00;0;12,6;98,86;1,3;18;280;0;0;-1
2021-01-01 12:05:00;1;12,59;98,84;1,21;17;350;0;0;-1
2021-01-01 12:10:00;2;12,57;98,84;1,22;16;68;0;0;-1
2021-01-01 12:15:00;3;12,55;99,12;1,21;14;235;0;0;-1
2021-01-01 12:20:00;4;12,55;99,29;1,03;15;180;0;0;-1
2021-01-01 12:25:00;5;12,56;99,64;1,04;17;335;0;0;-1
2021-01-01 12:30:00;6;12,58;99,57;1,05;19;290;0;0;-1
2021-01-01 12:35:00;7;12,59;98,1;0,97;18;175;0;0;-1
2021-01-01 12:40:00;8;12,59;99,22;1,08;18;88;0;0;-1
2021-01-01 12:45:00;9;12,58;99,68;1,13;17;345;0;0;-1
2021-01-01 12:50:00;10;12,6;99,61;1,15;20;320;0;0;-1
2021-01-01 12:55:00;11;12,6;99,71;1,23;17;333;0;0;-1
2021-01-01 13:00:00;0;12,55;99,07;1,15;13;25;0;0;-1
2021-01-01 13:05:00;1;12,56;99,54;0,93;11;25;0;0;0
2021-01-01 13:10:00;2;12,56;100,18;0,88;11;48;0;0;0
2021-01-01 13:15:00;3;12,56;100,17;0,85;12;348;0,4;0;0
2021-01-01 13:20:00;4;12,56;100,17;0,81;13;338;0;0;0
2021-01-01 13:25:00;5;12,56;100,17;0,75;14;25;0;0;0
2021-01-01 13:30:00;6;12,56;100,18;0,72;13;298;0,3;0;0
2021-01-01 13:35:00;7;12,56;100,18;0,75;13;348;0,1;0;0
2021-01-01 13:40:00;8;12,55;100,17;0,64;13;85;0,8;0;0
2021-01-01 13:45:00;9;12,55;100,17;0,58;12;153;0,4;0;0
2021-01-01 13:50:00;10;12,55;100,17;0,63;13;93;0;0;0
2021-01-01 13:55:00;11;12,55;100,17;0,58;13;20;0,3;0;0
2021-01-01 14:00:00;0;12,55;100,16;0,61;13;30;0;0;0
2021-01-01 14:05:00;1;12,55;100,17;0,48;10;40;0;0;0
2021-01-01 14:10:00;2;12,55;100,17;0,42;9;25;0,2;0;0
2021-01-01 14:15:00;3;12,55;100,16;0,36;9;335;0,5;0;0
2021-01-01 14:20:00;4;12,55;100,16;0,41;8;340;0,9;0;0
2021-01-01 14:25:00;5;12,55;100,16;0,3;8;10;0,5;0;0
2021-01-01 14:30:00;6;12,55;100,16;0,25;8;23;0,4;0;0
2021-01-01 14:35:00;7;12,55;100,16;0,24;8;30;0,3;0;0
2021-01-01 14:40:00;8;12,55;100,17;0,22;8;315;0,5;0;0
2021-01-01 14:45:00;9;12,55;100,17;0,22;8;333;0,9;0;0
2021-01-01 14:50:00;10;12,55;100,16;0,11;8;340;0,1;0;0
2021-01-01 14:55:00;11;12,55;100,16;0,05;8;13;0,7;0;0
2021-01-01 15:00:00;0;12,55;100,17;0,03;7;15;0,5;0;0
2021-01-01 15:05:00;1;12,55;100,16;0,02;7;298;0,2;0;0
2021-01-01 15:10:00;2;12,55;100,17;-0,01;6;355;0,2;0;0
2021-01-01 15:15:00;3;12,55;100,17;-0,02;5;338;0,3;0;0
2021-01-01 15:20:00;4;12,55;100,16;-0,12;5;38;0,4;0;0
2021-01-01 15:25:00;5;12,55;100,18;-0,11;4;75;0;0;0
2021-01-01 15:30:00;6;12,55;100,17;-0,14;4;68;0;0;0
2021-01-01 15:35:00;7;12,55;100,17;-0,17;3;78;0;0;0
2021-01-01 15:40:00;8;12,55;100,17;-0,14;3;43;0;0;0
2021-01-01 15:45:00;9;12,55;100,17;-0,22;3;35;0;0;0
2021-01-01 15:50:00;10;12,55;100,17;-0,24;3;28;0;0;0
2021-01-01 15:55:00;11;12,55;100,17;-0,22;3;15;0;0;0
2021-01-01 16:00:00;0;12,55;100,17;-0,25;2;35;0;0;0
2021-01-01 16:05:00;1;12,55;100,16;-0,33;2;358;0;0;0
2021-01-01 16:10:00;2;12,55;100,17;-0,39;2;18;0;0;0
2021-01-01 16:15:00;3;12,55;100,17;-0,35;2;48;0;0;0
2021-01-01 16:20:00;4;12,54;100,18;-0,36;2;25;0;0;0
2021-01-01 16:25:00;5;12,54;100,18;-0,42;2;25;0;0;0
2021-01-01 16:30:00;6;12,54;100,18;-0,42;2;18;0;0;0
2021-01-01 16:35:00;7;12,54;100,18;-0,44;2;3;0;0;0
2021-01-01 16:40:00;8;12,54;100,17;-0,49;2;28;0;0;0
2021-01-01 16:45:00;9;12,54;100,18;-0,49;2;15;0;0;0
2021-01-01 16:50:00;10;12,54;100,17;-0,45;2;83;0;0;0
2021-01-01 16:55:00;11;12,54;100,18;-0,52;2;35;0;0;0
2021-01-01 17:00:00;0;12,54;100,17;-0,48;2;53;0;0;0
2021-01-01 17:05:00;1;12,54;100,17;-0,5;2;208;0;0;0
2021-01-01 17:10:00;2;12,54;100,18;-0,49;3;345;0;0;0
2021-01-01 17:15:00;3;12,54;100,17;-0,44;2;320;0;0;0
2021-01-01 17:20:00;4;12,54;100,17;-0,49;2;338;0;0;0
2021-01-01 17:25:00;5;12,54;100,17;-0,5;2;28;0;0;0
2021-01-01 17:30:00;6;12,54;100,17;-0,54;2;58;0;0;0
2021-01-01 17:35:00;7;12,54;100,17;-0,5;2;25;0;0;0
2021-01-01 17:40:00;8;12,54;100,17;-0,58;3;355;0;0;0
2021-01-01 17:45:00;9;12,54;100,16;-0,62;2;358;0;0;0
2021-01-01 17:50:00;10;12,54;100,17;-0,64;2;73;0;0;0
2021-01-01 17:55:00;11;12,54;100,17;-0,67;2;58;0;0;0
2021-01-01 18:00:00;0;12,54;100,17;-0,64;2;308;0;0;0
2021-01-01 18:05:00;1;12,54;100,17;-0,7;2;188;0;0;0
2021-01-01 18:10:00;2;12,54;100,17;-0,69;2;310;0;0;0
2021-01-01 18:15:00;3;12,54;100,18;-0,71;2;335;0;0;0
2021-01-01 18:20:00;4;12,54;100,18;-0,73;3;155;0;0;0
2021-01-01 18:25:00;5;12,54;100,17;-0,71;2;113;0;0;0
2021-01-01 18:30:00;6;12,54;100,17;-0,83;3;5;0;0;0
2021-01-01 18:35:00;7;12,54;100,17;-0,75;3;308;0;0;0
2021-01-01 18:40:00;8;12,54;100,17;-0,72;3;293;0;0;0
2021-01-01 18:45:00;9;12,54;100,18;-0,76;2;348;0;0;0
2021-01-01 18:50:00;10;12,54;100,18;-0,75;2;340;0;0;0
2021-01-01 18:55:00;11;12,54;100,17;-0,8;3;15;0;0;0
2021-01-01 19:00:00;0;12,54;100,17;-0,83;2;68;0;0;0
2021-01-01 19:05:00;1;12,54;100,18;-0,82;3;295;0;0;0
2021-01-01 19:10:00;2;12,54;100,17;-0,8;2;145;0;0;0
2021-01-01 19:15:00;3;12,53;100,18;-0,85;3;115;0;0;0
2021-01-01 19:20:00;4;12,53;100,17;-0,83;2;58;0;0;0
2021-01-01 19:25:00;5;12,53;100,16;-0,88;2;288;0;0;0
2021-01-01 19:30:00;6;12,53;100,17;-0,89;3;155;0;0;0
2021-01-01 19:35:00;7;12,53;100,17;-0,88;2;295;0;0;0
2021-01-01 19:40:00;8;12,53;100,17;-0,93;3;60;0;0;0
2021-01-01 19:45:00;9;12,53;100,17;-0,94;3;10;0;0;0
2021-01-01 19:50:00;10;12,53;100,17;-0,85;2;15;0;0;0
2021-01-01 19:55:00;11;12,53;100,18;-0,88;3;8;0;0;0
2021-01-01 20:00:00;0;12,53;100,18;-0,9;3;15;0;0;0
2021-01-01 20:05:00;1;12,53;100,16;-0,91;2;78;0;0;0
2021-01-01 20:10:00;2;12,53;100,17;-0,9;2;15;0;0;0
2021-01-01 20:15:00;3;12,53;100,18;-0,94;3;25;0;0;0
2021-01-01 20:20:00;4;12,53;100,17;-0,94;3;48;0;0;0
2021-01-01 20:25:00;5;12,53;100,17;-0,94;3;45;0;0;0
2021-01-01 20:30:00;6;12,53;100,17;-0,95;3;33;0;0;0
2021-01-01 20:35:00;7;12,53;100,16;-0,94;2;28;0;0;0
2021-01-01 20:40:00;8;12,53;100,17;-0,92;2;45;0;0;0
2021-01-01 20:45:00;9;12,53;100,17;-0,96;2;55;0;0;0
2021-01-01 20:50:00;10;12,53;100,17;-0,99;3;360;0;0;0
2021-01-01 20:55:00;11;12,53;100,16;-0,97;2;340;0;0;0
2021-01-01 21:00:00;0;12,53;100,17;-1;3;80;0;0;0
2021-01-01 21:05:00;1;12,53;100,17;-1,01;3;70;0;0;0
2021-01-01 21:10:00;2;12,53;100,17;-1,02;2;58;0;0;0
2021-01-01 21:15:00;3;12,53;100,17;-0,98;3;75;0;0;0
2021-01-01 21:20:00;4;12,53;100,17;-1,01;2;20;0;0;0
2021-01-01 21:25:00;5;12,53;100,17;-1,03;2;358;0;0;0
2021-01-01 21:30:00;6;12,53;100,17;-1,02;2;110;0;0;0
2021-01-01 21:35:00;7;12,53;100,17;-1,06;2;155;0;0;0
2021-01-01 21:40:00;8;12,53;100,16;-1,05;3;28;0;0;0
2021-01-01 21:45:00;9;12,53;100,17;-1,04;3;28;0;0;0
2021-01-01 21:50:00;10;12,53;100,17;-1,02;3;10;0;0;0
2021-01-01 21:55:00;11;12,53;100,17;-1,05;2;28;0;0;0
2021-01-01 22:00:00;0;12,53;100,17;-1,05;2;25;0;0;0
2021-01-01 22:05:00;1;12,53;100,17;-1,08;2;8;0;0;0
2021-01-01 22:10:00;2;12,53;100,17;-1,08;3;348;0;0;0
2021-01-01 22:15:00;3;12,53;100,17;-1,1;3;8;0;0;0
2021-01-01 22:20:00;4;12,52;100,18;-1,07;3;18;0;0;0
2021-01-01 22:25:00;5;12,52;100,18;-1,1;3;8;0;0;0
2021-01-01 22:30:00;6;12,52;100,17;-1,11;3;10;0;0;0
2021-01-01 22:35:00;7;12,52;100,18;-1,12;3;13;0;0;0
2021-01-01 22:40:00;8;12,52;100,18;-1,14;2;345;0;0;0
2021-01-01 22:45:00;9;12,52;100,18;-1,1;3;45;0;0;0
2021-01-01 22:50:00;10;12,52;100,17;-1,11;3;353;0;0;0
2021-01-01 22:55:00;11;12,52;100,18;-1,11;3;360;0;0;0
2021-01-01 23:00:00;0;12,52;100,18;-1,11;3;5;0;0;0
2021-01-01 23:05:00;1;12,52;100,18;-1,16;3;343;0;0;0
2021-01-01 23:10:00;2;12,52;100,17;-1,15;3;15;0;0;0
2021-01-01 23:15:00;3;12,52;100,17;-1,16;3;8;0;0;0
2021-01-01 23:20:00;4;12,52;100,18;-1,14;3;65;0;0;0
2021-01-01 23:25:00;5;12,52;100,17;-1,15;2;28;0;0;0
2021-01-01 23:30:00;6;12,52;100,18;-1,14;3;13;0;0;0
2021-01-01 23:35:00;7;12,52;100,18;-1,16;3;8;0;0;0
2021-01-01 23:40:00;8;12,52;100,18;-1,2;2;350;0;0;0
2021-01-01 23:45:00;9;12,52;100,17;-1,18;2;28;0;0;0
2021-01-01 23:50:00;10;12,52;100,17;-1,2;2;5;0;0;0
2021-01-01 23:55:00;11;12,52;100,17;-1,18;3;15;0;0;0
2021-01-02 00:00:00;0;12,52;100,17;-1,22;3;35;0;0;0
2021-01-02 00:05:00;1;12,52;100,17;-1,23;3;10;0;0;0
2021-01-02 00:10:00;2;12,52;100,17;-1,23;3;360;0;0;0
2021-01-02 00:15:00;3;12,52;100,18;-1,24;3;15;0;0;0
2021-01-02 00:20:00;4;12,52;100,17;-1,27;2;33;0;0;0
2021-01-02 00:25:00;5;12,52;100,17;-1,27;3;20;0;0;0
2021-01-02 00:30:00;6;12,52;100,18;-1,3;2;15;0;0;0
2021-01-02 00:35:00;7;12,52;100,18;-1,3;3;13;0;0;0
2021-01-02 00:40:00;8;12,52;100,17;-1,29;2;18;0;0;0
2021-01-02 00:45:00;9;12,52;100,17;-1,32;3;100;0;0;0
2021-01-02 00:50:00;10;12,52;100,17;-1,33;3;15;0;0;0
2021-01-02 00:55:00;11;12,52;100,17;-1,33;3;20;0;0;0
2021-01-02 01:00:00;0;12,52;100,17;-1,33;3;35;0;0;-1
2021-01-02 01:05:00;1;12,47;100,17;-1,33;2;30;0;0;-1
2021-01-02 01:10:00;2;12,47;100,17;-1,3;2;20;0;0;-1
2021-01-02 01:15:00;3;12,47;100,17;-1,28;2;23;0;0;-1
2021-01-02 01:20:00;4;12,47;100,17;-1,3;2;25;0;0;-1
2021-01-02 01:25:00;5;12,47;100,17;-1,36;2;355;0;0;-1
2021-01-02 01:30:00;6;12,47;100,17;-1,33;2;348;0;0;-1
2021-01-02 01:35:00;7;12,47;100,17;-1,36;3;15;0;0;-1
2021-01-02 01:40:00;8;12,47;100,18;-1,34;2;28;0;0;-1
2021-01-02 01:45:00;9;12,47;100,18;-1,38;2;173;0;0;-1
2021-01-02 01:50:00;10;12,46;100,16;-1,41;2;23;0;0;-1
2021-01-02 01:55:00;11;12,46;100,17;-1,38;2;15;0;0;-1
2021-01-02 02:00:00;0;12,46;100,17;-1,39;3;3;0;0;-1
2021-01-02 02:05:00;1;12,46;100,18;-1,39;2;360;0;0;-1
2021-01-02 02:10:00;2;12,46;100,18;-1,38;2;25;0;0;-1
2021-01-02 02:15:00;3;12,46;100,18;-1,41;3;13;0;0;-1
2021-01-02 02:20:00;4;12,46;100,18;-1,41;2;348;0;0;-1
2021-01-02 02:25:00;5;12,46;100,18;-1,39;2;23;0;0;-1
2021-01-02 02:30:00;6;12,46;100,18;-1,37;2;18;0;0;-1
2021-01-02 02:35:00;7;12,46;100,18;-1,39;3;18;0;0;-1
2021-01-02 02:40:00;8;12,46;100,18;-1,36;2;13;0;0;-1
2021-01-02 02:45:00;9;12,46;100,17;-1,35;2;13;0;0;-1
2021-01-02 02:50:00;10;12,46;100,17;-1,34;2;5;0;0;-1
2021-01-02 02:55:00;11;12,46;100,17;-1,35;2;8;0;0;-1
2021-01-02 03:00:00;0;12,46;100,18;-1,33;2;15;0;0;-1
2021-01-02 03:05:00;1;12,46;100,17;-1,35;2;20;0;0;-1
2021-01-02 03:10:00;2;12,46;100,17;-1,35;2;23;0;0;-1
2021-01-02 03:15:00;3;12,46;100,17;-1,32;2;15;0;0;-1
2021-01-02 03:20:00;4;12,46;100,18;-1,31;3;360;0;0;-1
2021-01-02 03:25:00;5;12,46;100,18;-1,28;2;8;0;0;-1
2021-01-02 03:30:00;6;12,46;100,17;-1,27;2;15;0;0;-1
2021-01-02 03:35:00;7;12,46;100,17;-1,32;2;345;0;0;-1
2021-01-02 03:40:00;8;12,46;100,17;-1,3;2;8;0;0;-1
2021-01-02 03:45:00;9;12,46;100,18;-1,28;2;18;0;0;-1
2021-01-02 03:50:00;10;12,46;100,17;-1,29;2;23;0;0;-1
2021-01-02 03:55:00;11;12,46;100,18;-1,33;2;353;0;0;-1
2021-01-02 04:00:00;0;12,46;100,17;-1,33;3;15;0;0;-1
2021-01-02 04:05:00;1;12,46;100,18;-1,32;2;15;0;0;-1
2021-01-02 04:10:00;2;12,33;100,19;-1,33;2;15;0;0;-1
2021-01-02 04:15:00;3;12,44;100,16;-1,32;2;15;0;0;-1
2021-01-02 04:20:00;4;12,45;100,17;-1,34;2;15;0;0;-1
2021-01-02 04:25:00;5;12,45;100,17;-1,32;2;15;0;0;-1
2021-01-02 04:30:00;6;12,45;100,17;-1,34;2;15;0;0;-1
2021-01-02 04:35:00;7;12,46;100,17;-1,31;2;15;0;0;-1
2021-01-02 04:40:00;8;12,46;100,17;-1,33;2;15;0;0;-1
2021-01-02 04:45:00;9;12,46;100,17;-1,33;2;15;0;0;-1
2021-01-02 04:50:00;10;12,46;100,17;-1,32;2;15;0;0;-1
2021-01-02 04:55:00;11;12,46;100,17;-1,33;2;15;0;0;-1
2021-01-02 05:00:00;0;12,45;100,17;-1,29;2;15;0;0;-1
2021-01-02 05:05:00;1;12,45;100,17;-1,34;2;15;0;0;-1
2021-01-02 05:10:00;2;12,45;100,17;-1,35;2;15;0;0;-1
2021-01-02 05:15:00;3;12,45;100,18;-1,35;2;15;0;0;-1
2021-01-02 05:20:00;4;12,45;100,17;-1,36;2;15;0;0;-1
2021-01-02 05:25:00;5;12,45;100,18;-1,4;2;15;0;0;-1
2021-01-02 05:30:00;6;12,45;100,18;-1,41;2;15;0;0;-1
2021-01-02 05:35:00;7;12,45;100,17;-1,41;2;15;0;0;-1
2021-01-02 05:40:00;8;12,45;100,18;-1,45;2;15;0;0;-1
2021-01-02 05:45:00;9;12,45;100,18;-1,43;2;15;0;0;-1
2021-01-02 05:50:00;10;12,45;100,18;-1,45;2;15;0;0;-1
2021-01-02 05:55:00;11;12,45;100,18;-1,45;2;15;0;0;-1
2021-01-02 06:00:00;0;12,45;100,18;-1,47;2;15;0;0;-1
