Datum;CycleCounter;Hygro_S3_r.Feuchte;Hygro_S3_Temperatur;SP_Lite_Pyranometer;Windrichtung;Windgeschwindigkeit;Niederschlag;Steuerung_MC35i;UB
2021-02-15 23:05:00;1;77,91;2,37;3;193;1,7;0,1;0;12,74
2021-02-15 23:10:00;2;78,22;2,42;2,93;250;0,9;0;0;12,74
2021-02-15 23:15:00;3;78,41;2,38;2,95;223;1;0,1;0;12,74
2021-02-15 23:20:00;4;75,81;2,55;2,98;190;3,4;0;0;12,74
2021-02-15 23:25:00;5;75,16;2,57;2,95;198;1,2;0;0;12,74
2021-02-15 23:30:00;6;79,09;2,05;2,94;155;3,3;0,1;-1;12,74
2021-02-15 23:35:00;7;82,51;1,7;2,89;155;1,5;0;-1;12,72
2021-02-15 23:40:00;8;82,55;1,52;2,91;195;4,4;0;-1;12,71
2021-02-15 23:45:00;9;85;1,1;2,92;155;4,3;0,1;-1;12,71
2021-02-15 23:50:00;10;83,27;0,94;2,89;198;4,3;0;-1;12,71
2021-02-15 23:55:00;11;86,68;0,7;2,85;175;2,6;0;-1;12,71
2021-02-16 00:00:00;0;86,95;0,64;2,9;178;4,6;0;-1;12,71
2021-02-16 00:05:00;1;87,46;0,65;2,86;195;3,5;0;-1;12,7
2021-02-16 00:10:00;2;83,86;0,72;2,88;180;6,5;0;-1;12,7
2021-02-16 00:15:00;3;84,15;0,9;2,88;180;5,7;0;-1;12,7
2021-02-16 00:20:00;4;76,96;1,89;2,97;193;3,7;0,1;-1;12,7
2021-02-16 00:25:00;5;83,17;0,93;2,91;193;1,5;0;-1;12,69
2021-02-16 00:30:00;6;77,98;2,21;2,94;193;1,8;0;-1;12,69
2021-02-16 00:35:00;7;71,03;2,65;2,91;190;4,2;0;-1;12,69
2021-02-16 00:40:00;8;74,35;2,34;2,92;170;2,6;0;-1;12,69
2021-02-16 00:45:00;9;74,19;2,65;2,91;195;2,4;0;-1;12,69
2021-02-16 00:50:00;10;73,27;2,97;2,93;185;3,9;0;-1;12,69
2021-02-16 00:55:00;11;69,96;3,27;2,91;193;4;0;-1;12,69
2021-02-16 01:00:00;0;70,13;3,65;2,89;203;2,3;0;-1;12,69
2021-02-16 01:05:00;1;70,14;3,37;2,85;160;2,2;0;-1;12,69
2021-02-16 01:10:00;2;70,26;3,39;2,85;215;2,1;0;-1;12,69
2021-02-16 01:15:00;3;67,65;3,8;2,88;208;5,9;0,1;-1;12,69
2021-02-16 01:20:00;4;67,94;3,76;2,86;188;1,9;0;-1;12,69
2021-02-16 01:25:00;5;69,72;3,54;2,86;230;2,5;0,1;-1;12,69
2021-02-16 01:30:00;6;66,94;3,87;2,87;200;3;0;-1;12,69
2021-02-16 01:35:00;7;67,82;3,84;2,83;213;3,1;0,1;-1;12,69
2021-02-16 01:40:00;8;70,32;3,38;2,82;190;1,4;0;-1;12,69
2021-02-16 01:45:00;9;73,34;2,87;2,87;220;4,2;0,1;-1;12,69
2021-02-16 01:50:00;10;74,1;2,59;2,8;158;5,1;0,1;-1;12,69
2021-02-16 01:55:00;11;77,29;2,11;2,85;210;2,8;0;-1;12,69
2021-02-16 02:00:00;0;75,08;2,54;2,74;195;3;0,1;-1;12,69
2021-02-16 02:05:00;1;75,72;2,34;2,77;135;2,5;0;-1;12,69
2021-02-16 02:10:00;2;72,86;2,82;2,8;190;4,1;0;-1;12,69
2021-02-16 02:15:00;3;76,62;2,55;2,81;168;1,8;0,1;-1;12,69
2021-02-16 02:20:00;4;73,91;3,1;2,79;213;2,7;0;-1;12,69
2021-02-16 02:25:00;5;81,11;2,34;2,81;173;1,3;0,1;-1;12,69
2021-02-16 02:30:00;6;83,48;2,3;2,81;170;2,7;0;-1;12,69
2021-02-16 02:35:00;7;82,41;2,6;2,81;198;3;0;-1;12,69
2021-02-16 02:40:00;8;79,64;2,75;2,78;180;2,4;0,1;-1;12,69
2021-02-16 02:45:00;9;80,52;2,61;2,81;193;2,6;0;-1;12,69
2021-02-16 02:50:00;10;77,89;2,72;2,8;193;2,5;0,1;-1;12,69
2021-02-16 02:55:00;11;73,88;3,44;2,82;178;1,6;0;-1;12,69
2021-02-16 03:00:00;0;75,74;3,25;2,79;135;1,8;0,1;-1;12,69
2021-02-16 03:05:00;1;78,17;3,01;2,8;208;2,1;0,1;-1;12,69
2021-02-16 03:10:00;2;75,24;3,27;2,25;195;2,3;0;-1;12,66
2021-02-16 03:15:00;3;76,56;3,27;2,56;148;1,7;0,1;-1;12,68
2021-02-16 03:20:00;4;74,22;3,53;2,67;195;3,3;0;-1;12,68
2021-02-16 03:25:00;5;76,26;3,23;2,67;160;3,2;0,1;-1;12,68
2021-02-16 03:30:00;6;77,13;3,13;2,7;183;3,5;0;-1;12,68
2021-02-16 03:35:00;7;77,69;3,02;2,74;180;2,4;0,1;-1;12,68
2021-02-16 03:40:00;8;78,09;2,9;2,71;163;2,6;0;-1;12,68
2021-02-16 03:45:00;9;77,5;3,02;2,73;190;3,1;0,1;-1;12,68
2021-02-16 03:50:00;10;78,39;3,02;2,79;198;2,5;0;-1;12,68
2021-02-16 03:55:00;11;79,42;2,93;2,83;188;3,4;0,1;-1;12,68
2021-02-16 04:00:00;0;81,96;2,83;2,74;173;4,4;0;-1;12,68
2021-02-16 04:05:00;1;82,25;2,95;2,74;178;4,2;0,1;-1;12,68
2021-02-16 04:10:00;2;81,93;3,11;2,84;188;3,9;0;-1;12,68
2021-02-16 04:15:00;3;85,2;3,02;2,75;183;3,7;0,1;-1;12,68
2021-02-16 04:20:00;4;92,58;3,09;2,83;185;6,3;0,1;-1;12,68
2021-02-16 04:25:00;5;93,39;3,05;2,77;185;4,2;0,2;-1;12,68
2021-02-16 04:30:00;6;91,15;3,59;2,82;188;4,6;0,1;-1;12,68
2021-02-16 04:35:00;7;92,04;3,33;2,76;193;3,1;0,1;-1;12,68
2021-02-16 04:40:00;8;90,39;3,62;2,78;180;3,8;0,1;-1;12,68
2021-02-16 04:45:00;9;89,82;3,3;2,7;188;2,8;0,1;-1;12,68
2021-02-16 04:50:00;10;84,54;3,95;2,8;188;3,8;0,2;-1;12,68
2021-02-16 04:55:00;11;88,18;3,07;2,81;190;3,8;0,1;-1;12,68
2021-02-16 05:00:00;0;87,75;3,25;2,78;198;5,7;0,1;-1;12,68
2021-02-16 05:05:00;1;90,9;2,98;2,7;173;4,4;0,1;-1;12,68
2021-02-16 05:10:00;2;85,97;4,17;2,74;190;4;0,1;-1;12,68
2021-02-16 05:15:00;3;83,99;4,68;2,77;190;4,7;0,1;-1;12,68
2021-02-16 05:20:00;4;86,26;4,32;2,77;175;3,5;0,1;-1;12,68
2021-02-16 05:25:00;5;85,24;4,23;2,72;185;5,1;0,1;-1;12,68
2021-02-16 05:30:00;6;80,91;4,88;2,68;185;3,9;0,1;-1;12,68
2021-02-16 05:35:00;7;84,06;4,67;2,67;190;2;0,1;-1;12,68
2021-02-16 05:40:00;8;81,15;5,29;2,72;198;4,4;0,2;-1;12,68
2021-02-16 05:45:00;9;82,48;5,28;2,7;133;4,8;0,1;-1;12,68
2021-02-16 05:50:00;10;82,06;5,18;2,71;180;3,8;0,2;-1;12,68
2021-02-16 05:55:00;11;81,57;5,55;2,67;185;4,8;0;-1;12,68
2021-02-16 06:00:00;0;79,82;5,74;2,7;175;3,2;0,1;-1;12,68
2021-02-16 06:05:00;1;80;5,82;2,64;203;4,6;0,1;-1;12,68
2021-02-16 06:10:00;2;77,93;5,84;2,73;170;2,7;0;-1;12,68
2021-02-16 06:15:00;3;79,43;5,56;2,81;180;2,2;0,1;-1;12,68
2021-02-16 06:20:00;4;79,43;5,3;2,91;185;4,8;0,2;-1;12,68
2021-02-16 06:25:00;5;77,08;5,78;3,38;190;3,4;0,1;-1;12,68
2021-02-16 06:30:00;6;75,71;6,07;3,67;175;4,8;0,1;-1;12,68
2021-02-16 06:35:00;7;77,16;5,94;4,62;188;2,8;0,1;-1;12,69
2021-02-16 06:40:00;8;77,7;5,61;5,2;193;4,1;0,1;-1;12,69
2021-02-16 06:45:00;9;74,71;6,1;7,21;190;3,5;0,1;-1;12,69
2021-02-16 06:50:00;10;73,91;6,06;9,24;183;4;0;-1;12,69
2021-02-16 06:55:00;11;73,45;6,13;13,9;188;3,6;0,1;-1;12,7
2021-02-16 07:00:00;0;72,93;6,14;19,15;190;2,8;0,1;-1;12,73
2021-02-16 07:05:00;1;73,77;6,08;23,24;180;3;0;-1;12,73
2021-02-16 07:10:00;2;72,76;6,34;35,05;185;2,9;0,1;-1;12,76
2021-02-16 07:15:00;3;75,68;5,88;46,19;180;3,7;0;-1;12,79
2021-02-16 07:20:00;4;77,84;5,7;37,46;178;3,8;0;-1;12,8
2021-02-16 07:25:00;5;78,75;5,5;30,78;185;4;0,1;-1;12,8
2021-02-16 07:30:00;6;79,66;5,38;45,37;185;3,8;0;-1;12,82
2021-02-16 07:35:00;7;78,38;5,51;47,66;185;3,9;0;-1;12,85
2021-02-16 07:40:00;8;79,66;5,36;39,91;183;3,4;0;-1;12,85
2021-02-16 07:45:00;9;76,83;5,75;34,84;190;2,8;0;-1;12,85
2021-02-16 07:50:00;10;76,29;5,81;45,34;178;3,2;0;-1;12,86
2021-02-16 07:55:00;11;75,61;6,07;58,3;185;3,4;0;-1;12,89
2021-02-16 08:00:00;0;75,28;6,27;78,35;188;3;0;-1;12,94
2021-02-16 08:05:00;1;76,29;5,93;83,4;193;2;0;-1;12,99
2021-02-16 08:10:00;2;76,63;6,13;79,5;180;2,3;0;-1;13,01
2021-02-16 08:15:00;3;76,01;6,1;79,69;180;3,3;0;-1;13,04
2021-02-16 08:20:00;4;75,38;6,27;80,83;175;3,4;0;-1;13,05
2021-02-16 08:25:00;5;74,2;6,54;89,91;188;3,2;0;-1;13,08
2021-02-16 08:30:00;6;74,16;6,47;92,78;188;3,1;0;-1;13,11
2021-02-16 08:35:00;7;74,79;6,53;83,71;188;3,2;0;-1;13,12
2021-02-16 08:40:00;8;72,03;7,13;80,72;190;3,8;0;-1;13,13
2021-02-16 08:45:00;9;75,18;6,75;73,36;180;3,2;0;-1;13,13
2021-02-16 08:50:00;10;72,61;7,01;89,54;188;3,3;0;-1;13,16
2021-02-16 08:55:00;11;72,98;7;111,25;185;3,1;0;-1;13,19
2021-02-16 09:00:00;0;72,76;7,1;102,41;180;3;0;-1;13,22
2021-02-16 09:05:00;1;74,08;6,72;90,85;180;2,7;0;-1;13,22
2021-02-16 09:10:00;2;70,99;7,31;92;193;2,2;0;-1;13,22
2021-02-16 09:15:00;3;72,92;7,14;73,54;178;1,9;0;-1;13,19
2021-02-16 09:20:00;4;70,56;7,48;94,38;175;3,6;0;-1;13,21
2021-02-16 09:25:00;5;69,62;7,82;88,9;185;2,2;0;-1;13,23
2021-02-16 09:30:00;6;69,99;7,82;71,39;220;2,5;0;-1;13,23
2021-02-16 09:35:00;7;67,9;8,14;76,98;183;2,6;0;-1;13,22
2021-02-16 09:40:00;8;67,12;8,27;106,19;185;2,5;0;-1;13,22
2021-02-16 09:45:00;9;67,94;8,13;226,09;170;1,9;0;-1;13,27
2021-02-16 09:50:00;10;68,7;8,05;196,05;180;3,1;0;-1;13,38
2021-02-16 09:55:00;11;68,21;8,16;210,13;175;3,2;0;-1;13,51
2021-02-16 10:00:00;0;68,46;8,04;166,51;173;2,3;0;-1;13,5
2021-02-16 10:05:00;1;70,57;7,42;169,5;170;2,2;0;-1;13,45
2021-02-16 10:10:00;2;69,53;7,79;224,78;185;2,7;0;-1;13,4
2021-02-16 10:15:00;3;65,83;8,52;130,62;185;2,3;0;-1;13,4
2021-02-16 10:20:00;4;66,36;8,41;150,67;173;2,5;0;-1;13,46
2021-02-16 10:25:00;5;65,58;8,55;176,06;178;3;0;-1;13,41
2021-02-16 10:30:00;6;62,59;9,03;175;173;2,3;0;-1;13,51
2021-02-16 10:35:00;7;62,53;8,93;179,78;150;1,6;0;-1;13,55
2021-02-16 10:40:00;8;62,65;9,03;192,28;178;2,8;0;-1;13,58
2021-02-16 10:45:00;9;63,03;8,71;224,92;170;1,7;0;-1;13,66
2021-02-16 10:50:00;10;63,6;8,45;231,52;193;1,6;0;-1;13,68
2021-02-16 10:55:00;11;63,57;8,55;233,54;193;3,3;0;-1;13,71
2021-02-16 11:00:00;0;63,85;8,41;242,51;170;1,5;0;-1;13,72
2021-02-16 11:05:00;1;63,98;8,5;259,79;205;1,9;0;-1;13,77
2021-02-16 11:10:00;2;63,61;8,66;319,14;195;2,9;0;-1;13,83
2021-02-16 11:15:00;3;63,48;8,69;277,6;185;2,4;0;-1;13,85
2021-02-16 11:20:00;4;63,24;8,92;304,25;173;1,5;0;-1;13,87
2021-02-16 11:25:00;5;62,56;8,75;300,25;180;2,4;0;-1;13,93
2021-02-16 11:30:00;6;61,24;9,19;295,98;195;2;0;-1;13,95
2021-02-16 11:35:00;7;62,12;8,92;286,36;193;2,7;0;-1;13,98
2021-02-16 11:40:00;8;62,76;8,81;266;195;3,1;0;-1;14
2021-02-16 11:45:00;9;62,56;8,86;235,33;193;3,6;0;-1;14,04
2021-02-16 11:50:00;10;61,48;9,05;350,71;180;1,8;0;-1;14,57
2021-02-16 11:55:00;11;60,5;9,48;497,29;200;3;0;-1;14,39
2021-02-16 12:00:00;0;60,35;9,48;247,37;203;2,4;0;-1;14,03
2021-02-16 12:05:00;1;59,28;9,68;187,62;195;2,6;0;-1;13,86
2021-02-16 12:10:00;2;58,99;9,61;340,19;185;2,4;0;-1;13,88
2021-02-16 12:15:00;3;58,66;9,86;226,58;188;2,1;0;-1;13,9
2021-02-16 12:20:00;4;56,75;9,91;228,69;173;1,9;0;-1;13,89
2021-02-16 12:25:00;5;57,17;10,11;204,77;175;2,3;0;-1;13,77
2021-02-16 12:30:00;6;58,82;9,78;300,77;178;2,3;0;-1;13,76
2021-02-16 12:35:00;7;59,48;9,62;194,68;190;3;0;-1;13,8
2021-02-16 12:40:00;8;59,71;9,41;204,46;180;3,4;0;-1;13,82
2021-02-16 12:45:00;9;59,03;9,57;235,44;195;1,6;0;-1;13,92
2021-02-16 12:50:00;10;60,43;9,01;195,25;200;3,8;0;-1;13,93
2021-02-16 12:55:00;11;61,04;8,81;308,72;185;2,6;0;-1;14,06
2021-02-16 13:00:00;0;60,11;9,03;230,92;193;3,3;0;0;14,21
2021-02-16 13:05:00;1;59,79;9,09;196,46;170;2,2;0;0;14,32
2021-02-16 13:10:00;2;58,55;9,08;176,36;185;3,2;0;0;14,47
2021-02-16 13:15:00;3;60,38;8,83;159,71;183;3,4;0;0;14,21
2021-02-16 13:20:00;4;57,88;9,34;108,74;185;3;0;0;14
2021-02-16 13:25:00;5;57,42;9,5;127,05;180;4;0;0;13,87
2021-02-16 13:30:00;6;56,24;9,52;104,16;188;2,4;0;0;13,81
2021-02-16 13:35:00;7;56,94;9,48;104,03;188;2,3;0;0;13,8
2021-02-16 13:40:00;8;57,63;9,39;71,7;175;3,8;0;0;13,7
2021-02-16 13:45:00;9;58,04;9,16;77,82;185;3,3;0;0;13,65
2021-02-16 13:50:00;10;58,43;9,1;92,54;198;2,6;0;0;13,68
2021-02-16 13:55:00;11;58,75;8,95;96,26;198;4;0;0;13,69
2021-02-16 14:00:00;0;60,22;8,73;91,51;195;2,6;0;0;13,69
2021-02-16 14:05:00;1;60,41;8,57;107,54;185;3,4;0;0;13,71
2021-02-16 14:10:00;2;60,68;8,48;123,34;203;3,3;0;0;13,75
2021-02-16 14:15:00;3;62,14;8,14;130,43;193;2,8;0;0;13,79
2021-02-16 14:20:00;4;63,32;7,85;129,5;200;3,8;0;0;13,8
2021-02-16 14:25:00;5;61,41;8,01;129,77;188;3;0;0;13,82
2021-02-16 14:30:00;6;62;7,92;121,89;183;3,3;0;0;13,81
2021-02-16 14:35:00;7;63,52;7,69;108,46;195;2,4;0;0;13,78
2021-02-16 14:40:00;8;61,86;7,84;98,75;188;3,3;0;0;13,72
2021-02-16 14:45:00;9;62,03;7,8;109,73;198;3,1;0;0;13,72
2021-02-16 14:50:00;10;62,12;7,81;113,91;190;2,3;0;0;13,75
2021-02-16 14:55:00;11;61,57;7,9;104,9;183;3,2;0;0;13,74
2021-02-16 15:00:00;0;61,51;7,9;103;188;3,1;0;0;13,74
2021-02-16 15:05:00;1;58,93;8,27;98,09;195;3,3;0;0;13,74
2021-02-16 15:10:00;2;59,66;8,2;91,2;190;2,6;0;0;13,73
2021-02-16 15:15:00;3;59,86;8,03;84,38;188;2,9;0;0;13,71
2021-02-16 15:20:00;4;59,27;8,18;78,77;195;3,2;0;0;13,69
2021-02-16 15:25:00;5;60,45;7,84;68,27;185;1,1;0;0;13,65
2021-02-16 15:30:00;6;61,73;7,62;49,71;170;2,4;0;0;13,6
2021-02-16 15:35:00;7;64,27;7,17;41,83;183;2,8;0;0;13,54
2021-02-16 15:40:00;8;62,2;7,51;44,6;185;1,6;0;0;13,51
2021-02-16 15:45:00;9;62,84;7,26;46,33;185;1;0;0;13,49
2021-02-16 15:50:00;10;63,94;7,24;52,26;178;0,9;0;0;13,49
2021-02-16 15:55:00;11;63,07;7,25;49,32;205;1,6;0;0;13,48
2021-02-16 16:00:00;0;64,58;6,93;42,11;188;0,4;0;0;13,47
2021-02-16 16:05:00;1;62,33;7,17;34,89;208;1,1;0;0;13,44
2021-02-16 16:10:00;2;63,26;7,09;29,28;195;1,1;0;0;13,41
2021-02-16 16:15:00;3;64,62;6,71;25,27;180;2,5;0;0;13,38
2021-02-16 16:20:00;4;64,02;6,8;23,47;183;1,3;0;0;13,35
2021-02-16 16:25:00;5;67,32;6,17;23,55;150;1,6;0;0;13,34
2021-02-16 16:30:00;6;63,37;6,38;22,01;185;2;0;0;13,33
2021-02-16 16:35:00;7;58,96;6,98;16,57;180;2,4;0;0;13,31
2021-02-16 16:40:00;8;60,54;6,67;12,36;210;0,7;0;0;13,28
2021-02-16 16:45:00;9;62,41;6,6;8,21;190;2,2;0;0;13,26
2021-02-16 16:50:00;10;63,3;6,54;6,02;178;0,4;0;0;13,24
2021-02-16 16:55:00;11;59,68;6,97;4,35;155;1,6;0;0;13,23
2021-02-16 17:00:00;0;60,47;6,88;3,74;178;2,5;0;0;13,22
2021-02-16 17:05:00;1;61,54;6,46;3,39;208;2,7;0;0;13,2
2021-02-16 17:10:00;2;63,28;6,21;3,13;188;1,7;0;0;13,2
2021-02-16 17:15:00;3;61,77;6,13;3;338;1,4;0;0;13,19
2021-02-16 17:20:00;4;63,15;6,12;2,97;125;1;0;0;13,19
2021-02-16 17:25:00;5;64,14;5,91;2,95;3;0,3;0;0;13,18
2021-02-16 17:30:00;6;67,25;5,45;2,97;118;5,6;0;0;13,18
2021-02-16 17:35:00;7;68,31;5,26;3,04;160;1;0;0;13,18
2021-02-16 17:40:00;8;64,78;5,97;3,02;203;1,7;0;0;13,17
2021-02-16 17:45:00;9;68,08;5,49;3,01;140;2,2;0;0;13,17
2021-02-16 17:50:00;10;66,01;6,18;3,06;203;2,2;0;0;13,16
2021-02-16 17:55:00;11;68,24;5,89;3,05;183;4,9;0;0;13,16
2021-02-16 18:00:00;0;70,4;5,38;3,09;283;5,4;0;0;13,16
2021-02-16 18:05:00;1;71,46;5,12;3,05;148;3,2;0;0;13,15
2021-02-16 18:10:00;2;73,73;5,07;2,95;183;2,8;0;0;13,15
2021-02-16 18:15:00;3;74,35;5,08;3,08;135;3,8;0;0;13,15
2021-02-16 18:20:00;4;74,33;5,25;3,15;195;2,9;0;0;13,15
2021-02-16 18:25:00;5;78,06;4,97;2,91;205;1,7;0;0;13,14
2021-02-16 18:30:00;6;77,76;4,72;2,95;200;6,8;0;0;13,14
2021-02-16 18:35:00;7;78,38;4,68;2,77;205;2,1;0;0;13,14
2021-02-16 18:40:00;8;79,11;4,57;2,61;185;4;0;0;13,14
2021-02-16 18:45:00;9;80,67;4,35;2,72;213;2,4;0;0;13,13
2021-02-16 18:50:00;10;81,74;4,18;2,62;205;2;0;0;13,13
2021-02-16 18:55:00;11;82,65;4,08;2,61;178;2,4;0;0;13,13
2021-02-16 19:00:00;0;84,13;4,05;2,65;190;3;0;0;13,13
2021-02-16 19:05:00;1;84,48;4,08;2,7;155;3,1;0;0;13,12
2021-02-16 19:10:00;2;84,88;4,21;2,69;158;1,9;0;0;13,12
2021-02-16 19:15:00;3;86,45;4,11;2,71;185;2,9;0;0;13,12
2021-02-16 19:20:00;4;86,09;4,27;2,7;190;2,9;0;0;13,12
2021-02-16 19:25:00;5;86,7;4,25;2,7;210;3,6;0;0;13,12
2021-02-16 19:30:00;6;87,57;4,12;2,71;158;1,8;0;0;13,11
2021-02-16 19:35:00;7;85;4,5;2,71;185;2,4;0;0;13,11
2021-02-16 19:40:00;8;86,35;4,38;2,64;180;2,2;0;0;13,11
2021-02-16 19:45:00;9;86,45;4,32;2,64;238;2,9;0;0;13,11
2021-02-16 19:50:00;10;85,84;4,33;2,71;170;3,5;0;0;13,11
2021-02-16 19:55:00;11;88,06;4,13;2,68;190;3,1;0;0;13,11
2021-02-16 20:00:00;0;87,69;4,3;2,72;200;3,1;0;0;13,1
2021-02-16 20:05:00;1;88,65;4,12;2,65;158;1,9;0;0;13,1
2021-02-16 20:10:00;2;87,87;4,47;2,71;195;3,8;0;0;13,1
2021-02-16 20:15:00;3;88,66;4,26;2,72;193;4,6;0;0;13,1
2021-02-16 20:20:00;4;88,62;4,42;2,7;175;1,9;0;0;13,1
2021-02-16 20:25:00;5;89,14;4,36;2,68;105;2;0;0;13,1
2021-02-16 20:30:00;6;89,37;4,39;2,74;150;1,5;0;0;13,1
2021-02-16 20:35:00;7;87,93;4,58;2,67;133;0,7;0;0;13,1
2021-02-16 20:40:00;8;88,36;4,54;2,65;115;2,5;0;0;13,09
2021-02-16 20:45:00;9;87,64;4,62;2,72;198;1,4;0;0;13,09
2021-02-16 20:50:00;10;87,44;4,66;2,68;268;0,4;0;0;13,09
2021-02-16 20:55:00;11;87,56;4,56;2,7;223;1,7;0;0;13,09
2021-02-16 21:00:00;0;85,99;4,85;2,7;253;0,7;0;0;13,09
2021-02-16 21:05:00;1;87,13;4,78;2,84;140;1,9;0;0;13,09
2021-02-16 21:10:00;2;87,88;4,53;2,69;190;2,2;0;0;13,09
2021-02-16 21:15:00;3;89,81;4,22;2,61;208;1,7;0;0;13,08
2021-02-16 21:20:00;4;90,18;4,41;2,68;123;4,8;0;0;13,08
2021-02-16 21:25:00;5;85,86;4,89;2,81;200;2;0;0;13,08
2021-02-16 21:30:00;6;87,56;4,74;2,88;158;2,4;0;0;13,08
2021-02-16 21:35:00;7;89,55;4,39;2,87;228;1,2;0;0;13,08
2021-02-16 21:40:00;8;87,86;4,67;2,7;185;4,8;0;0;13,08
2021-02-16 21:45:00;9;87,8;4,7;3,05;208;0,9;0;0;13,08
2021-02-16 21:50:00;10;87,89;4,76;3,08;23;1,7;0;0;13,08
2021-02-16 21:55:00;11;92,18;4,48;2,7;265;0,3;0;0;13,08
2021-02-16 22:00:00;0;96,76;3,95;2,69;238;3,6;0;0;13,08
2021-02-16 22:05:00;1;99,35;3,98;2,67;163;1;0,1;0;13,07
2021-02-16 22:10:00;2;100,1;3,74;2,69;208;2,5;0;0;13,07
2021-02-16 22:15:00;3;100,1;3,68;2,65;228;3,2;0;0;13,07
2021-02-16 22:20:00;4;100,1;3,72;2,67;348;2,8;0;0;13,07
2021-02-16 22:25:00;5;100,1;3,74;2,63;188;0,9;0;0;13,07
2021-02-16 22:30:00;6;100,09;3,71;2,71;93;0,9;0;0;13,07
2021-02-16 22:35:00;7;100,09;3,62;2,71;140;4,8;0;0;13,07
2021-02-16 22:40:00;8;100,09;3,6;2,66;263;1,8;0;0;13,07
2021-02-16 22:45:00;9;100,08;3,82;2,68;308;2;0,1;0;13,07
2021-02-16 22:50:00;10;100,08;3,74;2,69;15;4,1;0,2;0;13,06
2021-02-16 22:55:00;11;100,07;3,48;2,7;348;1,8;0,2;0;13,06
2021-02-16 23:00:00;0;100,07;3,54;2,66;270;1,3;0,1;0;13,06
2021-02-16 23:05:00;1;100,06;3,52;2,69;75;1,2;0,2;0;13,06
2021-02-16 23:10:00;2;100,06;3,34;2,73;338;6,7;0,1;0;13,06
2021-02-16 23:15:00;3;100,06;3,42;2,75;190;6,5;0;0;13,06
2021-02-16 23:20:00;4;100,05;3,29;2,74;263;1,6;0;0;13,06
2021-02-16 23:25:00;5;100,05;3,28;2,72;138;2,5;0;0;13,06
2021-02-16 23:30:00;6;100,06;3,09;2,7;190;4,7;0;-1;13,06
2021-02-16 23:35:00;7;100,07;3,01;2,68;205;6,1;0,1;-1;13,03
2021-02-16 23:40:00;8;100,06;3,04;2,74;120;2;0;-1;13,03
2021-02-16 23:45:00;9;100,05;3;2,69;205;1;0;-1;13,02
2021-02-16 23:50:00;10;100,06;3,04;2,67;35;0,7;0;-1;13,02
2021-02-16 23:55:00;11;100,05;3,04;2,68;343;2,9;0,1;-1;13,02
2021-02-17 00:00:00;0;100,05;3,09;2,62;100;1,8;0,1;-1;13,02
2021-02-17 00:05:00;1;100,05;2,94;2,62;340;2,2;0;-1;13
2021-02-17 00:10:00;2;100,05;3,19;2,7;323;5,9;0;-1;13
2021-02-17 00:15:00;3;100,06;3,09;2,66;340;2,9;0;-1;13
2021-02-17 00:20:00;4;100,07;3,27;2,66;275;6,1;0;-1;13
2021-02-17 00:25:00;5;100,07;3,05;2,69;275;1,5;0;-1;13
2021-02-17 00:30:00;6;100,07;3,27;2,63;260;5,4;0;-1;13
2021-02-17 00:35:00;7;100,06;3,43;2,65;103;2,5;0;-1;12,99
2021-02-17 00:40:00;8;100,06;3,37;2,62;38;2,6;0;-1;12,99
2021-02-17 00:45:00;9;100,06;3,19;2,68;345;2,1;0;-1;12,99
2021-02-17 00:50:00;10;100,06;3,22;2,59;55;1,7;0;-1;12,99
2021-02-17 00:55:00;11;100,06;3,29;2,63;10;3,6;0;-1;12,99
2021-02-17 01:00:00;0;100,06;3,2;2,62;95;1,8;0;-1;12,99
2021-02-17 01:05:00;1;100,07;3,25;2,67;48;2,7;0;-1;12,99
2021-02-17 01:10:00;2;100,07;3,33;2,62;333;2,2;0;-1;12,99
2021-02-17 01:15:00;3;100,06;3,15;2,65;180;1;0;-1;12,98
2021-02-17 01:20:00;4;100,05;3,05;2,66;75;1,7;0;-1;12,98
2021-02-17 01:25:00;5;100,06;3,19;2,66;195;1,3;0;-1;12,98
2021-02-17 01:30:00;6;100,07;3,14;2,6;245;1,2;0;-1;12,98
2021-02-17 01:35:00;7;100,05;3,11;2,61;70;1,5;0;-1;12,98
2021-02-17 01:40:00;8;100,05;3,02;2,65;295;3,7;0;-1;12,98
2021-02-17 01:45:00;9;100,05;3,04;2,65;318;3,1;0;-1;12,98
2021-02-17 01:50:00;10;100,05;3,03;2,61;355;1,5;0;-1;12,98
2021-02-17 01:55:00;11;100,06;2,86;2,67;265;1,7;0;-1;12,98
2021-02-17 02:00:00;0;100,05;2,97;2,65;188;3,8;0;-1;12,98
2021-02-17 02:05:00;1;100,06;2,91;2,62;195;1,6;0;-1;12,97
2021-02-17 02:10:00;2;100,06;2,87;2,59;343;2,1;0;-1;12,97
2021-02-17 02:15:00;3;100,06;2,89;2,65;143;1,5;0;-1;12,97
2021-02-17 02:20:00;4;100,06;2,91;2,66;270;1,1;0;-1;12,97
2021-02-17 02:25:00;5;100,06;2,84;2,67;270;1,7;0,1;-1;12,97
2021-02-17 02:30:00;6;100,06;2,79;2,66;213;1,2;0;-1;12,97
2021-02-17 02:35:00;7;100,06;2,82;2,69;225;1,3;0;-1;12,97
2021-02-17 02:40:00;8;100,06;2,7;2,67;360;4,3;0;-1;12,97
2021-02-17 02:45:00;9;100,05;2,67;2,72;328;1,8;0;-1;12,97
