Datum;CycleCounter;Hygro_S3_r.Feuchte;Hygro_S3_Temperatur;SP_Lite_Pyranometer;Windrichtung;Windgeschwindigkeit;Niederschlag;Steuerung_MC35i;UB
2021-01-01 00:00:00;0;100,07;-1,55;3,31;260;0;0;-1;12,32
2021-01-01 00:05:00;1;100,08;-1,57;3,32;158;0,6;0;-1;12,31
2021-01-01 00:10:00;2;100,08;-1,56;3,26;168;0,8;0;-1;12,31
2021-01-01 00:15:00;3;100,09;-1,61;3,22;188;0,8;0;-1;12,31
2021-01-01 00:20:00;4;100,08;-1,61;3,21;185;1,3;0;-1;12,31
2021-01-01 00:25:00;5;100,08;-1,63;3,28;203;1;0;-1;12,31
2021-01-01 00:30:00;6;100,08;-1,64;3,25;145;1,7;0;-1;12,31
2021-01-01 00:35:00;7;100,08;-1,64;3,28;193;0,9;0;-1;12,31
2021-01-01 00:40:00;8;100,08;-1,64;3,29;203;0,9;0;-1;12,31
2021-01-01 00:45:00;9;100,08;-1,66;3,27;315;1,3;0;-1;12,31
2021-01-01 00:50:00;10;100,08;-1,64;3,31;145;0,5;0;-1;12,31
2021-01-01 00:55:00;11;100,08;-1,65;3,21;160;0,4;0;-1;12,31
2021-01-01 01:00:00;0;100,08;-1,66;3,24;175;0,3;0;-1;12,31
2021-01-01 01:05:00;1;100,08;-1,65;3,25;195;1,2;0;-1;12,31
2021-01-01 01:10:00;2;100,07;-1,65;3,23;180;1,3;0;-1;12,31
2021-01-01 01:15:00;3;100,08;-1,66;3,19;188;1,4;0;-1;12,31
2021-01-01 01:20:00;4;100,08;-1,67;3,28;200;1,5;0;-1;12,31
2021-01-01 01:25:00;5;100,08;-1,67;3,19;195;1,2;0;-1;12,31
2021-01-01 01:30:00;6;100,08;-1,68;3,29;188;1,8;0;-1;12,31
2021-01-01 01:35:00;7;100,08;-1,7;3,31;128;0,8;0;-1;12,31
2021-01-01 01:40:00;8;100,08;-1,68;3,26;195;1,3;0;-1;12,31
2021-01-01 01:45:00;9;100,08;-1,7;3,25;200;1,8;0;-1;12,31
2021-01-01 01:50:00;10;100,07;-1,69;3,22;190;1,8;0;-1;12,31
2021-01-01 01:55:00;11;100,07;-1,72;3,23;185;2,1;0;-1;12,31
2021-01-01 02:00:00;0;100,08;-1,73;3,22;183;1,2;0;-1;12,3
2021-01-01 02:05:00;1;100,08;-1,75;3,2;198;2,1;0;-1;12,31
2021-01-01 02:10:00;2;100,09;-1,76;3,23;180;1,8;0;-1;12,3
2021-01-01 02:15:00;3;100,08;-1,76;3,22;155;0,6;0;-1;12,3
2021-01-01 02:20:00;4;100,08;-1,77;3,24;190;1,8;0;-1;12,3
2021-01-01 02:25:00;5;100,08;-1,8;3,29;185;1,8;0;-1;12,3
2021-01-01 02:30:00;6;100,08;-1,8;3,33;190;1,6;0;-1;12,3
2021-01-01 02:35:00;7;100,07;-1,79;3,25;185;1,2;0;-1;12,3
2021-01-01 02:40:00;8;100,08;-1,85;3,31;190;1,8;0;-1;12,3
2021-01-01 02:45:00;9;100,08;-1,86;3,23;178;1,6;0;-1;12,3
2021-01-01 02:50:00;10;100,08;-1,87;3,27;180;1,1;0;-1;12,3
2021-01-01 02:55:00;11;100,07;-1,85;3,26;193;0,4;0;-1;12,3
2021-01-01 03:00:00;0;100,07;-1,88;3,25;183;1,5;0;-1;12,3
2021-01-01 03:05:00;1;100,08;-1,89;3,28;113;0,7;0;-1;12,3
2021-01-01 03:10:00;2;100,06;-1,89;2,78;158;0,2;0;-1;12,28
2021-01-01 03:15:00;3;100,07;-1,86;3,02;185;1,4;0;-1;12,3
2021-01-01 03:20:00;4;100,07;-1,91;3,11;168;1,8;0;-1;12,3
2021-01-01 03:25:00;5;100,07;-1,9;3,18;190;1,8;0;-1;12,3
2021-01-01 03:30:00;6;100,07;-1,91;3,19;175;1,7;0;-1;12,3
2021-01-01 03:35:00;7;100,08;-1,97;3,2;193;1,2;0;-1;12,3
2021-01-01 03:40:00;8;100,07;-1,96;3,25;210;0,5;0;-1;12,3
2021-01-01 03:45:00;9;100,08;-1,94;3,24;95;0,2;0;-1;12,3
2021-01-01 03:50:00;10;100,08;-1,93;3,26;175;0,7;0;-1;12,3
2021-01-01 03:55:00;11;100,07;-1,98;3,19;150;0,7;0;-1;12,3
2021-01-01 04:00:00;0;100,08;-1,95;3,3;143;1;0;-1;12,3
2021-01-01 04:05:00;1;100,08;-2,01;3,27;165;0,6;0;-1;12,3
2021-01-01 04:10:00;2;100,07;-2,03;3,24;88;0,7;0;-1;12,3
2021-01-01 04:15:00;3;100,07;-2,06;3,26;20;0,4;0;-1;12,3
2021-01-01 04:20:00;4;100,08;-2,03;3,31;293;0,4;0;-1;12,3
2021-01-01 04:25:00;5;100,08;-2,07;3,27;45;0,1;0;-1;12,3
2021-01-01 04:30:00;6;100,07;-2,09;3,27;158;0,3;0;-1;12,3
2021-01-01 04:35:00;7;100,08;-2,13;3,27;155;0,7;0;-1;12,3
2021-01-01 04:40:00;8;100,08;-2,13;3,24;178;0,9;0;-1;12,3
2021-01-01 04:45:00;9;100,08;-2,15;3,29;113;1;0;-1;12,3
2021-01-01 04:50:00;10;100,08;-2,19;3,29;133;0,5;0;-1;12,3
2021-01-01 04:55:00;11;100,08;-2,16;3,26;225;0,4;0;-1;12,3
2021-01-01 05:00:00;0;100,09;-2,15;3,31;183;0,5;0;-1;12,3
2021-01-01 05:05:00;1;100,07;-2,19;3,27;198;0,2;0;-1;12,3
2021-01-01 05:10:00;2;100,08;-2,27;3,33;128;0,8;0;-1;12,3
2021-01-01 05:15:00;3;100,07;-2,3;3,28;140;0,6;0;-1;12,3
2021-01-01 05:20:00;4;100,08;-2,39;3,27;198;0,1;0;-1;12,3
2021-01-01 05:25:00;5;100,09;-2,47;3,3;145;0,5;0;-1;12,3
2021-01-01 05:30:00;6;100,08;-2,57;3,26;130;0;0;-1;12,29
2021-01-01 05:35:00;7;100,08;-2,65;3,25;120;0,4;0;-1;12,29
2021-01-01 05:40:00;8;100,08;-2,71;3,3;80;0;0;-1;12,29
2021-01-01 05:45:00;9;100,08;-2,78;3,25;120;0;0;-1;12,29
2021-01-01 05:50:00;10;100,08;-2,85;3,33;178;0,2;0;-1;12,29
2021-01-01 05:55:00;11;100,08;-2,85;3,32;235;0,2;0;-1;12,29
2021-01-01 06:00:00;0;100,08;-2,8;3,31;178;1,1;0;-1;12,29
2021-01-01 06:05:00;1;100,08;-2,81;3,32;185;0,7;0;-1;12,29
2021-01-01 06:10:00;2;100,08;-2,83;3,34;98;0,1;0;-1;12,29
2021-01-01 06:15:00;3;100,09;-2,85;3,32;140;0,6;0;-1;12,29
2021-01-01 06:20:00;4;100,09;-2,87;3,39;175;0,9;0;-1;12,29
2021-01-01 06:25:00;5;100,08;-2,84;3,35;188;0,8;0;-1;12,29
2021-01-01 06:30:00;6;100,08;-2,84;3,35;180;0,7;0;-1;12,29
2021-01-01 06:35:00;7;100,09;-2,82;3,41;190;0,7;0;-1;12,29
2021-01-01 06:40:00;8;100,09;-2,83;3,44;150;0,3;0;-1;12,29
2021-01-01 06:45:00;9;100,08;-2,85;3,4;155;0,5;0;-1;12,29
2021-01-01 06:50:00;10;100,08;-2,87;3,38;193;0,7;0;-1;12,29
2021-01-01 06:55:00;11;100,09;-2,86;3,42;215;1;0;-1;12,29
2021-01-01 07:00:00;0;100,08;-2,85;3,45;48;0;0;-1;12,29
2021-01-01 07:05:00;1;100,09;-2,85;3,51;158;0,3;0;-1;12,29
2021-01-01 07:10:00;2;100,09;-2,87;3,6;185;1,3;0;-1;12,29
2021-01-01 07:15:00;3;100,08;-2,94;3,73;183;0,8;0;-1;12,29
2021-01-01 07:20:00;4;100,09;-2,93;3,97;180;0,4;0;-1;12,29
2021-01-01 07:25:00;5;100,09;-2,98;4,26;165;0,4;0;-1;12,29
2021-01-01 07:30:00;6;100,09;-3,09;4,35;115;0,1;0;-1;12,28
2021-01-01 07:35:00;7;100,09;-3,16;4,7;188;0,6;0;-1;12,28
2021-01-01 07:40:00;8;100,09;-3,25;5,37;188;0,3;0;-1;12,29
2021-01-01 07:45:00;9;100,08;-3,3;6,52;3;0;0;-1;12,28
2021-01-01 07:50:00;10;100,09;-3,32;7,74;18;0,8;0;-1;12,28
2021-01-01 07:55:00;11;100,09;-3,31;8,69;330;0,8;0;-1;12,28
2021-01-01 08:00:00;0;100,09;-3,27;9,55;348;0,6;0;-1;12,28
2021-01-01 08:05:00;1;100,09;-3,19;10,35;350;0,6;0;-1;12,28
2021-01-01 08:10:00;2;100,09;-3,09;10,46;28;1;0;-1;12,28
2021-01-01 08:15:00;3;100,08;-3;11,89;35;0,5;0;-1;12,28
2021-01-01 08:20:00;4;100,08;-2,96;11,91;320;0,9;0;-1;12,28
2021-01-01 08:25:00;5;100,08;-2,85;11,19;325;1,4;0;-1;12,28
2021-01-01 08:30:00;6;100,09;-2,84;10,67;343;1,2;0;-1;12,28
2021-01-01 08:35:00;7;100,09;-2,83;11,79;360;1,1;0;-1;12,28
2021-01-01 08:40:00;8;100,09;-2,81;14,41;8;0,9;0;-1;12,28
2021-01-01 08:45:00;9;100,09;-2,73;16,33;345;0,8;0;-1;12,28
2021-01-01 08:50:00;10;100,09;-2,62;13,37;318;0,7;0;-1;12,28
2021-01-01 08:55:00;11;100,09;-2,58;13,97;13;0,9;0;-1;12,28
2021-01-01 09:00:00;0;100,09;-2,56;11,57;345;0,8;0;-1;12,28
2021-01-01 09:05:00;1;100,09;-2,52;13,48;353;1,2;0;-1;12,28
2021-01-01 09:10:00;2;100,09;-2,52;11,97;28;0,9;0;-1;12,28
2021-01-01 09:15:00;3;100,09;-2,51;12,93;358;1,1;0;-1;12,28
2021-01-01 09:20:00;4;100,09;-2,52;12,75;305;1,2;0;-1;12,28
2021-01-01 09:25:00;5;100,08;-2,53;12,27;340;0,9;0;-1;12,28
2021-01-01 09:30:00;6;100,09;-2,53;13,08;3;0,7;0;-1;12,28
2021-01-01 09:35:00;7;100,09;-2,55;16,24;350;1,2;0;-1;12,28
2021-01-01 09:40:00;8;100,09;-2,52;18,39;308;1,2;0;-1;12,28
2021-01-01 09:45:00;9;100,08;-2,52;15,97;328;0,8;0;-1;12,28
2021-01-01 09:50:00;10;100,09;-2,56;18,64;340;1;0;-1;12,28
2021-01-01 09:55:00;11;100,09;-2,55;21,98;343;0,8;0;-1;12,28
2021-01-01 10:00:00;0;100,08;-2,52;19,72;5;0,5;0;-1;12,28
2021-01-01 10:05:00;1;100,09;-2,51;21,55;348;1,1;0;-1;12,28
2021-01-01 10:10:00;2;100,08;-2,49;23,56;8;1,6;0;-1;12,28
2021-01-01 10:15:00;3;100,09;-2,48;17,13;353;0,9;0;-1;12,28
2021-01-01 10:20:00;4;100,09;-2,55;15,34;8;1,3;0;-1;12,28
2021-01-01 10:25:00;5;100,09;-2,52;15,21;348;0,8;0;-1;12,28
2021-01-01 10:30:00;6;100,09;-2,66;13,76;353;1,1;0;-1;12,28
2021-01-01 10:35:00;7;100,08;-2,73;13,36;338;1,3;0;-1;12,28
2021-01-01 10:40:00;8;100,08;-2,76;15,99;355;1,5;0;-1;12,28
2021-01-01 10:45:00;9;100,08;-2,84;18,18;345;1,2;0;-1;12,28
2021-01-01 10:50:00;10;100,09;-2,84;23,03;348;1,2;0;-1;12,28
2021-01-01 10:55:00;11;100,09;-2,84;26,56;355;1,2;0;-1;12,28
2021-01-01 11:00:00;0;100,08;-2,87;25,53;328;1,4;0;-1;12,28
2021-01-01 11:05:00;1;100,08;-2,86;27,11;5;1,3;0;-1;12,28
2021-01-01 11:10:00;2;100,09;-2,76;25,2;10;0,9;0;-1;12,28
2021-01-01 11:15:00;3;100,09;-2,71;28,24;340;1,3;0;-1;12,28
2021-01-01 11:20:00;4;100,08;-2,79;28,32;15;0,8;0;-1;12,28
2021-01-01 11:25:00;5;100,09;-2,69;30,23;13;1,3;0;-1;12,28
2021-01-01 11:30:00;6;100,08;-2,78;23,2;323;1,3;0;-1;12,28
2021-01-01 11:35:00;7;100,08;-2,72;18,1;20;1,6;0;-1;12,28
2021-01-01 11:40:00;8;100,09;-2,79;16,33;345;0,7;0;-1;12,28
2021-01-01 11:45:00;9;100,08;-2,86;15,27;38;1,1;0;-1;12,28
2021-01-01 11:50:00;10;100,08;-2,94;19,25;355;1,1;0;-1;12,28
2021-01-01 11:55:00;11;100,08;-2,95;21,94;13;1,1;0;-1;12,28
2021-01-01 12:00:00;0;100,08;-2,88;21,12;15;0,8;0;-1;12,28
2021-01-01 12:05:00;1;100,08;-2,84;23,5;18;0,9;0;-1;12,28
2021-01-01 12:10:00;2;100,09;-2,85;19,02;8;2,2;0;-1;12,27
2021-01-01 12:15:00;3;100,08;-2,99;19,84;15;1,8;0;-1;12,27
2021-01-01 12:20:00;4;100,08;-3,01;20,97;335;1,6;0;-1;12,27
2021-01-01 12:25:00;5;100,08;-3,03;25,61;8;1,3;0;-1;12,28
2021-01-01 12:30:00;6;100,09;-2,92;31,38;25;0,9;0;-1;12,28
2021-01-01 12:35:00;7;100,08;-2,81;39,68;340;1,2;0;-1;12,28
2021-01-01 12:40:00;8;100,09;-2,84;24,82;55;0,8;0;-1;12,28
2021-01-01 12:45:00;9;100,08;-2,84;14,21;5;0,9;0;-1;12,27
2021-01-01 12:50:00;10;100,08;-2,81;15,61;3;0,7;0;-1;12,27
2021-01-01 12:55:00;11;100,08;-2,77;16,27;330;1;0;-1;12,27
2021-01-01 13:00:00;0;100,08;-2,75;18,32;340;1,3;0;0;12,27
2021-01-01 13:05:00;1;100,08;-2,81;15,23;305;1,2;0;0;12,3
2021-01-01 13:10:00;2;100,08;-2,85;15,76;13;1;0;0;12,31
2021-01-01 13:15:00;3;100,09;-2,88;13,21;23;0,9;0;0;12,31
2021-01-01 13:20:00;4;100,09;-2,89;15,45;348;1,2;0;0;12,31
2021-01-01 13:25:00;5;100,08;-2,96;15,8;348;1,2;0;0;12,31
2021-01-01 13:30:00;6;100,08;-2,88;12,73;28;1;0;0;12,31
2021-01-01 13:35:00;7;100,08;-2,91;12,37;350;1,4;0;0;12,31
2021-01-01 13:40:00;8;100,09;-2,98;15,52;353;1,4;0;0;12,31
2021-01-01 13:45:00;9;100,1;-3,02;16,61;325;0,9;0;0;12,31
2021-01-01 13:50:00;10;100,1;-3,05;12,07;353;0,9;0;0;12,31
2021-01-01 13:55:00;11;100,09;-3,05;12,82;350;1,2;0;0;12,31
2021-01-01 14:00:00;0;100,09;-3,1;12,07;10;0,9;0;0;12,31
2021-01-01 14:05:00;1;100,09;-3,09;11,34;360;1,6;0;0;12,31
2021-01-01 14:10:00;2;100,09;-3,09;12,48;360;1;0;0;12,31
2021-01-01 14:15:00;3;100,09;-3,06;10,78;345;0,8;0;0;12,31
2021-01-01 14:20:00;4;100,09;-3,06;13,69;10;1,2;0;0;12,31
2021-01-01 14:25:00;5;100,09;-3,05;12,53;348;1,3;0;0;12,31
2021-01-01 14:30:00;6;100,09;-3,08;12,5;350;1,1;0;0;12,31
2021-01-01 14:35:00;7;100,09;-3,1;11,11;330;1;0;0;12,31
2021-01-01 14:40:00;8;100,09;-3,13;12,54;353;1,5;0;0;12,31
2021-01-01 14:45:00;9;100,09;-3,12;10,32;343;1,5;0;0;12,31
2021-01-01 14:50:00;10;100,09;-3,1;8,89;20;1;0;0;12,31
2021-01-01 14:55:00;11;100,09;-3,11;6,88;23;1,2;0;0;12,31
2021-01-01 15:00:00;0;100,09;-3,12;7,03;353;1,2;0;0;12,31
2021-01-01 15:05:00;1;100,09;-3,16;7,46;348;1,1;0;0;12,31
2021-01-01 15:10:00;2;100,09;-3,17;8,93;343;1,3;0;0;12,31
2021-01-01 15:15:00;3;100,09;-3,15;7,67;338;1,4;0;0;12,31
2021-01-01 15:20:00;4;100,09;-3,18;5,63;335;1,3;0;0;12,31
2021-01-01 15:25:00;5;100,1;-3,15;4,72;355;0,9;0;0;12,31
2021-01-01 15:30:00;6;100,09;-3,13;4,62;355;1;0;0;12,31
2021-01-01 15:35:00;7;100,09;-3,12;4,2;340;1,3;0;0;12,31
2021-01-01 15:40:00;8;100,09;-3,07;4,19;345;1,2;0;0;12,31
2021-01-01 15:45:00;9;100,09;-3,11;3,94;15;1,4;0;0;12,31
2021-01-01 15:50:00;10;100,09;-3,13;3,76;298;0,9;0;0;12,31
2021-01-01 15:55:00;11;100,09;-3,14;3,81;360;1,5;0;0;12,31
2021-01-01 16:00:00;0;100,1;-3,15;3,73;360;1;0;0;12,31
2021-01-01 16:05:00;1;100,09;-3,15;3,6;5;0,9;0;0;12,31
2021-01-01 16:10:00;2;100,1;-3,19;3,5;330;0,8;0;0;12,31
2021-01-01 16:15:00;3;100,09;-3,18;3,52;340;0,7;0;0;12,31
2021-01-01 16:20:00;4;100,1;-3,23;3,51;330;1,5;0;0;12,31
2021-01-01 16:25:00;5;100,09;-3,25;3,5;13;1,2;0;0;12,31
2021-01-01 16:30:00;6;100,09;-3,23;3,55;355;0,9;0;0;12,31
2021-01-01 16:35:00;7;100,09;-3,26;3,48;340;1,4;0;0;12,31
2021-01-01 16:40:00;8;100,09;-3,28;3,54;33;0,9;0;0;12,31
2021-01-01 16:45:00;9;100,1;-3,25;3,5;335;1,4;0;0;12,31
2021-01-01 16:50:00;10;100,1;-3,23;3,5;338;1,5;0;0;12,31
2021-01-01 16:55:00;11;100,09;-3,22;3,53;335;1;0;0;12,31
2021-01-01 17:00:00;0;100,09;-3,22;3,53;335;1;0;0;12,31
2021-01-01 17:05:00;1;100,09;-3,19;3,49;358;1,2;0;0;12,31
2021-01-01 17:10:00;2;100,1;-3,18;3,62;343;1,1;0;0;12,31
2021-01-01 17:15:00;3;100,1;-3,18;3,62;343;1,1;0;0;12,31
2021-01-01 17:20:00;4;100,09;-3,22;3,55;10;1,1;0;0;12,31
2021-01-01 17:25:00;5;100,1;-3,23;3,57;345;1,6;0;0;12,31
2021-01-01 17:30:00;6;100,1;-3,23;3,59;355;0,8;0;0;12,31
2021-01-01 17:35:00;7;100,1;-3,23;3,53;338;1,1;0;0;12,31
2021-01-01 17:40:00;8;100,1;-3,23;3,58;328;0,4;0;0;12,31
2021-01-01 17:45:00;9;100,1;-3,22;3,61;5;0,6;0;0;12,31
2021-01-01 17:50:00;10;100,1;-3,19;3,54;325;1;0;0;12,31
2021-01-01 17:55:00;11;100,1;-3,24;3,56;345;0,7;0;0;12,31
2021-01-01 18:00:00;0;100,09;-3,2;3,58;350;1,1;0;0;12,31
2021-01-01 18:05:00;1;100,1;-3,21;3,55;313;1,1;0;0;12,31
2021-01-01 18:10:00;2;100,09;-3,2;3,54;330;1;0;0;12,31
2021-01-01 18:15:00;3;100,09;-3,19;3,55;340;0,5;0;0;12,31
2021-01-01 18:20:00;4;100,1;-3,2;3,6;65;0,2;0;0;12,31
2021-01-01 18:25:00;5;100,09;-3,19;3,6;335;0,8;0;0;12,31
2021-01-01 18:30:00;6;100,1;-3,17;3,56;338;1;0;0;12,3
2021-01-01 18:35:00;7;100,1;-3,19;3,61;335;0,8;0;0;12,3
2021-01-01 18:40:00;8;100,1;-3,19;3,62;345;0,9;0;0;12,3
2021-01-01 18:45:00;9;100,1;-3,18;3,57;358;0,8;0;0;12,3
2021-01-01 18:50:00;10;100,1;-3,17;3,58;355;0,5;0;0;12,3
2021-01-01 18:55:00;11;100,1;-3,18;3,57;333;0,5;0;0;12,3
2021-01-01 19:00:00;0;100,1;-3,18;3,62;10;0;0;0;12,3
2021-01-01 19:05:00;1;100,09;-3,18;3,6;320;0,4;0;0;12,3
2021-01-01 19:10:00;2;100,1;-3,15;3,57;298;0,2;0;0;12,3
2021-01-01 19:15:00;3;100,1;-3,17;3,63;333;0,5;0;0;12,3
2021-01-01 19:20:00;4;100,1;-3,18;3,58;320;0;0;0;12,3
2021-01-01 19:25:00;5;100,09;-3,18;3,55;173;0,1;0;0;12,3
2021-01-01 19:30:00;6;100,09;-3,17;3,54;78;0;0;0;12,3
2021-01-01 19:35:00;7;100,09;-3,17;3,62;98;0,8;0;0;12,3
2021-01-01 19:40:00;8;100,1;-3,18;3,6;125;0,9;0;0;12,3
2021-01-01 19:45:00;9;100,1;-3,19;3,57;78;0,5;0;0;12,3
2021-01-01 19:50:00;10;100,1;-3,2;3,64;85;0,8;0;0;12,3
2021-01-01 19:55:00;11;100,09;-3,2;3,6;355;0,2;0;0;12,3
2021-01-01 20:00:00;0;100,1;-3,19;3,55;173;0,4;0;0;12,3
2021-01-01 20:05:00;1;100,1;-3,21;3,58;78;0,2;0;0;12,3
2021-01-01 20:10:00;2;100,1;-3,2;3,52;168;0,3;0;0;12,3
2021-01-01 20:15:00;3;100,1;-3,21;3,57;150;0,3;0;0;12,3
2021-01-01 20:20:00;4;100,1;-3,15;3,62;108;0,1;0;0;12,3
2021-01-01 20:25:00;5;100,1;-3,12;3,6;5;0,2;0;0;12,3
2021-01-01 20:30:00;6;100,1;-3,11;3,52;130;0,4;0;0;12,3
2021-01-01 20:35:00;7;100,1;-3,12;3,6;28;0,3;0;0;12,3
2021-01-01 20:40:00;8;100,1;-3,13;3,61;133;0,1;0;0;12,3
2021-01-01 20:45:00;9;100,1;-3,11;3,53;138;0,7;0;0;12,3
2021-01-01 20:50:00;10;100,1;-3,09;3,57;158;0,5;0;0;12,3
2021-01-01 20:55:00;11;100,1;-3,11;3,48;55;0,8;0;0;12,3
2021-01-01 21:00:00;0;100,1;-3,09;3,57;325;0;0;0;12,3
2021-01-01 21:05:00;1;100,09;-3,06;3,54;200;0,4;0;0;12,3
2021-01-01 21:10:00;2;100,09;-3,06;3,59;173;0,5;0;0;12,3
2021-01-01 21:15:00;3;100,1;-3,09;3,55;165;0,8;0;0;12,3
2021-01-01 21:20:00;4;100,1;-3,09;3,58;165;0,6;0;0;12,3
2021-01-01 21:25:00;5;100,1;-3,08;3,64;150;0,9;0;0;12,3
2021-01-01 21:30:00;6;100,1;-3,11;3,61;173;1;0;0;12,3
2021-01-01 21:35:00;7;100,1;-3,08;3,59;63;0,3;0;0;12,3
2021-01-01 21:40:00;8;100,1;-3,07;3,64;45;0,8;0;0;12,3
2021-01-01 21:45:00;9;100,09;-3,08;3,59;8;0,6;0;0;12,3
2021-01-01 21:50:00;10;100,09;-3,08;3,53;40;0,6;0;0;12,3
2021-01-01 21:55:00;11;100,09;-3,09;3,57;85;1,2;0;0;12,3
2021-01-01 22:00:00;0;100,1;-3,08;3,57;343;0,2;0;0;12,3
2021-01-01 22:05:00;1;100,09;-3,09;3,52;340;1,3;0;0;12,3
2021-01-01 22:10:00;2;100,1;-3,1;3,6;350;1,2;0;0;12,3
2021-01-01 22:15:00;3;100,1;-3,08;3,56;43;0,6;0;0;12,3
2021-01-01 22:20:00;4;100,09;-3,08;3,56;335;1;0;0;12,3
2021-01-01 22:25:00;5;100,09;-3,1;3,62;338;0,8;0;0;12,3
2021-01-01 22:30:00;6;100,1;-3,12;3,57;345;0,6;0;0;12,3
2021-01-01 22:35:00;7;100,1;-3,11;3,59;55;0,3;0;0;12,3
2021-01-01 22:40:00;8;100,1;-3,12;3,54;330;0,9;0;0;12,3
2021-01-01 22:45:00;9;100,09;-3,12;3,59;358;1,7;0;0;12,3
2021-01-01 22:50:00;10;100,1;-3,13;3,58;358;0,9;0;0;12,3
2021-01-01 22:55:00;11;100,09;-3,13;3,62;355;1,1;0;0;12,3
2021-01-01 23:00:00;0;100,1;-3,15;3,59;348;0,8;0;0;12,3
2021-01-01 23:05:00;1;100,1;-3,14;3,48;8;0,9;0;0;12,3
2021-01-01 23:10:00;2;100,1;-3,14;3,56;338;1,3;0;0;12,3
2021-01-01 23:15:00;3;100,1;-3,14;3,54;20;0,9;0;0;12,3
2021-01-01 23:20:00;4;100,1;-3,15;3,6;345;0,2;0;0;12,3
2021-01-01 23:25:00;5;100,09;-3,13;3,6;130;0,5;0;0;12,3
2021-01-01 23:30:00;6;100,1;-3,15;3,63;48;0,6;0;-1;12,3
2021-01-01 23:35:00;7;100,09;-3,14;3,48;140;0,6;0;-1;12,27
2021-01-01 23:40:00;8;100,09;-3,14;3,55;163;0,6;0;-1;12,27
2021-01-01 23:45:00;9;100,1;-3,12;3,51;195;0,8;0;-1;12,27
2021-01-01 23:50:00;10;100,1;-3,08;3,5;158;0,3;0;-1;12,27
2021-01-01 23:55:00;11;100,09;-3,1;3,49;63;0,5;0;-1;12,26
2021-01-02 00:00:00;0;100,09;-3,06;3,49;90;0,7;0;-1;12,26
2021-01-02 00:05:00;1;100,09;-3,03;3,44;280;0;0;-1;12,26
2021-01-02 00:10:00;2;100,09;-3,06;3,46;168;0,6;0;-1;12,26
2021-01-02 00:15:00;3;100,1;-3,04;3,44;75;0,7;0;-1;12,25
2021-01-02 00:20:00;4;100,1;-2,99;3,48;103;0,5;0;-1;12,25
2021-01-02 00:25:00;5;100,09;-2,99;3,41;15;0,8;0;-1;12,25
2021-01-02 00:30:00;6;100,09;-2,97;3,41;60;0,8;0;-1;12,25
2021-01-02 00:35:00;7;100,09;-2,96;3,43;23;0,7;0;-1;12,25
2021-01-02 00:40:00;8;100,09;-2,96;3,39;315;0,2;0;-1;12,25
2021-01-02 00:45:00;9;100,09;-2,99;3,47;345;0,8;0;-1;12,25
2021-01-02 00:50:00;10;100,09;-2,99;3,39;40;0,4;0;-1;12,25
2021-01-02 00:55:00;11;100,09;-3,02;3,45;45;0,5;0;-1;12,25
2021-01-02 01:00:00;0;100,1;-3,02;3,46;30;0,5;0;-1;12,25
2021-01-02 01:05:00;1;100,1;-3,02;3,43;25;0,6;0;-1;12,25
2021-01-02 01:10:00;2;100,1;-3;3,43;55;0,8;0;-1;12,25
2021-01-02 01:15:00;3;100,1;-2,99;3,37;50;0,7;0;-1;12,25
2021-01-02 01:20:00;4;100,1;-3,01;3,4;30;0,6;0;-1;12,25
2021-01-02 01:25:00;5;100,1;-3,01;3,35;20;1;0;-1;12,25
2021-01-02 01:30:00;6;100,1;-3,02;3,44;315;0,5;0;-1;12,25
2021-01-02 01:35:00;7;100,09;-3,03;3,41;298;0,6;0;-1;12,25
2021-01-02 01:40:00;8;100,1;-3,05;3,39;20;0,5;0;-1;12,25
2021-01-02 01:45:00;9;100,09;-3,06;3,45;330;0,5;0;-1;12,25
2021-01-02 01:50:00;10;100,09;-3,09;3,42;360;1,2;0;-1;12,25
2021-01-02 01:55:00;11;100,09;-3,09;3,41;355;0,9;0;-1;12,25
2021-01-02 02:00:00;0;100,09;-3,14;3,4;350;1;0;-1;12,25
2021-01-02 02:05:00;1;100,08;-3,16;3,39;355;0,9;0;-1;12,25
2021-01-02 02:10:00;2;100,09;-3,15;3,42;320;0,4;0;-1;12,25
2021-01-02 02:15:00;3;100,09;-3,16;3,39;55;0,6;0;-1;12,25
2021-01-02 02:20:00;4;100,09;-3,2;3,37;348;0,9;0;-1;12,25
2021-01-02 02:25:00;5;100,09;-3,22;3,38;23;1,4;0;-1;12,25
2021-01-02 02:30:00;6;100,09;-3,25;3,39;38;1,1;0;-1;12,25
2021-01-02 02:35:00;7;100,08;-3,26;3,38;38;2,2;0;-1;12,24
2021-01-02 02:40:00;8;100,09;-3,24;3,38;70;0,8;0;-1;12,25
2021-01-02 02:45:00;9;100,09;-3,22;3,36;38;0,9;0;-1;12,25
2021-01-02 02:50:00;10;100,09;-3,23;3,39;15;0,9;0;-1;12,25
2021-01-02 02:55:00;11;100,09;-3,23;3,4;3;1,1;0;-1;12,25
2021-01-02 03:00:00;0;100,09;-3,24;3,35;348;0,7;0;-1;12,25
2021-01-02 03:05:00;1;100,09;-3,28;3,38;338;1,7;0;-1;12,25
2021-01-02 03:10:00;2;100,08;-3,3;2,98;303;0,4;0;-1;12,22
