DELTA-T LOGGER
R-Nachbau der Loggerdateien, um Delta-T Dateien oder anderen Loggerdateiformate mit Flag-Splaten in die Level2 Datenbank hochzuladen. Autor:Marvin Lorff, Ausgabe durch Funktion: write.fwf2()
01.01. 00:00
31.03. 23:30
Start_Year: 2020
Channel number,,,,,,,,,,
Sensor code,,,,,,,,,,
        Datum, BoTemp10, BoTemp20, BoTemp30, Theta201, Theta202, w_up_con, Theta801, Theta802, Lys_Akku
Units,,,,,,,,,,
Minimum value,,,,,,,,,,
Maximum value,,,,,,,,,,
13.04. 21:30 ,    30.03,    30.03,    30.03,    28.68,    25.61,  15.1390,    26.76,    26.15,  15.7750
13.04. 22:00 ,    30.03,    30.03,    30.03,    22.99,    19.94,   4.9130,    21.29,    20.45,   5.1030
13.04. 22:30 ,    30.03,    30.03,    30.03,    34.31,    31.18,   0.1912,    32.74,    31.72,  20.9460
13.04. 23:00 ,    30.03,    30.03,    30.03,    23.22,    20.17, -27.8600,    21.47,    20.66, -29.0200
13.04. 23:30 ,    30.03,    30.03,    30.03,    23.24,    20.36, -31.2200,    21.59,    20.82, -32.5200
14.04. 00:00 ,     6.08,     4.70,    22.68,    34.31,    31.04,  14.4240,    32.72,    31.69,   9.0520
14.04. 00:30 ,   -18.03,     4.17,    22.32,    34.28,    31.18,  -4.5330,    26.51,    25.58,  13.0760
14.04. 01:00 ,    30.03,    30.03,    30.03,    24.02,    21.20, -30.3800,    22.43,    21.67, -31.6400
14.04. 01:30 ,    30.03,    30.03,    30.03,    24.28,    21.56,   4.8410,    22.89,    22.07,   5.0420
14.04. 02:00 ,    30.03,    30.03,    30.03,    24.23,    21.51, -30.3800,    22.74,    21.98, -31.6400
14.04. 02:30 ,    30.03,    30.03,    30.03,    25.11,    22.33,   4.8280,    23.61,    22.82,   5.0350
14.04. 03:00 ,    30.03,    30.03,    30.03,    24.98,    22.23, -28.2800,    23.49,    22.67, -29.4600
14.04. 03:30 ,    30.03,    30.03,    30.03,    26.23,    23.47,   4.8280,    24.70,    23.98,   5.0080
14.04. 04:00 ,    30.03,    30.03,    30.03,    26.29,    23.45,   4.8340,    24.73,    23.92,   5.0420
14.04. 04:30 ,    30.03,    30.03,    30.03,    26.36,    23.51, -22.4530,    24.77,    23.95, -23.3850
14.04. 05:00 ,    30.03,    30.03,    30.03,    26.58,    23.79, -28.2800,    24.95,    24.16, -29.4600
14.04. 05:30 ,    30.03,    30.03,    30.03,    26.91,    24.20, -25.7850,    25.38,    24.57, -26.8560
14.04. 06:00 ,    30.03,    30.03,    30.03,    27.46,    24.61, -27.2300,    25.98,    25.11, -28.3700
14.04. 06:30 ,    30.03,    30.03,    30.03,    27.94,    24.97,   4.8800,    26.35,    25.40,   5.1030
14.04. 07:00 ,    30.03,    30.03,    30.03,    27.64,    24.82, -28.9100,    26.13,    25.21, -30.1100
14.04. 07:30 ,    30.03,    30.03,    30.03,    28.20,    25.31, -28.4900,    26.66,    25.77, -29.6800
14.04. 08:00 ,    30.03,    30.03,    30.03,    28.09,    25.17,   4.8740,    26.48,    25.63,   5.0830
14.04. 08:30 ,    30.03,    30.03,    30.03,    28.48,    25.61, -25.4960,    26.89,    26.02, -26.5550
14.04. 09:00 ,    30.03,    30.03,    30.03,    28.17,    25.23,   4.8280,    26.56,    25.67,   5.0420
14.04. 09:30 ,    30.03,    30.03,    30.03,    27.90,    25.00, -28.0700,    26.33,    25.44, -29.2400
14.04. 10:00 ,    30.03,    30.03,    30.03,    27.65,    24.80, -28.9100,    26.22,    25.29, -30.1100
14.04. 10:30 ,    30.03,    30.03,    30.03,    27.80,    25.14,   5.0440,    26.24,    25.35,   5.2600
14.04. 11:00 ,    30.03,    30.03,    30.03,    27.69,    24.77,   4.8410,    26.11,    25.26,   5.0280
14.04. 11:30 ,    30.03,    30.03,    30.03,    27.68,    24.78,   4.9000,    26.09,    25.22,   5.1170
14.04. 12:00 ,    30.03,    30.03,    30.03,    28.50,    25.61,   4.9460,    26.97,    26.02,   5.1920
14.04. 12:30 ,    30.03,    30.03,    30.03,    27.81,    24.92,   4.9390,    26.24,    25.35,   5.1720
14.04. 13:00 ,    30.03,    30.03,    30.03,    27.63,    24.76,   5.0110,    26.07,    25.20,   5.2260
14.04. 13:30 ,    30.03,    30.03,    30.03,    28.25,    25.36,   4.9590,    26.81,    25.84,   5.2600
14.04. 14:00 ,    30.03,    30.03,    30.03,    30.84,    25.53,  16.4970,    26.81,    25.84,  17.1820
14.04. 14:30 ,    30.03,    30.03,    30.03,    28.63,    25.74,   5.2870,    27.02,    26.12,   5.5130
14.04. 15:00 ,     5.36,     8.69,    23.86,    25.89,    39.20,  25.6280,   100.08,    46.96,  26.6920
14.04. 15:30 ,    29.68,    28.72,    30.03,    28.56,    23.88,  14.3980,    26.51,    25.25,  14.9960
14.04. 16:00 ,    30.03,    30.03,    30.03,    27.40,    24.55,   4.9850,    25.89,    24.99,   5.1720
14.04. 16:30 ,    30.03,    30.03,    30.03,    28.09,    24.60,  26.6250,    25.82,    24.93,  27.7300
14.04. 17:00 ,    30.03,    30.03,    30.03,    27.03,    24.24,   5.0570,    25.52,    24.66,   5.2950
14.04. 17:30 ,    30.03,    30.03,    30.03,    26.82,    23.89,   4.9650,    25.19,    24.35,   5.1580
14.04. 18:00 ,    30.03,    30.03,    30.03,    27.50,    20.08, -20.3280,    25.24,    24.38, -21.1720
14.04. 18:30 ,    30.03,    30.03,    30.03,    26.63,    23.97, -28.4900,    22.04,    21.31, -29.6800
14.04. 19:00 ,    30.03,    30.03,    30.03,    27.03,    23.87,   4.3950,    25.21,    24.38,   4.0650
14.04. 19:30 ,    30.03,    30.03,    30.03,    26.96,    24.15,   4.9790,    25.55,    24.64,   5.2470
14.04. 20:00 ,    30.03,    30.03,    30.03,    26.50,    23.74,   4.9260,    24.18,    24.20,   5.1310
14.04. 20:30 ,    30.03,    30.03,    30.03,    26.60,    23.84,   4.9000,    25.14,    24.31,   5.1100
14.04. 21:00 ,   -18.03,    30.03,    30.03,    26.83,    24.01,   4.8870,    25.29,    24.45,   5.1100
14.04. 21:30 ,    30.03,    30.03,    30.03,   101.76,    23.53,  49.0600,    23.83,    22.65,  51.1000
14.04. 22:00 ,    30.03,    30.03,    30.03,    26.85,    24.14,   4.8340,    25.47,    24.66,   5.0150
14.04. 22:30 ,    30.03,    30.03,    30.03,    27.25,    24.58,   4.8870,    25.92,    25.00,   5.0080
14.04. 23:00 ,    26.75,    30.03,    30.03,    28.43,    25.00, 102.5900,    26.43,    25.64, 106.8500
14.04. 23:30 ,    30.03,    30.03,    30.03,    34.48,    32.97,  93.1400,    33.94,    34.06,  97.0100
15.04. 00:00 ,   -18.03,     0.69,    21.79,    35.03,    31.44,  99.8600,    33.03,    32.63, 104.0100
15.04. 00:30 ,    30.03,    30.03,    30.03,    27.38,    24.28,  69.0000,    25.56,    24.76,  71.8700
15.04. 01:00 ,   -18.03,     0.34,    20.41,    34.03,    31.30,  69.2100,    33.20,    32.29,  72.0900
15.04. 01:30 ,   -18.03,     0.38,    21.82,    34.85,    31.41,  66.4900,    32.92,    33.52,  69.2500
15.04. 02:00 ,   -18.03,     0.00,    30.03,    34.74,    31.38,  63.7600,    33.15,    31.81,  66.4000
15.04. 02:30 ,   -18.03,    -0.07,    21.55,    34.74,    31.38,  61.0300,    32.86,    31.78,  63.5600
15.04. 03:00 ,   -18.03,    -0.23,    21.17,    34.77,    31.35,  59.5600,    34.91,    33.94,  62.0300
15.04. 03:30 ,    30.03,    30.03,    30.03,    26.41,    23.70,   4.6440,    25.21,    24.28,   4.7890
15.04. 04:00 ,    30.03,    30.03,    30.03,    26.25,    24.39,  25.3650,    25.71,    25.10,  26.4180
15.04. 04:30 ,   -18.03,    -0.29,    11.22,    27.54,    24.71,   4.7230,    26.08,    25.27,   4.8370
15.04. 05:00 ,    30.03,    30.03,    30.03,    28.56,    25.75,  21.3250,    26.67,    25.77,   5.1440
15.04. 05:30 ,    30.03,    30.03,    30.03,    31.75,    31.18,  26.8610,    32.60,    31.55,  27.9760
15.04. 06:00 ,    30.03,    30.03,    30.03,    27.77,    24.91,   4.7420,    26.26,    25.31,   4.9530
15.04. 06:30 ,   -18.03,    -0.19,    17.24,    30.86,    27.81,   5.7390,    29.19,    28.24,   6.0460
15.04. 07:00 ,   -18.03,     0.29,    21.86,    34.14,    31.18, -26.8610,    32.61,    31.53, -27.9760
15.04. 07:30 ,   -18.03,     0.59,    21.13,    34.14,    31.19,  10.8950,    28.92,    27.99,  11.4360
15.04. 08:00 ,   -18.03,     0.91,    20.68,    34.14,    31.21, -26.8610,    32.61,    31.53, -27.9760
15.04. 08:30 ,   -18.03,    26.91,    29.18,    31.95,    28.25,  81.8100,    29.89,    29.04,  85.2100
15.04. 09:00 ,    24.71,    30.03,    30.03,    29.43,    26.38,  58.7200,    27.71,    26.05,  61.1600
15.04. 09:30 ,    30.03,     3.00,    30.03,    25.94,    23.37,  38.7800,    24.76,    23.93,  40.3900
15.04. 10:00 ,   -18.03,     3.78,    18.46,    34.31,    31.32,  49.4800,    33.97,    31.95,  51.5400
15.04. 10:30 ,   -18.03,    30.03,    30.03,    26.84,    23.97,  21.9540,    25.51,    24.55,  22.8660
15.04. 11:00 ,   -18.03,    30.03,    30.03,    26.35,    23.41,  15.6050,    24.74,    23.95,  16.2530
15.04. 11:30 ,    30.03,    30.03,    30.03,    24.81,    22.18,   4.9000,    23.46,    22.60,   5.1240
15.04. 12:00 ,    30.03,    30.03,    30.03,    24.55,    22.39,  15.7620,    22.83,    22.13,  16.4170
15.04. 12:30 ,    30.03,    30.03,    29.21,    34.06,    23.34,  60.4000,    24.74,    23.93,  62.9100
15.04. 13:00 ,    30.03,    30.03,    30.03,    25.00,    22.25,  72.5700,    23.83,    23.11,  75.5900
15.04. 13:30 ,    30.03,    30.03,    30.03,    25.53,    22.92,   5.0510,    24.20,    23.36,   5.2260
15.04. 14:00 ,    30.03,    30.03,    30.03,    -0.60,    22.74,   5.0700,    24.04,    23.20,   5.2740
15.04. 14:30 ,    30.03,    30.03,    30.03,    25.56,    23.00,   5.0770,    24.53,    23.63,   5.2260
15.04. 15:00 ,    30.03,    30.03,    30.03,    29.48,    27.18,  11.7220,    28.43,    27.43,  12.4340
15.04. 15:30 ,    29.87,    30.03,    30.03,    26.58,    24.55,  63.9700,    24.83,    24.21,  66.6200
15.04. 16:00 ,    30.03,    30.03,    30.03,    26.81,    24.27,   5.2080,    25.53,    24.62,   5.5000
15.04. 16:30 ,    30.03,    30.03,    30.03,    27.32,    24.39,   5.3520,    25.79,    24.92,   5.5200
15.04. 17:00 ,    30.03,    30.03,    30.03,    32.80,    16.39,  17.1460,    31.21,    30.19,  17.8860
15.04. 17:30 ,    30.03,    30.03,    30.03,    28.49,    25.44,   5.4900,    26.83,    25.85,   5.7320
15.04. 18:00 ,    21.13,    30.03,    30.03,    29.17,    26.20, 109.3100,    27.25,    26.56, 113.8400
15.04. 18:30 ,    28.18,    30.03,    30.03,    28.84,    26.02,   5.4840,    27.46,    26.48,   5.7390
15.04. 19:00 ,    -9.93,    -9.53,    -8.07,    28.04,    24.83,   5.2540,    26.32,    25.43,   5.3490
15.04. 19:30 ,    30.03,    30.03,    30.03,    28.17,    25.18,  92.5100,    26.40,    25.71,  96.3600
15.04. 20:00 ,    30.03,    30.03,    30.03,    27.05,    24.35,   5.2080,    25.75,    24.84,   5.3970
15.04. 20:30 ,     0.20,     0.95,     1.48,    28.00,    25.44,   5.2740,    26.96,    25.88,   5.6090
15.04. 21:00 ,    30.03,    30.03,    30.03,    27.61,    24.86,   4.8930,    -1.07,    -1.21, -34.4900
15.04. 21:30 ,    30.03,    30.03,    30.03,    27.18,    24.47,   5.1290,    25.87,    24.93,   5.3560
15.04. 22:00 ,    30.03,    30.03,    30.03,    27.35,    24.57,   5.1100,    25.99,    25.04,   5.3420
15.04. 22:30 ,    30.03,    30.03,    30.03,    27.09,    24.41,   4.5590,    27.30,    24.95, -34.7100
15.04. 23:00 ,    30.03,    30.03,    30.03,    27.16,    24.52,   5.0900,    25.88,    24.96,   5.3290
15.04. 23:30 ,    30.03,    30.03,    30.03,    27.26,    24.59,   5.1100,    25.98,    25.06, -34.4900
16.04. 00:00 ,    30.03,    30.03,    30.03,    27.30,    24.60,   5.0770,    29.30,    28.30, -34.4900
16.04. 00:30 ,    30.03,    30.03,    30.03,    26.51,    23.74,   4.9850,    25.28,    24.30,   5.2260
16.04. 01:00 ,    19.00,    30.03,    30.03,    11.92,    24.02,  24.2630,    10.81,     9.70,  25.2710
16.04. 01:30 ,    30.03,    30.03,    30.03,    27.22,    26.00, 103.8500,    27.25,    26.15, 108.1600
16.04. 02:00 ,    28.07,    30.03,    30.03,    26.92,    24.21,  81.8100,    25.61,    24.65,  85.2100
16.04. 02:30 ,    30.03,    30.03,    30.03,    27.09,    24.36,   4.9520,    -0.64,    -0.97, -34.7100
16.04. 03:00 ,    30.03,    30.03,    30.03,    27.34,    24.87,   4.8800,    25.91,    24.96,   5.4380
16.04. 03:30 ,    30.03,    30.03,    30.03,    27.67,    24.87,   5.0310,    26.24,    25.34,   5.2600
16.04. 04:00 ,    30.03,    30.03,    30.03,    27.89,    25.12, -32.6900,    26.38,    25.45,   5.4110
16.04. 04:30 ,    30.03,    30.03,    30.03,   103.52,    24.69,  83.2800,    26.15,    24.62,  86.7400
16.04. 05:00 ,    30.03,    30.03,    30.03,    26.87,    24.23,   4.9590,    25.62,    24.70,   5.0900
16.04. 05:30 ,    30.03,    30.03,    30.03,    28.81,    25.64, 102.5900,    27.33,    26.43, 106.8500
16.04. 06:00 ,   -18.03,     5.02,    21.29,    33.25,    28.52, -26.3100,    29.50,    28.47,  11.0810
16.04. 06:30 ,    30.03,    30.03,    30.03,    28.71,    24.30, 134.2800,    24.79,    23.93, 139.8600
16.04. 07:00 ,    21.30,    30.03,    30.03,    27.89,    24.55, 111.6100,    25.28,    24.37, 116.2500
16.04. 07:30 ,   -18.03,    30.03,    30.03,    28.63,    24.93, 129.2500,    26.33,    25.46, 134.6100
16.04. 08:00 ,     7.11,     6.96,    22.13,    34.99,    31.50, 137.8500,    32.86,    31.92, 143.5800
16.04. 08:30 ,    30.03,    30.03,    30.03,    23.62,    21.09, 102.1700,    23.34,    21.09, 106.4100
16.04. 09:00 ,    30.03,    30.03,    30.03,    25.36,    22.23, 109.9400,    23.67,    22.74, 114.5000
16.04. 09:30 ,   -18.03,     8.54,    21.79,    35.10,    31.47, 129.0400,    33.46,    32.41, 134.3900
16.04. 10:00 ,   -18.03,     9.95,    22.70,    34.91,    30.96,  64.3900,    32.55,    31.47,  67.0600
16.04. 10:30 ,    30.03,    30.03,    30.03,    24.09,    21.16,  74.6700,    22.58,    21.69,  77.7700
16.04. 11:00 ,   -18.03,    12.09,    22.65,    34.99,    31.30,  74.2500,    32.92,    31.81,  77.3400
16.04. 11:30 ,    -0.71,    14.93,     6.92,    34.48,    31.78,  35.6300,    33.34,    32.21,  37.1100
16.04. 12:00 ,   -18.03,    30.03,    30.03,    24.07,    22.23, -34.5800,    28.56,    27.54, -36.0200
16.04. 12:30 ,   -18.03,    30.03,    30.03,    34.74,    34.20,  43.6100,    36.97,    35.58,  45.4200
16.04. 13:00 ,   -18.03,    11.52,    13.78,    33.75,    19.70, -26.8340,    19.35,    19.98, -27.9490
16.04. 13:30 ,    30.03,    30.03,    30.03,    24.77,    22.23, -26.5460,    23.72,    22.86, -27.6480
16.04. 14:00 ,   -18.03,    30.03,    30.03,    24.67,    22.67, -15.5520,    24.16,    23.22, -16.1980
16.04. 14:30 ,   -18.03,    30.03,    30.03,    23.46,    20.92, -29.5400,    22.39,    21.51, -30.7700
16.04. 15:00 ,    30.03,    30.03,    30.03,    22.69,    20.27,   5.1820,    21.69,    20.80,   5.4040
16.04. 15:30 ,    30.03,    30.03,    30.03,    24.24,    21.75,   5.2610,    23.24,    22.36,   5.5060
16.04. 16:00 ,    30.03,    30.03,    30.03,    22.64,    20.64,  -7.7860,    21.69,    20.73,  -8.1090
16.04. 16:30 ,    30.03,    30.03,    30.03,    24.36,    21.92,   5.2870,    23.41,    22.54,   5.4590
16.04. 17:00 ,    30.03,    30.03,    30.03,    -0.77,    -0.89, -28.9100,    -0.81,    -0.87, -30.1100
16.04. 17:30 ,    30.03,    30.03,    30.03,    24.25,    21.62,  25.3650,    23.27,    22.20,  26.4180
16.04. 18:00 ,    30.03,    30.03,    30.03,    24.60,    21.74,  30.3800,    23.37,    22.46,  31.6400
16.04. 18:30 ,    30.03,    30.03,    30.03,    23.62,    21.62,  36.2600,    23.09,    22.72,  37.7700
16.04. 19:00 ,    30.03,    30.03,    30.03,    23.69,    21.65,  30.3800,    23.16,    22.34,  31.6400
16.04. 19:30 ,    30.03,    30.03,    30.03,    24.25,    26.76, -34.5800,    23.36,    22.48,   5.4180
16.04. 20:00 ,    30.03,    30.03,    30.03,    24.19,    22.14, -13.5850,    24.19,    22.68, -14.1490
16.04. 20:30 ,    30.03,    30.03,    30.03,    28.53,    13.43, -26.4930,    13.43,    11.85, -27.5940
16.04. 21:00 ,    30.03,    30.03,    30.03,    24.95,    14.59, -33.7400,    16.99,    23.14,   6.1420
16.04. 21:30 ,    30.03,    30.03,    30.03,    24.44,    22.04,   5.1950,    23.55,    22.67,   5.4380
16.04. 22:00 ,    30.03,    30.03,    30.03,    24.16,    21.72,   5.2080,    22.12,    21.26,   5.6230
16.04. 22:30 ,    30.03,    30.03,    30.03,    24.55,    22.11,   5.1290,    23.67,    22.81,   5.3630
16.04. 23:00 ,    30.03,    30.03,    30.03,    25.24,    22.61,   5.1490,    24.12,    23.19,   5.4930
16.04. 23:30 ,   -18.03,    16.01,    30.03,    33.46,    30.84,   1.4783,    33.66,    34.06,   1.5397
17.04. 00:00 ,    30.03,    30.03,    30.03,    25.33,    22.90, -31.2200,    24.37,    23.46, -32.5200
17.04. 00:30 ,    30.03,    30.03,    30.03,    24.93,    25.59, -27.4400,    23.35,    22.37, -28.5800
17.04. 01:00 ,    30.03,    30.03,    30.03,    24.96,    22.56,   5.1160,    24.07,    23.16,   5.3360
17.04. 01:30 ,    30.03,    30.03,    30.03,    25.14,    22.68,   5.1360,    24.17,    23.27,   5.3630
17.04. 02:00 ,    30.03,    30.03,    30.03,    25.01,    22.56,   5.1230,    24.08,    23.17,   5.3290
17.04. 02:30 ,    30.03,    30.03,    30.03,    24.90,    22.36,  -6.7360,    23.88,    22.97,  -7.0160
17.04. 03:00 ,    30.03,    30.03,    30.03,    24.83,    22.38,   5.0840,    23.90,    22.99,   5.2880
17.04. 03:30 ,    25.75,    30.03,    30.03,    25.05,    22.06,  29.1200,    23.44,    22.51,  30.3300
17.04. 04:00 ,    30.03,    30.03,    30.03,    24.55,    22.13,   5.0640,    23.64,    22.73,   5.2950
17.04. 04:30 ,    30.03,    30.03,    30.03,    24.53,    22.11,   5.1100,    23.58,    22.69,   5.3010
17.04. 05:00 ,    30.03,    30.03,    30.03,    24.32,    22.04,   5.0310,    28.61,    27.33, -25.4010
17.04. 05:30 ,    30.03,    30.03,    30.03,    24.90,    22.48,   5.0770,    23.99,    23.11, -33.7800
17.04. 06:00 ,    30.03,    30.03,    30.03,    24.09,    22.04,  17.4410,    23.48,    22.65,  18.1660
17.04. 06:30 ,   -18.03,    30.03,    30.03,    24.83,    23.23,   9.4130,    24.81,    23.76,   9.8040
17.04. 07:00 ,    30.03,    30.03,    30.03,    24.92,    22.52,   5.0770,    24.03,    23.15,   5.2810
17.04. 07:30 ,   -18.03,     8.72,    13.67,    33.34,    33.40,  34.5800,    35.18,    34.06,  36.0200
17.04. 08:00 ,    30.03,    30.03,    30.03,    25.04,    22.68,   4.2830,    23.89,    23.03,   3.5660
17.04. 08:30 ,    30.03,    30.03,    30.03,    26.32,    23.02,  -6.3690,    26.71,    25.35,  -6.6340
17.04. 09:00 ,    27.77,    30.03,    30.03,    25.24,    22.82,  -9.9370,    24.54,    23.73, -10.3500
17.04. 09:30 ,    30.03,    30.03,    30.03,    26.15,    23.64,   5.0840,    25.22,    24.23,   5.3420
17.04. 10:00 ,    30.03,    30.03,    30.03,    27.25,    24.60,  12.2990,    26.12,    25.23,  12.8100
17.04. 10:30 ,    30.03,    30.03,    30.03,    27.19,    24.80, -10.5930,    26.58,    25.53, -32.9600
17.04. 11:00 ,   -18.03,    12.64,    22.53,    33.37,    30.72, -27.0200,    32.46,    31.38, -20.1810
17.04. 11:30 ,   -18.03,    12.63,    22.19,    33.40,    30.72, -27.0200,    32.57,    31.38, -20.7280
17.04. 12:00 ,   -18.03,    12.73,    22.19,    33.37,    24.13, -27.0200,    27.53,    25.73, -28.1500
17.04. 12:30 ,     9.15,    12.93,    22.17,    33.34,    30.70, -27.0200,    32.57,    31.35, -22.1210
17.04. 13:00 ,    30.03,    30.03,    30.03,    27.12,    24.65,   5.4250,    26.33,    25.26,   5.6020
17.04. 13:30 ,    30.03,    30.03,    30.03,    24.23,    31.18,  21.1870,    33.11,    27.53, -18.6580
17.04. 14:00 ,    30.03,    30.03,    30.03,    25.52,    23.12,   5.3590,    24.68,    23.75,   5.6290
17.04. 14:30 ,    30.03,    30.03,    30.03,    25.04,    22.89, -18.5960,    24.99,    23.96, -19.3680
17.04. 15:00 ,    13.29,    13.29,    16.29,    36.75,    30.61,  19.0680,    35.36,    34.08,  19.8600
17.04. 15:30 ,     1.80,    14.57,    22.50,    33.06,    31.52,  12.1410,    36.60,    48.08,  12.6460
17.04. 16:00 ,   -18.03,    22.02,    11.62,    33.83,    32.09,  27.4400,    32.80,    31.58,  28.5800
17.04. 16:30 ,   -18.03,    14.76,    22.63,    34.43,    30.76,  23.5810,    32.83,    31.64,  24.5600
17.04. 17:00 ,   -18.03,    14.78,    23.01,    33.20,    30.76,  12.9290,    32.52,    31.27,  13.4650
17.04. 17:30 ,   -18.03,    14.69,    19.65,    33.40,    30.61,   8.7310,    32.58,    31.47,   9.0930
17.04. 18:00 ,   -18.03,    13.80,    22.53,    33.22,    30.55, -27.0200,    32.57,    31.38, -20.6460
17.04. 18:30 ,   -18.03,    13.36,    22.71,    33.20,    30.52, -27.0200,    32.57,    31.35, -19.6410
17.04. 19:00 ,   -18.03,    12.84,    22.71,    33.20,    30.52, -27.0200,    32.57,    31.35, -23.4330
17.04. 19:30 ,   -18.03,    12.49,    23.17,    33.77,    30.61,  23.6860,    32.75,    31.52,  24.6700
17.04. 20:00 ,   -18.03,    11.91,    22.70,    33.17,    30.50, -27.0200,    32.54,    31.35, -27.8050
17.04. 20:30 ,   -18.03,    12.11,    23.41,    33.46,    30.70,  27.8600,    32.26,    31.10,  29.0200
17.04. 21:00 ,   -18.03,    11.34,    22.70,    33.14,    30.50, -27.0200,    32.54,    31.35, -26.4660
17.04. 21:30 ,   -18.03,    11.14,    22.69,    33.17,    30.50, -27.0200,    32.54,    31.35, -24.2800
17.04. 22:00 ,   -18.03,     6.91,    30.03,    21.71,    18.99, -26.8610,    32.54,    31.32, -27.9760
17.04. 22:30 ,   -18.03,    10.95,    22.70,    33.14,    30.47, -16.2210,    32.52,    31.32, -14.2310
17.04. 23:00 ,   -18.03,    10.76,    22.69,    33.14,    30.50, -27.0200,    32.54,    31.32, -16.7650
17.04. 23:30 ,   -18.03,    16.67,    30.03,    33.43,    30.53,   9.2030,    32.52,    31.38,   9.5850
18.04. 00:00 ,   -18.03,    10.57,    22.51,    33.10,    30.43, -10.5610,    31.36,    28.80, -10.2950
18.04. 00:30 ,   -18.03,    10.47,    22.51,    33.11,    30.47, -26.8610,    32.52,    31.32, -20.8370
18.04. 01:00 ,   -18.03,    10.29,    22.51,    33.12,    30.47, -26.8610,    32.52,    31.32, -21.7930
18.04. 01:30 ,   -18.03,    10.12,    22.51,    33.11,    30.47, -26.8610,    32.52,    31.29, -24.0340
