DELTA-T LOGGER
R-Nachbau der Loggerdateien, um Delta-T Dateien oder anderen Loggerdateiformate mit Flag-Splaten in die Level2 Datenbank hochzuladen. Autor:Marvin Lorff, Ausgabe durch Funktion: write.fwf2()
01/01 00:00:00
31/03 23:30:00
Start_Year: 2021
Channel number,,,,,,,
Sensor code,,,,,,,
          Datum, CO2_Kanäle,         BRELUB1X,            BTEMPB1X,         BRELUB2X,            BTEMPB2X, LogTempA
Units,,,,,,,
Minimum value,,,,,,,
Maximum value,,,,,,,
16/01 18:30:00 ,          5,           99.790,               -5.32,           94.360,               -6.20,       -5
16/01 19:00:00 ,          5,           99.640,               -5.43,           92.880,               -6.14,       -5
16/01 19:30:00 ,          5,           99.690,               -5.38,           92.210,               -6.09,       -5
16/01 20:00:00 ,          5,           99.840,               -5.38,           92.720,               -6.04,       -5
16/01 20:30:00 ,          5,           99.740,               -5.32,           91.290,               -5.94,       -5
16/01 21:00:00 ,          5,           99.740,               -5.22,           92.420,               -5.79,       -5
16/01 21:30:00 ,          5,           99.840,               -5.07,           91.850,               -5.68,       -5
16/01 22:00:00 ,          5,          100.250,               -5.02,           92.880,               -5.63,       -5
16/01 22:30:00 ,          5,          100.350,               -4.97,           94.160,               -5.68,       -5
16/01 23:00:00 ,          5,          100.610,               -4.71,           95.130,               -5.38,       -5
16/01 23:30:00 ,          5,          100.660,               -4.56,           95.230,               -5.17,       -5
17/01 00:00:00 ,          5,          100.660,               -4.30,           95.690,               -4.76,       -5
17/01 00:30:00 ,          5,          100.660,               -3.48,           96.560,               -3.79,       -5
17/01 01:00:00 ,          5,          100.660,               -2.82,           96.820,               -3.17,       -4
17/01 01:30:00 ,          5,          100.710,               -2.56,           96.720,               -2.97,       -4
17/01 02:00:00 ,          5,          100.660,               -2.56,           96.670,               -2.97,       -3
17/01 02:30:00 ,          5,          100.660,               -2.25,           96.920,               -2.82,       -3
17/01 03:00:00 ,          5,          100.660,               -2.20,           96.920,               -2.82,       -3
17/01 03:30:00 ,          5,          100.660,               -2.25,           96.970,               -2.76,       -3
17/01 04:00:00 ,          5,          100.660,               -2.20,           96.970,               -2.76,       -3
17/01 04:30:00 ,          5,          100.660,               -2.25,           96.870,               -2.76,       -3
17/01 05:00:00 ,          5,          100.660,               -2.20,           96.920,               -2.71,       -3
17/01 05:30:00 ,          5,          100.660,               -2.15,           96.970,               -2.66,       -3
17/01 06:00:00 ,          5,          100.660,               -2.15,           96.870,               -2.66,       -2
17/01 06:30:00 ,          5,          100.660,               -2.10,           97.020,               -2.61,       -2
17/01 07:00:00 ,          5,          100.660,               -2.05,           97.180,               -2.61,       -2
17/01 07:30:00 ,          5,          100.660,               -2.00,           97.080,               -2.51,       -2
17/01 08:00:00 ,          5,          100.660,               -1.95,           96.920,               -2.46,       -2
17/01 08:30:00 ,          5,          100.660,               -1.89,           96.970,               -2.41,       -2
17/01 09:00:00 ,          5,          100.660,               -1.84,           96.870,               -2.30,       -2
17/01 09:30:00 ,          5,          100.660,               -1.79,           96.720,               -2.25,       -2
17/01 10:00:00 ,          5,          100.660,               -1.74,           96.510,               -2.20,       -2
17/01 10:30:00 ,          5,          100.660,               -1.59,           96.510,               -2.05,       -2
17/01 11:00:00 ,          5,          100.660,               -1.43,           96.870,               -1.84,       -2
17/01 11:30:00 ,          5,          100.660,               -1.18,           97.230,               -1.64,       -2
17/01 12:00:00 ,          5,          100.660,               -1.08,           97.380,               -1.48,       -1
17/01 12:30:00 ,          5,          100.660,               -0.92,           97.640,               -1.33,       -1
17/01 13:00:00 ,          5,          100.660,               -0.82,           97.690,               -1.28,       -1
17/01 13:30:00 ,          5,          100.660,               -0.77,           97.740,               -1.18,       -1
17/01 14:00:00 ,          5,          100.660,               -0.67,           97.840,               -1.08,       -1
17/01 14:30:00 ,          5,          100.660,               -0.67,           97.890,               -1.13,       -1
17/01 15:00:00 ,          5,          100.660,               -0.67,           98.000,               -1.08,       -1
17/01 15:30:00 ,          5,          100.660,               -0.56,           98.050,               -1.02,       -1
17/01 16:00:00 ,          5,          100.660,               -0.61,           98.100,               -1.13,       -1
17/01 16:30:00 ,          5,          100.660,               -0.67,           98.150,               -1.18,       -1
17/01 17:00:00 ,          5,          100.660,               -0.67,           98.200,               -1.28,       -1
17/01 17:30:00 ,          5,          100.660,               -0.72,           98.200,               -1.33,       -1
17/01 18:00:00 ,          5,          100.660,               -0.77,           98.250,               -1.38,       -1
17/01 18:30:00 ,          5,          100.660,               -0.77,           98.250,               -1.38,       -1
17/01 19:00:00 ,          5,          100.660,               -0.82,           98.250,               -1.43,       -1
17/01 19:30:00 ,          5,          100.660,               -0.82,           98.250,               -1.48,       -1
17/01 20:00:00 ,          5,          100.660,               -0.82,           98.250,               -1.54,       -1
17/01 20:30:00 ,          5,          100.660,               -0.82,           98.250,               -1.54,       -1
17/01 21:00:00 ,          5,          100.660,               -0.82,           98.250,               -1.43,       -1
17/01 21:30:00 ,          5,          100.660,               -0.82,           98.300,               -1.33,       -1
17/01 22:00:00 ,          5,          100.660,               -0.82,           98.300,               -1.38,       -1
17/01 22:30:00 ,          5,          100.660,               -0.77,           98.300,               -1.33,       -1
17/01 23:00:00 ,          5,          100.660,               -0.72,           98.300,               -1.28,       -1
17/01 23:30:00 ,          5,          100.660,               -0.72,           98.300,               -1.18,       -1
18/01 00:00:00 ,          5,          100.660,               -0.67,           98.300,               -1.18,       -1
18/01 00:30:00 ,          5,          100.660,               -0.67,           98.300,               -1.18,       -1
18/01 01:00:00 ,          5,          100.660,               -0.67,           98.300,               -1.13,       -1
18/01 01:30:00 ,          5,          100.660,               -0.67,           98.300,               -1.23,       -1
18/01 02:00:00 ,          5,          100.660,               -0.67,           98.300,               -1.28,       -1
18/01 02:30:00 ,          5,          100.660,               -0.72,           98.250,               -1.38,       -1
18/01 03:00:00 ,          5,          100.660,               -0.72,           98.250,               -1.48,       -1
18/01 03:30:00 ,          5,          100.660,               -0.82,           98.200,               -1.54,       -1
18/01 04:00:00 ,          5,          100.660,               -0.82,           98.200,               -1.54,       -1
18/01 04:30:00 ,          5,          100.660,               -0.82,           98.100,               -1.59,       -1
18/01 05:00:00 ,          5,          100.660,               -0.82,           98.050,               -1.59,       -1
18/01 05:30:00 ,          5,          100.660,               -0.92,           98.000,               -1.64,       -1
18/01 06:00:00 ,          5,          100.660,               -0.92,           98.000,               -1.64,       -1
18/01 06:30:00 ,          5,          100.660,               -0.97,           97.950,               -1.69,       -1
18/01 07:00:00 ,          5,          100.660,               -1.13,           97.840,               -1.79,       -1
18/01 07:30:00 ,          5,          100.660,               -1.13,           97.540,               -1.84,       -1
18/01 08:00:00 ,          5,          100.660,               -1.18,           97.330,               -1.84,       -1
18/01 08:30:00 ,          5,          100.660,               -1.18,           97.280,               -1.84,       -1
18/01 09:00:00 ,          5,          100.660,               -1.18,           97.080,               -1.84,       -1
18/01 09:30:00 ,          5,          100.660,               -1.28,           96.820,               -1.84,       -1
18/01 10:00:00 ,          5,          100.660,               -1.23,           96.820,               -1.79,       -1
18/01 10:30:00 ,          5,          100.660,               -1.13,           96.870,               -1.64,       -1
18/01 11:00:00 ,          5,          100.660,               -0.97,           96.560,               -1.54,       -1
18/01 11:30:00 ,          5,          100.660,               -0.92,           96.770,               -1.48,       -1
18/01 12:00:00 ,          5,          100.660,               -0.82,           96.770,               -1.38,       -1
18/01 12:30:00 ,          5,          100.660,               -0.82,           96.260,               -1.33,       -1
18/01 13:00:00 ,          5,          100.660,               -0.72,           96.000,               -1.23,       -1
18/01 13:30:00 ,          5,          100.660,               -0.72,           96.100,               -1.18,       -1
18/01 14:00:00 ,          5,          100.660,               -0.67,           96.260,               -1.18,        0
18/01 14:30:00 ,          5,          100.660,               -0.77,           95.800,               -1.38,        0
18/01 15:00:00 ,          5,          100.660,               -0.82,           95.900,               -1.43,        0
18/01 15:30:00 ,          5,          100.660,               -0.87,           95.950,               -1.54,        0
18/01 16:00:00 ,          5,          100.660,               -0.97,           95.900,               -1.69,       -1
18/01 16:30:00 ,          5,          100.660,               -1.18,           95.180,               -1.89,       -1
18/01 17:00:00 ,          5,          100.660,               -1.54,           94.620,               -2.20,       -1
18/01 17:30:00 ,          5,          100.660,               -1.64,           94.260,               -2.20,       -1
18/01 18:00:00 ,          5,          100.660,               -1.59,           93.900,               -2.20,       -1
18/01 18:30:00 ,          5,          100.660,               -1.64,           93.800,               -2.25,       -1
18/01 19:00:00 ,          5,          100.660,               -1.79,           94.110,               -2.30,       -1
18/01 19:30:00 ,          5,          100.710,               -1.74,           93.950,               -2.30,       -2
18/01 20:00:00 ,          5,          100.660,               -1.79,           93.290,               -2.30,       -2
18/01 20:30:00 ,          5,          100.660,               -1.84,           93.240,               -2.30,       -2
18/01 21:00:00 ,          5,          100.660,               -1.84,           94.160,               -2.46,       -2
18/01 21:30:00 ,          5,          100.660,               -1.95,           93.030,               -2.51,       -2
18/01 22:00:00 ,          5,          100.660,               -2.00,           92.470,               -2.41,       -2
18/01 22:30:00 ,          5,          100.660,               -2.00,           93.750,               -2.51,       -2
18/01 23:00:00 ,          5,          100.710,               -2.10,           93.340,               -2.56,       -2
18/01 23:30:00 ,          5,          100.660,               -2.20,           92.620,               -2.66,       -2
19/01 00:00:00 ,          5,          100.660,               -2.25,           92.670,               -2.71,       -2
19/01 00:30:00 ,          5,          100.660,               -2.36,           92.210,               -2.76,       -2
19/01 01:00:00 ,          5,          100.660,               -2.46,           92.160,               -2.82,       -2
19/01 01:30:00 ,          5,          100.660,               -2.56,           92.420,               -2.97,       -2
19/01 02:00:00 ,          5,          100.660,               -2.56,           91.960,               -2.92,       -2
19/01 02:30:00 ,          5,          100.660,               -2.61,           92.470,               -2.97,       -2
19/01 03:00:00 ,          5,          100.660,               -2.61,           91.960,               -2.92,       -2
19/01 03:30:00 ,          5,          100.660,               -2.51,           92.310,               -2.82,       -2
19/01 04:00:00 ,          5,          100.660,               -2.61,           92.930,               -2.97,       -2
19/01 04:30:00 ,          5,          100.660,               -2.61,           93.180,               -2.97,       -2
19/01 05:00:00 ,          5,          100.660,               -2.56,           93.130,               -2.92,       -3
19/01 05:30:00 ,          5,          100.660,               -2.56,           92.930,               -2.87,       -3
19/01 06:00:00 ,          5,          100.660,               -2.41,           92.160,               -2.71,       -2
19/01 06:30:00 ,          5,          100.660,               -2.41,           91.900,               -2.61,       -2
19/01 07:00:00 ,          5,          100.660,               -2.41,           92.260,               -2.56,       -2
19/01 07:30:00 ,          5,          100.660,               -2.30,           92.570,               -2.61,       -2
19/01 08:00:00 ,          5,          100.660,               -2.36,           92.110,               -2.61,       -2
19/01 08:30:00 ,          5,          100.660,               -2.20,           91.960,               -2.41,       -2
19/01 09:00:00 ,          5,          100.660,               -1.95,           90.680,               -2.00,       -2
19/01 09:30:00 ,          5,          100.660,               -1.69,           90.520,               -1.69,       -2
19/01 10:00:00 ,          5,          100.660,               -1.43,           90.470,               -1.38,       -2
19/01 10:30:00 ,          5,          100.660,               -1.23,           88.170,               -1.08,       -1
19/01 11:00:00 ,          5,          100.660,               -1.02,           85.610,               -0.77,       -1
19/01 11:30:00 ,          5,          100.660,               -0.77,           85.610,               -0.31,       -1
19/01 12:00:00 ,          5,          100.660,               -0.56,           82.230,               -0.36,        0
19/01 12:30:00 ,          5,          100.660,               -0.72,           78.340,               -0.41,        0
19/01 13:00:00 ,          5,          100.660,               -0.82,           77.820,               -0.46,        0
19/01 13:30:00 ,          5,          100.660,               -0.97,           75.620,               -0.36,        0
19/01 14:00:00 ,          5,          100.660,               -0.97,           71.780,                0.00,        0
19/01 14:30:00 ,          5,          100.660,               -0.82,           77.620,               -0.10,        0
19/01 15:00:00 ,          5,          100.660,               -0.77,           76.650,                0.00,        0
19/01 15:30:00 ,          5,          100.660,               -0.56,           70.600,                0.61,        0
19/01 16:00:00 ,          5,          100.660,               -0.51,           62.210,                1.18,        0
19/01 16:30:00 ,          5,          100.660,               -0.41,           63.330,                1.43,        0
19/01 17:00:00 ,          5,          100.660,               -0.26,           58.730,                1.89,        1
19/01 17:30:00 ,          5,          100.660,               -0.26,           57.090,                2.00,        1
19/01 18:00:00 ,          5,          100.660,               -0.20,           56.880,                1.95,        1
19/01 18:30:00 ,          5,          100.660,               -0.15,           50.280,                2.25,        1
19/01 19:00:00 ,          5,          100.660,               -0.15,           51.200,                2.30,        1
19/01 19:30:00 ,          5,          100.660,               -0.15,           54.990,                2.20,        1
19/01 20:00:00 ,          5,          100.660,               -0.20,           49.770,                2.66,        1
19/01 20:30:00 ,          5,          100.660,                0.00,           51.400,                2.82,        2
19/01 21:00:00 ,          5,          100.660,                0.51,           55.190,                3.12,        2
19/01 21:30:00 ,          5,          100.660,                0.51,           60.520,                3.17,        2
19/01 22:00:00 ,          5,          100.660,                0.51,           65.480,                3.33,        2
19/01 22:30:00 ,          5,          100.660,                0.41,           68.760,                3.74,        2
19/01 23:00:00 ,          5,          100.660,                0.36,           73.730,                3.43,        2
19/01 23:30:00 ,          5,          100.660,                0.36,           76.080,                3.43,        2
20/01 00:00:00 ,          5,          100.660,                0.41,           75.470,                3.48,        2
20/01 00:30:00 ,          5,          100.660,                0.41,           77.000,                3.43,        3
20/01 01:00:00 ,          5,          100.660,                0.46,           76.850,                3.33,        3
20/01 01:30:00 ,          5,          100.660,                0.51,           70.600,                3.84,        3
20/01 02:00:00 ,          5,          100.660,                0.67,           69.680,                4.25,        3
20/01 02:30:00 ,          5,          100.660,                0.87,           65.380,                4.86,        3
20/01 03:00:00 ,          5,          100.660,                0.77,           64.670,                4.45,        3
20/01 03:30:00 ,          5,          100.660,                0.87,           59.850,                4.81,        3
20/01 04:00:00 ,          5,          100.660,                0.87,           59.140,                4.71,        3
20/01 04:30:00 ,          5,          100.660,                0.82,           58.320,                4.61,        3
20/01 05:00:00 ,          5,          100.660,                0.87,           56.320,                4.76,        3
20/01 05:30:00 ,          5,          100.660,                0.97,           54.370,                4.92,        3
20/01 06:00:00 ,          5,          100.660,                1.08,           52.790,                5.17,        4
20/01 06:30:00 ,          5,          100.660,                1.18,           53.450,                4.86,        4
20/01 07:00:00 ,          5,          100.660,                1.02,           54.730,                4.66,        4
20/01 07:30:00 ,          5,          100.660,                1.08,           53.350,                4.97,        4
20/01 08:00:00 ,          5,          100.660,                1.28,           47.720,                5.73,        4
20/01 08:30:00 ,          5,          100.660,                1.23,           50.380,                5.43,        4
20/01 09:00:00 ,          5,          100.660,                1.02,           48.380,                5.58,        4
20/01 09:30:00 ,          5,          100.660,                1.18,           48.740,                5.84,        4
20/01 10:00:00 ,          5,          100.660,                1.18,           52.580,                5.79,        4
20/01 10:30:00 ,          5,          100.660,                1.13,           50.840,                5.89,        4
20/01 11:00:00 ,          5,          100.660,                1.08,           50.530,                5.84,        4
20/01 11:30:00 ,          5,          100.660,                1.13,           50.480,                6.14,        4
20/01 12:00:00 ,          5,          100.660,                1.18,           47.000,                6.71,        5
20/01 12:30:00 ,          5,          100.660,                1.23,           45.410,                6.96,        5
20/01 13:00:00 ,          5,          100.660,                1.38,           43.520,                7.53,        5
20/01 13:30:00 ,          5,          100.660,                1.64,           44.600,                7.73,        5
20/01 14:00:00 ,          5,          100.660,                1.54,           45.770,                7.63,        6
20/01 14:30:00 ,          5,          100.660,                1.59,           53.040,                6.66,        6
20/01 15:00:00 ,          5,          100.660,                1.59,           50.230,                6.60,        6
20/01 15:30:00 ,          5,          100.660,                1.69,           48.540,                7.01,        6
20/01 16:00:00 ,          5,          100.660,                1.48,           49.360,                6.45,        5
20/01 16:30:00 ,          5,          100.660,                1.43,           47.460,                6.40,        5
20/01 17:00:00 ,          5,          100.660,                1.38,           48.180,                6.35,        5
20/01 17:30:00 ,          5,          100.660,                1.33,           49.870,                5.89,        5
20/01 18:00:00 ,          5,          100.660,                1.33,           50.070,                5.94,        5
20/01 18:30:00 ,          5,          100.660,                1.33,           46.130,                6.35,        5
20/01 19:00:00 ,          5,          100.660,                1.54,           43.320,                6.86,        5
20/01 19:30:00 ,          5,          100.660,                1.74,           40.860,                7.12,        5
20/01 20:00:00 ,          5,          100.200,                1.89,           41.880,                6.91,        5
20/01 20:30:00 ,          5,           98.560,                2.46,           39.010,                7.07,        5
20/01 21:00:00 ,          5,           98.050,                2.15,           43.370,                6.04,        5
20/01 21:30:00 ,          5,           94.520,                2.20,           41.830,                6.35,        5
20/01 22:00:00 ,          5,           86.580,                2.51,           41.570,                6.30,        5
20/01 22:30:00 ,          5,           85.350,                2.41,           44.850,                5.63,        5
20/01 23:00:00 ,          5,           81.870,                2.41,           43.470,                5.73,        5
20/01 23:30:00 ,          5,           81.000,                2.41,           44.030,                5.48,        4
21/01 00:00:00 ,          5,           79.210,                2.46,           44.030,                5.58,        4
21/01 00:30:00 ,          5,           80.740,                2.41,           44.800,                5.48,        4
21/01 01:00:00 ,          5,           79.310,                2.56,           44.130,                5.79,        4
21/01 01:30:00 ,          5,           75.830,                3.48,           45.670,                6.25,        4
21/01 02:00:00 ,          5,           74.850,                3.43,           46.340,                6.30,        4
21/01 02:30:00 ,          5,           75.010,                3.43,           46.180,                6.25,        4
21/01 03:00:00 ,          5,           75.470,                3.38,           46.030,                6.30,        4
21/01 03:30:00 ,          5,           71.320,                3.79,           43.370,                6.76,        4
21/01 04:00:00 ,          5,           74.090,                3.69,           45.520,                6.55,        5
21/01 04:30:00 ,          5,           76.030,                3.23,           45.820,                6.25,        5
21/01 05:00:00 ,          5,           78.490,                2.82,           48.380,                5.68,        5
21/01 05:30:00 ,          5,           75.370,                3.28,           48.740,                5.99,        5
21/01 06:00:00 ,          5,           71.780,                4.20,           48.330,                6.76,        5
21/01 06:30:00 ,          5,           68.300,                5.38,           49.660,                7.73,        5
21/01 07:00:00 ,          5,           72.810,                5.22,           55.650,                7.37,        5
21/01 07:30:00 ,          5,           78.130,                4.35,           61.490,                6.25,        5
21/01 08:00:00 ,          5,           77.620,                4.97,           61.950,                7.01,        5
21/01 08:30:00 ,          5,           76.240,                5.43,           61.390,                7.48,        5
21/01 09:00:00 ,          5,           77.770,                5.22,           63.330,                7.17,        6
21/01 09:30:00 ,          5,           78.340,                5.27,           63.280,                7.37,        6
21/01 10:00:00 ,          5,           75.470,                5.73,           60.260,                7.94,        6
21/01 10:30:00 ,          5,           75.060,                5.94,           59.750,                8.14,        6
21/01 11:00:00 ,          5,           75.210,                5.99,           59.600,                8.35,        6
21/01 11:30:00 ,          5,           77.930,                5.58,           62.620,                7.83,        6
21/01 12:00:00 ,          5,           76.600,                6.09,           60.360,                8.60,        7
21/01 12:30:00 ,          5,           77.110,                6.09,           62.360,                8.45,        7
21/01 13:00:00 ,          5,           80.900,                5.63,           67.940,                7.68,        7
21/01 13:30:00 ,          5,           90.370,                4.76,           77.570,                6.55,        7
21/01 14:00:00 ,          5,           95.080,                4.40,           82.230,                6.20,        6
21/01 14:30:00 ,          5,           90.210,                4.66,           78.440,                6.45,        6
21/01 15:00:00 ,          5,           86.840,                5.02,           72.240,                7.17,        6
21/01 15:30:00 ,          5,           84.890,                5.17,           70.710,                7.32,        6
21/01 16:00:00 ,          5,           84.580,                5.27,           70.550,                7.32,        6
21/01 16:30:00 ,          5,           90.620,                5.12,           79.050,                6.86,        6
21/01 17:00:00 ,          5,          100.100,                4.35,           92.770,                5.53,        6
21/01 17:30:00 ,          5,           99.690,                4.04,           87.600,                5.79,        5
21/01 18:00:00 ,          5,           93.440,                4.56,           79.160,                6.50,        5
21/01 18:30:00 ,          5,           94.520,                3.94,           79.410,                6.09,        5
21/01 19:00:00 ,          5,           90.370,                4.25,           73.880,                6.66,        5
21/01 19:30:00 ,          5,           81.310,                5.38,           65.180,                7.73,        5
21/01 20:00:00 ,          5,           81.200,                5.68,           66.360,                7.73,        5
21/01 20:30:00 ,          5,           88.060,                4.25,           71.780,                6.50,        6
21/01 21:00:00 ,          5,           98.920,                3.28,           86.580,                5.32,        6
21/01 21:30:00 ,          5,          100.660,                3.43,           91.900,                4.86,        5
21/01 22:00:00 ,          5,          100.610,                3.58,           95.280,                4.71,        5
21/01 22:30:00 ,          5,          100.610,                3.43,           94.000,                4.45,        5
21/01 23:00:00 ,          5,          100.510,                3.84,           88.320,                5.07,        5
21/01 23:30:00 ,          5,           99.530,                3.89,           81.970,                5.68,        5
22/01 00:00:00 ,          5,          100.610,                4.20,           90.210,                5.53,        5
22/01 00:30:00 ,          5,          100.610,                3.94,           97.230,                4.76,        5
22/01 01:00:00 ,          5,          100.610,                3.94,           93.540,                4.92,        5
22/01 01:30:00 ,          5,           97.790,                4.45,           82.940,                5.79,        5
22/01 02:00:00 ,          5,           93.490,                4.35,           74.800,                6.09,        5
22/01 02:30:00 ,          5,           88.370,                4.51,           69.070,                6.50,        5
22/01 03:00:00 ,          5,           81.870,                4.92,           65.690,                6.60,        5
22/01 03:30:00 ,          5,           80.130,                5.02,           64.970,                6.66,        5
22/01 04:00:00 ,          5,           79.820,                5.12,           64.770,                6.76,        5
22/01 04:30:00 ,          5,           82.020,                4.66,           65.640,                6.50,        5
22/01 05:00:00 ,          5,           80.900,                5.07,           67.170,                6.55,        5
22/01 05:30:00 ,          5,           80.790,                5.27,           67.840,                6.60,        5
22/01 06:00:00 ,          5,           79.970,                5.27,           67.890,                6.55,        5
22/01 06:30:00 ,          5,           78.690,                5.17,           65.130,                6.60,        5
22/01 07:00:00 ,          5,           74.650,                5.58,           61.130,                6.96,        6
22/01 07:30:00 ,          5,           72.700,                5.89,           59.390,                7.27,        6
22/01 08:00:00 ,          5,           76.650,                5.27,           62.160,                6.86,        6
22/01 08:30:00 ,          5,           78.540,                5.22,           64.920,                6.66,        6
22/01 09:00:00 ,          5,           85.810,                4.30,           71.990,                5.63,        6
22/01 09:30:00 ,          5,           86.630,                4.15,           73.570,                5.63,        6
22/01 10:00:00 ,          5,           95.490,                4.20,           85.500,                5.32,        5
22/01 10:30:00 ,          5,           99.640,                4.04,           86.630,                5.43,        5
22/01 11:00:00 ,          5,           94.820,                4.81,           70.960,                7.27,        5
22/01 11:30:00 ,          5,           79.920,                6.55,           60.010,                9.01,        6
22/01 12:00:00 ,          5,           73.880,                7.01,           56.930,                9.16,        7
22/01 12:30:00 ,          5,           74.390,                6.96,           57.190,                9.16,        7
22/01 13:00:00 ,          5,           86.530,                5.32,           69.990,                7.42,        7
22/01 13:30:00 ,          5,           91.700,                4.66,           72.350,                7.17,        7
22/01 14:00:00 ,          5,           93.800,                4.15,           74.040,                6.86,        7
22/01 14:30:00 ,          5,           90.830,                4.51,           74.440,                6.81,        7
22/01 15:00:00 ,          5,           99.890,                3.53,           88.220,                5.63,        7
22/01 15:30:00 ,          5,          100.610,                3.12,           94.670,                5.02,        6
22/01 16:00:00 ,          5,          100.610,                3.17,           96.560,                4.51,        6
22/01 16:30:00 ,          5,          100.610,                3.58,           97.790,                4.35,        6
22/01 17:00:00 ,          5,          100.660,                2.97,           97.950,                3.89,        5
22/01 17:30:00 ,          5,          100.660,                2.41,           97.890,                3.38,        5
22/01 18:00:00 ,          5,          100.660,                2.20,           98.100,                3.38,        4
22/01 18:30:00 ,          5,          100.660,                2.25,           98.200,                3.17,        4
22/01 19:00:00 ,          5,          100.660,                2.36,           98.510,                3.28,        4
22/01 19:30:00 ,          5,          100.660,                2.46,           98.300,                3.17,        4
22/01 20:00:00 ,          5,          100.660,                2.30,           98.360,                3.12,        4
22/01 20:30:00 ,          5,          100.660,                2.36,           98.510,                3.17,        3
22/01 21:00:00 ,          5,          100.660,                1.89,           98.200,                1.74,        3
22/01 21:30:00 ,          5,          100.660,                1.02,           98.150,                0.56,        3
22/01 22:00:00 ,          5,          100.660,                0.41,           98.150,               -0.10,        2
22/01 22:30:00 ,          5,          100.660,                0.26,           98.360,               -0.26,        2
22/01 23:00:00 ,          5,          100.660,                0.15,           98.460,               -0.56,        1
22/01 23:30:00 ,          5,          100.660,               -0.05,           98.410,               -0.97,        1
23/01 00:00:00 ,          5,          100.660,               -0.72,           98.360,               -1.43,        1
23/01 00:30:00 ,          5,          100.660,               -0.97,           98.300,               -1.64,        0
23/01 01:00:00 ,          5,          100.660,               -1.08,           98.200,               -1.79,        0
23/01 01:30:00 ,          5,          100.660,               -1.23,           98.050,               -1.89,        0
23/01 02:00:00 ,          5,          100.660,               -1.23,           98.050,               -1.89,        0
23/01 02:30:00 ,          5,          100.660,               -1.08,           98.100,               -1.69,       -1
23/01 03:00:00 ,          5,          100.660,               -0.97,           98.150,               -1.59,       -1
23/01 03:30:00 ,          5,          100.660,               -0.87,           98.150,               -1.54,       -1
23/01 04:00:00 ,          5,          100.660,               -0.77,           98.150,               -1.38,       -1
23/01 04:30:00 ,          5,          100.660,               -0.67,           98.200,               -1.28,       -1
23/01 05:00:00 ,          5,          100.660,               -0.67,           98.250,               -1.23,       -1
23/01 05:30:00 ,          5,          100.660,               -0.56,           98.300,               -1.23,       -1
23/01 06:00:00 ,          5,          100.660,               -0.56,           98.250,               -1.18,       -1
23/01 06:30:00 ,          5,          100.660,               -0.46,           98.250,               -1.08,       -1
23/01 07:00:00 ,          5,          100.660,               -0.36,           98.300,               -0.92,       -1
23/01 07:30:00 ,          5,          100.660,               -0.41,           98.360,               -0.97,       -1
23/01 08:00:00 ,          5,          100.660,               -0.31,           98.410,               -0.87,       -1
23/01 08:30:00 ,          5,          100.660,               -0.10,           98.510,               -0.67,        0
23/01 09:00:00 ,          5,          100.660,               -0.10,           98.510,               -0.67,        0
23/01 09:30:00 ,          5,          100.660,               -0.15,           98.510,               -0.67,        0
23/01 10:00:00 ,          5,          100.660,               -0.05,           98.460,               -0.51,        0
23/01 10:30:00 ,          5,          100.660,                0.10,           98.360,               -0.41,        0
23/01 11:00:00 ,          5,          100.660,                0.05,           98.100,               -0.36,        0
23/01 11:30:00 ,          5,          100.660,                0.26,           97.890,               -0.10,        0
23/01 12:00:00 ,          5,          100.660,                0.36,           97.690,                0.00,        0
23/01 12:30:00 ,          5,          100.660,                0.36,           97.480,                0.05,        1
23/01 13:00:00 ,          5,          100.660,                0.36,           97.480,                0.10,        1
23/01 13:30:00 ,          5,          100.660,                0.41,           97.280,                0.05,        1
23/01 14:00:00 ,          5,          100.660,                0.36,           96.260,                0.00,        1
23/01 14:30:00 ,          5,          100.660,                0.41,           96.460,                0.15,        1
23/01 15:00:00 ,          5,          100.660,                0.36,           96.150,                0.05,        1
23/01 15:30:00 ,          5,          100.660,                0.31,           96.870,               -0.10,        1
23/01 16:00:00 ,          5,          100.660,                0.26,           97.080,               -0.20,        1
23/01 16:30:00 ,          5,          100.660,                0.26,           95.540,               -0.20,        1
23/01 17:00:00 ,          5,          100.660,                0.26,           97.380,               -0.26,        1
23/01 17:30:00 ,          5,          100.660,                0.26,           97.640,               -0.31,        1
23/01 18:00:00 ,          5,          100.660,                0.26,           97.380,               -0.26,        0
23/01 18:30:00 ,          5,          100.660,                0.26,           96.870,               -0.20,        0
23/01 19:00:00 ,          5,          100.660,                0.20,           97.740,               -0.31,        0
23/01 19:30:00 ,          5,          100.660,                0.15,           98.050,               -0.41,        0
23/01 20:00:00 ,          5,          100.660,                0.15,           98.250,               -0.36,        0
23/01 20:30:00 ,          5,          100.660,                0.20,           98.300,               -0.20,        0
23/01 21:00:00 ,          5,          100.660,                0.26,           98.200,               -0.15,        0
23/01 21:30:00 ,          5,          100.660,                0.20,           98.250,               -0.31,        0
23/01 22:00:00 ,          5,          100.660,                0.10,           98.360,               -0.41,        0
23/01 22:30:00 ,          5,          100.660,                0.10,           98.410,               -0.41,        0
23/01 23:00:00 ,          5,          100.660,                0.00,           98.460,               -0.56,        0
23/01 23:30:00 ,          5,          100.660,                0.10,           98.560,               -0.46,        0
24/01 00:00:00 ,          5,          100.660,                0.10,           98.610,               -0.46,        0
