DELTA-T LOGGER
R-Nachbau der Loggerdateien, um Delta-T Dateien oder anderen Loggerdateiformate mit Flag-Splaten in die Level2 Datenbank hochzuladen. Autor:Marvin Lorff, Ausgabe durch Funktion: write.fwf2()
01/01 00:00:00
31/03 23:30:00
Start_Year: 2021
Channel number,,,,,,,
Sensor code,,,,,,,
          Datum, CO2_Kanäle,         BRELUB1X,            BTEMPB1X,         BRELUB2X,            BTEMPB2X, LogTempA
Units,,,,,,,
Minimum value,,,,,,,
Maximum value,,,,,,,
24/04 22:00:00 ,          5,           48.440,               11.06,           41.010,               11.37,       12
24/04 22:30:00 ,          5,           49.870,               10.34,           41.680,               10.70,       12
24/04 23:00:00 ,          5,           46.130,               10.44,           38.600,               10.85,       12
24/04 23:30:00 ,          5,           45.060,               10.50,           38.250,               10.70,       11
25/04 00:00:00 ,          5,           44.390,               10.29,           36.810,               10.65,       11
25/04 00:30:00 ,          5,           43.470,               10.39,           36.760,               10.70,       11
25/04 01:00:00 ,          5,           47.620,                9.78,           40.450,                9.93,       11
25/04 01:30:00 ,          5,           53.150,                8.96,           44.950,                8.96,       11
25/04 02:00:00 ,          5,           55.710,                8.50,           47.000,                8.60,       10
25/04 02:30:00 ,          5,           56.060,                8.04,           47.870,                8.09,       10
25/04 03:00:00 ,          5,           58.730,                7.83,           50.330,                7.78,        9
25/04 03:30:00 ,          5,           58.010,                7.78,           48.080,                7.94,        9
25/04 04:00:00 ,          5,           58.370,                7.73,           50.890,                7.68,        9
25/04 04:30:00 ,          5,           62.520,                7.07,           54.630,                6.96,        8
25/04 05:00:00 ,          5,           64.720,                6.50,           56.680,                6.30,        8
25/04 05:30:00 ,          5,           64.770,                6.30,           55.810,                6.45,        8
25/04 06:00:00 ,          5,           63.490,                6.60,           54.730,                6.76,        7
25/04 06:30:00 ,          5,           64.000,                6.91,           54.220,                7.01,        7
25/04 07:00:00 ,          5,           67.230,                6.86,           58.160,                6.71,        7
25/04 07:30:00 ,          5,           63.740,                7.48,           58.060,                7.17,        7
25/04 08:00:00 ,          5,           62.920,                8.14,           57.240,                7.88,        7
25/04 08:30:00 ,          5,           60.720,                8.91,           56.680,                8.45,        8
25/04 09:00:00 ,          5,           62.000,                8.96,           59.490,                8.09,        8
25/04 09:30:00 ,          5,           61.700,                9.32,           58.010,                8.65,        9
25/04 10:00:00 ,          5,           57.140,               10.60,           53.150,               10.19,       10
25/04 10:30:00 ,          5,           54.940,               11.93,           52.220,               11.52,       12
25/04 11:00:00 ,          5,           52.840,               13.11,           50.790,               12.39,       13
25/04 11:30:00 ,          5,           51.710,               14.18,           50.330,               13.47,       14
25/04 12:00:00 ,          5,           49.000,               15.00,           50.020,               13.47,       14
25/04 12:30:00 ,          5,           45.930,               16.13,           47.360,               14.28,       15
25/04 13:00:00 ,          5,           46.900,               15.92,           46.950,               14.49,       16
25/04 13:30:00 ,          5,           46.440,               16.03,           46.440,               14.80,       17
25/04 14:00:00 ,          5,           46.030,               16.03,           44.850,               15.10,       18
25/04 14:30:00 ,          5,           46.640,               15.67,           45.410,               14.69,       19
25/04 15:00:00 ,          5,           46.080,               15.67,           44.800,               14.75,       19
25/04 15:30:00 ,          5,           45.880,               15.51,           44.030,               14.64,       18
25/04 16:00:00 ,          5,           47.050,               14.80,           45.000,               13.93,       18
25/04 16:30:00 ,          5,           48.130,               14.08,           45.260,               13.57,       17
25/04 17:00:00 ,          5,           50.280,               13.57,           46.440,               13.06,       16
25/04 17:30:00 ,          5,           51.920,               13.00,           47.410,               12.60,       16
25/04 18:00:00 ,          5,           53.250,               12.44,           48.280,               12.08,       15
25/04 18:30:00 ,          5,           54.430,               11.98,           48.490,               11.88,       14
25/04 19:00:00 ,          5,           48.540,               11.78,           42.390,               11.93,       14
25/04 19:30:00 ,          5,           44.600,               11.32,           38.860,               11.26,       13
25/04 20:00:00 ,          5,           43.880,               10.39,           37.890,               10.34,       13
25/04 20:30:00 ,          5,           40.910,                9.83,           35.380,                9.83,       12
25/04 21:00:00 ,          5,           40.450,                9.47,           34.970,                9.42,       11
25/04 21:30:00 ,          5,           41.010,                9.22,           34.760,                9.11,       11
25/04 22:00:00 ,          5,           42.910,                8.91,           36.560,                8.81,       10
25/04 22:30:00 ,          5,           44.190,                8.65,           38.400,                8.50,       10
25/04 23:00:00 ,          5,           47.000,                8.04,           40.650,                7.88,       10
25/04 23:30:00 ,          5,           47.820,                7.83,           41.630,                7.63,        9
26/04 00:00:00 ,          5,           47.920,                7.48,           42.190,                7.32,        9
26/04 00:30:00 ,          5,           51.460,                7.07,           45.260,                6.76,        9
26/04 01:00:00 ,          5,           51.660,                6.96,           44.700,                6.76,        8
26/04 01:30:00 ,          5,           51.710,                6.71,           45.520,                6.50,        8
26/04 02:00:00 ,          5,           50.790,                6.71,           45.210,                6.45,        8
26/04 02:30:00 ,          5,           51.250,                6.50,           45.000,                6.35,        7
26/04 03:00:00 ,          5,           50.890,                6.45,           44.650,                6.20,        7
26/04 03:30:00 ,          5,           54.020,                6.14,           46.390,                5.84,        7
26/04 04:00:00 ,          5,           54.170,                5.99,           47.410,                5.73,        7
26/04 04:30:00 ,          5,           53.150,                6.04,           46.540,                5.73,        7
26/04 05:00:00 ,          5,           51.810,                6.04,           46.080,                5.84,        7
26/04 05:30:00 ,          5,           51.100,                5.94,           46.030,                5.68,        6
26/04 06:00:00 ,          5,           51.000,                5.94,           45.820,                5.73,        6
26/04 06:30:00 ,          5,           51.100,                6.09,           45.980,                5.89,        6
26/04 07:00:00 ,          5,           55.140,                6.35,           47.970,                6.04,        6
26/04 07:30:00 ,          5,           50.380,                7.12,           45.210,                6.86,        7
26/04 08:00:00 ,          5,           47.460,                8.19,           43.110,                7.83,        7
26/04 08:30:00 ,          5,           47.720,                9.01,           43.980,                8.55,        7
26/04 09:00:00 ,          5,           44.340,               10.39,           40.350,               10.04,        8
26/04 09:30:00 ,          5,           47.160,               10.75,           43.830,               10.09,        9
26/04 10:00:00 ,          5,           45.930,               10.39,           43.010,                9.78,       10
26/04 10:30:00 ,          5,           44.750,               11.57,           42.440,               10.91,       11
26/04 11:00:00 ,          5,           47.820,               12.13,           47.620,               10.80,       12
26/04 11:30:00 ,          5,           33.080,               14.54,           31.690,               13.11,       13
26/04 12:00:00 ,          5,           28.210,               15.72,           27.850,               14.23,       13
26/04 12:30:00 ,          5,           27.140,               16.33,           27.340,               14.59,       14
26/04 13:00:00 ,          5,           28.310,               15.56,           26.780,               14.34,       16
26/04 13:30:00 ,          5,           26.780,               15.92,           25.242,               14.59,       17
26/04 14:00:00 ,          5,           26.099,               16.13,           24.378,               15.36,       17
26/04 14:30:00 ,          5,           26.470,               15.72,           25.235,               14.69,       19
26/04 15:00:00 ,          5,           28.310,               16.13,           26.830,               15.16,       19
26/04 15:30:00 ,          5,           30.670,               15.87,           28.830,               14.95,       19
26/04 16:00:00 ,          5,           31.800,               15.41,           29.030,               14.69,       18
26/04 16:30:00 ,          5,           33.640,               14.75,           30.310,               14.34,       18
26/04 17:00:00 ,          5,           34.300,               14.49,           30.460,               14.13,       17
26/04 17:30:00 ,          5,           36.660,               13.98,           32.260,               13.67,       16
26/04 18:00:00 ,          5,           38.140,               13.26,           33.380,               13.16,       16
26/04 18:30:00 ,          5,           37.890,               12.80,           33.130,               12.75,       15
26/04 19:00:00 ,          5,           38.960,               12.13,           33.540,               12.13,       14
26/04 19:30:00 ,          5,           39.320,               11.37,           34.300,               11.37,       14
26/04 20:00:00 ,          5,           39.940,               10.85,           35.120,               10.80,       13
26/04 20:30:00 ,          5,           42.190,               10.24,           36.350,               10.29,       12
26/04 21:00:00 ,          5,           43.210,                9.78,           37.380,                9.83,       12
26/04 21:30:00 ,          5,           42.700,                9.52,           37.120,                9.47,       11
26/04 22:00:00 ,          5,           42.090,                8.96,           36.450,                9.01,       11
26/04 22:30:00 ,          5,           43.830,                8.55,           37.070,                8.60,       10
26/04 23:00:00 ,          5,           42.550,                8.29,           37.320,                8.14,       10
26/04 23:30:00 ,          5,           46.490,                7.63,           40.860,                7.42,       10
27/04 00:00:00 ,          5,           50.330,                7.07,           44.290,                6.81,        9
27/04 00:30:00 ,          5,           50.180,                6.60,           43.010,                6.55,        9
27/04 01:00:00 ,          5,           50.070,                6.55,           43.160,                6.45,        8
27/04 01:30:00 ,          5,           48.840,                6.40,           42.910,                6.25,        8
27/04 02:00:00 ,          5,           52.220,                5.89,           45.620,                5.63,        7
27/04 02:30:00 ,          5,           52.790,                5.63,           45.880,                5.53,        7
27/04 03:00:00 ,          5,           54.530,                5.58,           46.900,                5.38,        7
27/04 03:30:00 ,          5,           55.450,                5.22,           48.690,                4.97,        7
27/04 04:00:00 ,          5,           52.020,                5.27,           46.030,                5.17,        6
27/04 04:30:00 ,          5,           51.810,                5.43,           46.080,                5.27,        6
27/04 05:00:00 ,          5,           52.280,                5.38,           46.690,                5.17,        6
27/04 05:30:00 ,          5,           52.330,                5.27,           46.900,                5.07,        6
27/04 06:00:00 ,          5,           53.710,                5.12,           47.720,                4.81,        6
27/04 06:30:00 ,          5,           54.630,                4.97,           48.080,                4.66,        6
27/04 07:00:00 ,          5,           54.430,                5.32,           47.620,                5.12,        6
27/04 07:30:00 ,          5,           51.920,                6.30,           45.360,                6.04,        6
27/04 08:00:00 ,          5,           47.460,                7.27,           42.650,                7.01,        6
27/04 08:30:00 ,          5,           44.080,                8.50,           40.090,                8.09,        7
27/04 09:00:00 ,          5,           39.530,                9.73,           36.100,                9.32,        8
27/04 09:30:00 ,          5,           37.680,               10.80,           33.690,               10.50,        9
27/04 10:00:00 ,          5,           39.420,               11.52,           36.300,               11.01,       10
27/04 10:30:00 ,          5,           46.080,               11.11,           44.800,               10.44,       12
27/04 11:00:00 ,          5,           42.700,               12.24,           40.760,               11.47,       13
27/04 11:30:00 ,          5,           40.810,               13.36,           39.880,               12.44,       13
27/04 12:00:00 ,          5,           39.630,               14.39,           38.910,               13.11,       14
27/04 12:30:00 ,          5,           38.090,               15.10,           38.810,               13.31,       14
27/04 13:00:00 ,          5,           38.910,               14.90,           38.960,               13.57,       16
27/04 13:30:00 ,          5,           38.910,               14.80,           37.990,               13.72,       16
27/04 14:00:00 ,          5,           39.270,               14.95,           37.790,               14.18,       17
27/04 14:30:00 ,          5,           39.630,               14.69,           38.200,               13.72,       18
27/04 15:00:00 ,          5,           38.600,               14.90,           37.480,               13.93,       18
27/04 15:30:00 ,          5,           40.090,               14.75,           37.890,               13.88,       18
27/04 16:00:00 ,          5,           40.350,               14.28,           37.840,               13.57,       17
27/04 16:30:00 ,          5,           42.140,               13.77,           39.320,               13.21,       17
27/04 17:00:00 ,          5,           43.780,               13.26,           40.550,               12.80,       16
27/04 17:30:00 ,          5,           45.930,               12.80,           42.040,               12.49,       15
27/04 18:00:00 ,          5,           48.180,               12.34,           44.080,               12.03,       15
27/04 18:30:00 ,          5,           51.000,               11.93,           45.260,               11.67,       14
27/04 19:00:00 ,          5,           50.590,               11.32,           43.930,               11.37,       14
27/04 19:30:00 ,          5,           50.280,               10.91,           43.110,               11.06,       13
27/04 20:00:00 ,          5,           49.560,               10.44,           43.620,               10.44,       12
27/04 20:30:00 ,          5,           50.790,                9.98,           43.880,               10.04,       12
27/04 21:00:00 ,          5,           52.380,                9.83,           47.100,                9.88,       11
27/04 21:30:00 ,          5,           52.380,                9.73,           46.690,                9.63,       11
27/04 22:00:00 ,          5,           49.000,                9.83,           42.290,               10.04,       11
27/04 22:30:00 ,          5,           47.100,                9.63,           39.680,                9.78,       11
27/04 23:00:00 ,          5,           43.210,                9.88,           37.380,               10.19,       10
27/04 23:30:00 ,          5,           45.360,               10.34,           40.760,               10.34,       10
28/04 00:00:00 ,          5,           47.720,               10.24,           42.800,               10.24,       10
28/04 00:30:00 ,          5,           48.440,               10.09,           43.570,                9.98,       10
28/04 01:00:00 ,          5,           48.640,               10.04,           44.240,                9.83,       10
28/04 01:30:00 ,          5,           52.280,                9.78,           46.390,                9.68,       10
28/04 02:00:00 ,          5,           54.730,                9.47,           48.590,                9.57,       10
28/04 02:30:00 ,          5,           57.040,                9.27,           50.530,                9.22,       10
28/04 03:00:00 ,          5,           58.270,                9.27,           51.350,                9.37,       10
28/04 03:30:00 ,          5,           59.800,                9.16,           52.630,                9.32,       10
28/04 04:00:00 ,          5,           61.290,                9.06,           53.810,                9.27,       10
28/04 04:30:00 ,          5,           62.410,                8.91,           54.990,                9.06,        9
28/04 05:00:00 ,          5,           62.620,                8.86,           55.300,                9.06,        9
28/04 05:30:00 ,          5,           61.700,                9.01,           53.810,                9.27,        9
28/04 06:00:00 ,          5,           60.110,                9.22,           51.660,                9.47,        9
28/04 06:30:00 ,          5,           61.130,                9.22,           51.400,                9.57,        9
28/04 07:00:00 ,          5,           63.230,                9.42,           52.070,                9.88,        9
28/04 07:30:00 ,          5,           60.010,               10.34,           54.990,               10.24,       10
28/04 08:00:00 ,          5,           55.350,               11.47,           51.250,               11.11,       10
28/04 08:30:00 ,          5,           51.100,               12.29,           48.130,               11.88,       11
28/04 09:00:00 ,          5,           49.510,               13.36,           45.260,               13.00,       11
28/04 09:30:00 ,          5,           39.170,               14.18,           35.480,               13.88,       12
28/04 10:00:00 ,          5,           35.690,               14.95,           33.280,               14.59,       14
28/04 10:30:00 ,          5,           38.810,               15.77,           35.330,               15.36,       15
28/04 11:00:00 ,          5,           37.530,               16.64,           35.170,               16.44,       17
28/04 11:30:00 ,          5,           35.840,               17.36,           34.410,               16.64,       17
28/04 12:00:00 ,          5,           36.970,               17.61,           34.760,               17.00,       18
28/04 12:30:00 ,          5,           33.740,               18.53,           32.770,               17.51,       18
28/04 13:00:00 ,          5,           32.560,               18.53,           31.540,               17.61,       20
28/04 13:30:00 ,          5,           32.970,               18.07,           31.900,               17.10,       21
28/04 14:00:00 ,          5,           32.920,               18.23,           31.540,               17.46,       21
28/04 14:30:00 ,          5,           35.840,               18.33,           34.460,               17.36,       22
28/04 15:00:00 ,          5,           39.480,               17.46,           37.940,               16.79,       22
28/04 15:30:00 ,          5,           42.960,               17.00,           41.630,               16.38,       21
28/04 16:00:00 ,          5,           47.720,               16.03,           46.340,               15.36,       20
28/04 16:30:00 ,          5,           50.430,               15.21,           48.840,               14.64,       19
28/04 17:00:00 ,          5,           62.670,               14.39,           60.110,               13.67,       18
28/04 17:30:00 ,          5,           79.620,               12.80,           70.600,               12.19,       17
28/04 18:00:00 ,          5,           82.890,               12.13,           74.850,               11.57,       16
28/04 18:30:00 ,          5,           99.690,               10.60,           87.710,                9.88,       15
28/04 19:00:00 ,          5,          100.560,               10.04,           89.140,                9.68,       14
28/04 19:30:00 ,          5,          100.560,                9.68,           95.130,                9.11,       13
28/04 20:00:00 ,          5,          100.560,                9.01,           98.560,                8.50,       12
28/04 20:30:00 ,          5,          100.560,                8.96,           99.070,                8.35,       11
28/04 21:00:00 ,          5,          100.560,                8.76,           99.740,                8.29,       11
28/04 21:30:00 ,          5,          100.560,                8.70,          100.100,                8.19,       10
28/04 22:00:00 ,          5,          100.560,                8.86,          100.100,                8.40,       10
28/04 22:30:00 ,          5,          100.560,                8.96,          100.100,                8.55,       10
28/04 23:00:00 ,          5,          100.560,                8.91,          100.100,                8.45,       10
28/04 23:30:00 ,          5,          100.560,                8.65,          100.100,                8.19,       10
29/04 00:00:00 ,          5,          100.560,                8.65,          100.100,                8.19,        9
29/04 00:30:00 ,          5,          100.560,                8.55,          100.100,                8.14,        9
29/04 01:00:00 ,          5,          100.560,                8.24,          100.100,                7.68,        9
29/04 01:30:00 ,          5,          100.560,                7.63,           99.790,                7.12,        9
29/04 02:00:00 ,          5,          100.560,                7.58,           99.990,                7.07,        9
29/04 02:30:00 ,          5,          100.560,                7.32,          100.100,                6.81,        8
29/04 03:00:00 ,          5,          100.560,                6.96,          100.040,                6.45,        8
29/04 03:30:00 ,          5,          100.560,                6.71,           99.790,                6.20,        8
29/04 04:00:00 ,          5,          100.560,                6.55,           99.530,                5.99,        8
29/04 04:30:00 ,          5,          100.560,                6.45,           99.070,                5.94,        7
29/04 05:00:00 ,          5,          100.560,                6.45,           98.360,                5.99,        7
29/04 05:30:00 ,          5,          100.560,                6.66,           99.480,                6.20,        7
29/04 06:00:00 ,          5,          100.560,                6.91,           99.430,                6.55,        7
29/04 06:30:00 ,          5,          100.560,                7.07,           97.080,                6.81,        7
29/04 07:00:00 ,          5,          100.560,                7.27,           95.280,                6.96,        7
29/04 07:30:00 ,          5,          100.560,                7.42,           92.770,                7.22,        7
29/04 08:00:00 ,          5,          100.560,                7.78,           89.600,                7.58,        8
29/04 08:30:00 ,          5,          100.560,                7.37,           89.190,                7.37,        8
29/04 09:00:00 ,          5,          100.560,                7.42,           88.630,                7.37,        8
29/04 09:30:00 ,          5,          100.560,                7.42,           87.140,                7.48,        8
29/04 10:00:00 ,          5,          100.560,                7.88,           84.840,                8.04,        8
29/04 10:30:00 ,          5,          100.560,                8.24,           80.590,                8.40,        8
29/04 11:00:00 ,          5,           95.030,                8.65,           75.720,                8.60,        9
29/04 11:30:00 ,          5,           90.570,                9.37,           72.190,                9.27,        9
29/04 12:00:00 ,          5,           85.610,               10.24,           69.680,                9.98,       10
29/04 12:30:00 ,          5,           83.460,                9.47,           70.910,                9.16,       10
29/04 13:00:00 ,          5,           88.580,                9.47,           74.600,                9.16,       10
29/04 13:30:00 ,          5,           82.840,                9.98,           70.710,                9.78,       10
29/04 14:00:00 ,          5,           81.000,               10.55,           67.740,               10.39,       11
29/04 14:30:00 ,          5,           77.520,               10.75,           65.480,               10.55,       11
29/04 15:00:00 ,          5,           73.060,               10.70,           63.640,               10.50,       11
29/04 15:30:00 ,          5,           76.950,               11.52,           62.820,               11.42,       12
29/04 16:00:00 ,          5,           74.800,               11.26,           62.260,               11.11,       12
29/04 16:30:00 ,          5,           76.750,               11.62,           63.130,               11.57,       12
29/04 17:00:00 ,          5,           71.120,               11.32,           58.420,               11.21,       12
29/04 17:30:00 ,          5,           72.810,               11.06,           55.300,               11.06,       12
29/04 18:00:00 ,          5,           82.020,               10.85,           67.430,               10.60,       12
29/04 18:30:00 ,          5,           82.280,               10.24,           70.400,                9.78,       12
29/04 19:00:00 ,          5,           89.860,                9.42,           77.360,                9.01,       11
29/04 19:30:00 ,          5,           93.390,                8.70,           79.310,                8.19,       11
29/04 20:00:00 ,          5,           94.260,                8.29,           79.510,                7.83,       10
29/04 20:30:00 ,          5,           94.260,                7.99,           74.960,                7.68,       10
29/04 21:00:00 ,          5,           92.160,                7.58,           71.730,                7.48,        9
29/04 21:30:00 ,          5,           93.080,                7.37,           73.630,                7.27,        9
29/04 22:00:00 ,          5,           94.110,                7.42,           76.900,                7.27,        9
29/04 22:30:00 ,          5,           94.670,                7.42,           79.410,                7.17,        8
29/04 23:00:00 ,          5,           95.740,                7.32,           81.870,                6.96,        8
29/04 23:30:00 ,          5,           94.720,                7.07,           80.030,                6.66,        8
30/04 00:00:00 ,          5,           99.740,                6.50,           88.780,                5.89,        8
30/04 00:30:00 ,          5,          100.560,                6.04,           91.550,                5.32,        7
30/04 01:00:00 ,          5,          100.560,                5.63,           95.080,                4.97,        7
30/04 01:30:00 ,          5,          100.560,                5.43,           95.950,                4.81,        7
30/04 02:00:00 ,          5,          100.560,                5.27,           96.770,                4.61,        6
30/04 02:30:00 ,          5,          100.560,                5.17,           97.130,                4.51,        6
30/04 03:00:00 ,          5,          100.560,                5.22,           97.740,                4.61,        6
30/04 03:30:00 ,          5,          100.560,                5.12,           97.950,                4.51,        6
30/04 04:00:00 ,          5,          100.560,                5.07,           97.790,                4.51,        6
30/04 04:30:00 ,          5,          100.560,                4.92,           98.050,                4.35,        6
30/04 05:00:00 ,          5,          100.560,                4.81,           97.840,                4.30,        5
30/04 05:30:00 ,          5,          100.610,                4.86,           97.480,                4.35,        5
30/04 06:00:00 ,          5,          100.560,                4.81,           91.650,                4.76,        5
30/04 06:30:00 ,          5,          100.560,                5.07,           93.340,                4.86,        5
30/04 07:00:00 ,          5,          100.560,                5.07,           94.820,                4.66,        5
30/04 07:30:00 ,          5,          100.560,                5.07,           89.600,                4.97,        5
30/04 08:00:00 ,          5,          100.610,                5.27,           87.240,                5.32,        5
30/04 08:30:00 ,          5,          100.560,                5.53,           94.720,                5.17,        6
30/04 09:00:00 ,          5,          100.560,                5.48,           99.330,                4.81,        6
30/04 09:30:00 ,          5,          100.560,                5.32,           99.330,                4.76,        6
30/04 10:00:00 ,          5,          100.610,                5.07,           99.640,                4.40,        6
30/04 10:30:00 ,          5,          100.610,                4.15,           99.740,                3.53,        6
30/04 11:00:00 ,          5,          100.610,                3.79,          100.040,                3.17,        5
30/04 11:30:00 ,          5,          100.610,                3.38,          100.100,                2.71,        5
30/04 12:00:00 ,          5,          100.610,                2.97,          100.040,                2.36,        4
30/04 12:30:00 ,          5,          100.610,                3.02,          100.040,                2.36,        4
30/04 13:00:00 ,          5,          100.610,                3.17,          100.040,                2.51,        4
30/04 13:30:00 ,          5,          100.610,                3.17,          100.100,                2.51,        4
30/04 14:00:00 ,          5,          100.610,                3.17,          100.100,                2.56,        4
30/04 14:30:00 ,          5,          100.610,                3.38,          100.040,                2.76,        4
30/04 15:00:00 ,          5,          100.610,                3.38,          100.100,                2.76,        4
30/04 15:30:00 ,          5,          100.610,                3.64,          100.100,                2.92,        4
30/04 16:00:00 ,          5,          100.610,                3.53,          100.100,                2.97,        4
30/04 16:30:00 ,          5,          100.610,                3.53,          100.100,                2.87,        4
30/04 17:00:00 ,          5,          100.610,                3.58,          100.100,                2.97,        4
30/04 17:30:00 ,          5,          100.610,                3.64,          100.100,                2.97,        4
30/04 18:00:00 ,          5,          100.610,                3.48,          100.100,                2.87,        4
30/04 18:30:00 ,          5,          100.610,                3.53,          100.100,                2.87,        4
30/04 19:00:00 ,          5,          100.610,                3.53,          100.100,                2.92,        4
30/04 19:30:00 ,          5,          100.610,                3.58,          100.100,                2.92,        4
30/04 20:00:00 ,          5,          100.610,                3.53,          100.100,                2.92,        4
30/04 20:30:00 ,          5,          100.610,                3.48,          100.100,                2.87,        4
30/04 21:00:00 ,          5,          100.610,                3.48,          100.100,                2.87,        4
30/04 21:30:00 ,          5,          100.610,                3.43,          100.100,                2.87,        4
30/04 22:00:00 ,          5,          100.610,                3.43,          100.100,                2.76,        4
30/04 22:30:00 ,          5,          100.610,                3.43,          100.100,                2.71,        4
30/04 23:00:00 ,          5,          100.610,                3.17,          100.040,                2.56,        4
30/04 23:30:00 ,          5,          100.610,                3.12,          100.100,                2.41,        3
01/05 00:00:00 ,          5,          100.610,                3.07,          100.040,                2.41,        3
01/05 00:30:00 ,          5,          100.610,                3.12,          100.040,                2.46,        3
01/05 01:00:00 ,          5,          100.610,                2.92,          100.040,                2.41,        3
01/05 01:30:00 ,          5,          100.610,                2.87,          100.040,                2.30,        3
01/05 02:00:00 ,          5,          100.610,                2.82,          100.100,                2.25,        3
01/05 02:30:00 ,          5,          100.610,                3.12,          100.100,                2.61,        3
01/05 03:00:00 ,          5,          100.610,                3.23,          100.100,                2.71,        3
01/05 03:30:00 ,          5,          100.610,                3.33,          100.100,                2.82,        3
01/05 04:00:00 ,          5,          100.610,                3.38,          100.100,                2.87,        3
01/05 04:30:00 ,          5,          100.610,                3.43,          100.100,                2.87,        3
01/05 05:00:00 ,          5,          100.610,                3.38,          100.100,                2.82,        3
01/05 05:30:00 ,          5,          100.610,                3.33,          100.100,                2.82,        3
01/05 06:00:00 ,          5,          100.610,                3.53,          100.100,                3.02,        3
01/05 06:30:00 ,          5,          100.610,                3.74,          100.100,                3.17,        3
01/05 07:00:00 ,          5,          100.610,                3.84,          100.100,                3.23,        4
01/05 07:30:00 ,          5,          100.610,                4.04,          100.100,                3.43,        4
01/05 08:00:00 ,          5,          100.610,                3.89,          100.100,                3.23,        4
01/05 08:30:00 ,          5,          100.610,                3.99,          100.100,                3.43,        4
01/05 09:00:00 ,          5,          100.610,                3.94,          100.100,                3.38,        4
01/05 09:30:00 ,          5,          100.610,                4.40,          100.100,                3.79,        4
01/05 10:00:00 ,          5,          100.610,                4.61,          100.100,                3.99,        4
01/05 10:30:00 ,          5,          100.610,                5.17,          100.100,                4.51,        5
01/05 11:00:00 ,          5,          100.560,                5.38,          100.100,                4.61,        5
01/05 11:30:00 ,          5,          100.610,                5.02,          100.100,                4.20,        5
01/05 12:00:00 ,          5,          100.560,                4.97,          100.100,                4.30,        5
01/05 12:30:00 ,          5,          100.560,                5.02,          100.100,                4.35,        5
01/05 13:00:00 ,          5,          100.610,                5.27,          100.100,                4.66,        5
01/05 13:30:00 ,          5,          100.610,                5.48,          100.100,                4.81,        5
01/05 14:00:00 ,          5,          100.560,                5.48,          100.100,                4.81,        6
01/05 14:30:00 ,          5,          100.610,                5.48,          100.100,                4.86,        6
01/05 15:00:00 ,          5,          100.560,                5.53,          100.100,                4.92,        6
01/05 15:30:00 ,          5,          100.610,                5.58,          100.100,                4.92,        6
01/05 16:00:00 ,          5,          100.610,                5.63,          100.100,                5.02,        6
01/05 16:30:00 ,          5,          100.610,                5.53,          100.100,                4.86,        6
01/05 17:00:00 ,          5,          100.560,                5.48,          100.100,                4.92,        6
01/05 17:30:00 ,          5,          100.610,                5.43,          100.100,                4.76,        6
01/05 18:00:00 ,          5,          100.560,                5.27,          100.100,                4.61,        6
01/05 18:30:00 ,          5,          100.560,                5.07,          100.100,                4.51,        6
01/05 19:00:00 ,          5,          100.610,                4.86,          100.100,                4.30,        6
01/05 19:30:00 ,          5,          100.610,                4.71,          100.100,                4.04,        5
01/05 20:00:00 ,          5,          100.560,                4.45,          100.100,                3.89,        5
01/05 20:30:00 ,          5,          100.560,                4.35,          100.100,                3.69,        5
01/05 21:00:00 ,          5,          100.610,                4.35,          100.100,                3.79,        5
01/05 21:30:00 ,          5,          100.610,                4.35,          100.100,                3.74,        5
01/05 22:00:00 ,          5,          100.610,                4.20,          100.100,                3.53,        5
01/05 22:30:00 ,          5,          100.610,                3.99,          100.100,                3.38,        5
01/05 23:00:00 ,          5,          100.610,                3.84,          100.100,                3.17,        4
01/05 23:30:00 ,          5,          100.610,                3.74,          100.100,                3.12,        4
02/05 00:00:00 ,          5,          100.610,                3.69,          100.100,                3.07,        4
02/05 00:30:00 ,          5,          100.610,                3.69,          100.100,                3.12,        4
02/05 01:00:00 ,          5,          100.610,                3.84,          100.100,                3.28,        4
02/05 01:30:00 ,          5,          100.610,                3.64,          100.100,                3.02,        4
02/05 02:00:00 ,          5,          100.610,                3.43,          100.100,                2.76,        4
02/05 02:30:00 ,          5,          100.610,                3.38,          100.100,                2.71,        4
02/05 03:00:00 ,          5,          100.610,                3.33,          100.100,                2.71,        4
02/05 03:30:00 ,          5,          100.610,                3.07,          100.100,                2.46,        4
02/05 04:00:00 ,          5,          100.610,                3.02,          100.040,                2.46,        4
02/05 04:30:00 ,          5,          100.610,                3.17,          100.100,                2.56,        3
02/05 05:00:00 ,          5,          100.610,                3.33,          100.040,                2.71,        3
02/05 05:30:00 ,          5,          100.610,                3.23,          100.040,                2.61,        3
02/05 06:00:00 ,          5,          100.610,                3.02,          100.040,                2.36,        3
02/05 06:30:00 ,          5,          100.610,                3.07,          100.100,                2.41,        3
02/05 07:00:00 ,          5,          100.610,                3.12,          100.100,                2.46,        3
02/05 07:30:00 ,          5,          100.610,                3.58,          100.100,                2.92,        3
02/05 08:00:00 ,          5,          100.610,                3.69,          100.100,                3.07,        4
02/05 08:30:00 ,          5,          100.610,                3.94,          100.100,                3.38,        4
02/05 09:00:00 ,          5,          100.610,                3.99,          100.100,                3.33,        4
02/05 09:30:00 ,          5,          100.610,                4.20,          100.100,                3.64,        4
02/05 10:00:00 ,          5,          100.610,                4.81,          100.100,                4.25,        5
