Logger: #D3000C 'Esslingen_Fi_FVA_1' - USP_EXP2 - (CGI) Expander for GP5W - (V2.60, Mai 12 2013)
No;Datum;15_T_PF_X;15_MP_X;30_T_PF_X;30_MP_X;60_T_PF_X;60_MP_X;15_T_PF_Y;15_MP_Y;30_T_PF_Y;30_MP_Y;60_T_PF_Y;60_MP_Y;15_T_PF_Z;15_MP_Z;30_T_PF_Z;30_MP_Z;60_T_PF_Z;60_MP_Z;Bat.V;Temp.o_T_PF;rH..
1;01.01.2021 00:00;-81,88;0;6,3;0;7;0,735;3,62;7;4,05;1,454;5,28;1,125;4,16;1,271;4,2;0,996;5,51;0,625;;;
2;01.01.2021 00:15;-82,04;0;6,31;0;6,96;0,724;3,61;7;4,02;1,455;5,31;1,132;4,55;1,223;4,18;1,008;5,52;0,615;12,399;-1;99,8
3;01.01.2021 00:30;-81,92;0;6,34;0;6,96;0,722;3,59;7;4,06;1,454;5,31;1,125;4,07;1,26;4,19;1,011;5,53;0,631;12,414;-0,95;99,5
4;01.01.2021 00:45;-81,87;0;6,34;0;6,96;0,715;3,63;7;4,05;1,459;5,3;1,124;4,18;1,335;4,15;1,013;5,58;0,62;;;
5;01.01.2021 01:00;-81,97;0;6,32;0;7,01;0,766;3,62;7;4,04;1,458;5,31;1,126;4,19;1,281;4,2;1,003;5,53;0,63;;;
6;01.01.2021 01:15;-73,02;0;6,32;0;7;0,749;3,63;7;4,05;1,453;5,29;1,125;4,3;1,251;4,18;1,006;5,54;0,623;;;
7;01.01.2021 01:30;-74,46;0;6,32;0;6,98;0,742;3,63;7;4,04;1,453;5,29;1,122;4,29;1,298;4,18;1,001;5,52;0,616;;;
8;01.01.2021 01:45;-74,63;0;6,36;0;6,98;0,73;3,62;7;4,04;1,453;5,31;1,123;4,29;1,232;4,21;1,003;5,51;0,626;;;
9;01.01.2021 02:00;-80,8;0;6,33;0;6,98;0,775;3,57;7;4,07;1,458;5,27;1,124;4,24;1,219;4,18;0,995;5,53;0,623;12,395;-1,33;100
10;01.01.2021 02:15;-76,79;0;6,32;0;6,96;0,763;3,62;7;4,05;1,455;5,28;1,128;4,16;1,323;4,21;1,001;5,54;0,627;;;
11;01.01.2021 02:30;-79,08;0;6,32;0;6,99;0,752;3,6;7;4,04;1,46;5,28;1,125;4,88;1,29;4,23;1,004;5,53;0,622;;;
12;01.01.2021 02:45;-79,35;0;6,35;0;7,01;0,744;3,59;7;4,07;1,458;5,29;1,125;4,77;1,33;4,19;0,993;5,54;0,621;;;
13;01.01.2021 03:00;-79,43;0;6,32;0;6,95;0,744;3,61;7;4,06;1,456;5,3;1,126;4,76;1,336;4,2;0,997;5,53;0,624;;;
14;01.01.2021 03:15;-79,36;0;6,32;0;6,99;0,735;3,61;7;4,07;1,454;5,26;1,13;4,68;1,301;4,19;1,008;5,55;0,63;;;
15;01.01.2021 03:30;-79,44;0;6,33;0;7,1;0,745;3,62;7;4,06;1,459;5,29;1,127;4,23;1,36;4,21;1,013;5,5;0,617;12,412;-1,18;100
16;01.01.2021 03:45;-74,62;0;6,3;0;7,1;0,744;3,6;7;4,05;1,459;5,3;1,128;4,48;1,314;4,19;1,005;5,54;0,618;;;
17;01.01.2021 04:00;-79,15;0;6,34;0;6,97;0,717;3,62;7;4,04;1,457;5,26;1,131;4,34;1,311;4,2;0,995;5,54;0,62;;;
18;01.01.2021 04:15;-80,29;0;6,28;0;7,03;0,77;3,58;7;4,07;1,457;5,27;1,126;4,43;1,317;4,16;0,992;5,53;0,629;;;
19;01.01.2021 04:30;-81,98;0;6,31;0;6,93;0,766;3,59;7;4,04;1,46;5,27;1,132;4,58;1,312;4,21;0,991;5,53;0,624;;;
20;01.01.2021 04:45;-82,1;0;6,3;0;6,95;0,767;3,63;7;4,06;1,458;5,27;1,134;4,41;1,315;4,2;0,997;5,51;0,622;;;
21;01.01.2021 05:00;-82,24;0;6,3;0;6,95;0,763;3,62;7;4,01;1,457;5,3;1,125;4,2;1,318;4,18;1,002;5,49;0,626;12,391;-0,57;99,8
22;01.01.2021 05:15;-82,32;0;6,35;0;6,96;0,759;3,57;7;4,02;1,458;5,24;1,133;4,21;1,35;4,14;1,013;5,54;0,632;;;
23;01.01.2021 05:30;-82,3;0;6,29;0;7,04;0,761;3,6;7;4,03;1,462;5,28;1,135;4,33;1,317;4,19;1,025;5,51;0,62;;;
24;01.01.2021 05:45;-82,2;0;6,3;0;6,96;0,766;3,58;7;4,01;1,457;5,29;1,137;4,36;1,343;4,19;1,011;5,55;0,629;;;
25;01.01.2021 06:00;-82,21;0;6,3;0;6,96;0,771;3,59;7;4,03;1,456;5,28;1,132;4,3;1,326;4,15;1,011;5,54;0,624;;;
26;01.01.2021 06:15;-82,25;0;6,31;0;6,93;0,754;3,61;7;3,99;1,458;5,27;1,127;4,31;1,366;4,14;0,996;5,51;0,621;12,404;-0,59;99,6
27;01.01.2021 06:30;-82,2;0;6,3;0;6,96;0,76;3,59;7;4,01;1,457;5,25;1,135;4,2;1,358;4,16;1,006;5,5;0,631;12,393;-0,61;99,3
28;01.01.2021 06:45;-82,3;0;6,33;0;7,06;0,768;3,55;7;4,04;1,456;5,27;1,138;4,07;1,336;4,2;0,995;5,48;0,629;;;
29;01.01.2021 07:00;-82,24;0;6,3;0;6,98;0,782;3,59;7;4,01;1,459;5,28;1,13;4,23;1,36;4,16;0,997;5,52;0,621;;;
30;01.01.2021 07:15;-73,85;0;6,3;0;6,97;0,76;3,58;7;4,03;1,459;5,27;1,136;4,24;1,369;4,19;1,011;5,52;0,635;;;
31;01.01.2021 07:30;-73,83;0;6,33;0;6,95;0,761;3,6;7;4,03;1,46;5,26;1,131;4,22;1,327;4,16;1,003;5,54;0,625;;;
32;01.01.2021 07:45;-74,36;0;6,32;0;6,93;0,751;3,61;7;4,03;1,457;5,27;1,13;4,34;1,346;4,17;0,995;5,51;0,627;;;
33;01.01.2021 08:00;-82,76;0;6,31;0;6,97;0,747;3,6;7;4,01;1,46;5,28;1,134;4,79;1,381;4,14;1,009;5,49;0,618;12,393;-1,01;100
34;01.01.2021 08:15;-82,72;0;6,32;0;6,96;0,762;3,58;7;4,02;1,456;5,27;1,136;4,54;1,235;4,22;1,014;5,54;0,627;;;
35;01.01.2021 08:30;-82,74;0;6,33;0;6,97;0,769;3,6;7;4,02;1,459;5,26;1,131;4,39;1,329;4,16;1,016;5,53;0,627;;;
36;01.01.2021 08:45;-82,72;0;6,28;0;6,95;0,759;3,56;7;4;1,457;5,23;1,133;4,32;1,33;4,2;1,007;5,49;0,636;;;
37;01.01.2021 09:00;-82,69;0;6,3;0;6,97;0,759;3,59;7;4,03;1,458;5,29;1,136;4,2;1,351;4,21;1,02;5,5;0,624;;;
38;01.01.2021 09:15;-82,68;0;6,3;0;6,96;0,764;3,6;7;4;1,46;5,27;1,129;4,83;1,365;4,13;1,001;5,53;0,633;;;
39;01.01.2021 09:30;-82,75;0;6,29;0;6,92;0,763;3,6;7;4,01;1,457;5,25;1,134;4,45;1,352;4,13;1,015;5,53;0,63;12,399;-0,39;99,8
40;01.01.2021 09:45;-82,7;0;6,29;0;6,93;0,765;3,6;7;4,04;1,46;5,26;1,13;4,22;1,351;4,16;1,003;5,53;0,632;;;
41;01.01.2021 10:00;-82,67;0;6,29;0;7,01;0,75;3,61;7;3,98;1,463;5,28;1,129;4,22;1,327;4,17;1,014;5,51;0,627;;;
42;01.01.2021 10:15;-82,59;0;6,27;0;6,95;0,768;3,59;7;4;1,46;5,24;1,129;4,18;1,343;4,17;1,011;5,51;0,623;;;
43;01.01.2021 10:30;-82,59;0;6,28;0;6,91;0,766;3,61;7;4,01;1,456;5,24;1,139;4,25;1,331;4,15;0,996;5,5;0,629;;;
44;01.01.2021 10:45;-82,56;0;6,31;0;6,95;0,785;3,59;7;4,01;1,459;5,26;1,133;4,29;1,352;4,2;0,999;5,51;0,626;;;
45;01.01.2021 11:00;-82,59;0;6,3;0;6,92;0,777;3,57;7;4,03;1,459;5,24;1,139;4,32;1,272;4,19;1,008;5,54;0,633;12,391;0,99;99,4
46;01.01.2021 11:15;-82,61;0;6,25;0;6,94;0,76;3,6;7;4,02;1,457;5,25;1,131;4,38;1,33;4,18;1,014;5,52;0,64;;;
47;01.01.2021 11:30;-82,65;0;6,26;0;6,95;0,759;3,57;7;4;1,457;5,27;1,132;4,3;1,343;4,18;1,011;5,51;0,622;;;
48;01.01.2021 11:45;-82,63;0;6,27;0;6,95;0,763;3,58;7;3,98;1,465;5,28;1,133;4,21;1,295;4,12;1,019;5,51;0,642;;;
49;01.01.2021 12:00;-82,69;0;6,29;0;7,01;0,774;3,56;7;3,96;1,463;5,26;1,138;4,08;1,352;4,17;1,026;5,46;0,632;;;
50;01.01.2021 12:15;-82,62;0;6,3;0;6,95;0,765;3,59;7;4,02;1,459;5,25;1,134;4,4;1,319;4,19;1,007;5,49;0,628;12,41;1,47;99,4
51;01.01.2021 12:30;-82,63;0;6,27;0;6,96;0,774;3,56;7;4,02;1,458;5,26;1,133;4,27;1,337;4,2;1,013;5,47;0,627;12,395;1,72;98,8
52;01.01.2021 12:45;-82,6;0;6,28;0;6,96;0,765;3,61;7;4;1,46;5,24;1,131;4,32;1,293;4,2;1,014;5,49;0,629;;;
53;01.01.2021 13:00;-82,48;0;6,3;0;6,91;0,765;3,56;7;3,98;1,462;5,28;1,133;4,29;1,312;4,14;1,02;5,48;0,625;;;
54;01.01.2021 13:15;-82,56;0;6,29;0;6,94;0,763;3,58;7;4,01;1,46;5,27;1,132;4,15;1,233;4,16;1,024;5,51;0,625;;;
55;01.01.2021 13:30;-82,61;0;6,28;0;7,04;0,76;3,56;7;4,02;1,461;5,23;1,131;4,82;1,285;4,17;1,01;5,48;0,641;;;
56;01.01.2021 13:45;-82,56;0;6,29;0;6,96;0,762;3,55;7;4;1,46;5,23;1,133;4,23;1,308;4,19;1,006;5,5;0,636;;;
57;01.01.2021 14:00;-82,44;0;6,26;0;6,93;0,759;3,57;7;4,01;1,462;5,23;1,131;4,22;1,321;4,16;1,012;5,47;0,628;12,389;1,55;99,3
58;01.01.2021 14:15;-82,52;0;6,29;0;6,93;0,758;3,59;7;4;1,46;5,26;1,134;4,21;1,286;4,14;1,017;5,49;0,64;;;
59;01.01.2021 14:30;-82,46;0;6,28;0;6,96;0,749;3,6;7;4,02;1,458;5,26;1,136;4,26;1,319;4,19;1,018;5,51;0,637;;;
60;01.01.2021 14:45;-82,48;0;6,27;0;6,91;0,756;3,56;7;3,98;1,463;5,25;1,134;4,14;1,274;4,15;1,011;5,51;0,628;;;
61;01.01.2021 15:00;-82,52;0;6,26;0;6,92;0,748;3,56;7;4;1,459;5,25;1,131;4,54;1,333;4,14;1,013;5,49;0,63;;;
62;01.01.2021 15:15;-82,49;0;6,24;0;6,94;0,761;3,56;7;4,02;1,461;5,22;1,136;4,03;1,233;4,12;1,008;5,45;0,629;;;
63;01.01.2021 15:30;-82,57;0;6,26;0;6,95;0,762;3,58;7;3,97;1,464;5,22;1,13;4,26;1,328;4,18;1,009;5,45;0,632;12,391;1,38;99,5
64;01.01.2021 15:45;-82,47;0;6,28;0;6,93;0,753;3,59;7;4,01;1,463;5,23;1,134;4,2;1,357;4,17;1,02;5,5;0,631;;;
65;01.01.2021 16:00;-82,48;0;6,29;0;6,91;0,75;3,56;7;4,02;1,462;5,21;1,139;4,28;1,31;4,1;1,012;5,51;0,625;;;
66;01.01.2021 16:15;-82,48;0;6,25;0;6,9;0,753;3,56;7;4,01;1,457;5,23;1,138;4,14;1,292;4,17;1,012;5,48;0,64;;;
67;01.01.2021 16:30;-82,63;0;6,27;0;6,95;0,746;3,53;7;4,05;1,46;5,23;1,135;4,1;1,298;4,14;1,033;5,46;0,628;;;
68;01.01.2021 16:45;-82,43;0;6,28;0;6,95;0,747;3,56;7;3,97;1,466;5,22;1,138;4,11;1,337;4,18;1,021;5,49;0,633;;;
69;01.01.2021 17:00;-82,43;0;6,28;0;6,89;0,747;3,57;7;4,01;1,462;5,19;1,14;4,14;1,334;4,15;1,014;5,47;0,63;12,397;1,16;99,5
70;01.01.2021 17:15;-82,5;0;6,25;0;6,96;0,746;3,55;7;4;1,46;5,24;1,136;4,15;1,266;4,13;1,022;5,49;0,628;;;
71;01.01.2021 17:30;-82,47;0;6,25;0;6,91;0,767;3,58;7;3,99;1,459;5,23;1,135;4,12;1,29;4,13;1,017;5,43;0,63;;;
72;01.01.2021 17:45;-82,46;0;6,25;0;6,94;0,789;3,57;7;4,02;1,463;5,22;1,135;4,68;1,234;4,17;1,019;5,47;0,631;;;
73;01.01.2021 18:00;-82,44;0;6,26;0;6,93;0,769;3,54;7;4,01;1,461;5,25;1,136;4,46;1,314;4,13;1,012;5,5;0,634;;;
74;01.01.2021 18:15;-82,55;0;6,26;0;6,89;0,772;3,58;7;4,03;1,465;5,22;1,137;4,7;1,285;4,18;1,027;5,47;0,634;12,408;1,01;99,5
75;01.01.2021 18:30;-82,41;0;6,27;0;6,9;0,77;3,56;7;4,01;1,461;5,2;1,14;4,32;1,311;4,17;1,021;5,53;0,624;12,391;1,22;98,8
76;01.01.2021 18:45;-82,5;0;6,27;0;6,92;0,772;3,55;7;4,02;1,463;5,23;1,141;4,53;1,289;4,16;1,013;5,48;0,649;;;
77;01.01.2021 19:00;-82,5;0;6,24;0;6,93;0,766;3,56;7;3,96;1,467;5,22;1,135;4,2;1,333;4,16;1,023;5,47;0,635;;;
78;01.01.2021 19:15;-82,53;0;6,25;0;6,91;0,773;3,57;7;4,01;1,463;5,22;1,142;4,47;1,296;4,15;1,025;5,5;0,636;;;
79;01.01.2021 19:30;-82,62;0;6,25;0;6,88;0,772;3,57;7;3,98;1,467;5,2;1,136;4,48;1,239;4,13;1,039;5,5;0,63;;;
80;01.01.2021 19:45;-82,62;0;6,23;0;6,96;0,761;3,54;7;3,99;1,468;5,23;1,137;4,64;1,284;4,18;1,028;5,46;0,633;;;
81;01.01.2021 20:00;-82,53;0;6,26;0;6,94;0,769;3,58;7;4;1,464;5,21;1,14;4,61;1,288;4,14;1,023;5,48;0,638;12,393;0,81;99,5
82;01.01.2021 20:15;-82,61;0;6,25;0;6,92;0,769;3,56;7;4;1,462;5,23;1,139;4,66;1,204;4,14;1,024;5,43;0,632;;;
83;01.01.2021 20:30;-82,61;0;6,28;0;6,92;0,77;3,6;7;4,01;1,463;5,23;1,141;4,5;1,251;4,12;1,022;5,44;0,64;;;
84;01.01.2021 20:45;-82,61;0;6,24;0;7,03;0,791;3,54;7;3,99;1,469;5,21;1,137;3,99;1,317;4,12;1,026;5,48;0,645;;;
85;01.01.2021 21:00;-82,55;0;6,27;0;6,91;0,769;3,58;7;3,99;1,462;5,22;1,14;3,99;1,307;4,18;1,02;5,47;0,631;;;
86;01.01.2021 21:15;-82,48;0;6,24;0;6,89;0,762;3,57;7;3,97;1,466;5,23;1,137;4,24;1,305;4,1;1,021;5,42;0,634;;;
87;01.01.2021 21:30;-82,53;0;6,23;0;6,93;0,754;3,55;7;3,94;1,47;5,2;1,136;3,92;1,31;4,21;1,031;5,47;0,636;12,397;0,73;99,5
88;01.01.2021 21:45;-82,57;0;6,25;0;6,91;0,752;3,53;7;3,94;1,467;5,21;1,14;3,76;1,29;4,11;1,024;5,48;0,64;;;
89;01.01.2021 22:00;-82,56;0;6,26;0;6,94;0,756;3,53;7;3,98;1,47;5,22;1,141;3,64;1,283;4,13;1,041;5,46;0,633;;;
90;01.01.2021 22:15;-82,49;0;6,23;0;6,92;0,756;3,54;7;3,98;1,467;5,23;1,137;3,75;1,25;4,11;1,025;5,48;0,636;;;
91;01.01.2021 22:30;-82,56;0;6,25;0;6,9;0,789;3,59;7;3,97;1,471;5,23;1,137;3,93;1,299;4,16;1,032;5,42;0,643;;;
92;01.01.2021 22:45;-82,59;0;6,21;0;6,92;0,765;3,58;7;3,96;1,469;5,2;1,134;3,74;1,269;4,15;1,028;5,43;0,629;;;
93;01.01.2021 23:00;-82,59;0;6,27;0;6,89;0,775;3,53;7;3,98;1,47;5,21;1,133;3,92;1,133;4,14;1,028;5,48;0,636;12,393;0,65;99,5
94;01.01.2021 23:15;-82,54;0;6,25;0;6,93;0,771;3,6;7;3,99;1,47;5,22;1,137;3,81;1,196;4,16;1,022;5,48;0,641;;;
95;01.01.2021 23:30;-82,57;0;6,23;0;6,91;0,758;3,6;7;4;1,463;5,22;1,14;4,15;1,307;4,17;1,019;5,51;0,636;;;
96;01.01.2021 23:45;-82,55;0;6,25;0;7,04;0,765;3,57;7;3,95;1,47;5,19;1,141;4,14;1,302;4,16;1,021;5,47;0,639;;;
97;02.01.2021 00:00;-82,54;0;6,25;0;6,95;0,758;3,52;7;3,98;1,471;5,22;1,14;4,38;1,248;4,15;1,028;5,5;0,639;;;
98;02.01.2021 00:15;-82,55;0;6,23;0;6,91;0,75;3,54;7;3,93;1,469;5,2;1,136;3,95;1,315;4,19;1,016;5,46;0,642;12,372;0,61;99,5
99;02.01.2021 00:30;-82,49;0;6,24;0;6,98;0,757;3,53;7;3,95;1,469;5,19;1,14;4,29;1,333;4,17;1,024;5,45;0,638;12,393;0,78;99,1
100;02.01.2021 00:45;-82,55;0;6,24;0;6,9;0,736;3,52;7;3,97;1,471;5,21;1,141;4,39;1,322;4,19;1,035;5,45;0,64;;;
101;02.01.2021 01:00;-82,46;0;6,25;0;7,01;0,741;3,55;7;3,96;1,469;5,18;1,14;4,34;1,253;4,12;1,021;5,44;0,639;;;
102;02.01.2021 01:15;-82,46;0;6,27;0;6,93;0,735;3,55;7;3,96;1,469;5,19;1,14;4,29;1,24;4,15;1,048;5,49;0,633;;;
103;02.01.2021 01:30;-82,41;0;6,25;0;6,96;0,758;3,56;7;3,97;1,469;5,2;1,138;4,39;1,295;4,14;1,021;5,47;0,635;;;
104;02.01.2021 01:45;-82,44;0;6,24;0;6,92;0,755;3,55;7;3,99;1,47;5,19;1,142;4;1,31;4,11;1,021;5,46;0,641;;;
105;02.01.2021 02:00;-82,42;0;6,25;0;6,93;0,757;3,54;7;3,96;1,473;5,21;1,138;4,39;1,294;4,14;1,028;5,44;0,646;12,382;0,59;99,5
106;02.01.2021 02:15;-82,49;0;6,23;0;6,9;0,783;3,53;7;3,98;1,47;5,2;1,137;4,38;1,3;4,1;1,025;5,43;0,631;;;
107;02.01.2021 02:30;-82,44;0;6,26;0;6,9;0,78;3,56;7;4,02;1,468;5,19;1,144;3,92;1,304;4,15;1,017;5,45;0,642;;;
108;02.01.2021 02:45;-82,33;0;6,26;0;6,92;0,781;3,56;7;3,98;1,47;5,2;1,139;4,46;1,313;4,16;1,031;5,49;0,645;;;
109;02.01.2021 03:00;-82,44;0;6,23;0;6,92;0,781;3,54;7;3,96;1,471;5,22;1,139;4;1,249;4,12;1,032;5,49;0,642;;;
110;02.01.2021 03:15;-82,45;0;6,25;0;6,91;0,798;3,55;7;3,94;1,472;5,2;1,139;3,84;1,293;4,12;1,038;5,43;0,642;;;
111;02.01.2021 03:30;-82,53;0;6,24;0;6,94;0,786;3,54;7;3,94;1,472;5,19;1,143;3,69;1,286;4,1;1,018;5,48;0,644;12,374;0,57;99,6
112;02.01.2021 03:45;-82,51;0;6,21;0;6,86;0,781;3,55;7;3,93;1,471;5,21;1,144;3,62;1,314;4,15;1,018;5,44;0,642;;;
113;02.01.2021 04:00;-82,46;0;6,22;0;6,83;0,774;3,54;7;3,95;1,468;5,18;1,139;4,34;1,302;4,11;1,029;5,41;0,636;;;
114;02.01.2021 04:15;-82,47;0;6,25;0;6,89;0,774;3,51;7;3,95;1,47;5,19;1,14;4,01;1,225;4,14;1,031;5,44;0,642;;;
115;02.01.2021 04:30;-82,54;0;6,26;0;6,86;0,787;3,56;7;3,95;1,469;5,19;1,143;4,35;1,239;4,17;1,028;5,45;0,635;;;
116;02.01.2021 04:45;-82,48;0;6,22;0;6,9;0,781;3,53;7;3,98;1,47;5,18;1,142;3,63;1,266;4,16;1,044;5,46;0,633;;;
117;02.01.2021 05:00;-82,45;0;6,22;0;6,89;0,788;3,54;7;3,94;1,473;5,21;1,136;4,42;1,268;4,14;1,035;5,45;0,645;12,361;0,51;99,6
118;02.01.2021 05:15;-82,48;0;6,25;0;6,89;0,775;3,54;7;3,94;1,469;5,22;1,142;3,54;1,251;4,13;1,022;5,41;0,636;;;
119;02.01.2021 05:30;-82,42;0;6,24;0;6,84;0,774;3,55;7;3,96;1,473;5,19;1,146;3,58;1,247;4,13;1,024;5,47;0,641;;;
120;02.01.2021 05:45;-82,37;0;6,21;0;6,86;0,775;3,56;7;3,98;1,469;5,17;1,142;4,3;1,244;4,07;1,015;5,4;0,639;;;
121;02.01.2021 06:00;-82,43;0;6,23;0;6,89;0,77;3,54;7;3,93;1,473;5,2;1,143;3,6;1,254;4,13;1,024;5,5;0,636;;;
122;02.01.2021 06:15;-82,33;0;6,21;0;6,89;0,772;3,54;7;3,97;1,469;5,21;1,138;3,64;1,207;4,18;1,027;5,45;0,636;12,361;0,43;99,6
123;02.01.2021 06:30;-82,31;0;6,23;0;6,89;0,773;3,55;7;3,95;1,471;5,21;1,142;3,8;1,23;4,13;1,027;5,45;0,636;12,361;0,56;99,1
124;02.01.2021 06:45;-82,3;0;6,25;0;6,87;0,763;3,53;7;3,96;1,472;5,17;1,148;3,83;1,246;4,1;1,022;5,44;0,644;;;
125;02.01.2021 07:00;-82,38;0;6,23;0;6,86;0,76;3,56;7;3,94;1,474;5,15;1,148;3,82;1,296;4,11;1,031;5,43;0,636;;;
126;02.01.2021 07:15;-82,39;0;6,21;0;6,88;0,788;3,56;7;3,98;1,474;5,2;1,141;3,71;1,257;4,09;1,035;5,45;0,64;;;
127;02.01.2021 07:30;-82,36;0;6,23;0;6,86;0,765;3,55;7;3,96;1,475;5,19;1,142;3,67;1,222;4,15;1,035;5,41;0,64;;;
128;02.01.2021 07:45;-82,36;0;6,21;0;6,9;0,765;3,56;7;3,96;1,472;5,19;1,145;3,68;1,314;4,11;1,024;5,44;0,637;;;
129;02.01.2021 08:00;-82,37;0;6,22;0;6,82;0,763;3,55;7;3,98;1,475;5,18;1,141;4,22;1,279;4,12;1,013;5,4;0,652;12,363;0,29;99,6
130;02.01.2021 08:15;-82,32;0;6,23;0;6,88;0,77;3,55;7;3,97;1,471;5,18;1,149;3,84;1,273;4,14;1,024;5,46;0,643;;;
131;02.01.2021 08:30;-82,39;0;6,22;0;6,9;0,781;3,54;7;3,92;1,47;5,18;1,147;3,96;1,281;4,11;1,024;5,5;0,641;;;
132;02.01.2021 08:45;-82,35;0;6,23;0;6,9;0,769;3,56;7;3,96;1,474;5,17;1,148;4,36;1,226;4,15;1,031;5,43;0,645;;;
133;02.01.2021 09:00;-82,35;0;6,21;0;6,9;0,763;3,56;7;3,95;1,473;5,18;1,153;4,03;1,319;4,13;1,031;5,45;0,639;;;
134;02.01.2021 09:15;-82,28;0;6,21;0;6,85;0,788;3,55;7;3,92;1,471;5,2;1,141;3,8;1,261;4,13;1,026;5,41;0,641;;;
135;02.01.2021 09:30;-82,31;0;6,22;0;6,87;0,777;3,53;7;3,96;1,474;5,2;1,14;3,72;1,311;4,11;1,026;5,4;0,641;12,368;0,19;99,7
136;02.01.2021 09:45;-82,31;0;6,24;0;6,87;0,77;3,55;7;3,94;1,472;5,18;1,144;4,47;1,231;4,1;1,035;5,47;0,638;;;
137;02.01.2021 10:00;-82,35;0;6,21;0;6,9;0,771;3,56;7;3,94;1,476;5,19;1,146;4,08;1,281;4,14;1,046;5,41;0,639;;;
138;02.01.2021 10:15;-82,28;0;6,21;0;6,88;0,761;3,55;7;3,94;1,472;5,2;1,146;4,07;1,216;4,04;1,022;5,44;0,65;;;
139;02.01.2021 10:30;-82,3;0;6,23;0;6,87;0,77;3,47;7;3,97;1,475;5,19;1,141;3,93;1,301;4,12;1,035;5,37;0,635;;;
140;02.01.2021 10:45;-82,35;0;6,21;0;6,87;0,765;3,54;7;3,93;1,473;5,16;1,146;4,3;1,405;4,14;1,048;5,42;0,641;;;
141;02.01.2021 11:00;-82,37;0;6,22;0;6,95;0,768;3,55;7;3,94;1,471;5,19;1,141;4,48;1,316;4,11;1,031;5,43;0,652;12,363;0,48;99,6
142;02.01.2021 11:15;-82,3;0;6,23;0;6,89;0,776;3,34;7;3,96;1,474;5,16;1,148;4,4;1,302;4,11;1,034;5,38;0,646;;;
143;02.01.2021 11:30;-82,32;0;6,21;0;6,97;0,771;3,54;7;3,98;1,474;5,18;1,144;4,65;1,304;4,13;1,031;5,41;0,644;;;
144;02.01.2021 11:45;-82,32;0;6,23;0;6,87;0,77;3,5;7;3,93;1,474;5,17;1,144;4,41;1,262;4,15;1,037;5,45;0,635;;;
145;02.01.2021 12:00;-82,38;0;6,24;0;7,01;0,765;3,51;7;3,93;1,474;5,19;1,146;4,57;1,339;4,1;1,032;5,41;0,645;;;
146;02.01.2021 12:15;-82,35;0;6,2;0;6,91;0,764;3,54;7;3,98;1,476;5,22;1,147;4,82;1,203;4,1;1,029;5,44;0,633;12,357;0,52;99,5
147;02.01.2021 12:30;-82,39;0;6,23;0;6,88;0,782;3,53;7;3,97;1,472;5,17;1,145;4,67;1,184;4,14;1,035;5,45;0,642;12,338;1,11;97,9
148;02.01.2021 12:45;-82,36;0;6,19;0;6,86;0,779;3,53;7;3,96;1,474;5,19;1,15;4,8;1,324;4,13;1,031;5,46;0,636;;;
149;02.01.2021 13:00;-82,22;0;6,21;0;6,86;0,77;3,52;7;3,95;1,473;5,17;1,147;4,78;1,232;4,12;1,037;5,39;0,644;;;
150;02.01.2021 13:15;-82,26;0;6,21;0;6,92;0,789;3,52;7;3,97;1,476;5,16;1,148;4,81;1,187;4,12;1,022;5,4;0,643;;;
151;02.01.2021 13:30;-82,29;0;6,21;0;6,93;0,766;3,53;7;3,94;1,471;5,18;1,147;4,83;1,204;4,12;1,036;5,44;0,638;;;
152;02.01.2021 13:45;-82,24;0;6,23;0;7,01;0,772;3,53;7;3,93;1,476;5,17;1,151;4,45;1,288;4,14;1,04;5,44;0,642;;;
153;02.01.2021 14:00;-82,21;0;6,25;0;6,9;0,773;3,55;7;3,97;1,473;5,16;1,142;4,64;1,313;4,05;1,026;5,43;0,632;12,353;0,43;99,5
154;02.01.2021 14:15;-82,19;0;6,18;0;6,92;0,765;3,53;7;3,97;1,474;5,16;1,146;4,62;1,33;4,1;1,029;5,43;0,636;;;
155;02.01.2021 14:30;-82,21;0;6,2;0;6,84;0,782;3,52;7;3,92;1,474;5,17;1,151;4,62;1,159;4,15;1,038;5,46;0,643;;;
156;02.01.2021 14:45;-82,22;0;6,22;0;6,89;0,766;3,54;7;3,92;1,474;5,17;1,144;4,77;1,324;4,11;1,023;5,41;0,64;;;
157;02.01.2021 15:00;-82,15;0;6,24;0;6,92;0,775;3,53;7;3,95;1,477;5,16;1,15;4,54;1,191;4,1;1,021;5,47;0,633;;;
158;02.01.2021 15:15;-82,18;0;6,22;0;7;0,774;3,52;7;3,97;1,478;5,16;1,147;4,91;1,325;4,13;1,04;5,44;0,646;;;
159;02.01.2021 15:30;-82,18;0;6,24;0;6,85;0,769;3,5;7;3,96;1,476;5,17;1,142;8,29;1,321;4,13;1,034;5,41;0,645;12,365;0,09;99,6
160;02.01.2021 15:45;-82,18;0;6,2;0;6,93;0,78;3,53;7;3,97;1,478;5,17;1,145;4,79;1,277;4,06;1,033;5,44;0,642;;;
161;02.01.2021 16:00;-82,24;0;6,22;0;6,85;0,774;3,52;7;3,89;1,473;5,13;1,147;4,75;1,329;4,11;1,034;5,42;0,643;;;
162;02.01.2021 16:15;-82,19;0;6,23;0;6,87;0,773;3,55;7;3,9;1,472;5,17;1,149;4,88;1,199;4,12;1,043;5,42;0,652;;;
