DELTA-T LOGGER
R-Nachbau der Loggerdateien, um Delta-T Dateien oder anderen Loggerdateiformate mit Flag-Splaten in die Level2 Datenbank hochzuladen. Autor:Marvin Lorff, Ausgabe durch Funktion: write.fwf2()
01.01. 00:00
31.07. 23:30
Start_Year: 2020
Channel number,,,,,,,,,,,
Sensor code,,,,,,,,,,,
        Datum, Logtemp, BoTemp10, BoTemp30, ThTa_A15, ThTa_B15, ThTa_A30, ThTa_B30, ThTa_A60, ThTa_B60, EsModem
Units,,,,,,,,,,,
Minimum value,,,,,,,,,,,
Maximum value,,,,,,,,,,,
30.05. 17:30 ,   18.00,    30.03,    30.03,    19.05,   103.76,    -0.27,    14.30,     3.40,    -0.38,    5.22
30.05. 18:00 ,   18.18,    30.03,    30.03,    19.08,   103.44,    -0.28,    14.30,     3.37,    -0.38,    5.22
30.05. 18:30 ,   18.11,    30.03,    30.03,    19.05,   103.36,    -0.27,    14.28,     3.40,    -0.38,    5.22
30.05. 19:00 ,   17.82,    30.03,    30.03,    19.05,   103.28,    -0.27,    14.28,     3.40,    -0.38,    5.22
30.05. 19:30 ,   17.41,    30.03,    30.03,    19.05,   103.44,    -0.27,    14.30,     3.40,    -0.38,    5.22
30.05. 20:00 ,   17.07,    30.03,    30.03,    19.05,   103.44,    -0.27,    14.30,     3.40,    -0.38,    5.22
30.05. 20:30 ,   16.66,    30.03,    30.03,    19.05,   103.44,    -0.27,    14.30,     3.40,    -0.38,    5.22
30.05. 21:00 ,   16.29,    30.03,    30.03,    19.02,   103.52,    -0.27,    14.28,     3.40,    -0.38,    5.22
30.05. 21:30 ,   15.88,    30.03,    30.03,    19.02,   103.52,    -0.27,    14.28,     3.40,    -0.38,    5.22
30.05. 22:00 ,   15.42,    30.03,    30.03,    19.02,   103.52,    -0.28,    14.30,     3.40,    -0.38,    5.21
30.05. 22:30 ,   14.93,    30.03,    30.03,    19.02,   103.60,    -0.27,    14.28,     3.40,    -0.38,    5.21
30.05. 23:00 ,   14.47,    30.03,    30.03,    19.02,   103.60,    -0.28,    14.30,     3.40,    -0.38,    5.21
30.05. 23:30 ,   13.87,    30.03,    30.03,    19.05,   103.68,    -0.28,    14.28,     3.40,    -0.38,    5.21
31.05. 00:00 ,   13.38,    30.03,    30.03,    19.02,   103.68,    -0.28,    14.28,     3.40,    -0.38,    5.21
31.05. 00:30 ,   12.83,    30.03,    30.03,    19.05,   103.68,    -0.28,    14.28,     3.40,    -0.38,    5.22
31.05. 01:00 ,   12.49,    30.03,    30.03,    19.02,   103.92,    -0.28,    14.28,     3.40,    -0.38,    5.21
31.05. 01:30 ,   12.32,    30.03,    30.03,    19.02,   103.76,    -0.27,    14.28,     3.40,    -0.38,    5.21
31.05. 02:00 ,   12.12,    30.03,    30.03,    19.00,   103.76,    -0.28,    14.28,     3.40,    -0.38,    5.21
31.05. 02:30 ,   11.93,    30.03,    30.03,    19.00,   103.84,    -0.28,    14.28,     3.40,    -0.38,    0.10
31.05. 03:00 ,   11.74,    30.03,    30.03,    19.05,   103.76,    -0.27,    14.28,     3.40,    -0.38,    5.21
31.05. 03:30 ,   11.38,    30.03,    30.03,    19.00,   103.84,    -0.27,    14.28,     3.40,    -0.38,    5.21
31.05. 04:00 ,   10.93,    30.03,    30.03,    19.02,   103.84,    -0.28,    14.28,     3.40,    -0.38,    5.21
31.05. 04:30 ,   10.50,    30.03,    30.03,    19.02,   103.84,    -0.27,    14.28,     3.40,    -0.38,    5.21
31.05. 05:00 ,   10.14,    30.03,    30.03,    19.00,   103.92,    -0.28,    14.28,     3.40,    -0.38,    5.21
31.05. 05:30 ,    9.79,    30.03,    30.03,    19.00,   103.36,    -0.27,    14.28,     3.40,    -0.38,    5.22
31.05. 06:00 ,    9.43,    30.03,    30.03,    19.00,   102.00,    -0.27,    14.28,     3.40,    -0.38,    5.21
31.05. 06:30 ,    9.27,    30.03,    30.03,    19.00,   103.84,    -0.28,    14.28,     3.40,    -0.38,    5.21
31.05. 07:00 ,    9.23,    30.03,    30.03,    19.00,   103.92,    -0.27,    14.28,     3.40,    -0.38,    5.21
31.05. 07:30 ,    9.29,    30.03,    30.03,    19.02,   103.92,    -0.28,    14.28,     3.40,    -0.38,    5.21
31.05. 08:00 ,    9.58,    30.03,    30.03,    19.00,   104.00,    -0.27,    14.28,     3.40,    -0.38,    5.21
31.05. 08:30 ,   10.05,    30.03,    30.03,    19.00,   104.00,    -0.28,    14.28,     3.40,    -0.38,    5.21
31.05. 09:00 ,   10.73,    30.03,    30.03,    19.00,   104.00,    -0.28,    14.28,     3.37,    -0.38,    5.21
31.05. 09:30 ,   11.64,    30.03,    30.03,    19.02,   104.00,    -0.27,    14.28,     3.37,    -0.38,    5.21
31.05. 10:00 ,   12.73,    30.03,    30.03,    19.00,   103.92,    -0.28,    14.25,     3.40,    -0.38,    5.21
31.05. 10:30 ,   13.89,    30.03,    30.03,    19.00,   104.00,    -0.28,    14.25,     3.40,    -0.38,    5.21
31.05. 11:00 ,   14.63,    30.03,    30.03,    19.00,   103.84,    -0.27,    14.28,     3.40,    -0.38,    5.21
31.05. 11:30 ,   15.11,    30.03,    30.03,    18.97,   103.76,    -0.28,    14.28,     3.40,    -0.38,    5.22
31.05. 12:00 ,   15.42,    30.03,    30.03,    19.00,   103.92,    -0.28,    14.25,     3.40,    -0.38,    5.22
31.05. 12:30 ,   15.88,    30.03,    30.03,    18.97,   103.84,    -0.28,    14.28,     3.40,    -0.38,    5.22
31.05. 13:00 ,   16.35,    30.03,    30.03,    18.97,   103.76,    -0.28,    14.25,     3.40,    -0.38,    5.21
31.05. 13:30 ,   16.73,    30.03,    30.03,    18.97,   103.76,    -0.27,    14.25,     3.40,    -0.38,    5.22
31.05. 14:00 ,   17.13,    30.03,    30.03,    18.97,   103.68,    -0.28,    14.25,     3.40,    -0.38,    5.21
31.05. 14:30 ,   17.48,    30.03,    30.03,    18.97,   103.68,    -0.28,    14.25,     3.37,    -0.38,    5.21
31.05. 15:00 ,   17.93,    30.03,    30.03,    18.97,   103.60,    -0.27,    14.25,     3.40,    -0.38,    5.22
31.05. 15:30 ,   18.32,    30.03,    30.03,    18.94,   103.84,    -0.28,    14.25,     3.40,    -0.38,    5.22
31.05. 16:00 ,   18.81,    30.03,    30.03,    18.94,   103.52,    -0.28,    14.25,     3.37,    -0.38,    5.22
31.05. 16:30 ,   19.41,    30.03,    30.03,    18.97,   103.44,    -0.27,    14.28,     3.37,    -0.38,    5.22
31.05. 17:00 ,   19.91,    30.03,    30.03,    18.94,   103.36,    -0.28,    14.25,     3.37,    -0.38,    5.21
31.05. 17:30 ,   20.26,    30.03,    30.03,    18.97,   103.28,    -0.27,    14.25,     3.37,    -0.38,    5.22
31.05. 18:00 ,   20.38,    30.03,    30.03,    18.94,   103.20,    -0.28,    14.25,     3.37,    -0.38,    5.22
31.05. 18:30 ,   20.38,    30.03,    30.03,    18.97,   103.12,    -0.28,    14.25,     3.40,    -0.38,    5.22
31.05. 19:00 ,   20.06,    30.03,    30.03,    18.94,   103.20,    -0.27,    14.25,     3.37,    -0.38,    5.22
31.05. 19:30 ,   19.73,    30.03,    30.03,    18.94,   103.12,    -0.28,    14.25,     3.37,    -0.38,    5.22
31.05. 20:00 ,   19.17,    30.03,    30.03,    18.94,   103.20,    -0.28,    14.25,     3.37,    -0.38,    5.22
31.05. 20:30 ,   18.53,    30.03,    30.03,    18.94,   103.28,    -0.28,    14.25,     3.40,    -0.38,    5.22
31.05. 21:00 ,   17.89,    30.03,    30.03,    18.92,   103.28,    -0.28,    14.23,     3.40,    -0.38,    5.22
31.05. 21:30 ,   17.26,    30.03,    30.03,    18.92,   103.28,    -0.27,    14.25,     3.40,    -0.38,    5.22
31.05. 22:00 ,   16.57,    30.03,    30.03,    18.92,   103.36,    -0.28,    14.25,     3.40,    -0.38,    5.22
31.05. 22:30 ,   15.88,    30.03,    30.03,    18.92,   103.44,    -0.27,    14.25,     3.40,    -0.38,    5.22
31.05. 23:00 ,   15.17,    30.03,    30.03,    18.92,   103.44,    -0.27,    14.25,     3.40,    -0.38,    5.22
31.05. 23:30 ,   14.52,    30.03,    30.03,    18.92,   103.52,    -0.28,    14.25,     3.40,    -0.38,    5.22
01.06. 00:00 ,   13.92,    30.03,    30.03,    18.92,   103.60,    -0.27,    14.25,     3.40,    -0.38,    5.21
01.06. 00:30 ,   13.49,    30.03,    30.03,    18.89,   103.60,    -0.27,    14.25,     3.40,    -0.38,    5.22
01.06. 01:00 ,   13.21,    30.03,    30.03,    18.89,   103.68,    -0.28,    14.25,     3.40,    -0.38,    5.22
01.06. 01:30 ,   12.83,    30.03,    30.03,    18.89,   103.68,    -0.28,    14.25,     3.40,    -0.38,    5.21
01.06. 02:00 ,   12.46,    30.03,    30.03,    18.89,   103.68,    -0.27,    14.25,     3.40,    -0.38,    5.21
01.06. 02:30 ,   12.15,    30.03,    30.03,    18.89,   103.68,    -0.27,    14.25,     3.40,    -0.38,    5.22
01.06. 03:00 ,   11.81,    30.03,    30.03,    18.89,   103.76,    -0.28,    14.25,     3.37,    -0.38,    5.21
01.06. 03:30 ,   11.50,    30.03,    30.03,    18.89,   103.76,    -0.27,    14.23,     3.40,    -0.38,    5.21
01.06. 04:00 ,   11.14,    30.03,    30.03,    18.89,   103.84,    -0.28,    14.25,     3.40,    -0.38,    5.21
01.06. 04:30 ,   10.73,    30.03,    30.03,    18.89,   103.76,    -0.28,    14.23,     3.40,    -0.38,    5.21
01.06. 05:00 ,   10.35,    30.03,    30.03,    18.89,   103.76,    -0.28,    14.25,     3.40,    -0.38,    5.21
01.06. 05:30 ,    9.98,    30.03,    30.03,    18.89,   103.76,    -0.28,    14.25,     3.40,    -0.38,    5.22
01.06. 06:00 ,    9.71,    30.03,    30.03,    18.92,   103.76,    -0.27,    14.23,     3.40,    -0.38,    5.21
01.06. 06:30 ,    9.79,    30.03,    30.03,    18.86,   103.76,    -0.28,    14.23,     3.40,    -0.38,    5.21
01.06. 07:00 ,   10.16,    30.03,    30.03,    18.86,   103.76,    -0.28,    14.23,     3.37,    -0.38,    5.21
01.06. 07:30 ,   10.40,    30.03,    30.03,    18.89,   103.84,    -0.27,    14.23,     3.40,    -0.38,    5.21
01.06. 08:00 ,   11.09,    30.03,    30.03,    18.89,   103.84,    -0.27,    14.23,     3.37,    -0.38,    5.21
01.06. 08:30 ,   11.88,    30.03,    30.03,    18.86,   103.92,    -0.28,    14.25,     3.40,    -0.38,    5.21
01.06. 09:00 ,   13.00,    30.03,    30.03,    18.86,   103.84,    -0.28,    14.23,     3.37,    -0.38,    5.21
01.06. 09:30 ,   14.47,    30.03,    30.03,    18.86,   103.84,    -0.27,    14.23,     3.37,    -0.38,    5.22
01.06. 10:00 ,   16.04,    30.03,    30.03,    18.86,   103.92,    -0.27,    14.23,     3.40,    -0.38,    5.21
01.06. 10:30 ,   17.63,    30.03,    30.03,    18.83,   103.68,    -0.27,    14.23,     3.40,    -0.38,    5.21
01.06. 11:00 ,   18.85,    30.03,    30.03,    18.86,   103.60,    -0.28,    14.23,     3.37,    -0.38,    5.22
01.06. 11:30 ,   19.77,    30.03,    30.03,    18.86,   103.44,    -0.28,    14.23,     3.37,    -0.38,    5.22
01.06. 12:00 ,   20.34,    30.03,    30.03,    18.86,   103.52,    -0.27,    14.23,     3.37,    -0.38,    5.21
01.06. 12:30 ,   20.87,    30.03,    30.03,    18.83,   103.60,    -0.28,    14.23,     3.37,    -0.38,    5.22
01.06. 13:00 ,   21.43,    30.03,    30.03,    18.83,   103.44,    -0.28,    14.23,     3.37,    -0.38,    5.22
01.06. 13:30 ,   21.87,    30.03,    30.03,    18.83,   103.28,    -0.27,    14.23,     3.37,    -0.38,    5.22
01.06. 14:00 ,   22.24,    30.03,    30.03,    18.83,   103.20,    -0.28,    14.23,     3.37,    -0.38,    5.22
01.06. 14:30 ,   22.40,    30.03,    30.03,    18.81,   103.52,    -0.28,    14.20,     3.37,    -0.38,    5.22
01.06. 15:00 ,   22.57,    30.03,    30.03,    18.83,   103.20,    -0.27,    14.23,     3.37,    -0.38,    5.22
01.06. 15:30 ,   22.89,    30.03,    30.03,    18.83,   103.20,    -0.28,    14.20,     3.37,    -0.38,    5.22
01.06. 16:00 ,   23.34,    30.03,    30.03,    18.81,   103.12,    -0.28,    14.23,     3.37,    -0.38,    5.23
01.06. 16:30 ,   24.07,    30.03,    30.03,    18.81,   103.04,    -0.28,    14.23,     3.37,    -0.38,    5.22
01.06. 17:00 ,   24.44,    30.03,    30.03,    18.81,   102.88,    -0.28,    14.20,     3.37,    -0.38,    5.22
01.06. 17:30 ,   24.76,    30.03,    30.03,    18.81,   102.72,    -0.28,    14.23,     3.37,    -0.38,    5.22
01.06. 18:00 ,   24.99,    30.03,    30.03,    18.81,   103.04,    -0.28,    14.20,     3.37,    -0.38,    5.22
01.06. 18:30 ,   24.90,    30.03,    30.03,    18.81,   102.64,    -0.28,    14.23,     3.37,    -0.38,    5.22
01.06. 19:00 ,   24.44,    30.03,    30.03,    18.78,   102.56,    -0.27,    14.23,     3.37,    -0.38,    5.23
01.06. 19:30 ,   23.71,    30.03,    30.03,    18.81,   102.56,    -0.28,    14.23,     3.37,    -0.38,    5.23
01.06. 20:00 ,   22.75,    30.03,    30.03,    18.78,   102.64,    -0.28,    14.20,     3.37,    -0.38,    5.23
01.06. 20:30 ,   21.83,    30.03,    30.03,    18.78,   102.80,    -0.28,    14.23,     3.37,    -0.38,    5.22
01.06. 21:00 ,   20.95,    30.03,    30.03,    18.81,   102.88,    -0.27,    14.20,     3.37,    -0.38,    5.23
01.06. 21:30 ,   19.92,    30.03,    30.03,    18.75,   102.88,    -0.27,    14.23,     3.37,    -0.38,    5.22
01.06. 22:00 ,   19.06,    30.03,    30.03,    18.78,   103.04,    -0.28,    14.20,     3.37,    -0.38,    5.22
01.06. 22:30 ,   18.11,    30.03,    30.03,    18.78,   103.36,    -0.27,    14.20,     3.37,    -0.38,    5.22
01.06. 23:00 ,   17.16,    30.03,    30.03,    18.75,   103.28,    -0.28,    14.20,     3.37,    -0.38,    5.22
01.06. 23:30 ,   16.32,    30.03,    30.03,    18.73,   103.28,    -0.27,    14.20,     3.37,    -0.38,    5.22
02.06. 00:00 ,   15.57,    30.03,    30.03,    18.75,   103.60,    -0.27,    14.20,     3.37,    -0.38,    5.21
02.06. 00:30 ,   14.91,    30.03,    30.03,    18.75,   103.68,    -0.27,    14.20,     3.37,    -0.38,    5.22
02.06. 01:00 ,   14.33,    30.03,    30.03,    18.75,   103.52,    -0.27,    14.20,     3.37,    -0.38,    5.22
02.06. 01:30 ,   14.00,    30.03,    30.03,    18.75,   103.52,    -0.28,    14.20,     3.37,    -0.38,    5.22
02.06. 02:00 ,   13.59,    30.03,    30.03,    18.75,   103.68,    -0.27,    14.20,     3.40,    -0.38,    5.22
02.06. 02:30 ,   13.27,    30.03,    30.03,    18.75,   103.60,    -0.27,    14.20,     3.37,    -0.38,    5.21
02.06. 03:00 ,   12.89,    30.03,    30.03,    18.75,   103.60,    -0.28,    14.20,     3.37,    -0.38,    5.22
02.06. 03:30 ,   12.49,    30.03,    30.03,    18.73,   103.60,    -0.27,    14.20,     3.40,    -0.38,    5.21
02.06. 04:00 ,   12.12,    30.03,    30.03,    18.75,   103.60,    -0.27,    14.20,     3.37,    -0.38,    5.21
02.06. 04:30 ,   11.76,    30.03,    30.03,    18.73,   103.60,    -0.27,    14.20,     3.37,    -0.38,    5.22
02.06. 05:00 ,   11.40,    30.03,    30.03,    18.73,   103.68,    -0.28,    14.20,     3.37,    -0.38,    5.21
02.06. 05:30 ,   11.12,    30.03,    30.03,    18.75,   103.68,    -0.27,    14.20,     3.40,    -0.38,    5.21
02.06. 06:00 ,   10.88,    30.03,    30.03,    18.75,   103.68,    -0.27,    14.20,     3.37,    -0.38,    5.22
02.06. 06:30 ,   11.09,    30.03,    30.03,    18.73,   103.76,    -0.28,    14.20,     3.37,    -0.38,    5.21
02.06. 07:00 ,   11.64,    30.03,    30.03,    18.75,   103.68,    -0.27,    14.20,     3.37,    -0.38,    5.21
02.06. 07:30 ,   11.95,    30.03,    30.03,    18.73,   103.76,    -0.27,    14.20,     3.40,    -0.38,    5.21
02.06. 08:00 ,   12.67,    30.03,    30.03,    18.73,   103.76,    -0.27,    14.20,     3.37,    -0.38,    5.21
02.06. 08:30 ,   13.40,    30.03,    30.03,    18.73,   103.76,    -0.27,    14.20,     3.37,    -0.38,    5.21
02.06. 09:00 ,   14.33,    30.03,    30.03,    18.70,   103.76,    -0.27,    14.20,     3.37,    -0.38,    5.22
02.06. 09:30 ,   15.48,    30.03,    30.03,    18.70,   103.84,    -0.27,    14.20,     3.37,    -0.38,    5.22
02.06. 10:00 ,   17.04,    30.03,    30.03,    18.70,   103.92,    -0.27,    14.20,     3.37,    -0.38,    5.22
02.06. 10:30 ,   18.60,    30.03,    30.03,    18.70,   103.68,    -0.28,    14.18,     3.37,    -0.38,    5.22
02.06. 11:00 ,   19.77,    30.03,    30.03,    18.70,   103.68,    -0.27,    14.20,     3.37,    -0.38,    5.21
02.06. 11:30 ,   20.62,    30.03,    30.03,    18.67,   103.60,    -0.28,    14.18,     3.37,    -0.38,    5.22
02.06. 12:00 ,   21.27,    30.03,    30.03,    18.70,   103.60,    -0.28,    14.20,     3.37,    -0.38,    5.22
02.06. 12:30 ,   21.83,    30.03,    30.03,    18.67,   103.52,    -0.28,    14.18,     3.37,    -0.38,    5.22
02.06. 13:00 ,   22.44,    30.03,    30.03,    18.70,   103.44,    -0.28,    14.20,     3.37,    -0.38,    5.22
02.06. 13:30 ,   23.12,    30.03,    30.03,    18.67,   103.20,    -0.27,    14.18,     3.37,    -0.38,    5.22
02.06. 14:00 ,   23.57,    30.03,    30.03,    18.70,   103.28,    -0.27,    14.18,     3.37,    -0.38,    5.22
02.06. 14:30 ,   23.85,    30.03,    30.03,    18.65,   103.04,    -0.28,    14.18,     3.37,    -0.38,    5.22
02.06. 15:00 ,   23.94,    30.03,    30.03,    18.65,   103.20,    -0.28,    14.18,     3.37,    -0.38,    5.22
02.06. 15:30 ,   24.25,    30.03,    30.03,    18.65,   103.04,    -0.27,    14.18,     3.37,    -0.38,    5.22
02.06. 16:00 ,   24.67,    30.03,    30.03,    18.65,   103.12,    -0.28,    14.18,     3.37,    -0.38,    5.23
02.06. 16:30 ,   25.24,    30.03,    30.03,    18.65,   102.80,    -0.27,    14.18,     3.37,    -0.38,    5.23
02.06. 17:00 ,   25.66,    30.03,    30.03,    18.62,   103.12,    -0.28,    14.18,     3.37,    -0.38,    5.23
02.06. 17:30 ,   25.66,    30.03,    30.03,    18.62,   103.04,    -0.28,    14.18,     3.37,    -0.38,    5.23
02.06. 18:00 ,   25.76,    30.03,    30.03,    18.62,   103.04,    -0.27,    14.18,     3.37,    -0.38,    5.22
02.06. 18:30 ,   25.50,    30.03,    30.03,    18.62,   102.88,    -0.27,    14.18,     3.37,    -0.38,    5.23
02.06. 19:00 ,   24.85,    30.03,    30.03,    18.62,   102.56,    -0.27,    14.18,     3.37,    -0.38,    5.23
02.06. 19:30 ,   24.07,    30.03,    30.03,    18.59,   102.48,    -0.28,    14.18,     3.37,    -0.38,    5.23
02.06. 20:00 ,   23.25,    30.03,    30.03,    18.62,   102.72,    -0.28,    14.18,     3.37,    -0.38,    5.22
02.06. 20:30 ,   22.37,    30.03,    30.03,    18.62,   102.72,    -0.28,    14.18,     3.37,    -0.38,    5.23
02.06. 21:00 ,   21.47,    30.03,    30.03,    18.62,   102.80,    -0.28,    14.18,     3.37,    -0.38,    5.22
02.06. 21:30 ,   20.54,    30.03,    30.03,    18.62,   102.88,    -0.28,    14.18,     3.37,    -0.38,    5.22
02.06. 22:00 ,   19.59,    30.03,    30.03,    18.59,   103.04,    -0.27,    14.18,     3.37,    -0.38,    5.22
02.06. 22:30 ,   18.78,    30.03,    30.03,    18.59,   103.04,    -0.27,    14.18,     3.37,    -0.38,    5.22
02.06. 23:00 ,   17.93,    30.03,    30.03,    18.59,   103.28,    -0.27,    14.18,     3.37,    -0.38,    5.22
02.06. 23:30 ,   17.16,    30.03,    30.03,    18.59,   103.28,    -0.28,    14.18,     3.37,    -0.38,    5.22
03.06. 00:00 ,   16.54,    30.03,    30.03,    18.59,   103.36,    -0.28,    14.15,     3.37,    -0.38,    5.22
03.06. 00:30 ,   15.94,    30.03,    30.03,    18.59,   103.44,    -0.27,    14.18,     3.37,    -0.38,    5.22
03.06. 01:00 ,   15.45,    30.03,    30.03,    18.56,   103.52,    -0.28,    14.18,     3.37,    -0.38,    5.22
03.06. 01:30 ,   14.88,    30.03,    30.03,    18.59,   103.44,    -0.27,    14.18,     3.37,    -0.38,    5.21
03.06. 02:00 ,   14.49,    30.03,    30.03,    18.56,   103.52,    -0.27,    14.15,     3.37,    -0.38,    5.22
03.06. 02:30 ,   14.11,    30.03,    30.03,    18.59,   103.52,    -0.27,    14.18,     3.37,    -0.38,    5.22
03.06. 03:00 ,   13.73,    30.03,    30.03,    18.56,   103.76,    -0.27,    14.18,     3.37,    -0.38,    5.22
03.06. 03:30 ,   13.41,    30.03,    30.03,    18.56,   103.60,    -0.27,    14.15,     3.37,    -0.38,    5.22
03.06. 04:00 ,   13.10,    30.03,    30.03,    18.56,   103.68,    -0.27,    14.18,     3.37,    -0.38,    5.21
03.06. 04:30 ,   12.94,    30.03,    30.03,    18.56,   103.76,    -0.27,    14.15,     3.37,    -0.38,    5.21
03.06. 05:00 ,   12.72,    30.03,    30.03,    18.56,   103.68,    -0.28,    14.18,     3.37,    -0.38,    5.22
03.06. 05:30 ,   12.56,    30.03,    30.03,    18.56,   103.68,    -0.27,    14.18,     3.37,    -0.38,    5.21
03.06. 06:00 ,   12.51,    30.03,    30.03,    18.54,   103.68,    -0.28,    14.15,     3.37,    -0.38,    5.22
03.06. 06:30 ,   12.64,    30.03,    30.03,    18.54,   103.76,    -0.27,    14.18,     3.37,    -0.38,    5.21
03.06. 07:00 ,   13.02,    30.03,    30.03,    18.54,   103.68,    -0.28,    14.15,     3.37,    -0.38,    5.22
03.06. 07:30 ,   13.43,    30.03,    30.03,    18.54,   103.68,    -0.28,    14.15,     3.37,    -0.38,    5.22
03.06. 08:00 ,   13.98,    30.03,    30.03,    18.56,   103.68,    -0.28,    14.15,     3.37,    -0.38,    5.22
03.06. 08:30 ,   14.49,    30.03,    30.03,    18.56,   103.68,    -0.28,    14.15,     3.37,    -0.38,    5.22
03.06. 09:00 ,   15.24,    30.03,    30.03,    18.54,   103.76,    -0.27,    14.15,     3.37,    -0.38,    5.21
03.06. 09:30 ,   16.35,    30.03,    30.03,    18.51,   103.68,    -0.27,    14.15,     3.37,    -0.38,    5.22
03.06. 10:00 ,   17.56,    30.03,    30.03,    18.54,   103.68,    -0.28,    14.15,     3.37,    -0.38,    5.21
03.06. 10:30 ,   18.92,    30.03,    30.03,    18.54,   103.60,    -0.28,    14.15,     3.37,    -0.38,    5.21
03.06. 11:00 ,   19.96,    30.03,    30.03,    18.54,   103.44,    -0.27,    14.15,     3.34,    -0.38,    5.21
03.06. 11:30 ,   20.82,    30.03,    30.03,    18.51,   103.28,    -0.27,    14.15,     3.37,    -0.38,    5.22
03.06. 12:00 ,   21.43,    30.03,    30.03,    18.54,   103.44,    -0.27,    14.15,     3.37,    -0.38,    5.22
03.06. 12:30 ,   21.67,    30.03,    30.03,    18.51,   103.20,    -0.28,    14.15,     3.34,    -0.38,    5.22
03.06. 13:00 ,   22.04,    30.03,    30.03,    18.48,   103.28,    -0.28,    14.15,     3.34,    -0.38,    5.22
03.06. 13:30 ,   22.40,    30.03,    30.03,    18.51,   103.36,    -0.27,    14.13,     3.34,    -0.38,    5.22
03.06. 14:00 ,   23.02,    30.03,    30.03,    18.48,   103.52,    -0.27,    14.15,     3.37,    -0.38,    5.22
03.06. 14:30 ,   23.39,    30.03,    30.03,    18.48,   103.12,    -0.28,    14.13,     3.34,    -0.38,    5.23
03.06. 15:00 ,   23.67,    30.03,    30.03,    18.48,   102.88,    -0.27,    14.13,     3.34,    -0.38,    5.22
03.06. 15:30 ,   23.25,    30.03,    30.03,    18.51,   102.64,    -0.27,    14.15,     3.34,    -0.38,    5.22
03.06. 16:00 ,   22.37,    30.03,    30.03,    18.48,   102.72,    -0.27,    14.15,     3.37,    -0.38,    5.22
03.06. 16:30 ,   21.31,    30.03,    30.03,    18.48,   102.88,    -0.28,    14.13,     3.37,    -0.38,    5.22
03.06. 17:00 ,   20.50,    30.03,    30.03,    18.46,   103.12,    -0.27,    14.13,     3.37,    -0.38,    5.22
03.06. 17:30 ,   20.14,    30.03,    30.03,    18.48,   102.88,    -0.28,    14.13,     3.37,    -0.38,    5.22
03.06. 18:00 ,   20.38,    30.03,    30.03,    18.46,   102.88,    -0.27,    14.13,     3.37,    -0.38,    5.22
03.06. 18:30 ,   20.22,    30.03,    30.03,    18.46,   102.88,    -0.27,    14.13,     3.37,    -0.38,    5.22
03.06. 19:00 ,   19.91,    30.03,    30.03,    18.48,   102.96,    -0.28,    14.13,     3.37,    -0.38,    5.22
03.06. 19:30 ,   19.59,    30.03,    30.03,    18.46,   103.12,    -0.28,    14.13,     3.37,    -0.38,    5.22
03.06. 20:00 ,   19.20,    30.03,    30.03,    18.43,   103.04,    -0.28,    14.13,     3.37,    -0.38,    5.22
03.06. 20:30 ,   18.78,    30.03,    30.03,    18.46,   102.96,    -0.27,    14.13,     3.34,    -0.38,    5.22
03.06. 21:00 ,   18.25,    30.03,    30.03,    18.43,   103.04,    -0.28,    14.15,     3.34,    -0.38,    5.22
03.06. 21:30 ,   17.75,    30.03,    30.03,    18.43,   102.96,    -0.27,    14.13,     3.34,    -0.38,    5.22
03.06. 22:00 ,   17.35,    30.03,    30.03,    18.46,   103.20,    -0.27,    14.13,     3.37,    -0.38,    5.22
03.06. 22:30 ,   16.97,    30.03,    30.03,    18.43,   103.12,    -0.28,    14.13,     3.37,    -0.38,    5.22
03.06. 23:00 ,   16.54,    30.03,    30.03,    18.43,   103.28,    -0.27,    14.13,     3.37,    -0.38,    5.22
03.06. 23:30 ,   16.19,    30.03,    30.03,    18.46,   103.28,    -0.28,    14.13,     3.37,    -0.38,    5.22
04.06. 00:00 ,   15.91,    30.03,    30.03,    18.40,   103.28,    -0.27,    14.13,     3.37,    -0.38,    5.22
04.06. 00:30 ,   15.54,    30.03,    30.03,    18.40,   103.28,    -0.27,    14.13,     3.34,    -0.38,    5.21
04.06. 01:00 ,   15.23,    30.03,    30.03,    18.43,   103.36,    -0.27,    14.13,     3.37,    -0.38,    5.22
04.06. 01:30 ,   14.88,    30.03,    30.03,    18.40,   103.28,    -0.27,    14.13,     3.34,    -0.38,    5.22
04.06. 02:00 ,   14.57,    30.03,    30.03,    18.40,   103.36,    -0.27,    14.13,     3.37,    -0.38,    5.21
04.06. 02:30 ,   14.36,    30.03,    30.03,    18.40,   103.44,    -0.28,    14.13,     3.37,    -0.38,    5.21
04.06. 03:00 ,   14.19,    30.03,    30.03,    18.40,   103.44,    -0.27,    14.13,     3.37,    -0.38,    5.21
04.06. 03:30 ,   14.11,    30.03,    30.03,    18.43,   103.36,    -0.27,    14.13,     3.37,    -0.38,    5.22
04.06. 04:00 ,   14.00,    30.03,    30.03,    18.43,   103.60,    -0.27,    14.10,     3.34,    -0.38,    5.21
04.06. 04:30 ,   13.95,    30.03,    30.03,    18.40,   103.36,    -0.27,    14.13,     3.37,    -0.38,    5.21
04.06. 05:00 ,   13.95,    30.03,    30.03,    18.40,   103.44,    -0.27,    14.13,     3.34,    -0.38,    5.21
04.06. 05:30 ,   13.84,    30.03,    30.03,    18.38,   103.44,    -0.27,    14.10,     3.37,    -0.38,    5.22
