DELTA-T LOGGER
R-Nachbau der Loggerdateien, um Delta-T Dateien oder anderen Loggerdateiformate mit Flag-Splaten in die Level2 Datenbank hochzuladen. Autor:Marvin Lorff, Ausgabe durch Funktion: write.fwf2()
01.01. 00:00
31.07. 23:30
Start_Year: 2020
Channel number,,,,,,,,,,,
Sensor code,,,,,,,,,,,
        Datum, Logtemp, BoTemp10, BoTemp30, ThTa_A15, ThTa_B15, ThTa_A30, ThTa_B30, ThTa_A60, ThTa_B60, EsModem
Units,,,,,,,,,,,
Minimum value,,,,,,,,,,,
Maximum value,,,,,,,,,,,
06.02. 23:00 ,   -0.71,    30.03,    30.03,    21.27,    20.40,    -0.28,    16.27,     4.19,    -0.38,    5.21
06.02. 23:30 ,   -0.89,    30.03,    30.03,    21.27,    20.40,    -0.28,    16.27,     4.19,    -0.38,    0.09
07.02. 00:00 ,   -1.03,    30.03,    30.03,    21.27,    20.35,    -0.28,    16.27,     4.19,    -0.38,    5.21
07.02. 00:30 ,   -1.20,    30.03,    30.03,    21.25,    20.38,    -0.28,    16.25,     4.22,    -0.38,    0.09
07.02. 01:00 ,   -1.32,    30.03,    30.03,    21.25,    20.38,    -0.28,    16.27,     4.19,    -0.38,    0.09
07.02. 01:30 ,   -1.47,    30.03,    30.03,    21.25,    20.38,    -0.28,    16.25,     4.22,    -0.38,    5.20
07.02. 02:00 ,   -1.64,    30.03,    30.03,    21.27,    20.38,    -0.28,    16.25,     4.19,    -0.38,    0.08
07.02. 02:30 ,   -1.81,    30.03,    30.03,    21.27,    20.38,    -0.28,    16.25,     4.19,    -0.38,    5.21
07.02. 03:00 ,   -1.98,    30.03,    30.03,    21.25,    20.38,    -0.28,    16.25,     4.19,    -0.38,    5.21
07.02. 03:30 ,   -2.12,    30.03,    30.03,    21.22,    20.38,    -0.28,    16.25,     4.22,    -0.38,    0.09
07.02. 04:00 ,   -2.28,    30.03,    30.03,    21.25,    20.38,    -0.28,    16.25,     4.19,    -0.38,    5.20
07.02. 04:30 ,   -2.39,    30.03,    30.03,    21.22,    20.35,    -0.28,    16.25,     4.22,    -0.38,    0.08
07.02. 05:00 ,   -2.55,    30.03,    30.03,    21.22,    20.35,    -0.28,    16.22,     4.19,    -0.38,    0.09
07.02. 05:30 ,   -2.71,    30.03,    30.03,    21.25,    20.38,    -0.28,    16.22,     4.19,    -0.38,    0.09
07.02. 06:00 ,   -2.83,    30.03,    30.03,    21.25,    20.38,    -0.28,    16.22,     4.22,    -0.38,    0.09
07.02. 06:30 ,   -2.94,    30.03,    30.03,    21.25,    20.35,    -0.28,    16.22,     4.19,    -0.38,    0.09
07.02. 07:00 ,   -3.03,    30.03,    30.03,    21.25,    20.35,    -0.28,    16.22,     4.19,    -0.38,    0.08
07.02. 07:30 ,   -3.10,    30.03,    30.03,    21.25,    20.38,    -0.28,    16.22,     4.19,    -0.38,    5.20
07.02. 08:00 ,   -3.14,    30.03,    30.03,    21.25,    20.35,    -0.28,    16.19,     4.19,    -0.38,    5.21
07.02. 08:30 ,   -3.16,    30.03,    30.03,    21.22,    20.35,    -0.28,    16.22,     4.19,    -0.38,    5.21
07.02. 09:00 ,   -3.16,    30.03,    30.03,    21.25,    20.35,    -0.28,    16.22,     4.19,    -0.38,    0.09
07.02. 09:30 ,   -3.08,    30.03,    30.03,    21.22,    20.33,    -0.28,    16.19,     4.19,    -0.38,    0.09
07.02. 10:00 ,   -2.89,    30.03,    30.03,    21.22,    20.35,    -0.28,    16.19,     4.19,    -0.38,    0.08
07.02. 10:30 ,   -2.57,    30.03,    30.03,    21.22,    20.33,    -0.28,    16.19,     4.19,    -0.38,    0.08
07.02. 11:00 ,   -2.08,    30.03,    30.03,    21.22,    20.35,    -0.28,    16.17,     4.19,    -0.38,    5.20
07.02. 11:30 ,   -1.52,    30.03,    30.03,    21.22,    20.33,    -0.28,    16.17,     4.19,    -0.38,    0.09
07.02. 12:00 ,   -0.80,    30.03,    30.03,    21.22,    20.33,    -0.28,    16.17,     4.22,    -0.38,    5.21
07.02. 12:30 ,   -0.07,    30.03,    30.03,    21.20,    20.35,    -0.28,    16.17,     4.19,    -0.38,    5.21
07.02. 13:00 ,    0.68,    30.03,    30.03,    21.20,    20.35,    -0.28,    16.17,     4.19,    -0.38,    0.08
07.02. 13:30 ,    1.41,    30.03,    30.03,    21.20,    20.33,    -0.28,    16.17,     4.19,    -0.38,    0.09
07.02. 14:00 ,    1.97,    30.03,    30.03,    21.20,    20.33,    -0.28,    16.14,     4.19,    -0.38,    5.21
07.02. 14:30 ,    2.46,    30.03,    30.03,    21.20,    20.33,    -0.28,    16.17,     4.19,    -0.38,    0.08
07.02. 15:00 ,    3.00,    30.03,    30.03,    21.17,    20.33,    -0.28,    16.17,     4.19,    -0.38,    5.21
07.02. 15:30 ,    3.43,    30.03,    30.03,    21.20,    20.33,    -0.28,    16.14,     4.19,    -0.38,    0.09
07.02. 16:00 ,    3.76,    30.03,    30.03,    21.20,    20.33,    -0.28,    16.14,     4.19,    -0.38,    0.09
07.02. 16:30 ,    3.96,    30.03,    30.03,    21.20,    20.30,    -0.28,    16.14,     4.19,    -0.38,    0.09
07.02. 17:00 ,    3.98,    30.03,    30.03,    21.17,    20.30,    -0.28,    16.14,     4.19,    -0.38,    0.09
07.02. 17:30 ,    3.87,    30.03,    30.03,    21.22,    20.30,    -0.28,    16.14,     4.19,    -0.38,    0.09
07.02. 18:00 ,    3.57,    30.03,    30.03,    21.17,    20.33,    -0.28,    16.14,     4.19,    -0.38,    0.09
07.02. 18:30 ,    3.19,    30.03,    30.03,    21.20,    20.30,    -0.28,    16.11,     4.19,    -0.38,    0.09
07.02. 19:00 ,    2.83,    30.03,    30.03,    21.20,    20.33,    -0.28,    16.14,     4.19,    -0.38,    0.09
07.02. 19:30 ,    2.55,    30.03,    30.03,    21.17,    20.33,    -0.28,    16.11,     4.19,    -0.38,    5.21
07.02. 20:00 ,    2.26,    30.03,    30.03,    21.20,    20.30,    -0.28,    16.11,     4.19,    -0.38,    5.21
07.02. 20:30 ,    2.07,    30.03,    30.03,    21.15,    20.30,    -0.28,    16.11,     4.19,    -0.38,    0.09
07.02. 21:00 ,    1.79,    30.03,    30.03,    21.17,    20.30,    -0.28,    16.11,     4.19,    -0.38,    5.21
07.02. 21:30 ,    1.51,    30.03,    30.03,    21.17,    20.30,    -0.28,    16.09,     4.19,    -0.38,    5.21
07.02. 22:00 ,    1.22,    30.03,    30.03,    21.17,    20.30,    -0.28,    16.09,     4.19,    -0.38,    0.08
07.02. 22:30 ,    0.92,    30.03,    30.03,    21.17,    20.30,    -0.28,    16.09,     4.19,    -0.38,    0.09
07.02. 23:00 ,    0.65,    30.03,    30.03,    21.17,    20.27,    -0.28,    16.09,     4.19,    -0.38,    0.09
07.02. 23:30 ,    0.40,    30.03,    30.03,    21.17,    20.30,    -0.28,    16.09,     4.19,    -0.38,    0.08
08.02. 00:00 ,    0.24,    30.03,    30.03,    21.17,    20.27,    -0.28,    16.09,     4.19,    -0.38,    0.09
08.02. 00:30 ,    0.03,    30.03,    30.03,    21.17,    20.30,    -0.28,    16.09,     4.19,    -0.38,    0.08
08.02. 01:00 ,   -0.16,    30.03,    30.03,    21.17,    20.30,    -0.28,    16.09,     4.19,    -0.38,    5.21
08.02. 01:30 ,   -0.36,    30.03,    30.03,    21.17,    20.27,    -0.28,    16.09,     4.17,    -0.38,    5.21
08.02. 02:00 ,   -0.53,    30.03,    30.03,    21.15,    20.30,    -0.28,    16.06,     4.19,    -0.38,    5.21
08.02. 02:30 ,   -0.71,    30.03,    30.03,    21.20,    20.30,    -0.28,    16.06,     4.19,    -0.38,    5.20
08.02. 03:00 ,   -0.85,    30.03,    30.03,    21.15,    20.27,    -0.28,    16.06,     4.19,    -0.38,    0.08
08.02. 03:30 ,   -1.00,    30.03,    30.03,    21.15,    20.27,    -0.28,    16.06,     4.19,    -0.38,    0.09
08.02. 04:00 ,   -1.14,    30.03,    30.03,    21.15,    20.27,    -0.28,    16.06,     4.19,    -0.38,    0.08
08.02. 04:30 ,   -1.24,    30.03,    30.03,    21.15,    20.27,    -0.28,    16.03,     4.19,    -0.38,    0.09
08.02. 05:00 ,   -1.36,    30.03,    30.03,    21.15,    20.27,    -0.28,    16.03,     4.19,    -0.38,    0.09
08.02. 05:30 ,   -1.46,    30.03,    30.03,    21.15,    20.30,    -0.28,    16.06,     4.19,    -0.38,    0.08
08.02. 06:00 ,   -1.57,    30.03,    30.03,    21.15,    20.27,    -0.28,    16.03,     4.19,    -0.38,    0.09
08.02. 06:30 ,   -1.67,    30.03,    30.03,    21.15,    20.27,    -0.28,    16.03,     4.19,    -0.38,    0.09
08.02. 07:00 ,   -1.73,    30.03,    30.03,    21.15,    20.27,    -0.28,    16.06,     4.17,    -0.38,    0.09
08.02. 07:30 ,   -1.77,    30.03,    30.03,    21.12,    20.25,    -0.28,    16.03,     4.17,    -0.38,    0.09
08.02. 08:00 ,   -1.80,    30.03,    30.03,    21.15,    20.30,    -0.28,    16.03,     4.17,    -0.38,    0.09
08.02. 08:30 ,   -1.85,    30.03,    30.03,    21.15,    20.30,    -0.28,    16.03,     4.19,    -0.38,    0.09
08.02. 09:00 ,   -1.85,    30.03,    30.03,    21.12,    20.25,    -0.28,    16.03,     4.19,    -0.38,    0.08
08.02. 09:30 ,   -1.70,    30.03,    30.03,    21.15,    20.27,    -0.28,    16.03,     4.19,    -0.38,    0.09
08.02. 10:00 ,   -1.43,    30.03,    30.03,    21.12,    20.25,    -0.28,    16.00,     4.17,    -0.38,    0.08
08.02. 10:30 ,   -1.08,    30.03,    30.03,    21.12,    20.25,    -0.28,    16.03,     4.19,    -0.38,    0.09
08.02. 11:00 ,   -0.63,    30.03,    30.03,    21.12,    20.27,    -0.28,    16.00,     4.17,    -0.38,    0.09
08.02. 11:30 ,   -0.08,    30.03,    30.03,    21.12,    20.25,    -0.28,    16.00,     4.17,    -0.38,    0.08
08.02. 12:00 ,    0.58,    30.03,    30.03,    21.09,    20.25,    -0.28,    16.00,     4.17,    -0.38,    0.09
08.02. 12:30 ,    1.29,    30.03,    30.03,    21.12,    20.25,    -0.28,    16.00,     4.17,    -0.38,    0.09
08.02. 13:00 ,    2.01,    30.03,    30.03,    21.09,    20.25,    -0.28,    16.00,     4.17,    -0.38,    5.20
08.02. 13:30 ,    2.81,    30.03,    30.03,    21.12,    33.62,    -0.28,    16.00,     4.17,    -0.38,    0.09
08.02. 14:00 ,    3.58,    30.03,    30.03,    21.12,    31.48,    -0.28,    16.00,     4.17,    -0.38,    0.09
08.02. 14:30 ,    4.34,    30.03,    30.03,    21.12,   100.56,    -0.28,    16.00,     4.19,    -0.38,    0.08
08.02. 15:00 ,    5.00,    30.03,    30.03,    21.09,   101.36,    -0.28,    16.00,     4.17,    -0.38,    0.09
08.02. 15:30 ,    5.68,    30.03,    30.03,    21.12,   102.00,    -0.28,    16.00,     4.19,    -0.38,    0.09
08.02. 16:00 ,    6.24,    30.03,    30.03,    21.12,   102.32,    -0.28,    15.98,     4.17,    -0.38,    0.09
08.02. 16:30 ,    6.57,    30.03,    30.03,    21.12,   102.00,    -0.28,    15.98,     4.17,    -0.38,    0.09
08.02. 17:00 ,    6.68,    30.03,    30.03,    21.12,   101.44,    -0.28,    15.98,     4.17,    -0.38,    0.09
08.02. 17:30 ,    6.68,    30.03,    30.03,    21.09,   101.44,    -0.28,    15.98,     4.17,    -0.38,    5.21
08.02. 18:00 ,    6.46,    30.03,    30.03,    21.09,   100.72,    -0.28,    15.98,     4.17,    -0.38,    5.21
08.02. 18:30 ,    6.12,    30.03,    30.03,    21.09,   100.72,    -0.28,    15.98,     4.19,    -0.38,    5.21
08.02. 19:00 ,    5.66,    30.03,    30.03,    21.12,    51.52,    -0.28,    15.98,     4.17,    -0.38,    0.09
08.02. 19:30 ,    5.17,    30.03,    30.03,    21.09,    55.60,    -0.28,    15.98,     4.17,    -0.38,    5.21
08.02. 20:00 ,    4.70,    30.03,    30.03,    21.09,    34.67,    -0.28,    15.98,     4.17,    -0.38,    0.09
08.02. 20:30 ,    4.25,    30.03,    30.03,    21.09,    48.56,    -0.28,    15.98,     4.17,    -0.38,    5.21
08.02. 21:00 ,    3.80,    30.03,    30.03,    21.09,   100.08,    -0.28,    15.95,     4.17,    -0.38,    0.09
08.02. 21:30 ,    3.38,    30.03,    30.03,    21.09,    96.00,    -0.28,    15.98,     4.17,    -0.38,    5.21
08.02. 22:00 ,    3.00,    30.03,    30.03,    21.09,    96.24,    -0.28,    15.95,     4.17,    -0.38,    0.09
08.02. 22:30 ,    2.62,    30.03,    30.03,    21.09,    67.92,    -0.28,    15.98,     4.17,    -0.38,    0.09
08.02. 23:00 ,    2.36,    30.03,    30.03,    21.09,    60.48,    -0.28,    15.95,     4.17,    -0.38,    0.09
08.02. 23:30 ,    2.15,    30.03,    30.03,    21.07,    54.88,    -0.28,    15.95,     4.17,    -0.38,    0.09
09.02. 00:00 ,    1.99,    30.03,    30.03,    21.07,    87.84,    -0.28,    15.95,     4.19,    -0.38,    0.09
09.02. 00:30 ,    1.85,    30.03,    30.03,    21.09,    92.80,    -0.28,    15.95,     4.17,    -0.38,    5.20
09.02. 01:00 ,    1.71,    30.03,    30.03,    21.09,    91.60,    -0.28,    15.95,     4.17,    -0.38,    0.09
09.02. 01:30 ,    1.55,    30.03,    30.03,    21.07,    57.68,    -0.28,    15.95,     4.17,    -0.38,    0.09
09.02. 02:00 ,    1.44,    30.03,    30.03,    21.07,    62.56,    -0.28,    15.95,     4.17,    -0.38,    5.20
09.02. 02:30 ,    1.34,    30.03,    30.03,    21.09,    85.28,    -0.28,    15.95,     4.17,    -0.38,    0.09
09.02. 03:00 ,    1.30,    30.03,    30.03,    21.09,    84.56,    -0.28,    15.95,     4.17,    -0.38,    5.21
09.02. 03:30 ,    1.26,    30.03,    30.03,    21.09,    52.80,    -0.28,    15.95,     4.17,    -0.38,    0.09
09.02. 04:00 ,    1.27,    30.03,    30.03,    21.09,    79.44,    -0.28,    15.95,     4.17,    -0.38,    0.09
09.02. 04:30 ,    1.38,    30.03,    30.03,    21.09,    93.68,    -0.28,    15.95,     4.17,    -0.38,    5.20
09.02. 05:00 ,    1.52,    30.03,    30.03,    21.07,    98.80,    -0.28,    15.95,     4.17,    -0.38,    0.08
09.02. 05:30 ,    1.58,    30.03,    30.03,    21.07,    94.00,    -0.28,    15.95,     4.17,    -0.38,    0.09
09.02. 06:00 ,    1.58,    30.03,    30.03,    21.07,   100.08,    -0.28,    15.92,     4.17,    -0.38,    5.21
09.02. 06:30 ,    1.60,    30.03,    30.03,    21.04,   100.08,    -0.28,    15.92,     4.17,    -0.38,    0.09
09.02. 07:00 ,    1.58,    30.03,    30.03,    21.04,   100.08,    -0.28,    15.95,     4.17,    -0.38,    5.20
09.02. 07:30 ,    1.49,    30.03,    30.03,    21.04,    90.72,    -0.28,    15.92,     4.17,    -0.38,    0.08
09.02. 08:00 ,    1.34,    30.03,    30.03,    21.07,    63.28,    -0.28,    15.92,     4.17,    -0.38,    0.08
09.02. 08:30 ,    1.26,    30.03,    30.03,    21.07,    84.00,    -0.28,    15.92,     4.17,    -0.38,    0.09
09.02. 09:00 ,    1.34,    30.03,    30.03,    21.09,    99.44,    -0.28,    15.92,     4.17,    -0.38,    0.09
09.02. 09:30 ,    1.74,    30.03,    30.03,    21.04,    20.17,    -0.28,    15.92,     4.17,    -0.38,    5.21
09.02. 10:00 ,    2.21,    30.03,    30.03,    21.04,   100.40,    -0.28,    15.92,     4.17,    -0.38,    0.09
09.02. 10:30 ,    2.69,    30.03,    30.03,    21.07,    97.60,    -0.28,    15.92,     4.17,    -0.38,    0.09
09.02. 11:00 ,    3.27,    30.03,    30.03,    21.07,   102.88,    -0.28,    15.90,     4.17,    -0.38,    0.09
09.02. 11:30 ,    4.09,    30.03,    30.03,    21.07,   103.84,    -0.28,    15.92,     4.17,    -0.38,    0.08
09.02. 12:00 ,    4.95,    30.03,    30.03,    21.04,   103.76,    -0.28,    15.90,     4.17,    -0.38,    5.21
09.02. 12:30 ,    5.86,    30.03,    30.03,    21.04,   103.68,    -0.28,    15.90,     4.17,    -0.38,    0.09
09.02. 13:00 ,    6.69,    30.03,    30.03,    21.04,   103.68,    -0.28,    15.90,     4.17,    -0.38,    0.09
09.02. 13:30 ,    7.49,    30.03,    30.03,    21.07,   103.60,    -0.28,    15.90,     4.17,    -0.38,    5.21
09.02. 14:00 ,    8.27,    30.03,    30.03,    21.04,   103.52,    -0.28,    15.90,     4.17,    -0.38,    5.21
09.02. 14:30 ,    8.93,    30.03,    30.03,    21.04,   103.44,    -0.28,    15.90,     4.17,    -0.38,    0.09
09.02. 15:00 ,    9.47,    30.03,    30.03,    21.04,   103.44,    -0.28,    15.90,     4.17,    -0.38,    0.09
09.02. 15:30 ,    9.89,    30.03,    30.03,    21.04,   103.36,    -0.28,    15.90,     4.17,    -0.38,    5.21
09.02. 16:00 ,   10.23,    30.03,    30.03,    21.04,   103.36,    -0.27,    15.90,     4.17,    -0.38,    5.20
09.02. 16:30 ,   10.31,    30.03,    30.03,    21.04,   103.36,    -0.28,    15.90,     4.17,    -0.38,    5.21
09.02. 17:00 ,   10.36,    30.03,    30.03,    21.02,   103.44,    -0.28,    15.87,     4.17,    -0.38,    0.09
09.02. 17:30 ,   10.21,    30.03,    30.03,    21.02,   103.36,    -0.28,    15.87,     4.17,    -0.38,    5.21
09.02. 18:00 ,   10.00,    30.03,    30.03,    21.04,   103.44,    -0.28,    15.90,     4.17,    -0.38,    5.21
09.02. 18:30 ,    9.79,    30.03,    30.03,    21.04,   103.44,    -0.28,    15.90,     4.17,    -0.38,    5.21
09.02. 19:00 ,    9.60,    30.03,    30.03,    21.04,   103.52,    -0.28,    15.87,     4.14,    -0.38,    0.09
09.02. 19:30 ,    9.48,    30.03,    30.03,    21.04,   103.60,    -0.28,    15.87,     4.17,    -0.38,    5.21
09.02. 20:00 ,    9.44,    30.03,    30.03,    21.02,   103.60,    -0.28,    15.87,     4.17,    -0.38,    5.21
09.02. 20:30 ,    9.54,    30.03,    30.03,    21.04,   103.52,    -0.28,    15.87,     4.17,    -0.38,    0.09
09.02. 21:00 ,    9.75,    30.03,    30.03,    21.02,   103.60,    -0.28,    15.87,     4.17,    -0.38,    5.21
09.02. 21:30 ,   10.02,    30.03,    30.03,    21.02,   103.60,    -0.28,    15.87,     4.17,    -0.38,    5.21
09.02. 22:00 ,   10.38,    30.03,    30.03,    21.02,   103.60,    -0.28,    15.87,     4.17,    -0.38,    5.21
09.02. 22:30 ,   10.61,    30.03,    30.03,    21.04,   103.44,    -0.28,    15.87,     4.17,    -0.38,    0.09
09.02. 23:00 ,   10.95,    30.03,    30.03,    21.04,   103.44,    -0.28,    15.87,     4.17,    -0.38,    5.21
09.02. 23:30 ,   11.24,    30.03,    30.03,    21.02,   103.44,    -0.28,    15.87,     4.17,    -0.38,    5.21
10.02. 00:00 ,   11.45,    30.03,    30.03,    20.99,   103.52,    -0.28,    15.87,     4.17,    -0.38,    5.21
10.02. 00:30 ,   11.60,    30.03,    30.03,    21.04,   103.44,    -0.28,    15.87,     4.17,    -0.38,    5.21
10.02. 01:00 ,   11.74,    30.03,    30.03,    21.02,   103.52,    -0.28,    15.87,     4.17,    -0.38,    5.21
10.02. 01:30 ,   11.83,    30.03,    30.03,    20.99,   103.44,    -0.28,    15.87,     4.17,    -0.38,    5.21
10.02. 02:00 ,   11.98,    30.03,    30.03,    21.02,   103.44,    -0.28,    15.87,     4.17,    -0.38,    5.21
10.02. 02:30 ,   12.05,    30.03,    30.03,    21.02,   103.52,    -0.28,    15.87,     4.17,    -0.38,    5.21
10.02. 03:00 ,   12.08,    30.03,    30.03,    21.02,   103.52,    -0.28,    15.87,     4.17,    -0.38,    0.09
10.02. 03:30 ,   12.08,    30.03,    30.03,    21.02,   103.52,    -0.28,    15.87,     4.14,    -0.38,    0.09
10.02. 04:00 ,   12.17,    30.03,    30.03,    21.02,   103.60,    -0.28,    15.84,     4.17,    -0.38,    5.21
10.02. 04:30 ,   12.49,    30.03,    30.03,    21.02,   103.52,    -0.28,    15.84,     4.17,    -0.38,    0.09
10.02. 05:00 ,   12.89,    30.03,    30.03,    20.99,   103.52,    -0.28,    15.87,     4.17,    -0.38,    5.21
10.02. 05:30 ,   13.05,    30.03,    30.03,    20.99,   103.44,    -0.28,    15.84,     4.17,    -0.38,    5.21
10.02. 06:00 ,   13.05,    30.03,    30.03,    20.99,   103.52,    -0.27,    15.84,     4.17,    -0.38,    0.10
10.02. 06:30 ,   13.00,    30.03,    30.03,    20.99,   103.20,    -0.28,    15.84,     4.17,    -0.38,    5.21
10.02. 07:00 ,   12.70,    30.03,    30.03,    20.99,   103.44,    -0.28,    15.84,     4.14,    -0.38,    0.09
10.02. 07:30 ,   12.29,    30.03,    30.03,    20.99,    71.52,    -0.28,    15.87,     4.17,    -0.38,    5.21
10.02. 08:00 ,   12.00,    30.03,    30.03,    20.99,   101.28,    -0.28,    15.84,     4.14,    -0.38,    0.09
10.02. 08:30 ,   11.62,    30.03,    30.03,    21.02,   102.32,    -0.28,    15.84,     4.17,    -0.38,    0.09
10.02. 09:00 ,   11.24,    30.03,    30.03,    20.99,   101.44,    -0.28,    15.84,     4.17,    -0.38,    0.09
10.02. 09:30 ,   10.42,    30.03,    30.03,    20.99,    20.15,    -0.28,    15.84,     4.17,    -0.38,    5.21
10.02. 10:00 ,    9.87,    30.03,    30.03,    20.99,    18.24,    -0.28,    15.84,     4.17,    -0.38,    5.21
10.02. 10:30 ,    9.60,    30.03,    30.03,    20.99,    20.12,    -0.28,    15.84,     4.14,    -0.38,    5.21
10.02. 11:00 ,    9.52,    30.03,    30.03,    20.99,    20.15,    -0.28,    15.84,     4.14,    -0.38,    5.21
10.02. 11:30 ,    9.48,    30.03,    30.03,    20.99,    20.15,    -0.28,    15.84,     4.14,    -0.38,    0.09
10.02. 12:00 ,    9.46,    30.03,    30.03,    20.97,    20.12,    -0.28,    15.84,     4.14,    -0.38,    5.21
10.02. 12:30 ,    9.37,    30.03,    30.03,    20.99,    20.12,    -0.28,    15.84,     4.14,    -0.38,    5.21
10.02. 13:00 ,    9.19,    30.03,    30.03,    20.99,    20.12,    -0.28,    15.84,     4.17,    -0.38,    5.21
10.02. 13:30 ,    9.19,    30.03,    30.03,    20.99,    20.12,    -0.28,    15.84,     4.14,    -0.38,    5.21
10.02. 14:00 ,    9.21,    30.03,    30.03,    20.99,    22.86,    -0.28,    15.84,     4.14,    -0.38,    5.21
10.02. 14:30 ,    9.37,    30.03,    30.03,    20.97,   102.24,    -0.28,    15.84,     4.17,    -0.38,    5.21
10.02. 15:00 ,    9.50,    30.03,    30.03,    20.97,   102.16,    -0.28,    15.84,     4.14,    -0.38,    0.09
10.02. 15:30 ,    9.58,    30.03,    30.03,    20.97,   102.80,    -0.28,    15.84,     4.14,    -0.38,    5.21
10.02. 16:00 ,    9.60,    30.03,    30.03,    20.97,   103.04,    -0.28,    15.84,     4.14,    -0.38,    0.09
10.02. 16:30 ,    9.46,    30.03,    30.03,    20.97,   102.80,    -0.28,    15.84,     4.14,    -0.38,    5.21
10.02. 17:00 ,    9.35,    30.03,    30.03,    20.97,    32.55,    -0.28,    15.82,     4.14,    -0.38,    5.21
10.02. 17:30 ,    9.14,    30.03,    30.03,    20.99,    20.12,    -0.28,    15.82,     4.14,    -0.38,    5.21
10.02. 18:00 ,    8.87,    30.03,    30.03,    20.97,    20.12,    -0.28,    15.82,     4.14,    -0.38,    0.09
10.02. 18:30 ,    8.54,    30.03,    30.03,    20.97,    20.10,    -0.28,    15.82,     4.14,    -0.38,    5.21
10.02. 19:00 ,    8.14,    30.03,    30.03,    20.97,    20.12,    -0.28,    15.82,     4.14,    -0.38,    0.09
10.02. 19:30 ,    7.77,    30.03,    30.03,    20.97,    20.07,    -0.28,    15.82,     4.14,    -0.38,    5.21
10.02. 20:00 ,    7.61,    30.03,    30.03,    20.97,    20.12,    -0.28,    15.82,     4.14,    -0.38,    5.21
10.02. 20:30 ,    7.57,    30.03,    30.03,    20.94,    20.12,    -0.28,    15.82,     4.14,    -0.38,    5.21
10.02. 21:00 ,    7.43,    30.03,    30.03,    20.94,    20.10,    -0.28,    15.82,     4.14,    -0.38,    0.09
10.02. 21:30 ,    7.34,    30.03,    30.03,    20.94,    20.10,    -0.28,    15.82,     4.14,    -0.38,    5.21
10.02. 22:00 ,    7.34,    30.03,    30.03,    20.97,    20.12,    -0.28,    15.82,     4.14,    -0.38,    5.21
10.02. 22:30 ,    7.41,    30.03,    30.03,    20.94,    20.10,    -0.28,    15.82,     4.14,    -0.38,    5.21
10.02. 23:00 ,    7.26,    30.03,    30.03,    20.97,    20.10,    -0.28,    15.82,     4.14,    -0.38,    0.09
10.02. 23:30 ,    6.73,    30.03,    30.03,    20.94,    20.10,    -0.28,    15.82,     4.14,    -0.38,    5.21
11.02. 00:00 ,    6.26,    30.03,    30.03,    20.94,    20.10,    -0.28,    15.79,     4.14,    -0.38,    5.21
11.02. 00:30 ,    5.97,    30.03,    30.03,    20.94,    20.07,    -0.28,    15.82,     4.14,    -0.38,    5.21
11.02. 01:00 ,    5.60,    30.03,    30.03,    20.97,    20.07,    -0.28,    15.82,     4.14,    -0.38,    0.09
11.02. 01:30 ,    4.81,    30.03,    30.03,    20.94,    20.10,    -0.28,    15.82,     4.14,    -0.38,    0.09
11.02. 02:00 ,    4.26,    30.03,    30.03,    20.94,    20.10,    -0.28,    15.82,     4.14,    -0.38,    5.21
11.02. 02:30 ,    4.03,    30.03,    30.03,    20.94,    20.10,    -0.28,    15.82,     4.14,    -0.38,    5.20
11.02. 03:00 ,    4.00,    30.03,    30.03,    20.91,    20.10,    -0.28,    15.82,     4.14,    -0.38,    5.21
11.02. 03:30 ,    3.80,    30.03,    30.03,    20.91,    20.10,    -0.28,    15.79,     4.14,    -0.38,    0.09
11.02. 04:00 ,    3.61,    30.03,    30.03,    20.97,    20.10,    -0.28,    15.79,     4.14,    -0.38,    5.21
11.02. 04:30 ,    3.52,    30.03,    30.03,    20.94,    20.10,    -0.28,    15.79,     4.14,    -0.38,    5.20
11.02. 05:00 ,    3.52,    30.03,    30.03,    20.97,    20.12,    -0.28,    15.79,     4.14,    -0.38,    5.21
11.02. 05:30 ,    3.50,    30.03,    30.03,    20.97,    20.10,    -0.28,    15.79,     4.14,    -0.38,    5.20
11.02. 06:00 ,    3.52,    30.03,    30.03,    20.94,    20.12,    -0.28,    15.79,     4.14,    -0.38,    0.09
11.02. 06:30 ,    3.52,    30.03,    30.03,    20.97,    20.10,    -0.28,    15.79,     4.14,    -0.38,    5.20
11.02. 07:00 ,    3.58,    30.03,    30.03,    20.97,    20.10,    -0.28,    15.79,     4.14,    -0.38,    5.21
11.02. 07:30 ,    3.68,    30.03,    30.03,    20.97,    20.12,    -0.28,    15.79,     4.14,    -0.38,    0.09
11.02. 08:00 ,    3.52,    30.03,    30.03,    20.97,    20.12,    -0.28,    15.82,     4.14,    -0.38,    5.20
11.02. 08:30 ,    2.89,    30.03,    30.03,    20.97,    20.12,    -0.28,    15.79,     4.14,    -0.38,    5.21
11.02. 09:00 ,    2.46,    30.03,    30.03,    20.97,    20.15,    -0.28,    15.79,     4.14,    -0.38,    5.20
11.02. 09:30 ,    2.28,    30.03,    30.03,    20.99,    20.15,    -0.28,    15.79,     4.11,    -0.38,    0.09
11.02. 10:00 ,    2.14,    30.03,    30.03,    20.99,    20.15,    -0.28,    15.79,     4.14,    -0.38,    0.09
11.02. 10:30 ,    2.10,    30.03,    30.03,    21.02,    20.17,    -0.28,    15.79,     4.11,    -0.38,    5.20
