DELTA-T LOGGER
R-Nachbau der Loggerdateien, um Delta-T Dateien oder anderen Loggerdateiformate mit Flag-Splaten in die Level2 Datenbank hochzuladen. Autor:Marvin Lorff, Ausgabe durch Funktion: write.fwf2()
01.01. 00:00
31.03. 23:30
Start_Year: 2020
Channel number,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sensor code,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Datum, RegenY, RegenZ, FDR60z, FDR60y, FDR60x,   PF60z,   PF60y,   PF60x, FDR30z, FDR30y, FDR30x,   PF30z,   PF30y,   PF30x, SE889, SE907, SE897, SE915, SE901, SE908, Temp_889, Temp_915, Temp_897, Temp_904, Temp_908, Temp_901
Units,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minimum value,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maximum value,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.02. 20:30 ,    0.0,    0.0,  26.41,  27.63,  27.92,   1.418,   1.633,   1.176,  28.02,  -5.03,  -0.09,   1.422,   1.629,   1.169,  3352,  4464,  3444,  3388,  5096, 16480,    -2.37,    -1.88,    -2.13,    -2.37,    -2.04,    -2.13
05.02. 21:00 ,    0.0,    0.0,  26.41,  27.63,  27.92,   1.418,   1.632,   1.197,  28.02,  -5.03,  -0.13,   1.420,   1.628,   1.185,  3352,  4464,  3444,  3388,  5096, 16480,    -2.45,    -2.13,    -2.21,    -2.45,    -2.21,    -2.29
05.02. 21:30 ,    0.0,    0.0,  26.41,  27.61,  27.92,   1.415,   1.629,   1.198,  28.02,  -4.97,  -0.17,   1.458,   1.633,   1.189,  3352,  4464,  3444,  3392,  5096, 16480,    -2.53,    -2.29,    -2.37,    -2.62,    -2.21,    -2.29
05.02. 22:00 ,    0.0,    0.0,  26.41,  27.61,  27.92,   1.413,   1.628,   1.197,  27.99,  -5.03,  -0.17,   1.434,   1.625,   1.182,  3352,  4464,  3444,  3392,  5096, 16480,    -2.62,    -2.37,    -2.37,    -2.62,    -2.37,    -2.37
05.02. 22:30 ,    0.0,    0.0,  26.41,  27.61,  27.90,   1.415,   1.630,   1.200,  27.99,  -4.96,  -0.21,   1.457,   1.631,   1.184,  3352,  4464,  3444,  3392,  5096, 16480,    -2.70,    -2.37,    -2.53,    -2.70,    -2.45,    -2.45
05.02. 23:00 ,    0.0,    0.0,  26.41,  27.61,  27.90,   1.398,   1.623,   1.191,  27.99,  -5.03,  -0.17,   1.397,   1.619,   1.175,  3356,  4464,  3444,  3396,  5096, 16480,    -2.78,    -2.53,    -2.62,    -2.86,    -2.62,    -2.53
05.02. 23:30 ,    0.0,    0.0,  26.38,  27.61,  27.90,   1.410,   1.626,   1.200,  27.97,  -5.03,  -0.17,   1.484,   1.628,   1.182,  3352,  4464,  3444,  3396,  5096, 16480,    -3.03,    -2.70,    -2.78,    -3.11,    -2.86,    -2.78
06.02. 00:00 ,    0.0,    0.0,  26.38,  27.61,  27.87,   1.407,   1.629,   1.199,  27.97,  -4.97,  -0.21,   1.482,   1.630,   1.182,  3352,  4464,  3448,  3396,  5096, 16480,    -3.19,    -2.86,    -3.03,    -3.27,    -2.94,    -2.94
06.02. 00:30 ,    0.0,    0.0,  26.38,  27.61,  27.87,   1.404,   1.625,   1.196,  27.97,  -5.03,  -0.17,   1.485,   1.628,   1.178,  3352,  4464,  3448,  3396,  5096, 16480,    -3.27,    -2.94,    -3.03,    -3.35,    -2.94,    -3.03
06.02. 01:00 ,    0.0,    0.0,  26.38,  27.61,  27.87,   1.400,   1.624,   1.194,  27.94,  -5.03,  -0.17,   1.489,   1.625,   1.176,  3352,  4464,  3448,  3396,  5096, 16480,    -3.35,    -3.03,    -3.11,    -3.43,    -3.03,    -3.19
06.02. 01:30 ,    0.0,    0.0,  26.38,  27.61,  27.87,   1.395,   1.624,   1.190,  27.94,  -5.03,  -0.21,   1.475,   1.625,   1.174,  3352,  4488,  3448,  3400,  5096, 16480,    -3.52,    -3.19,    -3.35,    -3.19,    -3.11,    -3.27
06.02. 02:00 ,    0.0,    0.0,  26.38,  27.61,  27.85,   1.393,   1.619,   1.188,  27.94,  -5.03,  -0.17,   1.464,   1.617,   1.169,  3352,  4472,  3448,  3440,  5096, 16480,    -3.60,    -3.19,    -3.27,    -3.43,    -3.27,    -3.35
06.02. 02:30 ,    0.0,    0.0,  26.38,  27.61,  27.85,   1.367,   1.606,   1.174,  27.94,  -5.03,  -0.13,   1.374,   1.603,   1.158,  3356,  4472,  3448,  3440,  5096, 16480,    -3.68,    -3.27,    -3.35,    -3.60,    -3.44,    -3.52
06.02. 03:00 ,    0.0,    0.0,  26.35,  27.58,  27.85,   1.369,   1.608,   1.175,  27.92,  -5.03,  -0.13,   1.389,   1.608,   1.160,  3356,  4468, 16480,  3440,  5096, 16480,    -3.85,    -3.44,    -3.44,    -3.85,    -3.44,    -3.52
06.02. 03:30 ,    0.0,    0.0,  26.35,  27.61,  27.85,   1.384,   1.616,   1.182,  27.92,  -5.03,  -0.13,   1.463,   1.618,   1.167,  3356,  4468, 16480,  3440,  5096, 16480,    -3.85,    -3.35,    -3.52,    -3.76,    -3.52,    -3.52
06.02. 04:00 ,    0.0,    0.0,  26.35,  27.61,  27.85,   1.364,   1.606,   1.171,  27.92,  -5.03,  -0.17,   1.373,   1.603,   1.156,  3356,  4468, 16480,  3440,  5096, 16480,    -4.01,    -3.52,    -3.76,    -4.01,    -3.68,    -3.68
06.02. 04:30 ,    0.0,    0.0,  26.35,  27.58,  27.83,   1.358,   1.600,   1.167,  27.92,  -5.03,  -0.17,   1.361,   1.597,   1.151,  3356,  4464, 16480,  3440,  5096, 16480,    -4.01,    -3.52,    -3.76,    -4.01,    -3.68,    -3.68
06.02. 05:00 ,    0.0,    0.0,  26.35,  27.58,  27.83,   1.355,   1.598,   1.165,  27.92,  -5.03,  -0.13,   1.359,   1.596,   1.150,  3356,  4464, 16480,  3436,  5096, 16480,    -4.17,    -3.76,    -3.93,    -4.17,    -3.68,    -3.68
06.02. 05:30 ,    0.0,    0.0,  26.35,  27.58,  27.83,   1.353,   1.596,   1.163,  27.92,  -5.03,  -0.13,   1.358,   1.593,   1.148,  3356,  4464, 16480,  3436,  5096, 16480,    -4.09,    -3.76,    -3.85,    -4.09,    -3.85,    -3.76
06.02. 06:00 ,    0.0,    0.0,  26.33,  27.58,  27.80,   1.351,   1.595,   1.162,  27.89,  -5.03,  -0.13,   1.358,   1.595,   1.148,  3364,  4464, 16480,  3436,  5096, 16480,    -4.25,    -3.76,    -3.93,    -4.17,    -3.93,    -3.85
06.02. 06:30 ,    0.0,    0.0,  26.33,  27.58,  27.80,   1.352,   1.593,   1.160,  27.89,  -5.03,  -0.17,   1.358,   1.591,   1.147,  3360,  4464, 16480,  3436,  5096, 16480,    -3.85,    -3.52,    -3.60,    -3.76,    -3.76,    -3.68
06.02. 07:00 ,    0.0,    0.0,  26.33,  27.58,  27.80,   1.353,   1.594,   1.161,  27.89,  -5.03,  -0.17,   1.359,   1.592,   1.148,  3360,  4464, 16480,  3432,  5096, 16480,    -3.85,    -3.60,    -3.60,    -3.85,    -3.76,    -3.68
06.02. 07:30 ,    0.0,    0.0,  26.33,  27.58,  27.80,   1.349,   1.590,   1.158,  27.89,  -5.03,  -0.17,   1.357,   1.588,   1.145,  3364,  4464, 16480,  3432,  5096, 16480,    -4.09,    -3.60,    -3.84,    -4.09,    -3.60,    -3.76
06.02. 08:00 ,    0.0,    0.0,  26.33,  27.58,  27.78,   1.348,   1.586,   1.156,  27.86,  -5.03,  -0.17,   1.355,   1.584,   1.143,  3364,  4464, 16480,  3432,  5096, 16480,    -3.84,    -3.60,    -3.60,    -3.84,    -3.68,    -3.68
06.02. 08:30 ,    0.0,    0.0,  26.33,  27.58,  27.78,   1.350,   1.585,   1.156,  27.86,  -5.03,  -0.17,   1.355,   1.585,   1.143,  3364,  4464, 16480,  3432,  5096, 16480,    -3.68,    -3.43,    -3.35,    -3.60,    -3.60,    -3.60
06.02. 09:00 ,    0.0,    0.0,  26.30,  27.56,  27.78,   1.350,   1.580,   1.154,  27.86,  -5.03,  -0.17,   1.352,   1.579,   1.141,  3364,  4464, 16480,  3432,  5096, 16480,    -3.44,    -3.19,    -3.19,    -3.35,    -3.27,    -3.35
06.02. 09:30 ,    0.0,    0.0,  26.30,  27.56,  27.78,   1.356,   1.583,   1.157,  27.86,  -5.03,  -0.17,   1.354,   1.580,   1.143,  3364,  4468, 16480,  3432,  5096, 16480,    -2.94,    -2.70,    -2.70,    -2.86,    -2.78,    -2.86
06.02. 10:00 ,    0.0,    0.0,  26.30,  27.58,  27.76,   1.366,   1.583,   1.160,  27.86,  -5.03,  -0.17,   1.357,   1.581,   1.146,  3364,  4476, 16480,  3432,  5096, 16480,    -2.29,    -1.96,    -2.04,    -2.29,    -2.04,    -1.80
06.02. 10:30 ,    0.0,    0.0,  26.30,  27.56,  27.76,   1.392,   1.585,   1.161,  27.84,  -5.03,  -0.17,   1.361,   1.583,   1.149,  3364,  4472, 16480,  3424,  5096, 16480,    -1.47,    -1.14,    -1.22,    -1.47,    -0.98,    -1.14
06.02. 11:00 ,    0.0,    0.0,  26.30,  27.56,  27.76,   1.429,   1.592,   1.165,  27.84,  -5.03,  -0.13,   1.369,   1.589,   1.155,  3360,  4460, 16480,  3404,  5096, 16480,    -0.57,    -0.24,    -0.49,    -0.65,     0.25,    -0.33
06.02. 11:30 ,    0.0,    0.0,  26.30,  27.56,  27.76,   1.454,   1.595,   1.166,  27.84,  -5.03,  -0.17,   1.374,   1.592,   1.157,  3360,  4464, 16480,  3380,  5096, 16480,     0.08,     0.50,     0.08,    -0.08,     1.07,     0.74
06.02. 12:00 ,    0.0,    0.0,  26.30,  27.56,  27.76,   1.476,   1.600,   1.166,  27.84,  -5.03,  -0.13,   1.365,   1.596,   1.158,  3352,  4464, 16480,  3380,  5096, 16480,     0.99,     1.40,     1.07,     0.99,     1.64,     2.22
06.02. 12:30 ,    0.0,    0.0,  26.30,  27.56,  27.73,   1.487,   1.607,   1.174,  27.81,  -5.03,  -0.17,   1.368,   1.601,   1.164,  3340,  4464, 16480,  3380,  5080, 16480,     1.73,     2.05,     1.81,     1.73,     2.30,     3.04
06.02. 13:00 ,    0.0,    0.0,  26.28,  27.56,  27.73,   1.517,   1.611,   1.177,  27.81,  -5.03,  -0.17,   1.356,   1.603,   1.167,  3340,  4464, 16480,  3408,  5080, 16480,     2.96,     3.12,     3.12,     2.96,     3.37,     4.02
06.02. 13:30 ,    0.0,    0.0,  26.28,  27.56,  27.73,   1.528,   1.619,   1.186,  27.81,  -5.03,  -0.15,   1.361,   1.610,   1.174,  3340,  4460, 16480,  3376,  5080, 16480,     3.53,     3.78,     3.86,     3.61,     4.02,     3.94
06.02. 14:00 ,    0.0,    0.0,  26.28,  27.56,  27.73,   1.545,   1.630,   1.195,  27.81,  -5.03,  -0.20,   1.368,   1.622,   1.183,  3340,  4460, 16480,  3372,  5080, 16480,     3.94,     4.11,     4.19,     4.02,     4.43,     4.27
06.02. 14:30 ,    0.0,    0.0,  26.28,  27.56,  27.71,   1.551,   1.631,   1.200,  27.79,  -5.03,  -0.21,   1.370,   1.624,   1.187,  3340,  4456, 16480,  3412,  5080, 16480,     4.27,     4.68,     4.60,     4.43,     5.09,     4.68
06.02. 15:00 ,    0.0,    0.0,  26.28,  27.56,  27.71,   1.546,   1.626,   1.198,  27.79,  -5.03,  -0.20,   1.370,   1.619,   1.185,  3336,  4456, 16480,  3408,  5080, 16480,     4.68,     5.01,     4.93,     4.84,     5.17,     5.01
06.02. 15:30 ,    0.0,    0.0,  26.28,  27.56,  27.71,   1.546,   1.630,   1.202,  27.79,  -5.03,  -0.20,   1.372,   1.621,   1.187,  3336,  4452, 16480,  3404,  5080, 16480,     4.76,     5.09,     4.93,     4.84,     5.09,     4.93
06.02. 16:00 ,    0.0,    0.0,  26.28,  27.56,  27.71,   1.538,   1.628,   1.205,  27.79,  -5.03,  -0.19,   1.370,   1.619,   1.187,  3336,  4452, 16480,  3400,  5080, 16480,     4.68,     5.01,     4.84,     4.84,     4.84,     4.76
06.02. 16:30 ,    0.0,    0.0,  26.28,  27.56,  27.71,   1.512,   1.622,   1.190,  27.76,  -5.03,   1.45,   1.366,   1.612,   1.173,  3328,  4452, 16480,  3404,  5080, 16480,     2.88,     3.78,     3.29,     3.20,     3.94,     3.78
06.02. 17:00 ,    0.0,    0.0,  26.25,  27.53,  27.69,   1.490,   1.614,   1.177,  27.76,  -5.03,  -0.07,   1.361,   1.605,   1.164,  3332,  4456, 16480,  3408,  5096, 16480,     1.56,     2.30,     1.81,     1.73,     2.79,     2.38
06.02. 17:30 ,    0.0,    0.0,  26.25,  27.53,  27.69,   1.471,   1.606,   1.166,  27.76,  -5.03,  -0.10,   1.354,   1.598,   1.156,  3336,  4460, 16480,  3416,  5096, 16480,     0.41,     1.15,     0.74,     0.58,     1.40,     1.15
06.02. 18:00 ,    0.0,    0.0,  26.25,  27.53,  27.69,   1.459,   1.597,   1.158,  27.76,  -5.03,  -0.10,   1.363,   1.591,   1.150,  3344,  4464, 16480,  3420,  5096, 16480,    -0.49,    -0.16,    -0.16,    -0.32,    -0.08,     0.00
06.02. 18:30 ,    0.0,    0.0,  26.25,  27.53,  27.69,   1.454,   1.593,   1.154,  27.76,  -5.03,  -0.09,   1.368,   1.588,   1.148,  3344,  4464, 16480,  3424,  5096, 16480,    -1.31,    -0.82,    -0.98,    -1.14,    -0.82,    -0.82
06.02. 19:00 ,    0.0,    0.0,  26.25,  27.53,  27.69,   1.447,   1.584,   1.148,  27.74,  -5.03,  -0.08,   1.360,   1.580,   1.141,  3344,  4464, 16480,  3396,  5096, 16480,    -1.88,    -1.47,    -1.55,    -1.72,    -1.39,    -1.47
06.02. 19:30 ,    0.0,    0.0,  26.25,  27.53,  27.69,   1.443,   1.582,   1.145,  27.74,  -5.03,  -0.09,   1.356,   1.578,   1.139,  3344,  4464, 16480,  3404,  5096, 16480,    -2.13,    -1.80,    -1.88,    -2.04,    -1.88,    -1.96
06.02. 20:00 ,    0.0,    0.0,  26.25,  27.53,  27.66,   1.405,   1.575,   1.152,  27.74,  -5.03,  -0.13,   1.352,   1.571,   1.144,  3344,  4464, 16480,  3408,  5096, 16480,    -2.37,    -2.13,    -2.13,    -2.29,    -2.13,    -2.21
06.02. 20:30 ,    0.0,    0.0,  26.25,  27.53,  27.66,   1.392,   1.576,   1.159,  27.74,  -5.03,  -0.09,   1.345,   1.571,   1.149,  3344,  4464, 16480,  3408,  5096, 16480,    -2.53,    -2.21,    -2.29,    -2.53,    -2.13,    -2.13
06.02. 21:00 ,    0.0,    0.0,  26.25,  27.53,  27.66,   1.381,   1.572,   1.159,  27.74,  -5.03,  -0.09,   1.346,   1.568,   1.147,  3348,  4464, 16480,  3424,  5096, 16480,    -2.78,    -2.45,    -2.53,    -2.70,    -2.37,    -2.37
06.02. 21:30 ,    0.0,    0.0,  26.23,  27.51,  27.66,   1.370,   1.568,   1.156,  27.71,  -5.03,  -0.12,   1.341,   1.563,   1.144,  3348,  4460, 16480,  3424,  5096, 16480,    -2.78,    -2.54,    -2.62,    -2.86,    -2.54,    -2.54
06.02. 22:00 ,    0.0,    0.0,  26.23,  27.51,  27.66,   1.365,   1.569,   1.155,  27.74,  -5.03,  -0.13,   1.341,   1.565,   1.143,  3348,  4464, 16480,  3424,  5096, 16480,    -2.94,    -2.70,    -2.70,    -2.94,    -2.70,    -2.70
06.02. 22:30 ,    0.0,    0.0,  26.23,  27.51,  27.66,   1.360,   1.567,   1.155,  27.71,  -5.03,  -0.17,   1.338,   1.562,   1.141,  3348,  4464, 16480,  3424,  5096, 16480,    -3.11,    -2.86,    -2.86,    -3.11,    -2.86,    -2.86
06.02. 23:00 ,    0.0,    0.0,  26.23,  27.51,  27.64,   1.355,   1.566,   1.153,  27.71,  -5.03,  -0.21,   1.334,   1.560,   1.138,  3348,  4464, 16480,  3440,  5096, 16480,    -3.19,    -2.86,    -2.94,    -3.11,    -2.86,    -2.94
06.02. 23:30 ,    0.0,    0.0,  26.23,  27.51,  27.64,   1.351,   1.564,   1.151,  27.71,  -5.03,  -0.21,   1.334,   1.560,   1.136,  3360,  4464, 16480,  3440,  5096, 16480,    -3.27,    -3.03,    -3.11,    -3.27,    -3.03,    -3.11
07.02. 00:00 ,    0.0,    0.0,  26.23,  27.51,  27.64,   1.348,   1.566,   1.151,  27.71,  -5.03,  -0.21,   1.334,   1.561,   1.136,  3368,  4456, 16480,  3436,  5096, 16480,    -3.60,    -3.27,    -3.27,    -3.60,    -3.11,    -3.19
07.02. 00:30 ,    0.0,    0.0,  26.20,  27.51,  27.64,   1.343,   1.564,   1.148,  27.69,  -5.03,  -0.17,   1.332,   1.559,   1.133,  3360,  4456, 16480,  3436,  5096, 16480,    -3.68,    -3.27,    -3.35,    -3.60,    -3.27,    -3.35
07.02. 01:00 ,    0.0,    0.0,  26.20,  27.51,  27.64,   1.343,   1.565,   1.147,  27.69,  -5.02,  -0.21,   1.333,   1.560,   1.133,  3408,  4468, 16480,  3436,  5096, 16480,    -4.01,    -3.60,    -3.68,    -3.60,    -3.52,    -3.60
07.02. 01:30 ,    0.0,    0.0,  26.20,  27.48,  27.62,   1.340,   1.562,   1.144,  27.69,  -5.02,  -0.17,   1.332,   1.559,   1.130,  3400,  4460, 16480,  3436,  5096, 16480,    -4.09,    -3.76,    -3.84,    -4.01,    -3.76,    -3.76
07.02. 02:00 ,    0.0,    0.0,  26.20,  27.51,  27.62,   1.336,   1.563,   1.143,  27.69,  -5.02,  -0.17,   1.332,   1.560,   1.129,  3400,  4460, 16480,  3436,  5128, 16480,    -4.09,    -3.85,    -3.93,    -4.09,    -3.93,    -3.76
07.02. 02:30 ,    0.0,    0.0,  26.20,  27.48,  27.62,   1.333,   1.560,   1.140,  27.69,  -5.03,  -0.17,   1.330,   1.556,   1.127,  3392,  4456, 16480,  3436,  5128, 16480,    -4.25,    -3.93,    -4.01,    -4.17,    -4.01,    -3.93
07.02. 03:00 ,    0.0,    0.0,  26.20,  27.51,  27.62,   1.330,   1.557,   1.138,  27.69,  -4.98,  -0.17,   1.329,   1.554,   1.126,  3384,  4456, 16480,  3436,  5128, 16480,    -4.42,    -4.09,    -4.17,    -4.34,    -4.09,    -4.01
07.02. 03:30 ,    0.0,    0.0,  26.20,  27.48,  27.62,   1.327,   1.557,   1.136,  27.69,  -4.99,  -0.17,   1.328,   1.554,   1.124,  3368,  4456, 16480,  3432,  5112, 16480,    -4.50,    -4.17,    -4.33,    -4.58,    -4.17,    -4.17
07.02. 04:00 ,    0.0,    0.0,  26.20,  27.48,  27.62,   1.326,   1.555,   1.134,  27.66,  -4.99,  -0.17,   1.328,   1.554,   1.123,  3404,  4456, 16480,  3432,  5112, 16480,    -4.50,    -4.33,    -4.42,    -4.66,    -4.33,    -4.25
07.02. 04:30 ,    0.0,    0.0,  26.20,  27.48,  27.62,   1.321,   1.554,   1.132,  27.66,  -4.96,  -0.17,   1.325,   1.551,   1.121,  3392,  4456, 16480,  3436,  5112, 16480,    -4.83,    -4.50,    -4.58,    -4.83,    -4.01,    -4.50
07.02. 05:00 ,    0.0,    0.0,  26.20,  27.48,  27.59,   1.319,   1.550,   1.130,  27.66,  -4.93,  -0.17,   1.324,   1.548,   1.119,  3388,  4452, 16480,  3436,  5112, 16480,    -4.99,    -4.50,    -4.74,    -4.91,    -4.50,    -4.50
07.02. 05:30 ,    0.0,    0.0,  26.20,  27.48,  27.59,   1.318,   1.548,   1.128,  27.66,  -4.93,  -0.17,   1.322,   1.546,   1.117,  3388,  4452, 16480,  3436,  5112, 16480,    -5.15,    -4.66,    -4.91,    -5.07,    -4.58,    -4.58
07.02. 06:00 ,    0.0,    0.0,  26.20,  27.48,  27.59,   1.318,   1.550,   1.128,  27.66,  -4.93,  -0.17,   1.323,   1.548,   1.118,  3388,  4452, 16480,  3436,  5112, 16480,    -5.07,    -4.66,    -4.91,    -5.07,    -4.58,    -4.58
07.02. 06:30 ,    0.0,    0.0,  26.20,  27.48,  27.59,   1.318,   1.550,   1.128,  27.63,  -4.90,  -0.17,   1.323,   1.547,   1.118,  3384,  4452, 16480,  3436,  5112, 16480,    -5.07,    -4.58,    -4.83,    -5.07,    -4.58,    -4.50
07.02. 07:00 ,    0.0,    0.0,  26.17,  27.48,  27.59,   1.315,   1.545,   1.126,  27.63,  -4.89,  -0.17,   1.321,   1.543,   1.115,  3388,  4452, 16480,  3436,  5112, 16480,    -4.99,    -4.50,    -4.75,    -4.91,    -4.50,    -4.50
07.02. 07:30 ,    0.0,    0.0,  26.17,  27.48,  27.59,   1.313,   1.543,   1.124,  27.63,  -4.89,  -0.17,   1.320,   1.540,   1.114,  3388,  4452, 16480,  3436,  5112, 16480,    -4.99,    -4.42,    -4.75,    -4.91,    -4.50,    -4.50
07.02. 08:00 ,    0.0,    0.0,  26.17,  27.48,  27.57,   1.313,   1.544,   1.125,  27.63,  -4.88,  -0.17,   1.321,   1.542,   1.115,  3388,  4452, 16480,  3436,  5112, 16480,    -4.91,    -4.25,    -4.66,    -4.83,    -4.42,    -4.25
07.02. 08:30 ,    0.0,    0.0,  26.17,  27.48,  27.57,   1.314,   1.541,   1.123,  27.63,  -4.85,  -0.17,   1.320,   1.539,   1.113,  3388,  4452, 16480,  3436,  5112, 16480,    -4.75,    -4.25,    -4.42,    -4.66,    -4.17,    -4.17
07.02. 09:00 ,    0.0,    0.0,  26.17,  27.48,  27.57,   1.318,   1.542,   1.125,  27.63,  -4.85,  -0.17,   1.321,   1.539,   1.114,  3392,  4452, 16480,  3432,  5112, 16480,    -4.25,    -3.68,    -4.01,    -4.25,    -3.76,    -3.68
07.02. 09:30 ,    0.0,    0.0,  26.17,  27.48,  27.57,   1.328,   1.545,   1.130,  27.63,  -4.80,  -0.21,   1.324,   1.542,   1.118,  3424,  4456, 16480,  3436,  5128, 16480,    -3.60,    -2.94,    -3.19,    -3.44,    -2.94,    -3.03
07.02. 10:00 ,    0.0,    0.0,  26.17,  27.45,  27.57,   1.345,   1.552,   1.137,  27.61,  -4.78,  -0.17,   1.329,   1.550,   1.124,  3508,  4468, 16480,  3432,  5128, 16480,    -2.54,    -1.64,    -2.13,    -2.37,    -1.55,    -1.55
07.02. 10:30 ,    0.0,    0.0,  26.17,  27.48,  27.57,   1.385,   1.561,   1.144,  27.61,  -4.75,  -0.21,   1.337,   1.556,   1.132,  3444,  4460, 16480,  3416,  5096, 16480,    -1.23,    -0.41,    -0.82,    -0.98,    -0.08,    -0.33
07.02. 11:00 ,    0.0,    0.0,  26.15,  27.48,  27.57,   1.471,   1.575,   1.145,  27.61,  -4.75,  -0.14,   1.349,   1.569,   1.137,  3348,  4464, 16480,  3396,  5096, 16480,    -0.08,     0.82,     0.33,     0.25,     1.48,     0.66
07.02. 11:30 ,    0.0,    0.0,  26.15,  27.45,  27.57,   1.512,   1.577,   1.147,  27.61,  -4.71,  -0.19,   1.329,   1.570,   1.139,  3344,  4468, 16480,  3392,  5096, 16480,     1.23,     2.22,     1.56,     1.40,     3.12,     2.63
07.02. 12:00 ,    0.0,    0.0,  26.15,  27.48,  27.55,   1.535,   1.587,   1.158,  27.61,  -4.69,  -0.21,   1.336,   1.580,   1.147,  3328,  4468, 16480,  3388,  5096, 16480,     2.30,     2.79,     2.55,     2.38,     3.28,     3.86
07.02. 12:30 ,    0.0,    0.0,  26.15,  27.48,  27.55,   1.569,   1.595,   1.170,  27.58,  -4.67,  -0.24,   1.345,   1.587,   1.157,  3320,  4464, 16480,  3384,  5096, 16480,     3.37,     3.86,     3.70,     3.53,     4.35,     4.60
07.02. 13:00 ,    0.0,    0.0,  26.15,  27.48,  27.55,   1.602,   1.603,   1.178,  27.58,  -4.66,  -0.25,   1.352,   1.594,   1.166,  3320,  4460, 16480,  3380,  5096, 16480,     3.78,     4.27,     4.11,     3.86,     4.68,     5.42
07.02. 13:30 ,    0.0,    0.0,  26.15,  27.45,  27.55,   1.602,   1.608,   1.186,  27.58,  -4.64,  -0.26,   1.357,   1.601,   1.173,  3320,  4460, 16480,  3376,  5096, 16480,     4.27,     4.60,     4.68,     4.43,     5.01,     4.93
07.02. 14:00 ,    0.0,    0.0,  26.15,  27.45,  27.55,   1.629,   1.616,   1.189,  27.58,  -4.62,  -0.24,   1.361,   1.609,   1.176,  3320,  4460, 16480,  3412,  5096, 16480,     4.93,     5.25,     5.09,     4.93,     5.58,     5.42
07.02. 14:30 ,    0.0,    0.0,  26.15,  27.48,  27.55,   1.621,   1.621,   1.192,  27.58,  -4.61,  -0.21,   1.364,   1.614,   1.178,  3324,  4460, 16480,  3404,  5096, 16480,     4.84,     5.25,     5.17,     4.93,     5.75,     5.42
07.02. 15:00 ,    0.0,    0.0,  26.15,  27.48,  27.55,   1.602,   1.618,   1.189,  27.58,  -4.60,  -0.18,   1.364,   1.610,   1.175,  3324,  4456, 16480,  3408,  5080, 16480,     4.93,     5.42,     5.17,     4.93,     5.58,     5.34
07.02. 15:30 ,    0.0,    0.0,  26.15,  27.45,  27.55,   1.602,   1.621,   1.192,  27.58,  -4.58,  -0.17,   1.366,   1.611,   1.177,  3316,  4456, 16480,  3404,  5080, 16480,     4.84,     5.34,     5.09,     4.93,     5.50,     5.25
07.02. 16:00 ,    0.0,    0.0,  26.15,  27.45,  27.52,   1.579,   1.617,   1.189,  27.56,  -4.56,  -0.15,   1.364,   1.608,   1.172,  3304,  4452, 16480,  3408,  5096, 16480,     4.27,     4.84,     4.52,     4.27,     5.09,     4.93
07.02. 16:30 ,    0.0,    0.0,  26.12,  27.45,  27.52,   1.563,   1.615,   1.183,  27.56,  -4.57,  -0.15,   1.362,   1.606,   1.168,  3308,  4456, 16480,  3408,  5080, 16480,     3.53,     4.35,     3.94,     3.70,     5.09,     4.76
07.02. 17:00 ,    0.0,    0.0,  26.12,  27.45,  27.52,   1.547,   1.614,   1.178,  27.56,  -4.54,  -0.15,   1.360,   1.603,   1.165,  3312,  4460, 16480,  3412,  5096, 16480,     2.71,     3.53,     3.12,     2.96,     4.35,     4.02
07.02. 17:30 ,    0.0,    0.0,  26.12,  27.45,  27.52,   1.520,   1.608,   1.170,  27.56,  -4.53,   2.43,   1.355,   1.600,   1.158,  3324,  4460, 16480,  3420,  5096, 16480,     1.40,     2.30,     1.81,     1.56,     2.71,     2.47
07.02. 18:00 ,    0.0,    0.0,  26.12,  27.45,  27.52,   1.499,   1.602,   1.163,  27.56,  -4.52,  -0.12,   1.351,   1.595,   1.153,  3332,  4460, 16480,  3396,  5096, 16480,     0.33,     1.07,     0.74,     0.50,     1.23,     1.07
07.02. 18:30 ,    0.0,    0.0,  26.12,  27.45,  27.52,   1.498,   1.596,   1.160,  27.56,  -4.50,  -0.13,   1.347,   1.590,   1.150,  3328,  4460, 16480,  3392,  5096, 16480,    -0.08,     0.74,     0.41,     0.17,     1.73,     1.15
07.02. 19:00 ,    0.0,    0.0,  26.12,  27.45,  27.50,   1.502,   1.598,   1.161,  27.56,  -4.51,  -0.13,   1.347,   1.593,   1.151,  3328,  4460, 16480,  3392,  5096, 16480,     0.08,     0.99,     0.50,     0.33,     1.56,     1.23
07.02. 19:30 ,    0.0,    0.0,  26.12,  27.45,  27.50,   1.494,   1.593,   1.157,  27.53,  -4.49,  -0.13,   1.345,   1.590,   1.149,  3328,  4456, 16480,  3392,  5096, 16480,    -0.16,     0.58,     0.25,     0.17,     0.66,     0.58
07.02. 20:00 ,    0.0,    0.0,  26.12,  27.45,  27.50,   1.485,   1.592,   1.156,  27.53,  -4.49,  -0.13,   1.343,   1.588,   1.147,  3332,  4456, 16480,  3396,  5096, 16480,    -0.65,     0.08,    -0.24,    -0.41,     0.08,     0.08
