DELTA-T LOGGER
R-Nachbau der Loggerdateien, um Delta-T Dateien oder anderen Loggerdateiformate mit Flag-Splaten in die Level2 Datenbank hochzuladen. Autor:Marvin Lorff, Ausgabe durch Funktion: write.fwf2()
01.01. 00:00
31.03. 23:30
Start_Year: 2020
Channel number,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sensor code,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Datum, RegenY, RegenZ, FDR60z, FDR60y, FDR60x,   PF60z,   PF60y,   PF60x, FDR30z, FDR30y, FDR30x,   PF30z,   PF30y,   PF30x, SE889, SE907, SE897, SE915, SE901, SE908, Temp_889, Temp_915, Temp_897, Temp_904, Temp_908, Temp_901
Units,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minimum value,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maximum value,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.04. 04:30 ,    0.0,    0.0,  25.53,  27.43,  26.85,   1.662,   2.315,   1.492,  26.30,  -1.07,  -0.09,   1.674,   2.317,   1.475,  3324,  4440, 16480,  3424,  5096, 16480,     1.07,     1.89,     1.32,     1.40,     2.22,     2.06
05.04. 05:00 ,    0.0,    0.0,  25.53,  27.43,  26.82,   1.663,   2.322,   1.493,  26.30,  -0.83,  -0.12,   1.674,   2.326,   1.476,  3324,  4440, 16480,  3424,  5096, 16480,     0.66,     1.48,     0.91,     0.99,     1.73,     1.73
05.04. 05:30 ,    0.0,    0.0,  25.53,  27.43,  26.82,   1.668,   2.334,   1.497,  26.30,  -0.95,  -0.14,   1.674,   2.327,   1.475,  3324,  4440, 16480,  3424,  5096, 16480,     0.41,     1.15,     0.66,     0.66,     1.48,     1.23
05.04. 06:00 ,    0.0,    0.0,  25.53,  27.43,  26.82,   1.669,   2.336,   1.501,  26.30,  -0.63,  -0.10,   1.685,   2.348,   1.487,  3320,  4440, 16480,  3424,  5096, 16480,     0.17,     0.99,     0.50,     0.50,     1.23,     1.15
05.04. 06:30 ,    0.0,    0.0,  25.53,  27.43,  26.82,   1.656,   2.306,   1.486,  26.30,  -0.73,  -0.09,   1.671,   2.319,   1.472,  3320,  4440, 16480,  3424,  5096, 16480,     0.41,     1.15,     0.66,     0.66,     1.48,     1.32
05.04. 07:00 ,    0.0,    0.0,  25.53,  27.43,  26.82,   1.654,   2.304,   1.487,  26.30,  -0.96,  -0.02,   1.669,   2.312,   1.469,  3328,  4444, 16480,  3428,  5096, 16480,     1.07,     2.14,     1.48,     1.40,     3.61,     2.38
05.04. 07:30 ,    0.0,    0.0,  25.53,  27.43,  26.82,   1.665,   2.326,   1.503,  26.30,  -0.96,   3.17,   1.677,   2.329,   1.481,  3352,  4444, 16480,  3432,  5096, 16480,     3.53,     4.85,     4.19,     3.86,     8.05,     5.67
05.04. 08:00 ,    0.0,    0.0,  25.53,  27.43,  26.82,   1.680,   2.345,   1.523,  26.30,  -0.92,   1.14,   1.679,   2.341,   1.497,  3340,  4448, 16480,  3424,  5096, 16480,     7.39,     8.21,     7.63,     7.63,     9.03,     8.37
05.04. 08:30 ,    0.0,    0.0,  25.53,  27.43,  26.82,   1.697,   2.365,   1.543,  26.28,  -0.89,   0.72,   1.691,   2.363,   1.513,  3336,  4444, 16480,  3416,  5080, 16480,     9.03,     9.03,    11.66,     9.36,    10.10,    12.32
05.04. 09:00 ,    0.0,    0.0,  25.53,  27.43,  26.82,   1.719,   2.398,   1.577,  26.28,  -0.80,  -0.08,   1.711,   2.394,   1.537,  3320,  4440, 16480,  3420,  5080, 16480,    10.92,    11.58,    11.99,    10.84,    11.99,    12.07
05.04. 09:30 ,    0.0,    0.0,  25.53,  27.43,  26.82,   1.730,   2.403,   1.581,  26.28,  -0.96,   0.27,   1.719,   2.400,   1.543,  3320,  4440, 16480,  3408,  5080, 16480,    11.00,    11.58,    11.99,    11.33,    13.64,    11.74
05.04. 10:00 ,    0.0,    0.0,  25.53,  27.43,  26.82,   1.731,   2.398,   1.586,  26.28,  -1.13,   0.14,   1.725,   2.403,   1.547,  3320,  4440, 16480,  3400,  5080, 16480,    14.05,    13.06,    12.73,    12.57,    12.73,    13.14
05.04. 10:30 ,    0.0,    0.0,  25.53,  27.43,  26.82,   1.748,   2.426,   1.601,  26.28,  -1.33,  -0.06,   1.733,   2.412,   1.560,  3300,  4444, 16480,  3400,  5080, 16480,    13.22,    14.13,    13.22,    13.55,    15.03,    14.13
05.04. 11:00 ,    0.0,    0.0,  25.53,  27.43,  26.82,   1.751,   2.424,   1.616,  26.25,  -1.05,  -0.06,   1.739,   2.418,   1.570,  3296,  4436, 16480,  3400,  5080, 16480,    14.21,    14.05,    14.21,    13.80,    15.36,    14.79
05.04. 11:30 ,    0.0,    0.0,  25.53,  27.45,  26.82,   1.764,   2.438,   1.637,  26.25,  -1.03,  -0.04,   1.755,   2.433,   1.582,  3296,  4436, 16480,  3400,  5080, 16480,    15.36,    14.46,    14.29,    14.21,    16.27,    17.58
05.04. 12:00 ,    0.0,    0.0,  25.51,  27.45,  26.82,   1.766,   2.437,   1.643,  26.25,  -1.03,  -0.05,   1.762,   2.447,   1.592,  3288,  4440, 16480,  3396,  5080, 16480,    15.28,    15.20,    14.95,    15.61,    15.28,    16.93
05.04. 12:30 ,    0.0,    0.0,  25.51,  27.45,  26.82,   1.785,   2.470,   1.660,  26.25,  -0.91,  -0.03,   1.775,   2.472,   1.602,  3292,  4436, 16480,  3400,  5080, 16480,    15.53,    15.94,    16.10,    15.53,    16.19,    17.01
05.04. 13:00 ,    0.0,    0.0,  25.51,  27.45,  26.82,   1.784,   2.459,   1.684,  26.23,  -0.90,  -0.02,   1.797,   2.508,   1.623,  3292,  4436, 16480,  3396,  5080, 16480,    16.19,    16.84,    17.17,    16.43,    17.01,    17.01
05.04. 13:30 ,    0.0,    0.0,  25.51,  27.45,  26.82,   1.782,   2.465,   1.657,  26.23,  -0.87,   0.23,   1.776,   2.468,   1.604,  3292,  4436, 16480,  3396,  5080, 16480,    16.60,    17.17,    16.84,    16.76,    17.34,    17.01
05.04. 14:00 ,    0.0,    0.0,  25.51,  27.45,  26.82,   1.782,   2.472,   1.694,  26.20,  -1.19,  -0.04,   1.772,   2.466,   1.623,  3288,  4436, 16480,  3392,  5080, 16480,    17.67,    17.83,    17.26,    17.50,    17.59,    17.42
05.04. 14:30 ,    0.0,    0.0,  25.51,  27.45,  26.82,   1.811,   2.507,   1.708,  26.20,  -0.68,   0.76,   1.794,   2.494,   1.623,  3292,  4436, 16480,  3396,  5080, 16480,    17.17,    17.26,    17.42,    17.09,    17.26,    17.01
05.04. 15:00 ,    0.0,    0.0,  25.51,  27.45,  26.82,   1.794,   2.491,   1.675,  26.17,  -0.77,   1.69,   1.791,   2.487,   1.613,  3296,  4436, 16480,  3396,  5080, 16480,    17.26,    17.42,    17.42,    18.16,    17.50,    17.42
05.04. 15:30 ,    0.0,    0.0,  25.51,  27.45,  26.82,   1.796,   2.490,   1.656,  26.17,  -0.77,   1.15,   1.790,   2.484,   1.608,  3296,  4436, 16480,  3396,  5080, 16480,    17.09,    17.59,    17.34,    17.50,    17.67,    17.09
05.04. 16:00 ,    0.0,    0.0,  25.51,  27.45,  26.82,   1.784,   2.475,   1.643,  26.17,  -0.97,   0.80,   1.781,   2.473,   1.600,  3292,  4436, 16480,  3396,  5080, 16480,    17.26,    17.50,    17.26,    17.50,    17.26,    17.09
05.04. 16:30 ,    0.0,    0.0,  25.51,  27.45,  26.82,   1.779,   2.470,   1.645,  26.17,  -0.65,   0.41,   1.776,   2.466,   1.600,  3296,  4436, 16480,  3396,  5080, 16480,    17.34,    17.26,    17.59,    17.59,    17.17,    17.01
05.04. 17:00 ,    0.0,    0.0,  25.48,  27.45,  26.82,   1.780,   2.484,   1.646,  26.17,  -0.77,   0.53,   1.777,   2.474,   1.596,  3292,  4432, 16480,  3400,  5080, 16480,    16.85,    16.85,    17.01,    17.01,    16.85,    16.76
05.04. 17:30 ,    0.0,    0.0,  25.48,  27.45,  26.82,   1.773,   2.470,   1.637,  26.15,  -0.82,   0.55,   1.772,   2.468,   1.593,  3296,  4432, 16480,  3400,  5080, 16480,    16.84,    16.52,    16.68,    16.76,    16.43,    16.27
05.04. 18:00 ,    0.0,    0.0,  25.48,  27.45,  26.80,   1.770,   2.465,   1.633,  26.15,  -0.79,   0.95,   1.777,   2.469,   1.598,  3304,  4436, 16480,  3400,  5080, 16480,    16.19,    16.11,    16.19,    16.43,    16.02,    15.86
05.04. 18:30 ,    0.0,    0.0,  25.48,  27.45,  26.80,   1.768,   2.466,   1.621,  26.15,  -0.84,   1.13,   1.771,   2.465,   1.586,  3304,  4432, 16480,  3400,  5080, 16480,    15.69,    15.28,    15.28,    16.11,    15.28,    15.20
05.04. 19:00 ,    0.0,    0.0,  25.48,  27.45,  26.80,   1.762,   2.461,   1.608,  26.15,  -1.37,   1.44,   1.759,   2.431,   1.567,  3320,  4436, 16480,  3404,  5080, 16480,    13.23,    13.56,    13.31,    13.56,    13.64,    13.56
05.04. 19:30 ,    0.0,    0.0,  25.48,  27.43,  26.82,   1.744,   2.430,   1.585,  26.15,  -0.95,   0.18,   1.747,   2.439,   1.564,  3324,  4436, 16480,  3408,  5080, 16480,    11.17,    11.66,    11.25,    11.42,    11.99,    11.74
05.04. 20:00 ,    0.0,    0.0,  25.48,  27.43,  26.80,   1.733,   2.411,   1.568,  26.15,  -1.21,  -0.01,   1.730,   2.408,   1.543,  3324,  4436, 16480,  3412,  5080, 16480,     9.52,    10.18,     9.61,     9.77,    10.18,    10.10
05.04. 20:30 ,    0.0,    0.0,  25.48,  27.43,  26.80,   1.725,   2.401,   1.560,  26.15,  -0.99,  -0.03,   1.724,   2.401,   1.534,  3324,  4436, 16480,  3412,  5080, 16480,     8.29,     8.79,     8.29,     8.46,     8.70,     8.87
05.04. 21:00 ,    0.0,    0.0,  25.48,  27.43,  26.80,   1.710,   2.375,   1.544,  26.15,  -1.30,  -0.06,   1.714,   2.379,   1.521,  3328,  4436, 16480,  3416,  5080, 16480,     7.06,     7.39,     7.23,     7.31,     7.47,     7.56
05.04. 21:30 ,    0.0,    0.0,  25.48,  27.43,  26.80,   1.700,   2.373,   1.536,  26.15,  -0.69,  -0.08,   1.715,   2.382,   1.516,  3324,  4436, 16480,  3416,  5080, 16480,     6.16,     6.49,     6.32,     6.41,     6.57,     6.73
05.04. 22:00 ,    0.0,    0.0,  25.48,  27.43,  26.80,   1.697,   2.369,   1.533,  26.15,  -1.22,  -0.08,   1.708,   2.371,   1.510,  3324,  4436, 16480,  3420,  5096, 16480,     5.58,     5.75,     5.58,     5.75,     5.75,     6.00
05.04. 22:30 ,    0.0,    0.0,  25.48,  27.40,  26.80,   1.706,   2.390,   1.542,  26.15,  -0.89,  -0.10,   1.726,   2.388,   1.518,  3324,  4436, 16480,  3420,  5096, 16480,     5.01,     5.17,     5.01,     5.17,     5.17,     5.34
05.04. 23:00 ,    0.0,    0.0,  25.48,  27.43,  26.80,   1.742,   2.471,   1.576,  26.15,  -0.30,  -0.10,   1.749,   2.444,   1.542,  3324,  4436, 16480,  3420,  5096, 16480,     4.52,     4.68,     4.60,     4.68,     4.76,     4.85
05.04. 23:30 ,    0.0,    0.0,  25.51,  27.43,  26.80,   1.693,   2.371,   1.528,  26.15,  -0.77,  -0.11,   1.719,   2.381,   1.513,  3324,  4436, 16480,  3420,  5096, 16480,     4.11,     4.35,     4.19,     4.35,     4.44,     4.52
06.04. 00:00 ,    0.0,    0.0,  25.48,  27.40,  26.80,   1.691,   2.367,   1.528,  26.15,  -0.92,  -0.11,   1.713,   2.372,   1.506,  3324,  4436, 16480,  3420,  5096, 16480,     3.70,     4.27,     3.86,     4.03,     4.27,     4.27
06.04. 00:30 ,    0.0,    0.0,  25.48,  27.43,  26.80,   1.686,   2.360,   1.524,  26.15,  -1.05,  -0.11,   1.705,   2.368,   1.502,  3328,  4436, 16480,  3420,  5096, 16480,     3.45,     3.70,     3.53,     3.62,     3.86,     3.86
06.04. 01:00 ,    0.0,    0.0,  25.48,  27.40,  26.80,   1.687,   2.361,   1.522,  26.15,  -1.11,  -0.10,   1.707,   2.364,   1.502,  3328,  4436, 16480,  3420,  5096, 16480,     3.29,     3.53,     3.29,     3.45,     3.70,     3.70
06.04. 01:30 ,    0.0,    0.0,  25.48,  27.43,  26.80,   1.687,   2.366,   1.523,  26.15,  -0.84,  -0.11,   1.699,   2.367,   1.501,  3328,  4436, 16480,  3420,  5096, 16480,     3.04,     3.37,     3.12,     3.29,     3.45,     3.45
06.04. 02:00 ,    0.0,    0.0,  25.48,  27.43,  26.80,   1.682,   2.353,   1.518,  26.15,  -1.15,  -0.11,   1.700,   2.358,   1.497,  3328,  4436, 16480,  3420,  5096, 16480,     2.71,     2.88,     2.80,     2.88,     2.96,     3.04
06.04. 02:30 ,    0.0,    0.0,  25.48,  27.43,  26.80,   1.689,   2.372,   1.526,  26.15,  -0.94,  -0.11,   1.706,   2.370,   1.502,  3328,  4436, 16480,  3420,  5096, 16480,     2.55,     2.80,     2.63,     2.71,     2.88,     2.88
06.04. 03:00 ,    0.0,    0.0,  25.48,  27.40,  26.80,   1.679,   2.347,   1.515,  26.15,  -0.99,  -0.10,   1.702,   2.351,   1.493,  3328,  4440, 16480,  3420,  5096, 16480,     2.38,     2.63,     2.47,     2.55,     2.63,     2.63
06.04. 03:30 ,    0.0,    0.0,  25.48,  27.40,  26.80,   1.674,   2.341,   1.512,  26.15,  -1.07,  -0.07,   1.692,   2.345,   1.489,  3328,  4436, 16480,  3420,  5096, 16480,     2.30,     2.55,     2.47,     2.55,     2.63,     2.71
06.04. 04:00 ,    0.0,    0.0,  25.48,  27.43,  26.78,   1.669,   2.330,   1.507,  26.15,  -0.93,  -0.09,   1.685,   2.337,   1.486,  3328,  4436, 16480,  3420,  5096, 16480,     2.22,     2.55,     2.30,     2.47,     2.47,     2.38
06.04. 04:30 ,    0.0,    0.0,  25.48,  27.40,  26.78,   1.700,   2.398,   1.538,  26.15,  -0.81,  -0.08,   1.714,   2.399,   1.499,  3332,  4436, 16480,  3420,  5096, 16480,     1.89,     2.38,     2.06,     2.14,     2.63,     2.47
06.04. 05:00 ,    0.0,    0.0,  25.48,  27.43,  26.78,   1.700,   2.402,   1.539,  26.15,  -0.76,  -0.12,   1.713,   2.397,   1.510,  3328,  4440, 16480,  3424,  5096, 16480,     1.56,     2.14,     1.81,     1.89,     2.30,     2.22
06.04. 05:30 ,    0.0,    0.0,  25.48,  27.40,  26.78,   1.688,   2.409,   1.536,  26.15,  -0.85,  -0.10,   1.711,   2.392,   1.510,  3328,  4440, 16480,  3420,  5096, 16480,     1.40,     1.65,     1.48,     1.56,     1.81,     1.81
06.04. 06:00 ,    0.0,    0.0,  25.48,  27.40,  26.78,   1.679,   2.360,   1.527,  26.15,  -0.29,  -0.13,   1.697,   2.357,   1.493,  3328,  4440, 16480,  3424,  5096, 16480,     1.23,     1.48,     1.32,     1.40,     1.65,     1.56
06.04. 06:30 ,    0.0,    0.0,  25.48,  27.43,  26.78,   1.681,   2.354,   1.513,  26.12,  -1.03,  -0.06,   1.692,   2.375,   1.488,  3328,  4440, 16480,  3424,  5096, 16480,     1.40,     1.73,     1.56,     1.56,     2.14,     1.89
06.04. 07:00 ,    0.0,    0.0,  25.51,  27.40,  26.78,   1.682,   2.366,   1.521,  26.15,  -0.95,  -0.02,   1.699,   2.378,   1.502,  3328,  4440, 16480,  3424,  5096, 16480,     2.30,     2.96,     2.47,     2.47,     4.43,     3.29
06.04. 07:30 ,    0.0,    0.0,  25.48,  27.40,  26.78,   1.698,   2.399,   1.541,  26.12,  -1.11,   2.50,   1.708,   2.387,   1.511,  3348,  4440, 16480,  3424,  5096, 16480,     4.19,     4.68,     4.85,     4.27,     8.46,     5.58
06.04. 08:00 ,    0.0,    0.0,  25.48,  27.40,  26.78,   1.710,   2.414,   1.556,  26.12,  -0.78,   1.46,   1.713,   2.387,   1.521,  3348,  4444, 16480,  3424,  5096, 16480,     6.73,     7.31,     6.57,     6.41,     9.20,     8.21
06.04. 08:30 ,    0.0,    0.0,  25.48,  27.40,  26.78,   1.709,   2.405,   1.566,  26.15,  -0.93,   0.09,   1.719,   2.381,   1.518,  3324,  4444, 16480,  3416,  5080, 16480,    10.26,     9.69,    12.24,     9.85,    12.89,    14.95
06.04. 09:00 ,    0.0,    0.0,  25.48,  27.43,  26.78,   1.731,   2.437,   1.603,  26.12,  -0.90,  -0.10,   1.731,   2.436,   1.559,  3312,  4440, 16480,  3416,  5080, 16480,    12.73,    12.57,    13.47,    12.73,    14.62,    15.03
06.04. 09:30 ,    0.0,    0.0,  25.48,  27.43,  26.78,   1.743,   2.440,   1.619,  26.12,  -0.88,  -0.02,   1.744,   2.451,   1.572,  3312,  4436, 16480,  3408,  5080, 16480,    13.14,    13.72,    14.29,    13.31,    17.17,    14.21
06.04. 10:00 ,    0.0,    0.0,  25.48,  27.43,  26.78,   1.765,   2.474,   1.636,  26.12,  -0.73,  -0.04,   1.765,   2.481,   1.595,  3304,  4440, 16480,  3400,  5080, 16480,    17.09,    16.19,    15.36,    15.36,    16.93,    17.34
06.04. 10:30 ,    0.0,    0.0,  25.48,  27.43,  26.78,   1.798,   2.560,   1.687,  26.10,  -0.68,  -0.05,   1.804,   2.558,   1.636,  3292,  4444, 16480,  3396,  5080, 16480,    16.35,    16.93,    16.19,    16.51,    18.08,    16.76
06.04. 11:00 ,    0.0,    0.0,  25.48,  27.43,  26.78,   1.816,   2.559,   1.703,  26.10,  -0.40,  -0.06,   1.813,   2.559,   1.640,  3292,  4436, 16480,  3392,  5080, 16480,    16.93,    16.84,    17.09,    16.52,    17.34,    16.84
06.04. 11:30 ,    0.0,    0.0,  25.48,  27.43,  26.78,   1.837,   2.589,   1.715,  26.10,  -0.54,  -0.03,   1.826,   2.584,   1.653,  3288,  4436, 16480,  3396,  5080, 16480,    17.91,    17.01,    17.09,    17.01,    18.33,    18.49
06.04. 12:00 ,    0.0,    0.0,  25.48,  27.43,  26.78,   1.813,   2.544,   1.692,  26.07,  -0.78,  -0.02,   1.807,   2.536,   1.632,  3288,  4436, 16480,  3392,  5080, 16480,    17.83,    17.83,    17.58,    18.33,    17.83,    18.74
06.04. 12:30 ,    0.0,    0.0,  25.46,  27.43,  26.78,   1.829,   2.552,   1.702,  26.07,  -0.93,   0.13,   1.820,   2.543,   1.641,  3292,  4436, 16480,  3392,  5080, 16480,    18.41,    18.74,    19.39,    18.57,    18.65,    19.07
06.04. 13:00 ,    0.0,    0.0,  25.46,  27.45,  26.78,   1.839,   2.573,   1.717,  26.05,  -0.56,   0.65,   1.829,   2.549,   1.644,  3292,  4436, 16480,  3392,  5080, 16480,    18.74,    19.23,    19.73,    18.98,    19.15,    18.90
06.04. 13:30 ,    0.0,    0.0,  25.46,  27.45,  26.78,   1.831,   2.574,   1.722,  26.05,  -0.19,   0.23,   1.827,   2.595,   1.660,  3288,  4436, 16480,  3392,  5080, 16480,    18.90,    19.40,    19.15,    19.15,    19.07,    18.90
06.04. 14:00 ,    0.0,    0.0,  25.46,  27.45,  26.78,   1.820,   2.548,   1.705,  26.02,  -0.99,   0.63,   1.817,   2.545,   1.641,  3288,  4436, 16480,  3388,  5064, 16480,    19.56,    19.81,    19.48,    19.48,    19.40,    19.23
06.04. 14:30 ,    0.0,    0.0,  25.46,  27.43,  26.78,   1.846,   2.567,   1.716,  26.02,  -0.92,   1.69,   1.836,   2.572,   1.656,  3292,  4436, 16480,  3392,  5080, 16480,    19.64,    19.81,    20.05,    19.73,    19.64,    19.48
06.04. 15:00 ,    0.0,    0.0,  25.46,  27.45,  26.78,   1.857,   2.629,   1.724,  26.02,  -0.54,   1.84,   1.851,   2.594,   1.659,  3292,  4436, 16480,  3392,  5080, 16480,    19.89,    19.97,    20.14,    20.63,    19.97,    19.73
06.04. 15:30 ,    0.0,    0.0,  25.46,  27.46,  26.78,   1.851,   2.603,   1.706,  26.00,  -0.41,   1.97,   1.844,   2.582,   1.652,  3288,  4436, 16480,  3392,  5080, 16480,    20.05,    20.30,    20.22,    20.55,    20.14,    19.81
06.04. 16:00 ,    0.0,    0.0,  25.43,  27.45,  26.75,   1.841,   2.583,   1.687,  26.00,  -0.42,   1.34,   1.834,   2.565,   1.645,  3284,  4432, 16480,  3388,  5064, 16480,    20.47,    20.71,    20.47,    20.71,    20.38,    20.22
06.04. 16:30 ,    0.0,    0.0,  25.43,  27.43,  26.78,   1.830,   2.569,   1.687,  26.00,  -0.67,   0.89,   1.839,   2.555,   1.640,  3284,  4432, 16480,  3384,  5064, 16480,    20.55,    20.30,    20.71,    20.80,    20.14,    19.97
06.04. 17:00 ,    0.0,    0.0,  25.43,  27.43,  26.75,   1.824,   2.553,   1.675,  25.97,  -0.98,   0.01,   1.825,   2.552,   1.636,  3284,  4432, 16480,  3388,  5064, 16480,    20.38,    20.14,    20.55,    20.47,    20.05,    19.89
06.04. 17:30 ,    0.0,    0.0,  25.43,  27.43,  26.78,   1.816,   2.561,   1.671,  25.97,  -1.01,  -0.01,   1.823,   2.546,   1.630,  3284,  4432, 16480,  3388,  5064, 16480,    20.22,    19.97,    19.97,    20.22,    19.81,    19.64
06.04. 18:00 ,    0.0,    0.0,  25.43,  27.45,  26.78,   1.812,   2.541,   1.664,  25.97,  -0.29,  -0.01,   1.821,   2.542,   1.629,  3288,  4432, 16480,  3388,  5080, 16480,    18.98,    18.90,    18.90,    19.15,    18.98,    18.74
06.04. 18:30 ,    0.0,    0.0,  25.43,  27.43,  26.75,   1.812,   2.543,   1.655,  25.97,  -0.77,   0.09,   1.813,   2.536,   1.626,  3296,  4432, 16480,  3392,  5080, 16480,    17.67,    17.42,    17.26,    18.16,    17.67,    17.34
06.04. 19:00 ,    0.0,    0.0,  25.43,  27.43,  26.75,   1.810,   2.539,   1.646,  25.97,  -0.95,   0.10,   1.810,   2.541,   1.618,  3312,  4436, 16480,  3396,  5080, 16480,    15.04,    15.37,    14.87,    15.20,    15.61,    15.37
06.04. 19:30 ,    0.0,    0.0,  25.43,  27.43,  26.75,   1.796,   2.527,   1.628,  25.97,  -0.75,  -0.02,   1.793,   2.540,   1.613,  3320,  4436, 16480,  3400,  5080, 16480,    13.23,    13.55,    13.23,    13.39,    13.64,    13.64
06.04. 20:00 ,    0.0,    0.0,  25.43,  27.43,  26.75,   1.772,   2.506,   1.622,  25.94,  -0.88,  -0.05,   1.789,   2.514,   1.598,  3324,  4436, 16480,  3400,  5080, 16480,    11.74,    11.99,    11.74,    11.99,    12.07,    12.16
06.04. 20:30 ,    0.0,    0.0,  25.43,  27.43,  26.75,   1.790,   2.535,   1.624,  25.97,  -0.73,  -0.06,   1.790,   2.516,   1.595,  3328,  4432, 16480,  3404,  5080, 16480,    10.59,    10.76,    10.59,    10.84,    10.76,    10.92
06.04. 21:00 ,    0.0,    0.0,  25.43,  27.40,  26.75,   1.774,   2.507,   1.611,  25.97,  -1.09,  -0.06,   1.788,   2.509,   1.585,  3328,  4432, 16480,  3404,  5080, 16480,     9.77,    10.10,     9.85,    10.02,    10.10,    10.18
06.04. 21:30 ,    0.0,    0.0,  25.43,  27.40,  26.75,   1.763,   2.488,   1.599,  25.97,  -0.99,  -0.07,   1.772,   2.482,   1.570,  3328,  4432, 16480,  3404,  5080, 16480,     9.03,     9.36,     9.03,     9.28,     9.44,     9.52
06.04. 22:00 ,    0.0,    0.0,  25.43,  27.40,  26.75,   1.758,   2.482,   1.593,  25.97,  -0.74,  -0.09,   1.774,   2.487,   1.572,  3328,  4432, 16480,  3408,  5080, 16480,     8.46,     8.79,     8.54,     8.70,     8.79,     9.03
06.04. 22:30 ,    0.0,    0.0,  25.43,  27.40,  26.75,   1.736,   2.446,   1.579,  25.97,  -0.88,  -0.09,   1.752,   2.441,   1.549,  3332,  4436, 16480,  3408,  5080, 16480,     7.96,     8.21,     8.05,     8.13,     8.29,     8.37
06.04. 23:00 ,    0.0,    0.0,  25.43,  27.40,  26.75,   1.744,   2.460,   1.578,  25.97,  -1.14,  -0.11,   1.765,   2.469,   1.559,  3336,  4436, 16480,  3408,  5096, 16480,     7.55,     7.80,     7.64,     7.80,     7.88,     8.05
06.04. 23:30 ,    0.0,    0.0,  25.43,  27.40,  26.75,   1.728,   2.429,   1.568,  25.97,  -0.98,  -0.12,   1.757,   2.460,   1.555,  3332,  4436, 16480,  3408,  5096, 16480,     7.23,     7.47,     7.23,     7.39,     7.55,     7.64
07.04. 00:00 ,    0.0,    0.0,  25.43,  27.40,  26.75,   1.732,   2.441,   1.570,  25.97,  -1.01,  -0.13,   1.748,   2.442,   1.547,  3328,  4436, 16480,  3408,  5096, 16480,     6.82,     7.14,     6.90,     7.06,     7.23,     7.31
07.04. 00:30 ,    0.0,    0.0,  25.43,  27.40,  26.75,   1.733,   2.446,   1.571,  25.97,  -0.93,  -0.13,   1.751,   2.443,   1.543,  3328,  4436, 16480,  3408,  5096, 16480,     6.41,     6.82,     6.49,     6.65,     6.98,     7.06
07.04. 01:00 ,    0.0,    0.0,  25.43,  27.40,  26.75,   1.730,   2.435,   1.566,  25.97,  -0.80,  -0.14,   1.749,   2.442,   1.544,  3332,  4436, 16480,  3408,  5096, 16480,     6.24,     6.57,     6.32,     6.49,     6.82,     6.82
07.04. 01:30 ,    0.0,    0.0,  25.43,  27.40,  26.75,   1.740,   2.487,   1.594,  25.97,  -0.93,  -0.13,   1.758,   2.480,   1.556,  3332,  4436, 16480,  3412,  5096, 16480,     6.00,     6.24,     6.08,     6.16,     6.32,     6.49
07.04. 02:00 ,    0.0,    0.0,  25.43,  27.40,  26.73,   1.733,   2.496,   1.585,  25.97,  -0.29,  -0.17,   1.752,   2.445,   1.535,  3328,  4436, 16480,  3408,  5096, 16480,     5.67,     6.00,     5.83,     5.91,     6.08,     6.16
07.04. 02:30 ,    0.0,    0.0,  25.43,  27.40,  26.75,   1.734,   2.452,   1.570,  25.97,  -1.16,  -0.13,   1.749,   2.450,   1.545,  3328,  4436, 16480,  3412,  5096, 16480,     5.34,     5.58,     5.42,     5.50,     5.58,     5.67
07.04. 03:00 ,    0.0,    0.0,  25.43,  27.40,  26.75,   1.724,   2.435,   1.564,  25.97,  -1.09,  -0.17,   1.742,   2.438,   1.538,  3332,  4436, 16480,  3412,  5096, 16480,     5.09,     5.42,     5.26,     5.34,     5.58,     5.67
07.04. 03:30 ,    0.0,    0.0,  25.43,  27.40,  26.73,   1.733,   2.458,   1.571,  25.97,  -0.95,  -0.17,   1.754,   2.465,   1.549,  3332,  4436, 16480,  3412,  5096, 16480,     4.76,     5.26,     4.85,     5.01,     5.34,     5.26
07.04. 04:00 ,    0.0,    0.0,  25.43,  27.40,  26.73,   1.735,   2.457,   1.570,  25.97,  -0.87,  -0.17,   1.745,   2.457,   1.545,  3332,  4436, 16480,  3412,  5096, 16480,     4.44,     4.68,     4.52,     4.60,     4.85,     4.93
07.04. 04:30 ,    0.0,    0.0,  25.43,  27.40,  26.73,   1.733,   2.459,   1.572,  25.97,  -0.73,  -0.17,   1.723,   2.413,   1.523,  3336,  4436, 16480,  3412,  5096, 16480,     4.19,     4.44,     4.27,     4.44,     4.60,     4.60
07.04. 05:00 ,    0.0,    0.0,  25.43,  27.40,  26.73,   1.736,   2.469,   1.572,  25.97,  -0.63,  -0.21,   1.756,   2.469,   1.550,  3332,  4436, 16480,  3412,  5096, 16480,     4.02,     4.19,     4.02,     4.19,     4.27,     4.35
07.04. 05:30 ,    0.0,    0.0,  25.43,  27.40,  26.73,   1.727,   2.448,   1.564,  25.97,  -0.97,  -0.21,   1.745,   2.471,   1.534,  3336,  4436, 16480,  3412,  5096, 16480,     3.86,     3.86,     3.86,     3.94,     3.94,     4.11
